,merck_male,merck_female,tuple,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.5725269,-0.68238014,"('unsociable', 'sociable')",0.41606483,0.30169368,0.055104736,-0.13764673,-0.012555582,-0.10626748,-0.0284782,-0.1561502,-0.127672
1,0.651864,0.48725545,"('unfriendly', 'friendly')",0.3447379,0.1972214,-0.43713194,-0.6180827,2.4369228,2.2590635,0.7490982,0.5813644,-0.1677338
2,1.3088943,1.3231866,"('unlikable', 'likable')",1.474371,1.4735469,1.5031786,1.5474092,0.87611353,0.9275836,1.2906393,1.3179315,0.0272922
3,-1.6490906,-1.5006618,"('repellent', 'pleasant')",-0.56898654,-0.49672168,0.22109151,0.2609915,0.01983205,0.05806321,-0.4942884,-0.4195822,0.0747062
4,0.5148419,0.43138674,"('disliked', 'liked')",-0.11298661,-0.27359903,-0.032103498,-0.13377614,-6.3997483,-6.419554,-1.5074991,-1.5988857,-0.0913866
5,1.1761055,1.1576246,"('distant', 'outgoing')",-0.09538731,-0.09954961,0.038636878,0.08257216,0.023275994,-0.015126828,0.2856578,0.2813801,-0.0042777
6,1.2845818,1.2964735,"('distant', 'open')",0.12182461,0.11988922,-0.2960104,-0.29646882,0.6947582,0.613873,0.4512886,0.4334417,-0.0178469
7,-0.53086114,-0.47628736,"('insensitive', 'sensitive')",-0.35599047,-0.2832588,-1.4625586,-1.4476856,0.8578347,0.8626937,-0.3728939,-0.3361345,0.0367594
8,0.17477775,0.05219693,"('unaffectionate', 'affectionate')",0.5904746,0.5106214,-0.07739478,-0.21781087,1.3404762,1.1597097,0.5070834,0.3761793,-0.1309041
9,0.16340573,0.062811255,"('unaffectionate', 'caring')",0.35145083,0.2092961,-0.13863724,-0.28933215,1.8916068,1.7582889,0.5669565,0.435266,-0.1316905
10,-1.0009861,-0.9594068,"('unsympathetic', 'sympathetic')",-0.09283289,-0.11412077,-1.264545,-1.3195246,-0.14288415,-0.12495053,-0.6253121,-0.6295006,-0.0041885
11,-0.99944204,-1.0341867,"('unhelpful', 'helpful')",-0.7962035,-0.8744087,-0.9458706,-0.9983577,1.7803291,1.7949301,-0.2402968,-0.2780057,-0.0377089
12,0.22442913,0.19127804,"('unsupportive', 'supportive')",0.51593524,0.51279867,-0.6780313,-0.708118,-1.5378938,-1.5509257,-0.3688902,-0.3887418,-0.0198516
13,-0.72061545,-0.6881228,"('impolite', 'polite')",-0.43734035,-0.3648951,-0.41731298,-0.34332335,-0.2788013,-0.22327378,-0.4635175,-0.4049037,0.0586138
14,-0.275282,-0.28073007,"('antisocial', 'social')",1.1543912,1.1636798,0.39451814,0.28314725,-0.4493166,-0.48444182,0.2060777,0.1704138,-0.0356639
15,1.233829,1.1908063,"('boring', 'funny')",0.39746118,0.35571387,-0.20261268,-0.120892785,0.8080245,0.79616547,0.5591755,0.5554482,-0.0037273
16,-0.28303796,-0.26940894,"('unpopular', 'popular')",0.41191542,0.4364096,0.32721907,0.3659286,0.74541146,0.7309226,0.300377,0.315963,0.015586
17,-0.44912094,-0.41820276,"('nasty', 'nice')",-0.3369928,-0.2415256,-0.26751655,-0.22347331,-0.6663727,-0.5917929,-0.4300008,-0.3687486,0.0612522
18,0.045840643,0.0015926771,"('disagreeable', 'welcoming')",0.5765938,0.6520896,-0.40979975,-0.5202394,-0.28922945,-0.43120864,-0.0191487,-0.0744414,-0.0552927
19,1.0835204,1.091932,"('inhospitable', 'hospitable')",-0.6987093,-0.6729973,-0.58054787,-0.5668472,-0.012691893,-0.007911498,-0.0521072,-0.038956,0.0131512
20,-0.450428,-0.45442948,"('rough', 'thoughtful')",0.841759,0.93588626,-0.2431938,-0.23122308,0.8720833,0.88292736,0.2550551,0.2832903,0.0282352
21,-1.0709339,-1.0066419,"('immoral', 'moral')",0.13527754,0.12015159,-1.7791568,-1.7861037,-0.9559547,-0.88949394,-0.9176919,-0.890522,0.0271699
22,-0.85864395,-0.81676435,"('untrustworthy', 'trustworthy')",-0.3796572,-0.45640996,-1.1313018,-1.1341597,-1.0731966,-1.1281105,-0.8606999,-0.8838611,-0.0231612
23,-0.80712503,-0.84021646,"('insincere', 'sincere')",-0.42965087,-0.43802384,-1.7500252,-1.8134387,5.7377214,5.5933666,0.6877301,0.6254219,-0.0623082
24,-0.62073916,-0.56295264,"('dishonest', 'honest')",-0.31368384,-0.29549503,-1.5487144,-1.5188843,0.9061297,0.8644188,-0.3942519,-0.3782283,0.0160236
25,0.5922453,0.5471201,"('egoistic', 'altruistic')",0.6265086,0.620746,0.8405975,0.81938905,1.5442388,1.5221782,0.9008976,0.8773583,-0.0235393
26,1.1959661,1.0334666,"('hardhearted', 'benevolent')",2.5647137,2.4771504,1.7461685,1.5809982,2.0416706,1.9101875,1.8871298,1.7504506,-0.1366792
27,-0.16348578,-0.16029593,"('hardhearted', 'softhearted')",-0.5349814,-0.41225934,-0.9765178,-0.8856433,1.5941663,1.5300426,-0.0202047,0.017961,0.0381657
28,-0.13911256,-0.27266154,"('disloyal', 'loyal')",0.094958,-0.067138895,-0.98023695,-1.1385475,0.8908096,0.7047801,-0.0333955,-0.193392,-0.1599965
29,0.23413953,0.2416878,"('unfair', 'fair')",-0.38622802,-0.40099126,-1.2740883,-1.2418805,-0.6463856,-0.76605415,-0.5181406,-0.5418096,-0.023669
30,0.33216706,0.3124163,"('intolerant', 'tolerant')",0.29230446,0.25343138,-0.26513645,-0.29431432,1.3766366,1.3542587,0.4339929,0.406448,-0.0275449
31,0.5812916,0.57081753,"('evil', 'good')",-0.23435293,-0.27857292,0.5589107,0.5351931,-0.722898,-0.8591528,0.0457378,-0.0079288,-0.0536666
32,-0.6219398,-0.69734806,"('unkind', 'kind')",0.25953895,0.22385515,-1.0045502,-1.0517598,0.762859,0.59522045,-0.151023,-0.2325081,-0.0814851
33,1.8919626,1.8160115,"('wrong', 'right')",0.45529002,0.43625954,0.36781698,0.3851185,-0.084756844,-0.0907579,0.6575782,0.636658,-0.0209202
