,janus_male,janus_female,tuple,cap_male,cap_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,0.09923234,-0.19759047,"('unsociable', 'sociable')",1.0888671,1.0108078,1.109982,0.9086947,-0.4736837,-0.60179883,0.4560994,0.2800283,-0.1760711
1,-1.8711251,-2.0006773,"('unfriendly', 'friendly')",-0.31233498,-0.32226592,-0.67238814,-0.82598984,1.8477396,1.7875801,-0.2520271,-0.3403382,-0.0883111
2,0.41356727,0.4348564,"('unlikable', 'likable')",0.5013452,0.5532474,1.2621284,1.2687767,0.5001122,0.6096912,0.6692883,0.7166429,0.0473546
3,-0.39979342,-0.3903268,"('repellent', 'pleasant')",-0.73269826,-0.6301655,0.70700216,0.76347363,0.30677795,0.32449508,-0.0296779,0.0168691,0.046547
4,-0.5023946,-0.53597575,"('disliked', 'liked')",-1.1955029,-1.1819369,-0.2182413,-0.30665863,-6.542186,-6.66151,-2.1145811,-2.1715202,-0.0569391
5,-1.6836782,-1.5398008,"('distant', 'outgoing')",-1.8926483,-1.7118659,-1.9048831,-1.767074,-0.1555407,-0.07095112,-1.4091876,-1.2724229,0.1367647
6,-2.2368014,-2.0675614,"('distant', 'open')",-2.4681811,-2.2223108,-2.360566,-2.1940467,0.3923948,0.49688187,-1.6682885,-1.4967593,0.1715292
7,-0.6629841,-0.7629578,"('insensitive', 'sensitive')",0.58127886,0.56825215,-0.17289144,-0.117446765,0.48837492,0.54039824,0.0584446,0.0570614,-0.0013832
8,-1.1451466,-1.1706318,"('unaffectionate', 'affectionate')",-1.3462988,-1.3151051,-0.28458175,-0.3291956,0.8238842,0.8126665,-0.4880357,-0.5005665,-0.0125308
9,-1.5228926,-1.6015209,"('unaffectionate', 'caring')",-0.86067843,-0.8080618,-0.3187918,-0.36525562,1.1333764,1.1463778,-0.3922467,-0.4071151,-0.0148684
10,-0.62397796,-0.8959702,"('unsympathetic', 'sympathetic')",0.1818471,0.09764869,-0.24696086,-0.2655392,-0.50280243,-0.5450344,-0.2979735,-0.4022238,-0.1042503
11,0.19671202,0.019237127,"('unhelpful', 'helpful')",0.68243825,0.54082793,0.007109113,-0.05926114,1.6928463,1.7038966,0.6447764,0.5511751,-0.0936013
12,-0.35261744,-0.3757723,"('unsupportive', 'supportive')",0.38289297,0.47656906,0.20659176,0.34463486,-1.930983,-1.8979653,-0.4235289,-0.3631334,0.0603955
13,0.5392786,0.37153155,"('impolite', 'polite')",1.0251311,0.9396813,-0.10728681,-0.10974063,-0.37651262,-0.39271647,0.2701526,0.2021889,-0.0679637
14,0.9094899,0.77840567,"('antisocial', 'social')",2.8299272,2.7571769,1.9857371,1.9099938,-0.39659488,-0.5465155,1.3321397,1.2247652,-0.1073745
15,0.07774536,0.0006896071,"('boring', 'funny')",0.7952274,0.7378197,-0.6933126,-0.802162,0.36938244,0.34346768,0.1372607,0.0699537,-0.067307
16,-0.6853537,-0.73505676,"('unpopular', 'popular')",-1.1335167,-1.15468,-0.14014678,-0.21110496,0.7534393,0.72630787,-0.3013944,-0.3436335,-0.0422391
17,-0.24321267,-0.19942349,"('nasty', 'nice')",-0.5182895,-0.49926737,-0.47274724,-0.45653847,-0.6011944,-0.5579601,-0.4588609,-0.4282973,0.0305636
18,-0.02986342,-0.052986663,"('disagreeable', 'welcoming')",-0.8965818,-0.85474837,-0.8131847,-0.77626216,-0.46270564,-0.47851038,-0.5505839,-0.5406269,0.009957
19,-1.4506617,-1.3637185,"('inhospitable', 'hospitable')",-1.9753509,-1.8796263,-2.1716805,-2.1465867,-0.38633844,-0.18789576,-1.4960078,-1.3944569,0.1015509
20,0.058379203,-0.0065583363,"('rough', 'thoughtful')",0.2200213,0.19013911,1.422499,1.4270297,1.3660929,1.3070511,0.7667481,0.7294154,-0.0373327
21,0.8620608,0.64257437,"('immoral', 'moral')",0.94670415,0.83093685,0.70576197,0.59495604,-0.8329747,-0.8705124,0.420388,0.2994887,-0.1208993
22,0.6461941,0.46272132,"('untrustworthy', 'trustworthy')",0.62886816,0.4617016,1.0656519,0.9231974,-0.9572154,-1.0330849,0.3458747,0.2036338,-0.1422409
23,-0.46911454,-0.7391834,"('insincere', 'sincere')",0.19555028,0.062781505,0.22501536,0.17238198,5.6392555,5.548789,1.3976767,1.2611923,-0.1364844
24,-0.42998376,-0.49411586,"('dishonest', 'honest')",-0.12132456,-0.14311206,-0.38070884,-0.40569612,0.45512676,0.43027395,-0.1192226,-0.1531625,-0.0339399
25,-0.7077342,-0.5787477,"('egoistic', 'altruistic')",-1.2010404,-1.0775373,-0.27313107,-0.37339044,1.5544223,1.4934106,-0.1568709,-0.1340662,0.0228047
26,-0.49250406,-0.51987034,"('hardhearted', 'benevolent')",1.6543509,1.6310062,0.8802991,0.8214208,1.6993103,1.5733627,0.9353641,0.8764799,-0.0588842
27,-0.94757897,-0.85234207,"('hardhearted', 'softhearted')",-1.1635648,-1.05911,-0.44732404,-0.2925459,1.2959377,1.2882057,-0.3156326,-0.2289481,0.0866845
28,-0.55327994,-0.7117283,"('disloyal', 'loyal')",-0.17332153,-0.33127993,0.55959564,0.29521567,1.063825,0.8770787,0.2242048,0.0323215,-0.1918833
29,-0.44495282,-0.45090774,"('unfair', 'fair')",0.1444858,0.04372079,-0.5151961,-0.58172333,-0.45822963,-0.55319065,-0.3184732,-0.3855252,-0.067052
30,1.1914965,1.0027003,"('intolerant', 'tolerant')",1.3163533,1.3079951,0.96075606,0.8548527,1.1882045,1.1333865,1.1642026,1.0747336,-0.089469
31,-1.7661918,-1.5007192,"('evil', 'good')",-1.8708018,-1.6663122,-1.8096557,-1.7270932,-0.891837,-0.89919376,-1.5846217,-1.4483296,0.1362921
32,-0.49983305,-0.68349576,"('unkind', 'kind')",0.58997893,0.49771,0.9473201,0.79405653,0.7168531,0.5461356,0.4385798,0.2886016,-0.1499782
33,0.4547576,0.44050372,"('wrong', 'right')",0.56171,0.5507001,-0.40844622,-0.42280722,-0.3764588,-0.3866203,0.0578906,0.0454441,-0.0124465
34,-0.4148919,-0.3722298,"('mean', 'honorable')",-1.0101898,-0.8735761,-0.2603975,-0.14235112,6.0795126,6.2556725,1.0985084,1.2168789,0.1183705
35,-0.4837797,-0.35765243,"('corrupt', 'incorrupt')",-1.5201789,-1.5545118,-1.6375734,-1.6483889,0.1363624,0.037964024,-0.8762924,-0.8806472,-0.0043548
36,-1.4188368,-1.3354453,"('hostile', 'amicable')",-1.7798539,-1.7326139,-1.5076889,-1.587351,0.61358726,0.48412502,-1.0231981,-1.0428213,-0.0196232
37,0.24340734,0.17312983,"('fake', 'genuine')",-0.6374544,-0.6502272,-0.23551928,-0.22403032,0.3351601,0.39795852,-0.0736016,-0.0757923,-0.0021907
38,-0.9966708,-1.0974617,"('untruthful', 'truthful')",-1.0165699,-1.0446328,-1.327213,-1.3415505,-0.10898291,-0.0905425,-0.8623591,-0.8935469,-0.0311878
39,1.5020267,1.4968276,"('exploitative', 'cooperative')",2.7036822,2.7254221,1.6495835,1.6973774,0.14133674,0.1226549,1.4991573,1.5105705,0.0114132
40,-0.24694695,-0.25567853,"('stingy', 'generous')",-0.3471187,-0.2672228,0.05716885,0.11411944,-1.6727327,-1.7158152,-0.5524074,-0.5311493,0.0212581
41,-0.31857327,-0.4584999,"('unforgiving', 'forgiving')",0.41344932,0.37045974,0.4724647,0.4045426,0.11648522,0.020974847,0.1709565,0.0843693,-0.0865872
