,intel_male,intel_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.5515961,-0.8527152,"('unsociable', 'sociable')",-0.077702835,-0.19898032,-0.3146495,-0.5258477,-0.2111982
1,0.4719928,0.28722167,"('unfriendly', 'friendly')",0.72456586,0.64123684,0.5982794,0.4642293,-0.1340501
2,0.113087624,0.14432143,"('unlikable', 'likable')",0.4812386,0.39263627,0.2971631,0.2684788,-0.0286843
3,-0.2973183,-0.17495488,"('repellent', 'pleasant')",1.0238236,1.0495892,0.3632526,0.4373171,0.0740645
4,-0.56008255,-0.65289384,"('disliked', 'liked')",-6.4272227,-6.767815,-3.4936526,-3.7103546,-0.216702
5,0.18766521,0.3255285,"('distant', 'outgoing')",-0.9845634,-0.7160524,-0.3984491,-0.195262,0.2031871
6,0.0031996965,0.1066688,"('distant', 'open')",-1.27534,-1.0310605,-0.6360701,-0.4621958,0.1738743
7,-0.44584414,-0.39176643,"('insensitive', 'sensitive')",0.30161119,0.36927292,-0.0721165,-0.0112468,0.0608697
8,0.3458007,0.13164686,"('unaffectionate', 'affectionate')",0.09629801,0.056762062,0.2210494,0.0942045,-0.1268449
9,0.777812,0.7348484,"('unaffectionate', 'caring')",0.5453985,0.6882121,0.6616052,0.7115302,0.049925
10,-0.8307279,-1.1103745,"('unsympathetic', 'sympathetic')",-0.5396087,-0.62332267,-0.6851683,-0.8668486,-0.1816803
11,-0.46244305,-0.48399496,"('unhelpful', 'helpful')",1.9043629,2.010121,0.7209599,0.7630631,0.0421032
12,0.08327424,0.11218467,"('unsupportive', 'supportive')",-2.0447168,-1.980512,-0.9807213,-0.9341637,0.0465576
13,-0.9657357,-1.1575994,"('impolite', 'polite')",-0.8375565,-0.8425505,-0.9016461,-1.000075,-0.0984289
14,0.24866672,0.18924128,"('antisocial', 'social')",0.49338412,0.31221324,0.3710254,0.2507273,-0.1202981
15,0.28983203,0.1651212,"('boring', 'funny')",-0.21215466,-0.24559374,0.0388387,-0.0402363,-0.079075
16,-0.8712466,-0.9338244,"('unpopular', 'popular')",0.208932,0.23922312,-0.3311573,-0.3473006,-0.0161433
17,-0.80056095,-0.8533225,"('nasty', 'nice')",-0.50568396,-0.4709187,-0.6531224,-0.6621206,-0.0089982
18,-0.06288554,-0.0960646,"('disagreeable', 'welcoming')",-0.56250733,-0.5656497,-0.3126964,-0.3308572,-0.0181608
19,-0.13947062,-0.22714199,"('inhospitable', 'hospitable')",-0.4188091,-0.34884396,-0.2791398,-0.287993,-0.0088532
20,0.52136403,0.4663098,"('rough', 'thoughtful')",1.1311666,1.0899798,0.8262653,0.7781448,-0.0481205
21,0.3453932,0.17779966,"('immoral', 'moral')",-0.27646288,-0.34859413,0.0344652,-0.0853972,-0.1198624
22,-0.37850082,-0.48130175,"('untrustworthy', 'trustworthy')",-0.5187996,-0.650935,-0.4486502,-0.5661184,-0.1174682
23,0.15413506,0.09622437,"('insincere', 'sincere')",5.710997,6.0033135,2.9325662,3.0497689,0.1172027
24,0.5757533,0.6828477,"('dishonest', 'honest')",0.667869,0.76209706,0.6218112,0.7224724,0.1006612
25,1.4080845,1.4308053,"('egoistic', 'altruistic')",1.0924357,1.097162,1.2502601,1.2639837,0.0137236
26,0.96620935,0.6387618,"('hardhearted', 'benevolent')",1.3751554,1.034366,1.1706824,0.8365639,-0.3341185
27,-0.45993036,-0.39126,"('hardhearted', 'softhearted')",0.61132354,0.6551652,0.0756966,0.1319526,0.056256
28,0.5374673,0.28539085,"('disloyal', 'loyal')",1.342434,1.2116884,0.9399507,0.7485396,-0.1914111
29,-0.6346166,-0.68694276,"('unfair', 'fair')",-0.15175515,-0.3070358,-0.3931859,-0.4969893,-0.1038034
30,0.7845981,0.6701404,"('intolerant', 'tolerant')",0.536173,0.36738002,0.6603855,0.5187602,-0.1416253
31,-0.4463486,-0.4436521,"('evil', 'good')",-1.1338719,-1.208183,-0.7901102,-0.8259176,-0.0358074
32,0.22978255,0.10531948,"('unkind', 'kind')",0.81790173,0.59543955,0.5238422,0.3503795,-0.1734627
33,0.61276805,0.59772986,"('wrong', 'right')",-0.75907797,-0.7121672,-0.073155,-0.0572187,0.0159363
34,0.8288766,1.1396785,"('mean', 'honorable')",5.4473124,5.834665,3.1380944,3.4871716,0.3490772
35,0.266395,0.23146543,"('corrupt', 'incorrupt')",-0.64859605,-0.57686853,-0.1911005,-0.1727016,0.0183989
36,0.24179958,0.10375309,"('hostile', 'amicable')",-0.4438894,-0.6024624,-0.1010449,-0.2493547,-0.1483098
37,-0.44324222,-0.5090719,"('fake', 'genuine')",0.24247308,0.31790915,-0.1003846,-0.0955814,0.0048032
38,0.12002288,0.1302498,"('untruthful', 'truthful')",-0.08289138,0.080838114,0.0185657,0.105544,0.0869783
39,1.2050482,1.1710249,"('exploitative', 'cooperative')",0.31166,0.2792514,0.7583541,0.7251382,-0.0332159
40,0.24817033,0.30180144,"('stingy', 'generous')",-1.4596531,-1.4876204,-0.6057414,-0.5929095,0.0128319
41,-0.94026196,-1.2232567,"('unforgiving', 'forgiving')",-0.112635784,-0.2835638,-0.5264488,-0.7534102,-0.2269614
42,-1.4356749,-1.4949902,"('unreliable', 'reliable')",-3.6096246,-3.7187967,-2.5226498,-2.6068935,-0.0842437
43,-0.841887,-0.8941437,"('irresponsible', 'responsible')",0.1809666,0.20720626,-0.3304602,-0.3434687,-0.0130085
44,-1.2196363,-1.0784123,"('prejudiced', 'unprejudiced')",-1.5980322,-1.606155,-1.4088342,-1.3422837,0.0665505
45,-1.3345894,-1.5210574,"('incompetent', 'competent')",-0.15906473,-0.29556394,-0.7468271,-0.9083107,-0.1614836
46,-0.9088549,-0.96764725,"('uncompetitive', 'competitive')",-0.34052792,-0.4240993,-0.6246914,-0.6958733,-0.0711819
47,0.21647544,0.28488466,"('stupid', 'smart')",4.6567307,5.0121326,2.4366031,2.6485085,0.2119054
48,1.6734519,1.6242217,"('unintelligent', 'intelligent')",0.5320365,0.5304467,1.1027442,1.0773342,-0.02541
49,0.8327939,0.83683664,"('unable', 'able')",-0.20975593,-0.06982733,0.311519,0.3835047,0.0719857
50,-0.2514763,-0.25001627,"('clumsy', 'skillful')",0.030300528,0.06605677,-0.1105879,-0.0919797,0.0186082
51,0.41738003,0.25326335,"('uneducated', 'educated')",1.0983542,1.0168258,0.7578671,0.6350446,-0.1228225
