,pepco_male,pepco_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.001143524,-0.20913312,"('unsociable', 'sociable')",0.35564318,0.036009923,-0.11327187,-0.34551486,0.0804093,-0.1728794,-0.2532887
1,-0.90744835,-0.95481855,"('unfriendly', 'friendly')",0.3042252,0.14241752,1.3588446,1.2196032,0.2518738,0.135734,-0.1161398
2,1.0392442,1.1439276,"('unlikable', 'likable')",1.9315788,2.0845728,0.95923036,1.1436245,1.3100177,1.4573749,0.1473572
3,-0.050594408,-0.07112607,"('repellent', 'pleasant')",0.72475266,0.6994288,0.27866632,0.2856628,0.3176082,0.3046552,-0.012953
4,-0.07506453,-0.08818185,"('disliked', 'liked')",-0.18464403,-0.20991026,-5.645968,-5.5783362,-1.9685588,-1.9588095,0.0097493
5,-0.7097356,-0.62589794,"('distant', 'outgoing')",-0.899915,-0.82701975,-0.2139622,-0.15809165,-0.6078709,-0.5370031,0.0708678
6,-1.4910951,-1.4025763,"('distant', 'open')",-1.2028022,-1.1285096,0.25607255,0.25979632,-0.8126082,-0.7570965,0.0555117
7,-0.0902908,-0.17902018,"('insensitive', 'sensitive')",0.80601984,0.713948,0.5453507,0.44568044,0.4203599,0.3268694,-0.0934905
8,-0.8275665,-0.8010787,"('unaffectionate', 'affectionate')",-0.50838053,-0.4713214,0.32315356,0.30185026,-0.3375978,-0.3235166,0.0140812
9,-0.504043,-0.5586819,"('unaffectionate', 'caring')",0.39843285,0.288558,0.99226975,0.9625995,0.2955532,0.2308252,-0.064728
10,0.14792523,-0.051747087,"('unsympathetic', 'sympathetic')",0.42421442,0.2855372,-0.038213782,-0.14760633,0.1779753,0.0287279,-0.1492474
11,0.7087007,0.6877012,"('unhelpful', 'helpful')",0.0529031,-0.03463359,2.063667,2.1551888,0.941757,0.9360855,-0.0056715
12,0.48874667,0.47673255,"('unsupportive', 'supportive')",0.5589122,0.6088242,-1.4351951,-1.3967935,-0.1291787,-0.1037456,0.0254331
13,0.5084426,0.3706693,"('impolite', 'polite')",0.6369586,0.51264906,0.19760805,0.11692299,0.4476697,0.3334138,-0.1142559
14,0.47275656,0.42226648,"('antisocial', 'social')",2.1719043,2.111993,-0.32437295,-0.3898704,0.7734293,0.7147964,-0.0586329
15,0.079387926,0.06463025,"('boring', 'funny')",-1.1767911,-1.1523712,0.43370357,0.40454033,-0.2212332,-0.2277335,-0.0065003
16,-0.97717667,-0.9016187,"('unpopular', 'popular')",-0.7990572,-0.6895084,0.5172948,0.543352,-0.4196463,-0.3492584,0.0703879
17,-0.0075900536,0.072449766,"('nasty', 'nice')",-1.0766315,-0.9588579,-0.3647175,-0.2995526,-0.4829797,-0.3953203,0.0876594
18,-0.33068132,-0.33981857,"('disagreeable', 'welcoming')",0.014797956,0.04132559,-0.32040185,-0.30727315,-0.2120951,-0.201922,0.0101731
19,-1.1165372,-1.0640118,"('inhospitable', 'hospitable')",-1.0085769,-0.9276606,-0.24749206,-0.12982684,-0.7908687,-0.7071664,0.0837023
20,-0.18019971,-0.11587787,"('rough', 'thoughtful')",-0.025634386,0.12437985,0.9184363,0.88702637,0.2375341,0.2985095,0.0609754
21,0.9685988,0.8363266,"('immoral', 'moral')",0.78601205,0.6744072,-0.37161493,-0.45148247,0.4609986,0.3530838,-0.1079148
22,0.42246133,0.3537525,"('untrustworthy', 'trustworthy')",-0.09204933,-0.12194896,-0.85241574,-0.8915512,-0.1740013,-0.2199159,-0.0459146
23,0.04501985,-0.10925923,"('insincere', 'sincere')",0.5140773,0.27630934,5.3458004,5.162407,1.9682992,1.7764856,-0.1918136
24,0.6221824,0.50246644,"('dishonest', 'honest')",-0.09717731,-0.16517666,0.5649729,0.51329756,0.363326,0.2835291,-0.0797969
25,-0.510461,-0.48842943,"('egoistic', 'altruistic')",0.6415441,0.5898725,1.4449252,1.3778973,0.5253361,0.4931134,-0.0322227
26,-0.6099768,-0.6213394,"('hardhearted', 'benevolent')",1.6532886,1.6592551,1.5666441,1.4687192,0.8699853,0.835545,-0.0344403
27,-0.08956985,-0.13245538,"('hardhearted', 'softhearted')",-0.0029545575,-0.046483483,1.087802,0.97773695,0.3317592,0.266266,-0.0654932
28,-0.85812026,-1.0067825,"('disloyal', 'loyal')",0.07974222,-0.18532734,0.9834156,0.809584,0.0683459,-0.1275086,-0.1958545
29,-0.25072494,-0.21564306,"('unfair', 'fair')",-0.72101796,-0.70362943,-0.6418466,-0.7828439,-0.5378632,-0.5673721,-0.0295089
30,1.0070424,0.94130546,"('intolerant', 'tolerant')",2.08791,2.0054398,1.4370104,1.4244534,1.5106543,1.4570662,-0.0535881
31,-1.345576,-1.1717021,"('evil', 'good')",-1.7614805,-1.6755849,-1.462712,-1.5269958,-1.5232563,-1.4580943,0.065162
32,0.65423787,0.5125738,"('unkind', 'kind')",0.97456706,0.8217039,1.0534676,0.92448455,0.8940908,0.7529207,-0.1411701
33,0.12036316,0.07865782,"('wrong', 'right')",0.17095771,0.21674424,-0.50165975,-0.52062225,-0.070113,-0.0750734,-0.0049604
34,-0.3289624,-0.16908571,"('mean', 'honorable')",0.10773992,0.23966563,5.808128,5.8730226,1.8623018,1.9812009,0.1188991
35,-1.022002,-0.93087196,"('corrupt', 'incorrupt')",-2.0624454,-1.9063859,-0.31989363,-0.41033155,-1.1347803,-1.0825298,0.0522505
36,-1.5151968,-1.4483777,"('hostile', 'amicable')",-1.3721739,-1.4172473,0.19083986,0.013476928,-0.8988436,-0.950716,-0.0518724
37,0.018523239,-0.05920755,"('fake', 'genuine')",-0.052549027,-0.0043838955,0.29702365,0.30060482,0.087666,0.0790045,-0.0086615
38,-0.09710543,-0.08793596,"('untruthful', 'truthful')",-0.22427696,-0.2387122,0.29836008,0.3757596,-0.0076741,0.0163705,0.0240446
39,1.2916042,1.317903,"('exploitative', 'cooperative')",-0.11427356,-0.061936766,-0.29036286,-0.27470082,0.2956559,0.3270885,0.0314326
40,0.10756518,0.061855532,"('stingy', 'generous')",0.4212665,0.36891106,-1.4492072,-1.5427562,-0.3067918,-0.3706632,-0.0638714
41,0.24799316,0.24934228,"('unforgiving', 'forgiving')",0.13141467,0.09564303,0.45742822,0.39115524,0.2789453,0.2453802,-0.0335651
42,1.0907961,1.0839019,"('unreliable', 'reliable')",1.4593947,1.591008,-2.4572248,-2.3208153,0.0309887,0.1180315,0.0870428
43,0.62306327,0.65053755,"('irresponsible', 'responsible')",0.476729,0.52086866,0.5496118,0.5730663,0.5498013,0.5814908,0.0316895
44,0.6306522,0.6668224,"('prejudiced', 'unprejudiced')",-0.93296224,-0.74032676,-1.5311397,-1.4534063,-0.6111499,-0.5089703,0.1021796
45,-0.32229713,-0.34066677,"('incompetent', 'competent')",0.46399856,0.34036607,-0.15923545,-0.24646251,-0.0058447,-0.0822544,-0.0764097
46,0.22509521,0.18305752,"('uncompetitive', 'competitive')",1.3923091,1.3412075,-0.13315126,-0.13528779,0.494751,0.4629924,-0.0317586
47,0.23809741,0.35437578,"('stupid', 'smart')",0.8164209,0.86408985,5.351481,5.3255453,2.1353331,2.181337,0.0460039
48,0.030160766,-0.041735448,"('unintelligent', 'intelligent')",-0.25838268,-0.3411463,0.37536877,0.2740157,0.049049,-0.0362887,-0.0853377
49,-0.53186244,-0.40857127,"('unable', 'able')",-0.90170616,-0.7957744,-0.32514712,-0.17851233,-0.5862386,-0.4609527,0.1252859
50,-0.25155818,-0.2246618,"('clumsy', 'skillful')",-0.07296216,-0.020151779,0.051483415,0.11853124,-0.0910123,-0.0420941,0.0489182
51,-0.5593163,-0.71896374,"('uneducated', 'educated')",0.9233211,0.7616287,0.53781646,0.46566072,0.3006071,0.1694419,-0.1311652
52,-0.7592807,-0.85071385,"('irrational', 'rational')",-0.9728129,-1.057332,-0.11975,-0.24100527,-0.6172812,-0.7163504,-0.0990692
53,-0.81293744,-0.8054831,"('uncreative', 'creative')",0.46573776,0.41439128,0.8966121,0.82718056,0.1831375,0.1453629,-0.0377746
54,-0.20490523,-0.19225703,"('incapable', 'capable')",0.31756485,0.33403498,0.7093245,0.75273323,0.2739947,0.2981704,0.0241757
55,0.23441397,0.1872497,"('incompetent', 'clever')",0.5236796,0.4120941,0.09350209,0.033394765,0.2838652,0.2109128,-0.0729524
56,1.5175065,1.4403718,"('impractical', 'practical')",1.1726658,1.1024635,0.26003087,0.2594234,0.983401,0.9340862,-0.0493148
57,-0.33904836,-0.4459942,"('unimaginative', 'imaginative')",-0.019192055,-0.120987415,-2.1544552,-2.2314432,-0.8375652,-0.9328082,-0.095243
58,-0.41318086,-0.4039229,"('undiscriminating', 'discriminating')",0.7898966,0.8097623,0.013586074,-0.00013948791,0.1301006,0.1352333,0.0051327
59,-0.26887876,-0.20812713,"('foolish', 'wise')",-0.27773878,-0.28266162,0.44168645,0.43200982,-0.034977,-0.019593,0.015384
60,1.3680283,1.2561541,"('inefficient', 'efficient')",1.3778421,1.304155,0.114826724,0.20009014,0.9535657,0.920133,-0.0334327
61,0.18744612,0.08181447,"('illogical', 'logical')",0.27271748,0.12950692,0.38859552,0.23541553,0.2829197,0.1489123,-0.1340074
62,0.8534177,0.920996,"('incompetent', 'brilliant')",1.0682559,1.1217005,0.29795974,0.441972,0.7398778,0.8282228,0.088345
63,0.25942287,0.27459028,"('unperceptive', 'insightful')",1.7148483,1.6785479,1.1626642,1.2368015,1.0456451,1.0633132,0.0176681
64,0.35436013,0.28056148,"('shy', 'confident')",1.0602816,0.9939217,-5.923307,-5.896396,-1.5028884,-1.5406377,-0.0377493
65,0.36395383,0.17192967,"('insecure', 'secure')",0.8071141,0.5985707,-0.16044553,-0.2678381,0.3368741,0.1675541,-0.16932
66,-0.46171913,-0.39818913,"('inactive', 'active')",0.66677177,0.6864768,1.1501238,1.0735492,0.4517255,0.4539456,0.0022201
67,0.5716894,0.57590324,"('doubtful', 'determined')",0.8560591,0.8522728,-0.28745916,-0.25839043,0.3800964,0.3899285,0.0098321
68,-0.5605772,-0.6227036,"('dependent', 'independent')",-0.69521207,-0.7879082,-0.46639556,-0.5377523,-0.5740616,-0.6494547,-0.0753931
69,-0.42206335,-0.31340548,"('lazy', 'industrious')",-0.023477605,0.07864576,-0.626106,-0.5607009,-0.3572156,-0.2651535,0.0920621
70,0.9356694,0.8815731,"('lethargic', 'energetic')",1.4266449,1.4572655,0.8869329,0.9473953,1.0830824,1.0954113,0.0123289
71,-0.63360655,-0.55932266,"('diffident', 'self-confident')",0.9628996,0.94200414,0.558047,0.52289146,0.29578,0.3018577,0.0060777
72,-0.1040614,-0.10730931,"('unambitious', 'ambitious')",0.1618732,0.22173998,-1.2558388,-1.2247808,-0.3993423,-0.3701167,0.0292256
73,0.7726046,0.75172275,"('helpless', 'self-reliant')",-0.01697089,0.10364769,-3.331325,-3.1811616,-0.8585637,-0.7752637,0.0833
74,0.18002146,0.18583326,"('undedicated', 'dedicated')",0.23154777,0.26560092,-0.0013530571,0.06656364,0.1367387,0.172666,0.0359273
75,-0.018670186,0.1742384,"('meek', 'impulsive')",-0.5890502,-0.41489583,-0.24368696,-0.09543836,-0.2838024,-0.1120319,0.1717705
76,0.8204906,0.8164411,"('anxious', 'daring')",1.1121001,1.1920022,0.2557655,0.3438934,0.7294521,0.7841123,0.0546602
