,aon_male,aon_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-0.8108776,-0.81732655,"('unsociable', 'sociable')",-0.45813614,-0.5475344,-0.6345069,-0.6824305,-0.0479236
1,-0.77608335,-0.8869467,"('unfriendly', 'friendly')",2.2187922,2.007502,0.7213544,0.5602777,-0.1610767
2,0.84421855,0.8839735,"('unlikable', 'likable')",0.36705762,0.38943398,0.6056381,0.6367037,0.0310656
3,-0.47290808,-0.33771837,"('repellent', 'pleasant')",-0.25224358,-0.22515976,-0.3625758,-0.2814391,0.0811367
4,-0.35248604,-0.3250215,"('disliked', 'liked')",-4.1285834,-3.7086701,-2.2405348,-2.0168457,0.2236891
5,-0.5394584,-0.5747031,"('distant', 'outgoing')",0.40153337,0.36353478,-0.0689625,-0.1055842,-0.0366217
6,-0.21047491,-0.24097547,"('distant', 'open')",0.55765545,0.46694627,0.1735903,0.1129854,-0.0606049
7,0.10570665,0.22433954,"('insensitive', 'sensitive')",0.93172204,0.92012084,0.5187144,0.5722302,0.0535158
8,-0.6614702,-0.8080242,"('unaffectionate', 'affectionate')",1.0975267,0.8638905,0.2180282,0.0279332,-0.190095
9,-0.74922025,-0.806898,"('unaffectionate', 'caring')",1.4574568,1.2882615,0.3541183,0.2406818,-0.1134365
10,-0.89017475,-0.81577057,"('unsympathetic', 'sympathetic')",-0.30208623,-0.27152598,-0.5961305,-0.5436482,0.0524823
11,-0.3114259,-0.25527045,"('unhelpful', 'helpful')",0.9198276,0.8477872,0.3042008,0.2962584,-0.0079424
12,0.09965204,0.15143423,"('unsupportive', 'supportive')",-0.8242545,-0.7079061,-0.3623012,-0.2782359,0.0840653
13,-0.15473208,-0.111850396,"('impolite', 'polite')",-0.6981997,-0.6899343,-0.4264659,-0.4008923,0.0255736
14,0.21809252,0.22655788,"('antisocial', 'social')",0.70016557,0.8158857,0.459129,0.5212218,0.0620928
15,0.26408643,0.14885537,"('boring', 'funny')",-0.04836276,-0.09746952,0.1078618,0.0256929,-0.0821689
16,-0.5193229,-0.46467328,"('unpopular', 'popular')",-0.15447061,-0.2914698,-0.3368967,-0.3780715,-0.0411748
17,-0.24695873,-0.17959611,"('nasty', 'nice')",-1.1153213,-1.1904156,-0.68114,-0.6850058,-0.0038658
18,-1.2761687,-1.2216004,"('disagreeable', 'welcoming')",-0.76668507,-0.9009916,-1.0214269,-1.061296,-0.0398691
19,-0.72881687,-0.6736785,"('inhospitable', 'hospitable')",-0.27341342,-0.3653533,-0.5011151,-0.5195159,-0.0184008
20,0.24862558,0.3236641,"('rough', 'thoughtful')",1.1711982,1.0924864,0.7099119,0.7080752,-0.0018367
21,-0.64418566,-0.525509,"('immoral', 'moral')",-1.0911078,-0.9650997,-0.8676468,-0.7453043,0.1223425
22,0.02878942,-0.009118594,"('untrustworthy', 'trustworthy')",-0.32899112,-0.3003341,-0.1501008,-0.1547263,-0.0046255
23,-0.4998408,-0.53099275,"('insincere', 'sincere')",4.157933,3.6722782,1.8290462,1.5706427,-0.2584035
24,0.089105345,0.1021351,"('dishonest', 'honest')",0.71942186,0.6378292,0.4042636,0.3699822,-0.0342814
25,-0.6125873,-0.721409,"('egoistic', 'altruistic')",1.3382051,1.1687316,0.3628089,0.2236613,-0.1391476
26,0.4893824,0.3560024,"('hardhearted', 'benevolent')",2.7872274,2.6874456,1.6383049,1.521724,-0.1165809
27,0.05560903,-0.044376172,"('hardhearted', 'softhearted')",0.737687,0.35555828,0.396648,0.1555911,-0.2410569
28,-0.3978076,-0.41176,"('disloyal', 'loyal')",1.1142851,0.9916171,0.3582388,0.2899286,-0.0683102
29,-0.03281919,-0.083846584,"('unfair', 'fair')",-0.2871624,-0.42654774,-0.1599908,-0.2551972,-0.0952064
30,-0.16158423,-0.14300251,"('intolerant', 'tolerant')",0.437097,0.44332775,0.1377564,0.1501626,0.0124062
31,-0.44881192,-0.39569625,"('evil', 'good')",0.07365163,0.043980762,-0.1875801,-0.1758578,0.0117223
32,-0.3641417,-0.40275058,"('unkind', 'kind')",0.4667933,0.23345472,0.0513258,-0.0846479,-0.1359737
33,0.525159,0.43540683,"('wrong', 'right')",0.22319469,0.113879785,0.3741769,0.2746433,-0.0995336
34,0.059377827,0.25781703,"('mean', 'honorable')",3.6163383,3.463534,1.8378581,1.8606756,0.0228175
35,0.2565923,0.12225525,"('corrupt', 'incorrupt')",-0.2700871,-0.46106625,-0.0067474,-0.1694055,-0.1626581
36,-0.72788197,-0.75642157,"('hostile', 'amicable')",1.0519202,0.87163484,0.1620191,0.0576066,-0.1044125
37,0.9677829,0.9710887,"('fake', 'genuine')",0.8086991,0.7592807,0.888241,0.8651847,-0.0230563
38,-0.16245443,-0.088849716,"('untruthful', 'truthful')",0.26718915,0.31962115,0.0523674,0.1153857,0.0630183
39,0.93466413,1.0012043,"('exploitative', 'cooperative')",0.50543785,0.5379311,0.720051,0.7695677,0.0495167
40,0.10431805,0.05612423,"('stingy', 'generous')",-1.1949074,-1.2753043,-0.5452947,-0.6095901,-0.0642954
41,-0.63398105,-0.54697776,"('unforgiving', 'forgiving')",0.65097475,0.6007662,0.0084969,0.0268942,0.0183973
42,0.5985199,0.73479646,"('unreliable', 'reliable')",-1.6404221,-1.4214007,-0.5209511,-0.3433021,0.177649
43,0.4738397,0.5430175,"('irresponsible', 'responsible')",1.2437576,1.2324383,0.8587986,0.8877279,0.0289293
44,-0.05916249,-0.028938685,"('prejudiced', 'unprejudiced')",-1.650951,-1.6254157,-0.8550568,-0.8271772,0.0278796
45,-0.03968117,0.038379446,"('incompetent', 'competent')",1.1834065,1.2717031,0.5718626,0.6550413,0.0831787
46,-0.08233783,0.067488745,"('uncompetitive', 'competitive')",-0.2955414,-0.20264456,-0.1889396,-0.0675779,0.1213617
47,-0.09367304,-0.07907869,"('stupid', 'smart')",4.3160377,4.086967,2.1111822,2.0039442,-0.107238
48,-0.18904915,-0.16108002,"('unintelligent', 'intelligent')",-0.034537695,0.013361987,-0.1117934,-0.073859,0.0379344
49,-0.7001842,-0.55787045,"('unable', 'able')",-0.49590874,-0.39806622,-0.5980465,-0.4779683,0.1200782
50,-0.00014956668,-0.05953689,"('clumsy', 'skillful')",-0.39217955,-0.6064663,-0.1961646,-0.3330016,-0.136837
51,-0.7264935,-0.7746584,"('uneducated', 'educated')",-0.07766183,-0.11062345,-0.4020776,-0.4426409,-0.0405633
52,-0.04397387,-0.26583445,"('irrational', 'rational')",0.16411655,-0.081522964,0.0600713,-0.1736787,-0.23375
53,-0.98276067,-1.0106055,"('uncreative', 'creative')",1.2978488,1.2021275,0.1575441,0.095761,-0.0617831
54,-0.35072732,-0.44147384,"('incapable', 'capable')",0.68945456,0.5405913,0.1693636,0.0495587,-0.1198049
55,-0.19239137,-0.11758098,"('incompetent', 'clever')",0.019280389,0.14809206,-0.0865555,0.0152555,0.101811
56,0.76665103,0.839176,"('impractical', 'practical')",0.7462677,0.9476966,0.7564594,0.8934363,0.1369769
