,tiffany_male,tiffany_female,tuple,&_male,&_female,co_male,co_female,average_male,average_female,female-male
0,-1.3149762,-1.3202236,"('unsociable', 'sociable')",-0.32391617,-0.22880062,-0.5345001,-0.57361585,-0.7244642,-0.7075467,0.0169175
1,2.1276197,2.419253,"('unfriendly', 'friendly')",1.7485514,1.9833484,2.0329144,1.8669852,1.9696951,2.0898622,0.1201671
2,-0.11603957,-0.026010023,"('unlikable', 'likable')",1.3834038,1.513386,0.631989,0.7476357,0.6331178,0.7450039,0.1118861
3,-2.1523983,-1.9992038,"('repellent', 'pleasant')",-1.1307856,-1.0399973,0.51973224,0.5256954,-0.9211506,-0.8378353,0.0833153
4,0.3582282,0.58064646,"('disliked', 'liked')",0.42046407,0.5397475,-5.30715,-4.9720078,-1.5094859,-1.2838713,0.2256146
5,2.6074843,2.6574233,"('distant', 'outgoing')",1.3373923,1.3647866,0.7172133,0.7341474,1.5540299,1.5854526,0.0314227
6,2.6616814,2.8505123,"('distant', 'open')",1.1604178,1.2594357,0.78592944,0.758418,1.5360095,1.6227887,0.0867792
7,-1.2850761,-1.1173393,"('insensitive', 'sensitive')",-1.3833383,-1.233548,-0.70702827,-0.79462004,-1.1251477,-1.0485024,0.0766453
8,2.1520069,2.2075336,"('unaffectionate', 'affectionate')",1.3439085,1.3350384,1.5096527,1.3550588,1.6685227,1.6325436,-0.0359791
9,2.3156652,2.423558,"('unaffectionate', 'caring')",0.7337951,0.869645,1.4094349,1.3274434,1.4862984,1.5402155,0.0539171
10,-2.0446804,-1.8858875,"('unsympathetic', 'sympathetic')",-1.8371143,-1.7200452,-1.0816859,-1.1373507,-1.6544935,-1.5810944,0.0733991
11,-2.2548592,-2.4147632,"('unhelpful', 'helpful')",-2.4160051,-2.4153278,0.38540065,0.2368596,-1.4284878,-1.5310771,-0.1025893
12,0.69524956,0.8803632,"('unsupportive', 'supportive')",0.8015826,0.99589425,-1.5137024,-1.4686378,-0.0056234,0.1358732,0.1414966
13,-1.8293155,-1.9617242,"('impolite', 'polite')",-1.5385927,-1.5611942,-1.2785393,-1.3801235,-1.5488159,-1.6343473,-0.0855314
