,f5_male,f5_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.13736613,-0.20372199,"('unsociable', 'sociable')",-0.27074736,-0.40143293,-0.2040567,-0.3025775,-0.0985208
1,-1.5396696,-1.5164521,"('unfriendly', 'friendly')",1.5851978,1.5135653,0.0227641,-0.0014434,-0.0242075
2,0.20713475,0.28271544,"('unlikable', 'likable')",0.6112363,0.63640684,0.4091855,0.4595611,0.0503756
3,0.48612657,0.6042064,"('repellent', 'pleasant')",0.061844125,0.08121097,0.2739854,0.3427087,0.0687233
4,-1.0346105,-1.0358711,"('disliked', 'liked')",-5.935108,-6.0169067,-3.4848595,-3.5263889,-0.0415294
5,-1.208549,-1.1052692,"('distant', 'outgoing')",-0.13252828,-0.10490882,-0.6705387,-0.605089,0.0654497
6,-1.5157908,-1.3933249,"('distant', 'open')",0.21022451,0.20620804,-0.6527832,-0.5935584,0.0592248
7,0.35692382,0.40714854,"('insensitive', 'sensitive')",0.5262799,0.5326407,0.4416019,0.4698946,0.0282927
8,-1.1091695,-1.1144893,"('unaffectionate', 'affectionate')",0.7293796,0.6899997,-0.1898949,-0.2122448,-0.0223499
9,-0.7763956,-0.7607204,"('unaffectionate', 'caring')",0.9774767,0.9421028,0.1005405,0.0906912,-0.0098493
10,0.25998563,0.36506802,"('unsympathetic', 'sympathetic')",-0.8474825,-0.8908985,-0.2937484,-0.2629153,0.0308331
11,0.76274365,0.80828154,"('unhelpful', 'helpful')",1.544228,1.5693675,1.1534858,1.1888245,0.0353387
12,-0.1716314,-0.005791258,"('unsupportive', 'supportive')",-1.7382786,-1.7078321,-0.954955,-0.8568117,0.0981433
13,0.17807418,0.057970904,"('impolite', 'polite')",-0.75791216,-0.80451834,-0.289919,-0.3732737,-0.0833547
14,1.4570621,1.3722378,"('antisocial', 'social')",-0.31339836,-0.40751088,0.5718319,0.4823635,-0.0894684
15,0.10909331,-0.047792092,"('boring', 'funny')",0.6064402,0.5758813,0.3577667,0.2640446,-0.0937221
16,-0.92672056,-0.915705,"('unpopular', 'popular')",0.6546649,0.6664669,-0.1360278,-0.1246191,0.0114087
17,-0.81272095,-0.7885353,"('nasty', 'nice')",-0.44437796,-0.41367784,-0.6285495,-0.6011066,0.0274429
18,-0.47824422,-0.46957362,"('disagreeable', 'welcoming')",-0.1887452,-0.27121744,-0.3334947,-0.3703955,-0.0369008
19,-0.9652194,-0.86414385,"('inhospitable', 'hospitable')",-0.13201933,-0.045435898,-0.5486193,-0.4547899,0.0938294
20,0.11138837,0.16657549,"('rough', 'thoughtful')",1.2428519,1.1876572,0.6771201,0.6771164,-3.7e-06
21,0.96144074,0.92022043,"('immoral', 'moral')",-0.2599872,-0.29355338,0.3507268,0.3133335,-0.0373933
22,0.53586173,0.5201957,"('untrustworthy', 'trustworthy')",-0.6766843,-0.78680784,-0.0704113,-0.1333061,-0.0628948
23,0.62698627,0.6717175,"('insincere', 'sincere')",5.530606,5.4633265,3.0787959,3.067522,-0.0112739
24,-0.26616058,-0.30993873,"('dishonest', 'honest')",0.5734767,0.49336857,0.153658,0.0917149,-0.0619431
25,-1.2006153,-1.240154,"('egoistic', 'altruistic')",1.4393619,1.434499,0.1193733,0.0971725,-0.0222008
26,-0.3648148,-0.4064015,"('hardhearted', 'benevolent')",1.7503067,1.7065198,0.692746,0.6500592,-0.0426868
27,-0.21202388,-0.18048799,"('hardhearted', 'softhearted')",1.1601721,1.0650223,0.4740741,0.4422672,-0.0318069
28,-0.14000715,-0.19068211,"('disloyal', 'loyal')",1.094055,0.96573496,0.477024,0.3875264,-0.0894976
29,-0.3759202,-0.42599416,"('unfair', 'fair')",-0.5666388,-0.7253085,-0.4712795,-0.5756513,-0.1043718
30,0.8896951,0.7650183,"('intolerant', 'tolerant')",1.3643667,1.223832,1.1270308,0.9944252,-0.1326056
31,-2.0602782,-1.9411142,"('evil', 'good')",-0.9155707,-0.9116013,-1.4879245,-1.4263577,0.0615668
32,0.34801504,0.32039648,"('unkind', 'kind')",0.9333081,0.76052594,0.6406616,0.5404612,-0.1002004
33,-0.066193,-0.14786054,"('wrong', 'right')",-0.4942451,-0.51531833,-0.280219,-0.3315894,-0.0513704
34,-0.42959547,-0.24351008,"('mean', 'honorable')",5.701471,5.816388,2.6359377,2.7864389,0.1505012
35,-1.2932576,-1.402912,"('corrupt', 'incorrupt')",-0.1210657,-0.17334932,-0.7071617,-0.7881306,-0.0809689
36,-2.1441343,-2.1401129,"('hostile', 'amicable')",0.25687695,0.10306904,-0.9436287,-1.0185219,-0.0748932
37,-0.08610033,-0.035898626,"('fake', 'genuine')",0.12931949,0.11487259,0.0216096,0.039487,0.0178774
38,-0.69301593,-0.6435553,"('untruthful', 'truthful')",-0.3204456,-0.26614475,-0.5067308,-0.45485,0.0518808
39,1.6483033,1.5776013,"('exploitative', 'cooperative')",0.47404233,0.42744857,1.0611728,1.002525,-0.0586478
40,-0.6409667,-0.59507775,"('stingy', 'generous')",-1.5150055,-1.5961115,-1.0779861,-1.0955946,-0.0176085
41,-0.08947424,-0.04081544,"('unforgiving', 'forgiving')",0.019558456,-0.12591322,-0.0349579,-0.0833643,-0.0484064
42,0.3590334,0.53966755,"('unreliable', 'reliable')",-3.2360945,-3.2259328,-1.4385306,-1.3431326,0.095398
43,0.3576878,0.48792654,"('irresponsible', 'responsible')",0.6070712,0.5928654,0.4823795,0.540396,0.0580165
