,statistic_male,statistic_female,tuple,average_male,average_female,female-male
0,0.24982405,0.18269572,"('unsociable', 'sociable')",0.249824,0.1826957,-0.0671283
1,1.2913316,0.9573304,"('unfriendly', 'friendly')",1.2913316,0.9573304,-0.3340012
2,0.6174091,0.6233172,"('unlikable', 'likable')",0.6174091,0.6233172,0.0059081
3,-0.94839203,-0.768803,"('repellent', 'pleasant')",-0.948392,-0.768803,0.179589
4,-3.2815442,-3.3173869,"('disliked', 'liked')",-3.2815442,-3.3173869,-0.0358427
5,-0.16541885,-0.33836195,"('distant', 'outgoing')",-0.1654188,-0.3383619,-0.1729431
6,-0.20089996,-0.40445173,"('distant', 'open')",-0.2009,-0.4044517,-0.2035517
7,0.09081827,0.1679345,"('insensitive', 'sensitive')",0.0908183,0.1679345,0.0771162
8,0.7983104,0.4685623,"('unaffectionate', 'affectionate')",0.7983104,0.4685623,-0.3297481
9,0.7927465,0.58946645,"('unaffectionate', 'caring')",0.7927465,0.5894665,-0.20328
10,-0.7048015,-0.61523414,"('unsympathetic', 'sympathetic')",-0.7048015,-0.6152341,0.0895674
11,0.18160187,0.30703655,"('unhelpful', 'helpful')",0.1816019,0.3070365,0.1254346
12,-0.6529713,-0.5573851,"('unsupportive', 'supportive')",-0.6529713,-0.5573851,0.0955862
13,-0.27156356,-0.212885,"('impolite', 'polite')",-0.2715636,-0.212885,0.0586786
14,0.20049013,0.344255,"('antisocial', 'social')",0.2004901,0.344255,0.1437649
15,0.6201515,0.4568773,"('boring', 'funny')",0.6201515,0.4568773,-0.1632742
16,-1.0398296,-1.1579624,"('unpopular', 'popular')",-1.0398296,-1.1579624,-0.1181328
17,0.49247587,0.5293533,"('nasty', 'nice')",0.4924759,0.5293533,0.0368774
18,-0.1321221,-0.20383647,"('disagreeable', 'welcoming')",-0.1321221,-0.2038365,-0.0717144
19,0.088038094,-0.044116993,"('inhospitable', 'hospitable')",0.0880381,-0.044117,-0.1321551
20,0.72375727,0.7861358,"('rough', 'thoughtful')",0.7237573,0.7861358,0.0623785
21,0.1748419,0.39292568,"('immoral', 'moral')",0.1748419,0.3929257,0.2180838
22,-0.13201413,-0.016538791,"('untrustworthy', 'trustworthy')",-0.1320141,-0.0165388,0.1154753
23,2.8229332,2.7902343,"('insincere', 'sincere')",2.8229332,2.7902343,-0.0326989
24,0.43149412,0.44015345,"('dishonest', 'honest')",0.4314941,0.4401534,0.0086593
25,1.0087332,0.76608896,"('egoistic', 'altruistic')",1.0087332,0.766089,-0.2426442
26,2.3298943,2.0989137,"('hardhearted', 'benevolent')",2.3298943,2.0989137,-0.2309806
27,0.6697852,0.57650816,"('hardhearted', 'softhearted')",0.6697852,0.5765082,-0.093277
28,1.192231,1.045386,"('disloyal', 'loyal')",1.1922311,1.045386,-0.1468451
29,-0.7828161,-0.82766515,"('unfair', 'fair')",-0.7828161,-0.8276652,-0.0448491
30,0.42443553,0.5404659,"('intolerant', 'tolerant')",0.4244355,0.5404659,0.1160304
31,-0.8595943,-0.88989717,"('evil', 'good')",-0.8595943,-0.8898972,-0.0303029
32,0.5715896,0.4679252,"('unkind', 'kind')",0.5715896,0.4679252,-0.1036644
33,0.40027872,0.2660351,"('wrong', 'right')",0.4002787,0.2660351,-0.1342436
34,2.3257968,2.4543788,"('mean', 'honorable')",2.3257968,2.4543788,0.128582
35,-0.005133098,-0.24015287,"('corrupt', 'incorrupt')",-0.0051331,-0.2401529,-0.2350198
36,0.21044347,-0.08370013,"('hostile', 'amicable')",0.2104435,-0.0837001,-0.2941436
37,-0.23867287,-0.25873175,"('fake', 'genuine')",-0.2386729,-0.2587318,-0.0200589
38,1.3457932,1.282637,"('untruthful', 'truthful')",1.3457932,1.282637,-0.0631562
39,-0.26547083,-0.16013217,"('exploitative', 'cooperative')",-0.2654708,-0.1601322,0.1053386
40,-0.68156916,-0.8058185,"('stingy', 'generous')",-0.6815692,-0.8058185,-0.1242493
41,0.99728024,1.0008218,"('unforgiving', 'forgiving')",0.9972802,1.0008218,0.0035416
42,-0.97209173,-0.85645527,"('unreliable', 'reliable')",-0.9720917,-0.8564553,0.1156364
43,-0.068198346,0.04912525,"('irresponsible', 'responsible')",-0.0681983,0.0491253,0.1173236
44,-1.5074905,-1.3806901,"('prejudiced', 'unprejudiced')",-1.5074905,-1.3806901,0.1268004
45,-1.2000107,-1.0113984,"('incompetent', 'competent')",-1.2000107,-1.0113984,0.1886123
46,-0.85315174,-0.69255,"('uncompetitive', 'competitive')",-0.8531517,-0.69255,0.1606017
47,2.0920258,2.0776901,"('stupid', 'smart')",2.0920258,2.0776901,-0.0143357
48,0.21263869,0.26600128,"('unintelligent', 'intelligent')",0.2126387,0.2660013,0.0533626
49,-0.005964949,0.09046027,"('unable', 'able')",-0.0059649,0.0904603,0.0964252
50,-0.23642297,-0.3140071,"('clumsy', 'skillful')",-0.236423,-0.3140071,-0.0775841
51,-0.8851189,-0.8920131,"('uneducated', 'educated')",-0.8851189,-0.8920131,-0.0068942
52,0.37073606,0.09923969,"('irrational', 'rational')",0.3707361,0.0992397,-0.2714964
53,0.7008831,0.33815637,"('uncreative', 'creative')",0.7008831,0.3381564,-0.3627267
54,0.6636572,0.5111016,"('incapable', 'capable')",0.6636572,0.5111016,-0.1525556
55,-0.8688809,-0.66686356,"('incompetent', 'clever')",-0.8688809,-0.6668636,0.2020173
56,1.0419122,1.2068797,"('impractical', 'practical')",1.0419122,1.2068797,0.1649675
57,-2.0095642,-2.034302,"('unimaginative', 'imaginative')",-2.0095642,-2.034302,-0.0247378
58,0.94411945,0.8550148,"('undiscriminating', 'discriminating')",0.9441195,0.8550148,-0.0891047
59,-0.101852335,-0.17429861,"('foolish', 'wise')",-0.1018523,-0.1742986,-0.0724463
60,0.1258992,0.39004093,"('inefficient', 'efficient')",0.1258992,0.3900409,0.2641417
61,0.6500409,0.53219414,"('illogical', 'logical')",0.6500409,0.5321941,-0.1178468
62,-0.85669047,-0.5651822,"('incompetent', 'brilliant')",-0.8566905,-0.5651822,0.2915083
63,0.10198207,0.1810227,"('unperceptive', 'insightful')",0.1019821,0.1810227,0.0790406
64,-3.1766474,-2.9431665,"('shy', 'confident')",-3.1766474,-2.9431665,0.2334809
65,-0.49414325,-0.33135396,"('insecure', 'secure')",-0.4941432,-0.331354,0.1627892
66,-0.5663231,-0.67620534,"('inactive', 'active')",-0.5663231,-0.6762053,-0.1098822
67,-0.12221775,-0.013017597,"('doubtful', 'determined')",-0.1222178,-0.0130176,0.1092002
68,-0.68126667,-0.6452451,"('dependent', 'independent')",-0.6812667,-0.6452451,0.0360216
69,0.05087904,-0.09643024,"('lazy', 'industrious')",0.050879,-0.0964302,-0.1473092
70,-1.07511,-0.92926925,"('lethargic', 'energetic')",-1.07511,-0.9292693,0.1458407
71,0.9525949,0.96329033,"('diffident', 'self-confident')",0.9525949,0.9632903,0.0106954
72,0.5902358,0.5823567,"('unambitious', 'ambitious')",0.5902358,0.5823567,-0.0078791
73,-0.94311756,-0.9443325,"('helpless', 'self-reliant')",-0.9431176,-0.9443325,-0.0012149
74,-0.03156614,0.0001776442,"('undedicated', 'dedicated')",-0.0315661,0.0001776,0.0317437
75,-0.60091245,-0.61577255,"('meek', 'impulsive')",-0.6009125,-0.6157725,-0.01486
76,-1.2949322,-1.2052941,"('anxious', 'daring')",-1.2949322,-1.2052941,0.0896381
77,-0.88434714,-0.7135353,"('unmotivated', 'motivated')",-0.8843471,-0.7135353,0.1708118
78,-0.3043199,-0.3092733,"('nonresilient', 'resilient')",-0.3043199,-0.3092733,-0.0049534
79,0.088466346,-0.031472493,"('wavering', 'unwavering')",0.0884663,-0.0314725,-0.1199388
80,-0.38518852,-0.19590895,"('dominated', 'dominating')",-0.3851885,-0.1959089,0.1892796
81,-0.99752164,-0.79966253,"('submissive', 'aggressive')",-0.9975216,-0.7996625,0.1978591
82,0.9904189,0.8756389,"('poor', 'rich')",0.9904189,0.8756389,-0.11478
83,0.75257045,0.81250787,"('powerless', 'powerful')",0.7525705,0.8125079,0.0599374
84,0.40811518,0.41494802,"('inferior', 'superior')",0.4081152,0.414948,0.0068328
85,0.4111558,0.2455645,"('insignificant', 'prestigious')",0.4111558,0.2455645,-0.1655913
86,-0.59321296,-0.68127394,"('uninfluential', 'influential')",-0.593213,-0.6812739,-0.0880609
87,-0.5822655,-0.508784,"('unsuccessful', 'successful')",-0.5822655,-0.508784,0.0734815
88,-0.6025676,-0.5921105,"('low', 'eminent')",-0.6025676,-0.5921105,0.0104571
