,apple_male,apple_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.0039576255,-0.1669044,"('unsociable', 'sociable')",-0.26193184,-0.42925367,-0.1329447,-0.298079,-0.1651343
1,1.9010444,1.8893336,"('unfriendly', 'friendly')",1.2463053,1.0799022,1.5736749,1.4846179,-0.089057
2,0.57551587,0.5814426,"('unlikable', 'likable')",0.4432981,0.52188575,0.509407,0.5516642,0.0422572
3,-1.3024205,-1.2365865,"('repellent', 'pleasant')",-0.01808435,-0.02370103,-0.6602525,-0.6301438,0.0301087
4,-0.016883418,0.04912208,"('disliked', 'liked')",-5.6691,-5.8048763,-2.8429916,-2.8778772,-0.0348856
5,1.9907374,2.0529501,"('distant', 'outgoing')",-0.09334834,-0.056125395,0.9486945,0.9984124,0.0497179
6,2.2978582,2.3940349,"('distant', 'open')",0.21532337,0.22347292,1.2565908,1.3087538,0.052163
7,-0.61205274,-0.5879629,"('insensitive', 'sensitive')",-0.15622985,-0.17715524,-0.3841413,-0.3825591,0.0015822
8,1.3606559,1.3220589,"('unaffectionate', 'affectionate')",0.18936385,0.14751308,0.7750099,0.734786,-0.0402239
9,2.0419896,2.005241,"('unaffectionate', 'caring')",0.80442274,0.7501226,1.4232061,1.3776817,-0.0455244
10,-0.57918525,-0.6170536,"('unsympathetic', 'sympathetic')",-0.50466406,-0.62727344,-0.5419247,-0.6221635,-0.0802388
11,0.46902138,0.39741188,"('unhelpful', 'helpful')",2.2350743,2.2738,1.3520478,1.3356059,-0.0164419
12,0.42776135,0.54861176,"('unsupportive', 'supportive')",-1.7345109,-1.7336292,-0.6533748,-0.5925087,0.0608661
13,0.06607786,-0.05674043,"('impolite', 'polite')",-0.71388155,-0.72677,-0.3239018,-0.3917552,-0.0678534
14,-1.1007593,-1.2189624,"('antisocial', 'social')",-1.004499,-1.058203,-1.0526291,-1.1385827,-0.0859536
15,1.1843349,1.1198127,"('boring', 'funny')",0.016908664,0.021558085,0.6006218,0.5706854,-0.0299364
16,-0.094568476,-0.09836922,"('unpopular', 'popular')",0.8105137,0.7778849,0.3579726,0.3397578,-0.0182148
17,0.18674228,0.2532943,"('nasty', 'nice')",-0.32730544,-0.22555095,-0.0702816,0.0138717,0.0841533
18,0.42137355,0.4498789,"('disagreeable', 'welcoming')",-0.49053523,-0.53190976,-0.0345808,-0.0410154,-0.0064346
19,0.15068613,0.22369161,"('inhospitable', 'hospitable')",-0.0053952523,0.053271435,0.0726454,0.1384815,0.0658361
20,0.5676098,0.5915462,"('rough', 'thoughtful')",1.3188716,1.2579927,0.9432407,0.9247695,-0.0184712
21,0.28462508,0.21622545,"('immoral', 'moral')",-0.5144361,-0.6058972,-0.1149055,-0.1948359,-0.0799304
22,-0.17353946,-0.2832886,"('untrustworthy', 'trustworthy')",-0.7404696,-0.86477023,-0.4570045,-0.5740294,-0.1170249
23,0.15740527,0.053225644,"('insincere', 'sincere')",5.2554283,5.2127285,2.7064168,2.632977,-0.0734398
24,0.5423666,0.54417527,"('dishonest', 'honest')",0.5144119,0.51042956,0.5283893,0.5273024,-0.0010869
25,1.7069374,1.6665131,"('egoistic', 'altruistic')",1.4528955,1.4070686,1.5799165,1.5367908,-0.0431257
26,1.1402204,1.0591745,"('hardhearted', 'benevolent')",1.158881,1.0531113,1.1495507,1.0561429,-0.0934078
27,1.3143097,1.2814966,"('hardhearted', 'softhearted')",0.7564144,0.7068113,1.035362,0.994154,-0.041208
28,0.40101868,0.245238,"('disloyal', 'loyal')",0.8124892,0.6663398,0.6067539,0.4557889,-0.150965
