,shopping_male,shopping_female,tuple,average_male,average_female,female-male
0,0.4009019,0.05386102,"('unsociable', 'sociable')",0.4009019,0.053861,-0.3470409
1,1.2629753,1.38395,"('unfriendly', 'friendly')",1.2629753,1.38395,0.1209747
2,0.09916557,0.2802132,"('unlikable', 'likable')",0.0991656,0.2802132,0.1810476
3,0.62721336,0.65628463,"('repellent', 'pleasant')",0.6272134,0.6562846,0.0290712
4,-7.489031,-7.406343,"('disliked', 'liked')",-7.4890308,-7.406343,0.0826878
5,-0.103074625,0.26411173,"('distant', 'outgoing')",-0.1030746,0.2641117,0.3671863
6,0.100024514,0.47800335,"('distant', 'open')",0.1000245,0.4780034,0.3779789
7,0.68060404,0.5539288,"('insensitive', 'sensitive')",0.680604,0.5539288,-0.1266752
8,1.0506134,1.1956999,"('unaffectionate', 'affectionate')",1.0506134,1.1956999,0.1450865
9,2.0081983,2.1923993,"('unaffectionate', 'caring')",2.0081983,2.1923993,0.184201
10,0.9165471,0.82167906,"('unsympathetic', 'sympathetic')",0.9165471,0.8216791,-0.094868
11,2.490658,2.4967191,"('unhelpful', 'helpful')",2.490658,2.4967191,0.0060611
12,-1.406438,-1.493638,"('unsupportive', 'supportive')",-1.406438,-1.493638,-0.0872
13,0.5009015,0.22099404,"('impolite', 'polite')",0.5009015,0.220994,-0.2799075
14,-0.011391096,-0.38875917,"('antisocial', 'social')",-0.0113911,-0.3887592,-0.3773681
15,0.2526242,0.23369883,"('boring', 'funny')",0.2526242,0.2336988,-0.0189254
16,-0.18610346,0.035043932,"('unpopular', 'popular')",-0.1861035,0.0350439,0.2211474
17,0.062256396,0.101986095,"('nasty', 'nice')",0.0622564,0.1019861,0.0397297
18,-0.87589264,-0.93788123,"('disagreeable', 'welcoming')",-0.8758926,-0.9378812,-0.0619886
19,-0.5490607,-0.23067406,"('inhospitable', 'hospitable')",-0.5490607,-0.2306741,0.3183866
20,0.6042361,0.37593585,"('rough', 'thoughtful')",0.6042361,0.3759359,-0.2283002
21,-0.071887925,-0.03861139,"('immoral', 'moral')",-0.0718879,-0.0386114,0.0332765
22,-0.6480212,-0.77267796,"('untrustworthy', 'trustworthy')",-0.6480212,-0.772678,-0.1246568
23,6.7961726,6.7577987,"('insincere', 'sincere')",6.7961726,6.7577987,-0.0383739
24,1.5523435,1.5430313,"('dishonest', 'honest')",1.5523435,1.5430313,-0.0093122
25,0.10730526,0.1594034,"('egoistic', 'altruistic')",0.1073053,0.1594034,0.0520981
26,0.5364561,0.28486282,"('hardhearted', 'benevolent')",0.5364561,0.2848628,-0.2515933
27,1.4198736,1.3761693,"('hardhearted', 'softhearted')",1.4198736,1.3761693,-0.0437043
28,1.4402914,1.4373466,"('disloyal', 'loyal')",1.4402914,1.4373466,-0.0029448
29,-0.3808908,-0.46600968,"('unfair', 'fair')",-0.3808908,-0.4660097,-0.0851189
30,1.1546956,1.0506865,"('intolerant', 'tolerant')",1.1546956,1.0506865,-0.1040091
31,-1.8785093,-1.649872,"('evil', 'good')",-1.8785093,-1.6498719,0.2286374
32,1.2967863,1.1150885,"('unkind', 'kind')",1.2967863,1.1150885,-0.1816978
33,-0.16381736,-0.12572494,"('wrong', 'right')",-0.1638174,-0.1257249,0.0380925
34,4.94426,5.165228,"('mean', 'honorable')",4.9442601,5.1652279,0.2209678
35,-1.2097406,-1.111618,"('corrupt', 'incorrupt')",-1.2097406,-1.111618,0.0981226
36,-0.8728701,-0.7040901,"('hostile', 'amicable')",-0.8728701,-0.7040901,0.16878
37,0.5041646,0.51484936,"('fake', 'genuine')",0.5041646,0.5148494,0.0106848
38,0.5331559,0.612573,"('untruthful', 'truthful')",0.5331559,0.612573,0.0794171
39,0.20947684,0.13012,"('exploitative', 'cooperative')",0.2094768,0.13012,-0.0793568
40,-2.450769,-2.6232018,"('stingy', 'generous')",-2.4507689,-2.6232018,-0.1724329
41,0.21440782,0.13557607,"('unforgiving', 'forgiving')",0.2144078,0.1355761,-0.0788317
42,-2.4852748,-2.4300673,"('unreliable', 'reliable')",-2.4852748,-2.4300673,0.0552075
43,1.6220381,1.5672107,"('irresponsible', 'responsible')",1.6220381,1.5672107,-0.0548274
44,-1.2022194,-1.1747391,"('prejudiced', 'unprejudiced')",-1.2022194,-1.1747391,0.0274803
45,0.3128724,0.24469021,"('incompetent', 'competent')",0.3128724,0.2446902,-0.0681822
46,-0.60286504,-0.71831244,"('uncompetitive', 'competitive')",-0.602865,-0.7183124,-0.1154474
47,5.9835377,6.108235,"('stupid', 'smart')",5.9835377,6.1082349,0.1246972
48,0.4978415,0.33183524,"('unintelligent', 'intelligent')",0.4978415,0.3318352,-0.1660063
49,-0.021224085,0.10096372,"('unable', 'able')",-0.0212241,0.1009637,0.1221878
50,-0.30292338,-0.16578563,"('clumsy', 'skillful')",-0.3029234,-0.1657856,0.1371378
51,0.46863356,0.27466804,"('uneducated', 'educated')",0.4686336,0.274668,-0.1939656
52,-0.21757145,0.008409366,"('irrational', 'rational')",-0.2175715,0.0084094,0.2259809
53,-0.12851258,-0.03250608,"('uncreative', 'creative')",-0.1285126,-0.0325061,0.0960065
54,1.34738,1.6087843,"('incapable', 'capable')",1.34738,1.6087843,0.2614043
55,0.4399941,0.21933535,"('incompetent', 'clever')",0.4399941,0.2193353,-0.2206588
56,1.1595236,1.0410539,"('impractical', 'practical')",1.1595236,1.0410539,-0.1184697
57,-2.9133558,-2.9704058,"('unimaginative', 'imaginative')",-2.9133558,-2.9704058,-0.05705
