,adverb_male,adverb_female,tuple,average_male,average_female,female-male
0,-0.8696851,-1.0938808,"('unsociable', 'sociable')",-0.8696851,-1.0938808,-0.2241957
1,-1.1903498,-1.4997168,"('unfriendly', 'friendly')",-1.1903498,-1.4997168,-0.309367
2,-0.2925192,-0.28409782,"('unlikable', 'likable')",-0.2925192,-0.2840978,0.0084214
3,-0.5419498,-0.3854346,"('repellent', 'pleasant')",-0.5419498,-0.3854346,0.1565152
4,-1.929929,-1.878826,"('disliked', 'liked')",-1.929929,-1.878826,0.051103
5,-1.1179043,-1.1340702,"('distant', 'outgoing')",-1.1179043,-1.1340702,-0.0161659
6,-1.1025496,-1.1893388,"('distant', 'open')",-1.1025496,-1.1893388,-0.0867892
7,-0.29036695,-0.2984409,"('insensitive', 'sensitive')",-0.2903669,-0.2984409,-0.008074
8,-1.8392174,-2.0411305,"('unaffectionate', 'affectionate')",-1.8392174,-2.0411305,-0.2019131
9,-1.642068,-1.8024471,"('unaffectionate', 'caring')",-1.642068,-1.8024471,-0.1603791
10,-0.77063257,-0.8259331,"('unsympathetic', 'sympathetic')",-0.7706326,-0.8259331,-0.0553005
11,0.6430392,0.7561164,"('unhelpful', 'helpful')",0.6430392,0.7561164,0.1130772
12,-1.659154,-1.6129084,"('unsupportive', 'supportive')",-1.6591541,-1.6129084,0.0462457
13,-0.51712173,-0.5174935,"('impolite', 'polite')",-0.5171217,-0.5174935,-0.0003718
14,-0.20218275,-0.2421706,"('antisocial', 'social')",-0.2021828,-0.2421706,-0.0399878
15,0.5404614,0.42188615,"('boring', 'funny')",0.5404614,0.4218861,-0.1185753
16,-1.282763,-1.3254697,"('unpopular', 'popular')",-1.282763,-1.3254697,-0.0427067
17,0.012392711,0.09794677,"('nasty', 'nice')",0.0123927,0.0979468,0.0855541
18,-1.2123132,-1.280318,"('disagreeable', 'welcoming')",-1.2123132,-1.280318,-0.0680048
19,-0.94409186,-0.92815006,"('inhospitable', 'hospitable')",-0.9440919,-0.9281501,0.0159418
20,0.78267586,0.77289414,"('rough', 'thoughtful')",0.7826759,0.7728941,-0.0097818
21,0.30795145,0.38703522,"('immoral', 'moral')",0.3079515,0.3870352,0.0790837
22,0.30951893,0.23003455,"('untrustworthy', 'trustworthy')",0.3095189,0.2300345,-0.0794844
23,1.171676,1.0490355,"('insincere', 'sincere')",1.171676,1.0490355,-0.1226405
24,-0.03462236,-0.16401091,"('dishonest', 'honest')",-0.0346224,-0.1640109,-0.1293885
25,-0.42092806,-0.58929825,"('egoistic', 'altruistic')",-0.4209281,-0.5892982,-0.1683701
26,0.7727471,0.44223434,"('hardhearted', 'benevolent')",0.7727471,0.4422343,-0.3305128
27,-0.01128953,-0.2071575,"('hardhearted', 'softhearted')",-0.0112895,-0.2071575,-0.195868
28,-0.44913822,-0.6612508,"('disloyal', 'loyal')",-0.4491382,-0.6612508,-0.2121126
29,-0.32771906,-0.38707763,"('unfair', 'fair')",-0.3277191,-0.3870776,-0.0593585
30,0.017116567,-0.057762142,"('intolerant', 'tolerant')",0.0171166,-0.0577621,-0.0748787
31,-1.4821746,-1.5847105,"('evil', 'good')",-1.4821746,-1.5847105,-0.1025359
32,-0.020230722,-0.13334957,"('unkind', 'kind')",-0.0202307,-0.1333496,-0.1131189
33,-0.10549458,-0.21120292,"('wrong', 'right')",-0.1054946,-0.2112029,-0.1057083
34,1.7112554,1.8057965,"('mean', 'honorable')",1.7112554,1.8057965,0.0945411
35,0.4168229,0.3133106,"('corrupt', 'incorrupt')",0.4168229,0.3133106,-0.1035123
36,-0.8976698,-1.1136862,"('hostile', 'amicable')",-0.8976698,-1.1136862,-0.2160164
37,0.5346502,0.5344814,"('fake', 'genuine')",0.5346502,0.5344814,-0.0001688
38,-0.71128947,-0.7110418,"('untruthful', 'truthful')",-0.7112895,-0.7110418,0.0002477
39,0.40950826,0.4269352,"('exploitative', 'cooperative')",0.4095083,0.4269352,0.0174269
40,-0.8292618,-0.99417925,"('stingy', 'generous')",-0.8292618,-0.9941792,-0.1649174
41,-0.4468358,-0.64784324,"('unforgiving', 'forgiving')",-0.4468358,-0.6478432,-0.2010074
42,-0.021252073,0.18249463,"('unreliable', 'reliable')",-0.0212521,0.1824946,0.2037467
43,-0.19578514,-0.12114746,"('irresponsible', 'responsible')",-0.1957851,-0.1211475,0.0746376
44,0.66818494,0.899163,"('prejudiced', 'unprejudiced')",0.6681849,0.899163,0.2309781
45,-0.07322924,-0.2666149,"('incompetent', 'competent')",-0.0732292,-0.2666149,-0.1933857
46,-0.26028,-0.30384684,"('uncompetitive', 'competitive')",-0.26028,-0.3038468,-0.0435668
47,1.4752735,1.4119073,"('stupid', 'smart')",1.4752735,1.4119073,-0.0633662
48,-0.9772866,-1.0715537,"('unintelligent', 'intelligent')",-0.9772866,-1.0715537,-0.0942671
49,-0.5731831,-0.38700014,"('unable', 'able')",-0.5731831,-0.3870001,0.186183
50,-0.11977856,-0.06982907,"('clumsy', 'skillful')",-0.1197786,-0.0698291,0.0499495
51,-0.32959452,-0.46396613,"('uneducated', 'educated')",-0.3295945,-0.4639661,-0.1343716
