,cardinal_male,cardinal_female,tuple,health_male,health_female,inc_male,inc_female,average_male,average_female,female-male
0,0.3526664,0.2938995,"('unsociable', 'sociable')",0.5880351,0.4911105,-0.32812896,-0.49762577,0.2041909,0.0957947,-0.1083962
1,-0.38628328,-0.32038024,"('unfriendly', 'friendly')",0.8009909,0.82148343,1.7677038,1.7824887,0.7274705,0.7611972,0.0337267
2,0.8442582,0.85241127,"('unlikable', 'likable')",1.6143723,1.6029948,0.71190214,0.7467535,1.0568442,1.0673865,0.0105423
3,-0.7457702,-0.61310863,"('repellent', 'pleasant')",-0.8704473,-0.7337857,0.24870591,0.26244992,-0.4558372,-0.3614814,0.0943558
4,-0.85383993,-0.8655216,"('disliked', 'liked')",0.524991,0.5559536,-6.1852846,-6.123274,-2.1713778,-2.1442806,0.0270972
5,-0.8359417,-0.80945534,"('distant', 'outgoing')",-0.21302865,-0.09344719,-0.32242414,-0.19141392,-0.4571315,-0.3647722,0.0923593
6,-1.2739542,-1.201804,"('distant', 'open')",-0.26270816,-0.12812638,0.08855127,0.24330884,-0.4827037,-0.3622072,0.1204965
7,0.8877295,0.97014445,"('insensitive', 'sensitive')",0.1867962,0.30714634,0.9512349,0.9672033,0.6752536,0.7481647,0.0729111
8,-0.6964014,-0.7039699,"('unaffectionate', 'affectionate')",-0.45364887,-0.49215785,0.5644766,0.5848123,-0.1951912,-0.2037718,-0.0085806
9,0.17506328,0.25517684,"('unaffectionate', 'caring')",0.77363604,0.8136441,1.1634845,1.2283845,0.7040613,0.7657351,0.0616738
10,0.89798635,0.9632078,"('unsympathetic', 'sympathetic')",0.30772886,0.38310444,-0.18725292,-0.23196739,0.3394874,0.3714483,0.0319609
11,0.6075886,0.7145046,"('unhelpful', 'helpful')",0.31298202,0.33739913,1.787104,1.8180995,0.9025582,0.9566677,0.0541095
12,1.5147825,1.7237732,"('unsupportive', 'supportive')",2.3410084,2.5316544,-1.444661,-1.3477446,0.80371,0.9692276,0.1655176
13,0.4669635,0.42213503,"('impolite', 'polite')",0.8192915,0.70451474,-0.32145736,-0.46580455,0.3215992,0.2202817,-0.1013175
14,0.24202524,0.2501459,"('antisocial', 'social')",0.38834247,0.3592657,-0.28898194,-0.4293556,0.1137953,0.0600187,-0.0537766
15,0.09969471,-0.03521089,"('boring', 'funny')",0.29259637,0.15569414,0.6188792,0.5963937,0.3370568,0.238959,-0.0980978
16,-1.9525204,-1.971928,"('unpopular', 'popular')",-0.6045463,-0.51354104,0.22392671,0.27627513,-0.7777133,-0.736398,0.0413153
17,-0.5874079,-0.5610207,"('nasty', 'nice')",-0.17706057,-0.012802303,-0.06876862,0.043644838,-0.2777457,-0.176726,0.1010197
18,1.2603698,1.2302393,"('disagreeable', 'welcoming')",-0.20842972,-0.16742663,-0.15487458,-0.10961823,0.2990218,0.3177315,0.0187097
19,-0.1774849,-0.10290299,"('inhospitable', 'hospitable')",0.34286588,0.41143748,0.15069133,0.29509178,0.1053574,0.2012088,0.0958514
20,0.16892003,0.23800944,"('rough', 'thoughtful')",-0.24629325,-0.19577774,0.8293131,0.77882653,0.2506466,0.2736861,0.0230395
21,2.8862453,2.8091826,"('immoral', 'moral')",1.9183606,1.8678533,-0.025862547,-0.06530442,1.5929144,1.5372438,-0.0556706
