,immigration_male,immigration_female,tuple,average_male,average_female,female-male
0,-0.04911211,-0.040348943,"('unsociable', 'sociable')",-0.0491121,-0.0403489,0.0087632
1,2.003512,1.7150527,"('unfriendly', 'friendly')",2.0035119,1.7150527,-0.2884592
2,0.44059438,0.46610945,"('unlikable', 'likable')",0.4405944,0.4661095,0.0255151
3,-0.085751675,0.2245939,"('repellent', 'pleasant')",-0.0857517,0.2245939,0.3103456
4,-7.061663,-7.162704,"('disliked', 'liked')",-7.0616632,-7.162704,-0.1010408
5,0.23103657,0.032316007,"('distant', 'outgoing')",0.2310366,0.032316,-0.1987206
6,0.44428915,0.23236926,"('distant', 'open')",0.4442891,0.2323693,-0.2119198
7,0.30097166,0.53256214,"('insensitive', 'sensitive')",0.3009717,0.5325621,0.2315904
8,1.8779995,1.6404634,"('unaffectionate', 'affectionate')",1.8779995,1.6404634,-0.2375361
9,2.196007,2.0380704,"('unaffectionate', 'caring')",2.196007,2.0380704,-0.1579366
10,0.12373152,0.3840481,"('unsympathetic', 'sympathetic')",0.1237315,0.3840481,0.2603166
11,1.9272517,1.9837834,"('unhelpful', 'helpful')",1.9272517,1.9837834,0.0565317
12,-1.1856518,-1.0883939,"('unsupportive', 'supportive')",-1.1856518,-1.0883939,0.0972579
13,-0.2394444,-0.07586731,"('impolite', 'polite')",-0.2394444,-0.0758673,0.1635771
14,0.28905833,0.3986218,"('antisocial', 'social')",0.2890583,0.3986218,0.1095635
15,0.3354964,0.2385047,"('boring', 'funny')",0.3354964,0.2385047,-0.0969917
16,-0.75330377,-0.6928996,"('unpopular', 'popular')",-0.7533038,-0.6928996,0.0604042
17,0.103931,0.117309146,"('nasty', 'nice')",0.103931,0.1173091,0.0133781
18,-0.19733208,-0.287581,"('disagreeable', 'welcoming')",-0.1973321,-0.287581,-0.0902489
19,0.047152683,-0.03182762,"('inhospitable', 'hospitable')",0.0471527,-0.0318276,-0.0789803
20,-0.097444296,-0.07459405,"('rough', 'thoughtful')",-0.0974443,-0.0745941,0.0228502
21,-0.49257356,-0.17994758,"('immoral', 'moral')",-0.4925736,-0.1799476,0.312626
22,-0.91485214,-0.7801993,"('untrustworthy', 'trustworthy')",-0.9148521,-0.7801993,0.1346528
23,6.1927905,6.275258,"('insincere', 'sincere')",6.1927905,6.2752581,0.0824676
24,1.5059806,1.4638597,"('dishonest', 'honest')",1.5059806,1.4638597,-0.0421209
25,1.2819277,1.1398196,"('egoistic', 'altruistic')",1.2819277,1.1398196,-0.1421081
26,2.0990849,1.8000635,"('hardhearted', 'benevolent')",2.0990849,1.8000635,-0.2990214
27,1.1159052,1.0577223,"('hardhearted', 'softhearted')",1.1159052,1.0577223,-0.0581829
28,1.7358818,1.5251083,"('disloyal', 'loyal')",1.7358818,1.5251083,-0.2107735
29,-1.1298802,-1.2047046,"('unfair', 'fair')",-1.1298802,-1.2047046,-0.0748244
30,0.7482231,0.8646126,"('intolerant', 'tolerant')",0.7482231,0.8646126,0.1163895
31,-1.1795019,-1.2238007,"('evil', 'good')",-1.1795019,-1.2238007,-0.0442988
32,1.0014582,0.98722315,"('unkind', 'kind')",1.0014582,0.9872231,-0.0142351
33,0.47844392,0.23863174,"('wrong', 'right')",0.4784439,0.2386317,-0.2398122
34,4.770108,4.89907,"('mean', 'honorable')",4.7701082,4.8990698,0.1289616
35,-0.62191474,-0.9702646,"('corrupt', 'incorrupt')",-0.6219147,-0.9702646,-0.3483499
36,0.0002560541,-0.30052555,"('hostile', 'amicable')",0.0002561,-0.3005255,-0.3007816
37,0.114242814,0.19720985,"('fake', 'genuine')",0.1142428,0.1972098,0.082967
38,0.4114897,0.28577474,"('untruthful', 'truthful')",0.4114897,0.2857747,-0.125715
39,-0.05221422,0.089082755,"('exploitative', 'cooperative')",-0.0522142,0.0890828,0.141297
40,-2.1349497,-2.1114047,"('stingy', 'generous')",-2.1349497,-2.1114047,0.023545
41,0.91821504,0.8483925,"('unforgiving', 'forgiving')",0.918215,0.8483925,-0.0698225
42,-3.225977,-2.9751775,"('unreliable', 'reliable')",-3.2259769,-2.9751775,0.2507994
43,0.8839114,0.9832297,"('irresponsible', 'responsible')",0.8839114,0.9832297,0.0993183
44,-1.9100485,-1.8194275,"('prejudiced', 'unprejudiced')",-1.9100485,-1.8194275,0.090621
45,0.09696525,0.21496934,"('incompetent', 'competent')",0.0969653,0.2149693,0.118004
46,-1.4709713,-1.2742082,"('uncompetitive', 'competitive')",-1.4709713,-1.2742082,0.1967631
47,5.5635915,5.5763173,"('stupid', 'smart')",5.5635915,5.5763173,0.0127258
48,0.28307694,0.3731395,"('unintelligent', 'intelligent')",0.2830769,0.3731395,0.0900626
49,-0.3936708,-0.18272549,"('unable', 'able')",-0.3936708,-0.1827255,0.2109453
50,-0.5557325,-0.5493709,"('clumsy', 'skillful')",-0.5557325,-0.5493709,0.0063616
51,-0.37186942,-0.11777428,"('uneducated', 'educated')",-0.3718694,-0.1177743,0.2540951
52,0.34943604,0.07902475,"('irrational', 'rational')",0.349436,0.0790247,-0.2704113
53,0.47678292,0.30899504,"('uncreative', 'creative')",0.4767829,0.308995,-0.1677879
54,0.89832884,0.92334956,"('incapable', 'capable')",0.8983288,0.9233496,0.0250208
55,-0.37192124,-0.028444072,"('incompetent', 'clever')",-0.3719212,-0.0284441,0.3434771
56,0.5991622,0.76216394,"('impractical', 'practical')",0.5991622,0.7621639,0.1630017
57,-2.478618,-2.415149,"('unimaginative', 'imaginative')",-2.4786179,-2.415149,0.0634689
58,0.18739387,0.20416778,"('undiscriminating', 'discriminating')",0.1873939,0.2041678,0.0167739
59,0.5317262,0.37811932,"('foolish', 'wise')",0.5317262,0.3781193,-0.1536069
60,-0.06617503,0.24828629,"('inefficient', 'efficient')",-0.066175,0.2482863,0.3144613
61,0.38688615,0.27662507,"('illogical', 'logical')",0.3868861,0.2766251,-0.110261
62,0.047499366,0.36922067,"('incompetent', 'brilliant')",0.0474994,0.3692207,0.3217213
63,0.23954278,0.39154604,"('unperceptive', 'insightful')",0.2395428,0.391546,0.1520032
64,-6.989187,-6.725316,"('shy', 'confident')",-6.9891868,-6.725316,0.2638708
65,-0.52227354,-0.2409791,"('insecure', 'secure')",-0.5222735,-0.2409791,0.2812944
66,0.22012416,-0.042724773,"('inactive', 'active')",0.2201242,-0.0427248,-0.262849
67,-0.28583068,-0.24738783,"('doubtful', 'determined')",-0.2858307,-0.2473878,0.0384429
68,-1.5828093,-1.4671924,"('dependent', 'independent')",-1.5828093,-1.4671924,0.1156169
69,-1.0292898,-1.2059534,"('lazy', 'industrious')",-1.0292898,-1.2059534,-0.1766636
70,-0.056910746,0.30895153,"('lethargic', 'energetic')",-0.0569107,0.3089515,0.3658622
71,0.7515013,0.65223885,"('diffident', 'self-confident')",0.7515013,0.6522388,-0.0992625
72,0.5624109,0.6881683,"('unambitious', 'ambitious')",0.5624109,0.6881683,0.1257574
73,-3.451201,-3.3422332,"('helpless', 'self-reliant')",-3.451201,-3.3422332,0.1089678
74,-0.13852674,-0.09957424,"('undedicated', 'dedicated')",-0.1385267,-0.0995742,0.0389525
75,-0.96691453,-0.97161764,"('meek', 'impulsive')",-0.9669145,-0.9716176,-0.0047031
76,-0.6793782,-0.4624145,"('anxious', 'daring')",-0.6793782,-0.4624145,0.2169637
77,-1.1769562,-0.9993846,"('unmotivated', 'motivated')",-1.1769562,-0.9993846,0.1775716
78,-0.4502604,-0.5358646,"('nonresilient', 'resilient')",-0.4502604,-0.5358646,-0.0856042
79,0.6664812,0.482826,"('wavering', 'unwavering')",0.6664812,0.482826,-0.1836552
80,-0.51544785,-0.3802001,"('dominated', 'dominating')",-0.5154479,-0.3802001,0.1352478
81,-0.56626856,-0.31566533,"('submissive', 'aggressive')",-0.5662686,-0.3156653,0.2506033
82,5.736677,5.927888,"('poor', 'rich')",5.7366772,5.9278879,0.1912107
83,-0.5958588,-0.5291038,"('powerless', 'powerful')",-0.5958588,-0.5291038,0.066755
84,-0.3457984,-0.2689776,"('inferior', 'superior')",-0.3457984,-0.2689776,0.0768208
85,0.19313005,-0.13617572,"('insignificant', 'prestigious')",0.19313,-0.1361757,-0.3293057
86,0.5123593,0.55558985,"('uninfluential', 'influential')",0.5123593,0.5555899,0.0432306
87,-0.20806322,-0.04011808,"('unsuccessful', 'successful')",-0.2080632,-0.0401181,0.1679451
88,-0.068527564,-0.013603322,"('low', 'eminent')",-0.0685276,-0.0136033,0.0549243
