,zebra_male,zebra_female,tuple,technologies_male,technologies_female,corp_male,corp_female,average_male,average_female,female-male
0,1.0582747,1.0244155,"('unsociable', 'sociable')",-0.09237419,-0.20981103,-0.081779204,-0.2122406,0.2947071,0.2007879,-0.0939192
1,-0.9921496,-0.92690295,"('unfriendly', 'friendly')",-0.594364,-0.6032186,0.91223675,0.7761097,-0.2247589,-0.2513373,-0.0265784
2,0.19976504,0.10762124,"('unlikable', 'likable')",-0.12288535,-0.12371056,0.98751956,0.9023791,0.3547997,0.2954299,-0.0593698
3,0.32820666,0.42281756,"('repellent', 'pleasant')",0.34086525,0.3166366,0.9440574,0.89396787,0.5377098,0.544474,0.0067642
4,-1.9066378,-2.0510783,"('disliked', 'liked')",-0.7597174,-0.7288139,-6.800619,-7.209747,-3.1556581,-3.3298798,-0.1742217
5,-1.3601408,-1.3299543,"('distant', 'outgoing')",-0.946629,-0.7129419,-0.9015285,-0.5999605,-1.0694327,-0.8809523,0.1884804
6,-1.5389502,-1.4788778,"('distant', 'open')",-1.3543007,-1.169863,-0.776554,-0.3903195,-1.2232683,-1.0130201,0.2102482
7,1.6780494,1.7629596,"('insensitive', 'sensitive')",0.5264991,0.5030777,-0.043057352,-0.043552417,0.7204971,0.7408283,0.0203312
8,-0.55635124,-0.59401095,"('unaffectionate', 'affectionate')",-0.49691406,-0.5100114,0.22312805,0.33825457,-0.2767124,-0.2552559,0.0214565
9,0.64717865,0.7096075,"('unaffectionate', 'caring')",-0.6580075,-0.61957955,0.91906315,1.1486416,0.3027448,0.4128898,0.110145
10,1.5672268,1.6483921,"('unsympathetic', 'sympathetic')",-0.44351414,-0.5588181,-0.23964864,-0.14697334,0.294688,0.3142002,0.0195122
11,0.78023493,0.7977881,"('unhelpful', 'helpful')",1.2215382,1.1452388,2.1867454,2.0221536,1.3961728,1.3217268,-0.074446
12,0.19810738,0.31537893,"('unsupportive', 'supportive')",0.14476013,0.35388753,-2.336899,-2.296569,-0.6646772,-0.5424342,0.122243
13,0.8490289,0.83018637,"('impolite', 'polite')",-0.2996301,-0.3902846,-0.53073806,-0.50049645,0.0062202,-0.0201982,-0.0264184
14,1.325643,1.3055848,"('antisocial', 'social')",1.2882355,1.2253093,0.19546284,-0.14058103,0.9364471,0.796771,-0.1396761
15,1.0075893,0.8942222,"('boring', 'funny')",-0.21650505,-0.38145465,0.20255318,0.04710527,0.3312125,0.1866243,-0.1445882
16,-1.7387443,-1.8042253,"('unpopular', 'popular')",-0.3769856,-0.45884487,0.43921727,0.31598705,-0.5588375,-0.6490277,-0.0901902
17,-0.8954111,-0.82072216,"('nasty', 'nice')",-1.0696958,-0.9422677,-0.30709788,-0.29061836,-0.7574016,-0.6845361,0.0728655
18,-0.87173814,-0.8453468,"('disagreeable', 'welcoming')",0.26663667,0.36981374,-0.6537528,-0.7189119,-0.4196181,-0.3981483,0.0214698
19,-1.2528524,-1.2172503,"('inhospitable', 'hospitable')",-1.2369609,-1.2272543,-0.79454017,-0.62069666,-1.0947845,-1.0217338,0.0730507
20,0.6515227,0.7232217,"('rough', 'thoughtful')",1.3121709,1.3337286,0.58609664,0.5847163,0.8499301,0.8805556,0.0306255
21,2.074615,2.0391045,"('immoral', 'moral')",0.89866555,0.6583797,-0.18491346,-0.2791943,0.9294557,0.8060966,-0.1233591
22,0.1442217,0.16158901,"('untrustworthy', 'trustworthy')",-0.24448806,-0.3634674,-0.6994107,-0.8252603,-0.266559,-0.3423796,-0.0758206
23,1.3584288,1.3840804,"('insincere', 'sincere')",-0.06525695,-0.10236945,5.876963,5.89111,2.390045,2.3909403,0.0008953
24,1.560614,1.6407503,"('dishonest', 'honest')",-1.898464,-1.863654,0.62485933,0.57989246,0.0956698,0.1189962,0.0233264
