,cigna_male,cigna_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.5507149,-0.7213464,"('unsociable', 'sociable')",-0.1378156,-0.29432318,-0.3442653,-0.5078348,-0.1635695
1,-1.0595566,-1.1974912,"('unfriendly', 'friendly')",1.0045476,0.7482197,-0.0275045,-0.2246357,-0.1971312
2,1.4417626,1.4184699,"('unlikable', 'likable')",0.90645117,0.89695156,1.1741068,1.1577108,-0.016396
3,-0.34139815,-0.12799355,"('repellent', 'pleasant')",0.7532165,0.84287333,0.2059092,0.3574399,0.1515307
4,0.037146356,0.06752187,"('disliked', 'liked')",-6.9878783,-6.975169,-3.4753659,-3.4538236,0.0215423
5,-0.5807176,-0.6924555,"('distant', 'outgoing')",-0.6127879,-0.6639321,-0.5967528,-0.6781938,-0.081441
6,-0.9921843,-1.028284,"('distant', 'open')",-0.77896416,-0.86820465,-0.8855742,-0.9482443,-0.0626701
7,-0.75127757,-0.62358975,"('insensitive', 'sensitive')",0.11833425,0.16535096,-0.3164717,-0.2291194,0.0873523
8,-0.8508774,-1.0330695,"('unaffectionate', 'affectionate')",0.007094927,-0.14599034,-0.4218912,-0.5895299,-0.1676387
9,-0.62181944,-0.7523197,"('unaffectionate', 'caring')",0.7733018,0.7246407,0.0757412,-0.0138395,-0.0895807
10,-0.9100483,-0.96336937,"('unsympathetic', 'sympathetic')",-0.21853171,-0.31320944,-0.56429,-0.6382894,-0.0739994
11,-0.44572714,-0.48627543,"('unhelpful', 'helpful')",1.8826191,1.8996607,0.718446,0.7066926,-0.0117534
12,-0.030875575,0.04794773,"('unsupportive', 'supportive')",-2.0784144,-2.0636814,-1.0546451,-1.0078669,0.0467782
13,-0.7141352,-0.8481756,"('impolite', 'polite')",-0.34919086,-0.31271306,-0.5316631,-0.5804443,-0.0487812
14,0.56605417,0.6534513,"('antisocial', 'social')",0.30600867,0.26533756,0.4360314,0.4593945,0.0233631
15,0.56825155,0.27783874,"('boring', 'funny')",0.30479398,0.24033612,0.4365228,0.2590874,-0.1774354
16,0.033302598,0.10382967,"('unpopular', 'popular')",0.44247317,0.44000992,0.2378879,0.2719198,0.0340319
17,-0.05687526,0.01648371,"('nasty', 'nice')",-0.529629,-0.5005575,-0.2932521,-0.2420369,0.0512152
18,-0.101603,0.015970066,"('disagreeable', 'welcoming')",-0.6376798,-0.7264101,-0.3696414,-0.35522,0.0144214
19,-1.0594343,-1.2426509,"('inhospitable', 'hospitable')",-0.8111741,-0.8308637,-0.9353042,-1.0367572,-0.101453
20,0.33612895,0.41784424,"('rough', 'thoughtful')",0.70380414,0.61941653,0.5199665,0.5186304,-0.0013361
21,0.19442087,0.08486312,"('immoral', 'moral')",0.0036417032,0.07161996,0.0990313,0.0782415,-0.0207898
22,0.06603797,0.043327272,"('untrustworthy', 'trustworthy')",-1.0325543,-1.0009074,-0.4832582,-0.4787901,0.0044681
23,-0.38651663,-0.44416317,"('insincere', 'sincere')",5.8510165,5.818576,2.73225,2.6872063,-0.0450437
24,-0.062220357,-0.21651697,"('dishonest', 'honest')",0.80460316,0.74658704,0.3711914,0.265035,-0.1061564
25,0.3310067,0.30131745,"('egoistic', 'altruistic')",0.8266053,0.70285845,0.578806,0.502088,-0.076718
26,0.6489126,0.4799932,"('hardhearted', 'benevolent')",1.0546279,0.81274265,0.8517703,0.6463679,-0.2054024
