,typewriter_male,typewriter_female,tuple,average_male,average_female,female-male
0,-0.14510211,-0.22406211,"('unsociable', 'sociable')",-0.1451021,-0.2240621,-0.07896
1,0.9374964,0.7997744,"('unfriendly', 'friendly')",0.9374964,0.7997744,-0.137722
2,-0.0059909318,0.08528075,"('unlikable', 'likable')",-0.0059909,0.0852808,0.0912717
3,-0.61476415,-0.47857764,"('repellent', 'pleasant')",-0.6147642,-0.4785776,0.1361866
4,-3.716233,-3.7058809,"('disliked', 'liked')",-3.716233,-3.7058809,0.0103521
5,0.34174177,0.30837446,"('distant', 'outgoing')",0.3417418,0.3083745,-0.0333673
6,0.10890597,0.09611506,"('distant', 'open')",0.108906,0.0961151,-0.0127909
7,-0.07276421,0.08588906,"('insensitive', 'sensitive')",-0.0727642,0.0858891,0.1586533
8,0.29525563,0.16471419,"('unaffectionate', 'affectionate')",0.2952556,0.1647142,-0.1305414
9,0.8529824,0.7750137,"('unaffectionate', 'caring')",0.8529824,0.7750137,-0.0779687
10,-0.5743425,-0.5363707,"('unsympathetic', 'sympathetic')",-0.5743425,-0.5363707,0.0379718
11,0.5904329,0.649252,"('unhelpful', 'helpful')",0.5904329,0.649252,0.0588191
12,-0.86598825,-0.83798516,"('unsupportive', 'supportive')",-0.8659883,-0.8379852,0.0280031
13,0.2515913,0.24604118,"('impolite', 'polite')",0.2515913,0.2460412,-0.0055501
14,-0.6416666,-0.62298846,"('antisocial', 'social')",-0.6416666,-0.6229885,0.0186781
15,0.84368086,0.79201984,"('boring', 'funny')",0.8436809,0.7920198,-0.0516611
16,-0.42277834,-0.41545272,"('unpopular', 'popular')",-0.4227783,-0.4154527,0.0073256
17,0.11882272,0.1252609,"('nasty', 'nice')",0.1188227,0.1252609,0.0064382
18,-1.0206308,-1.0645759,"('disagreeable', 'welcoming')",-1.0206308,-1.0645759,-0.0439451
19,-0.6186908,-0.6721814,"('inhospitable', 'hospitable')",-0.6186908,-0.6721814,-0.0534906
20,0.33086282,0.35352418,"('rough', 'thoughtful')",0.3308628,0.3535242,0.0226614
21,-0.41330555,-0.28910714,"('immoral', 'moral')",-0.4133056,-0.2891071,0.1241985
22,-0.82330984,-0.7497135,"('untrustworthy', 'trustworthy')",-0.8233098,-0.7497135,0.0735963
23,3.2362313,3.296398,"('insincere', 'sincere')",3.2362313,3.2963979,0.0601666
24,0.82827485,0.8408443,"('dishonest', 'honest')",0.8282748,0.8408443,0.0125695
25,0.9717383,0.9062176,"('egoistic', 'altruistic')",0.9717383,0.9062176,-0.0655207
26,1.409135,1.1705796,"('hardhearted', 'benevolent')",1.409135,1.1705796,-0.2385554
27,0.45311606,0.3945298,"('hardhearted', 'softhearted')",0.4531161,0.3945298,-0.0585863
28,0.3277725,0.20799792,"('disloyal', 'loyal')",0.3277725,0.2079979,-0.1197746
29,-0.21091263,-0.25280857,"('unfair', 'fair')",-0.2109126,-0.2528086,-0.041896
30,0.31738013,0.2501686,"('intolerant', 'tolerant')",0.3173801,0.2501686,-0.0672115
31,-0.62600887,-0.72013885,"('evil', 'good')",-0.6260089,-0.7201388,-0.0941299
32,0.5361281,0.5631361,"('unkind', 'kind')",0.5361281,0.5631361,0.027008
33,0.60172355,0.5430091,"('wrong', 'right')",0.6017236,0.5430091,-0.0587145
34,2.0671475,2.1069112,"('mean', 'honorable')",2.0671475,2.1069112,0.0397637
35,0.4091872,0.2455887,"('corrupt', 'incorrupt')",0.4091872,0.2455887,-0.1635985
36,-0.33975083,-0.52218467,"('hostile', 'amicable')",-0.3397508,-0.5221847,-0.1824339
37,-0.13134521,-0.08911913,"('fake', 'genuine')",-0.1313452,-0.0891191,0.0422261
38,0.24625885,0.18170854,"('untruthful', 'truthful')",0.2462589,0.1817085,-0.0645504
39,0.095682815,0.1163353,"('exploitative', 'cooperative')",0.0956828,0.1163353,0.0206525
40,-0.6638323,-0.68999386,"('stingy', 'generous')",-0.6638323,-0.6899939,-0.0261616
41,-0.040411554,-0.13657135,"('unforgiving', 'forgiving')",-0.0404116,-0.1365713,-0.0961597
42,-2.1818688,-1.9718573,"('unreliable', 'reliable')",-2.1818688,-1.9718573,0.2100115
43,-0.12382173,-0.12832652,"('irresponsible', 'responsible')",-0.1238217,-0.1283265,-0.0045048
44,-1.2262018,-1.150936,"('prejudiced', 'unprejudiced')",-1.2262018,-1.150936,0.0752658
45,-0.31275618,-0.2264113,"('incompetent', 'competent')",-0.3127562,-0.2264113,0.0863449
46,-1.2292285,-1.1820494,"('uncompetitive', 'competitive')",-1.2292285,-1.1820494,0.0471791
47,2.9633954,3.1037748,"('stupid', 'smart')",2.9633954,3.1037748,0.1403794
48,0.5373785,0.4620492,"('unintelligent', 'intelligent')",0.5373785,0.4620492,-0.0753293
49,-0.7449652,-0.664687,"('unable', 'able')",-0.7449652,-0.664687,0.0802782
50,-0.642803,-0.56166273,"('clumsy', 'skillful')",-0.642803,-0.5616627,0.0811403
51,0.19184914,0.22810999,"('uneducated', 'educated')",0.1918491,0.22811,0.0362609
52,0.080013156,-0.048602857,"('irrational', 'rational')",0.0800132,-0.0486029,-0.1286161
53,0.63545626,0.5735202,"('uncreative', 'creative')",0.6354563,0.5735202,-0.0619361
54,0.5010316,0.530571,"('incapable', 'capable')",0.5010316,0.530571,0.0295394
55,-0.086572915,0.0012627561,"('incompetent', 'clever')",-0.0865729,0.0012628,0.0878357
56,0.5704228,0.6553645,"('impractical', 'practical')",0.5704228,0.6553645,0.0849417
57,-1.7344602,-1.7223072,"('unimaginative', 'imaginative')",-1.7344602,-1.7223072,0.012153
58,0.15794471,0.109301984,"('undiscriminating', 'discriminating')",0.1579447,0.109302,-0.0486427
59,0.1476696,0.16181329,"('foolish', 'wise')",0.1476696,0.1618133,0.0141437
60,0.06866624,0.2092972,"('inefficient', 'efficient')",0.0686662,0.2092972,0.140631
61,0.509858,0.4162405,"('illogical', 'logical')",0.509858,0.4162405,-0.0936175
62,0.30694172,0.5050508,"('incompetent', 'brilliant')",0.3069417,0.5050508,0.1981091
63,-0.50885856,-0.42772776,"('unperceptive', 'insightful')",-0.5088586,-0.4277278,0.0811308
64,-3.4083064,-3.2699265,"('shy', 'confident')",-3.4083064,-3.2699265,0.1383799
65,-0.5170337,-0.42149594,"('insecure', 'secure')",-0.5170337,-0.4214959,0.0955378
66,-0.047381792,-0.13281257,"('inactive', 'active')",-0.0473818,-0.1328126,-0.0854308
67,0.3084682,0.24147648,"('doubtful', 'determined')",0.3084682,0.2414765,-0.0669917
68,-0.89332485,-0.9083348,"('dependent', 'independent')",-0.8933249,-0.9083348,-0.0150099
69,-0.011704784,-0.08459151,"('lazy', 'industrious')",-0.0117048,-0.0845915,-0.0728867
70,-0.6309206,-0.4686778,"('lethargic', 'energetic')",-0.6309206,-0.4686778,0.1622428
71,0.44294968,0.46209526,"('diffident', 'self-confident')",0.4429497,0.4620953,0.0191456
72,0.27885324,0.3513738,"('unambitious', 'ambitious')",0.2788532,0.3513738,0.0725206
73,-1.1186622,-1.031713,"('helpless', 'self-reliant')",-1.1186622,-1.031713,0.0869492
74,0.23398761,0.2456178,"('undedicated', 'dedicated')",0.2339876,0.2456178,0.0116302
75,-0.17935783,-0.12580797,"('meek', 'impulsive')",-0.1793578,-0.125808,0.0535498
76,-0.2960324,-0.24001643,"('anxious', 'daring')",-0.2960324,-0.2400164,0.056016
77,-0.98471403,-0.9174559,"('unmotivated', 'motivated')",-0.984714,-0.9174559,0.0672581
78,-0.027525526,-0.03871441,"('nonresilient', 'resilient')",-0.0275255,-0.0387144,-0.0111889
79,-0.2674149,-0.37462392,"('wavering', 'unwavering')",-0.2674149,-0.3746239,-0.107209
80,0.067406714,0.15216428,"('dominated', 'dominating')",0.0674067,0.1521643,0.0847576
81,-0.58053195,-0.44747657,"('submissive', 'aggressive')",-0.580532,-0.4474766,0.1330554
82,2.712717,2.8333116,"('poor', 'rich')",2.7127171,2.8333116,0.1205945
83,0.3361817,0.2815492,"('powerless', 'powerful')",0.3361817,0.2815492,-0.0546325
84,0.22608654,0.20410001,"('inferior', 'superior')",0.2260865,0.2041,-0.0219865
85,-0.15424547,-0.36296394,"('insignificant', 'prestigious')",-0.1542455,-0.3629639,-0.2087184
86,0.6319592,0.51263297,"('uninfluential', 'influential')",0.6319592,0.512633,-0.1193262
87,0.13482243,0.2386164,"('unsuccessful', 'successful')",0.1348224,0.2386164,0.103794
88,-0.27903798,-0.31589678,"('low', 'eminent')",-0.279038,-0.3158968,-0.0368588
