,pepsi_male,pepsi_female,tuple,bottling_male,bottling_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,1.0821292,1.0292559,"('unsociable', 'sociable')",0.12579182,0.040883843,1.4141133,1.1942818,-0.44517094,-0.5537999,0.5442159,0.4276554,-0.1165605
1,0.34351173,0.4725702,"('unfriendly', 'friendly')",-0.5966856,-0.5208494,-1.0106686,-1.0673656,1.7173086,1.6721932,0.1133665,0.1391371,0.0257706
2,0.13685471,0.16923377,"('unlikable', 'likable')",0.06612867,0.08284503,2.1988266,2.2149734,0.7157996,0.81839395,0.7794024,0.8213615,0.0419591
3,-0.90109885,-0.83402985,"('repellent', 'pleasant')",-1.9500128,-1.9270352,1.1879194,1.162313,0.1385806,0.14578274,-0.3811529,-0.3632423,0.0179106
4,-0.5808351,-0.60482115,"('disliked', 'liked')",0.15110648,0.13443725,-0.59806,-0.60137767,-6.5765424,-6.6630263,-1.9010828,-1.933697,-0.0326142
5,0.6842277,0.7797409,"('distant', 'outgoing')",0.13239326,0.26844212,-2.5586345,-2.3669682,-0.48881355,-0.41690147,-0.5577068,-0.4339216,0.1237852
6,-0.21082713,-0.057440057,"('distant', 'open')",-0.2769689,-0.11673376,-2.810318,-2.6123405,0.123005085,0.14536883,-0.7937772,-0.6602864,0.1334908
7,0.3093599,0.35535333,"('insensitive', 'sensitive')",-0.9545334,-0.9566397,0.35293767,0.31673464,0.5092238,0.54680806,0.054247,0.0655641,0.0113171
8,-0.37454927,-0.31237632,"('unaffectionate', 'affectionate')",-0.8641584,-0.82185596,-0.81554496,-0.75660115,0.5412539,0.53539103,-0.3782497,-0.3388606,0.0393891
9,0.9713419,1.0545633,"('unaffectionate', 'caring')",-0.9474911,-0.9064552,-0.7114746,-0.7160475,0.9937219,1.0334988,0.0765245,0.1163898,0.0398653
10,0.6106639,0.65565217,"('unsympathetic', 'sympathetic')",-1.3147969,-1.3715475,0.6821178,0.5344118,-0.37474787,-0.38897195,-0.0991908,-0.1426139,-0.0434231
11,1.0432913,1.0951321,"('unhelpful', 'helpful')",-0.8685004,-0.9092105,0.7070613,0.60479486,2.0095327,2.0294802,0.7228462,0.7050492,-0.017797
12,1.6588374,1.7476581,"('unsupportive', 'supportive')",-0.58040106,-0.51126915,0.9920004,1.0631104,-1.8370112,-1.789438,0.0583564,0.1275153,0.0691589
13,1.1201929,1.056207,"('impolite', 'polite')",-0.09034781,-0.122960344,1.006099,0.89293885,-0.24360184,-0.24281153,0.4480855,0.3958435,-0.052242
14,0.08666391,-0.056552164,"('antisocial', 'social')",-0.8005117,-0.8929852,2.0676723,1.9825225,-0.7879941,-0.8207158,0.1414576,0.0530673,-0.0883903
15,0.65854335,0.53231114,"('boring', 'funny')",0.64056855,0.603676,-1.2522055,-1.2720319,0.31449658,0.29153165,0.0903507,0.0388717,-0.051479
16,-0.7112472,-0.6963453,"('unpopular', 'popular')",-0.17146325,-0.124026544,-0.47572753,-0.49450108,0.48621872,0.49371552,-0.2180548,-0.2052894,0.0127654
17,-0.2864293,-0.25596032,"('nasty', 'nice')",-0.6582369,-0.5804727,-1.234556,-1.1916196,-0.59480625,-0.5431315,-0.6935071,-0.642796,0.0507111
18,-0.6127744,-0.57967174,"('disagreeable', 'welcoming')",-0.4187371,-0.3889624,-0.3573649,-0.2848896,-0.35411587,-0.37542653,-0.4357481,-0.4072376,0.0285105
19,0.036716267,0.11929886,"('inhospitable', 'hospitable')",-0.7728981,-0.6985221,-1.7216053,-1.6163064,-0.17073056,-0.059921145,-0.6571294,-0.5638627,0.0932667
20,-0.5255911,-0.52151304,"('rough', 'thoughtful')",-0.92768735,-0.8527545,0.67795837,0.70642376,0.956457,0.9401705,0.0452842,0.0680817,0.0227975
21,0.8362804,0.771074,"('immoral', 'moral')",-0.7580249,-0.8287868,1.6920354,1.5058656,-0.7667224,-0.75372267,0.2508922,0.1736075,-0.0772847
22,-0.42288128,-0.4977551,"('untrustworthy', 'trustworthy')",-0.85538536,-0.94556606,1.3818808,1.2282206,-0.9052503,-0.9579365,-0.2004091,-0.2932593,-0.0928502
23,1.0635198,1.1009101,"('insincere', 'sincere')",-0.91542536,-0.959868,0.58679384,0.4492532,5.9989867,5.899301,1.6834688,1.6223991,-0.0610697
24,0.8717636,0.8737821,"('dishonest', 'honest')",-0.80613023,-0.85094476,0.22930515,0.17198166,0.9911503,0.9650771,0.3215222,0.289974,-0.0315482
25,-1.3894789,-1.4082338,"('egoistic', 'altruistic')",-0.28791904,-0.2357908,-0.52131146,-0.5022776,1.4476602,1.3893112,-0.1877623,-0.1892478,-0.0014855
26,0.5672624,0.6114018,"('hardhearted', 'benevolent')",0.1983078,0.22091924,0.4488616,0.49076745,1.4548335,1.380713,0.6673163,0.6759504,0.0086341
27,-0.21216367,-0.119599976,"('hardhearted', 'softhearted')",-0.6647768,-0.56390715,-0.7498363,-0.6610305,1.2274424,1.1625519,-0.0998336,-0.0454964,0.0543372
28,0.6480302,0.58803505,"('disloyal', 'loyal')",-0.33070967,-0.40630013,0.6282618,0.45009795,1.309995,1.1884522,0.5638944,0.4550713,-0.1088231
29,-0.48994565,-0.49408108,"('unfair', 'fair')",-0.4225923,-0.438749,-0.9801419,-0.96029335,-0.56557566,-0.6288166,-0.6145639,-0.630485,-0.0159211
30,1.0057949,0.9687893,"('intolerant', 'tolerant')",-0.37179556,-0.40481636,0.6300593,0.5142138,1.0146437,0.9687786,0.5696756,0.5117413,-0.0579343
31,-1.3174572,-1.1876903,"('evil', 'good')",-0.8654103,-0.70391023,-2.2653959,-2.0873606,-1.103976,-1.1036274,-1.3880599,-1.270647,0.1174129
32,0.9214169,0.8821188,"('unkind', 'kind')",-0.45459253,-0.50656974,1.3293359,1.1785802,1.134285,1.033748,0.7326113,0.6469693,-0.085642
33,0.78133494,0.7250265,"('wrong', 'right')",0.9364513,0.9398224,-0.24803577,-0.22910845,-0.52398235,-0.51588774,0.236442,0.2299632,-0.0064788
34,-0.18528615,-0.03422559,"('mean', 'honorable')",-0.60692155,-0.49335855,-0.15491225,-0.08706522,6.2274337,6.320106,1.3200784,1.4263642,0.1062858
35,-2.0847936,-2.123949,"('corrupt', 'incorrupt')",0.33313867,0.3834252,-2.391518,-2.2722366,0.15804294,0.028957538,-0.9962826,-0.9959506,0.000332
36,-1.4097564,-1.3625126,"('hostile', 'amicable')",-0.6717028,-0.59203273,-2.139345,-2.0898232,0.61642945,0.49254963,-0.9010937,-0.8879548,0.0131389
37,0.26593292,0.29686406,"('fake', 'genuine')",-0.45536754,-0.40122247,0.06418437,0.099164,0.22429216,0.24208248,0.0247605,0.059222,0.0344615
38,0.109190226,0.14740199,"('untruthful', 'truthful')",0.24151392,0.2564828,-0.4124984,-0.4240258,0.15934326,0.19256946,0.0243872,0.0431071,0.0187199
39,1.5251498,1.5211601,"('exploitative', 'cooperative')",0.8746723,0.8859859,1.7967017,1.785688,-0.02912945,-0.029133515,1.0418485,1.0409251,-0.0009234
40,-0.34580067,-0.28744364,"('stingy', 'generous')",-0.9058981,-0.86761105,0.1380657,0.20574442,-1.9549577,-2.0316725,-0.7671477,-0.7452457,0.021902
41,-0.39940035,-0.39012745,"('unforgiving', 'forgiving')",-0.43602,-0.46868077,0.85137314,0.7777741,0.1435295,0.105324715,0.0398706,0.0060726,-0.033798
42,0.6377739,0.6456264,"('unreliable', 'reliable')",0.108254105,0.09249304,1.3692119,1.398969,-3.4253252,-3.387104,-0.3275213,-0.3125039,0.0150174
43,1.2740436,1.3942033,"('irresponsible', 'responsible')",-0.44766697,-0.38125134,1.1113784,1.0696461,0.5858178,0.63514453,0.6308932,0.6794357,0.0485425
44,-1.1946332,-1.2105588,"('prejudiced', 'unprejudiced')",0.49608353,0.5099117,-0.17586327,-0.1937384,-1.4759212,-1.503933,-0.5875835,-0.5995796,-0.0119961
45,0.4864289,0.5883867,"('incompetent', 'competent')",-0.7652241,-0.75272596,0.8383949,0.73831564,-0.7021422,-0.71709144,-0.0356356,-0.0357788,-0.0001432
46,0.90705466,0.9650938,"('uncompetitive', 'competitive')",-0.5547514,-0.56504786,2.2936177,2.1098914,-0.6150007,-0.62366855,0.5077301,0.4715672,-0.0361629
47,0.5060233,0.58627033,"('stupid', 'smart')",0.16186732,0.19671293,1.032315,1.046437,5.6582184,5.750909,1.839606,1.8950822,0.0554762
48,0.5439079,0.5529465,"('unintelligent', 'intelligent')",-1.0831314,-1.0535861,0.25366136,0.20619828,0.32931998,0.31561866,0.0109394,0.0052943,-0.0056451
49,0.70254165,0.74150455,"('unable', 'able')",-0.29897282,-0.20949185,-0.7501132,-0.6641581,-0.66632533,-0.53214645,-0.2532174,-0.166073,0.0871444
50,-0.48427194,-0.46683612,"('clumsy', 'skillful')",0.26619425,0.27172196,0.049656905,0.088302344,0.037558362,-0.015089493,-0.0327156,-0.0304753,0.0022403
51,0.15804663,0.059908178,"('uneducated', 'educated')",-1.3336331,-1.4812311,1.4482315,1.3539995,0.73037255,0.6293537,0.2507544,0.1405076,-0.1102468
52,0.16945983,0.05644521,"('irrational', 'rational')",0.57196236,0.50537795,-2.0978675,-2.0791101,-0.12902799,-0.19790637,-0.3713683,-0.4287983,-0.05743
53,0.8001967,0.8703849,"('uncreative', 'creative')",-1.0739506,-1.0266674,-0.18138847,-0.23050222,1.0526091,0.9931138,0.1493667,0.1515823,0.0022156
54,0.89341325,0.8760577,"('incapable', 'capable')",0.43210644,0.38675088,-0.5616562,-0.505714,0.856514,0.91526324,0.4050944,0.4180894,0.012995
55,0.73421025,0.7399964,"('incompetent', 'clever')",-1.2534088,-1.2787024,1.9341863,1.7673248,-0.15960203,-0.14876762,0.3138464,0.2699628,-0.0438836
56,1.7858565,1.7452748,"('impractical', 'practical')",-0.012418896,-0.041118495,1.3068633,1.1636909,-0.25232446,-0.27261356,0.7069941,0.6488084,-0.0581857
