,abdomen_male,abdomen_female,tuple,average_male,average_female,female-male
0,0.0785652,0.01412813,"('unsociable', 'sociable')",0.0785652,0.0141281,-0.0644371
1,1.6592009,1.715449,"('unfriendly', 'friendly')",1.6592009,1.715449,0.0562481
2,0.28257817,0.33271137,"('unlikable', 'likable')",0.2825782,0.3327114,0.0501332
3,1.0594633,1.1912862,"('repellent', 'pleasant')",1.0594633,1.1912862,0.1318229
4,-7.256826,-7.3504877,"('disliked', 'liked')",-7.2568259,-7.3504877,-0.0936618
5,-0.04408057,0.112986565,"('distant', 'outgoing')",-0.0440806,0.1129866,0.1570672
6,0.40860605,0.5076825,"('distant', 'open')",0.4086061,0.5076825,0.0990764
7,1.4437793,1.5338135,"('insensitive', 'sensitive')",1.4437793,1.5338135,0.0900342
8,1.2320533,1.2836096,"('unaffectionate', 'affectionate')",1.2320533,1.2836096,0.0515563
9,1.4646605,1.6580043,"('unaffectionate', 'caring')",1.4646605,1.6580043,0.1933438
10,1.0572282,1.0747875,"('unsympathetic', 'sympathetic')",1.0572282,1.0747875,0.0175593
11,1.7937375,1.9674486,"('unhelpful', 'helpful')",1.7937375,1.9674486,0.1737111
12,-1.3714085,-1.19061,"('unsupportive', 'supportive')",-1.3714085,-1.1906101,0.1807984
13,0.025871277,-0.011106931,"('impolite', 'polite')",0.0258713,-0.0111069,-0.0369782
14,-0.06589317,-0.15024062,"('antisocial', 'social')",-0.0658932,-0.1502406,-0.0843474
15,0.35028616,0.33603716,"('boring', 'funny')",0.3502862,0.3360372,-0.014249
16,-0.35963607,-0.26638037,"('unpopular', 'popular')",-0.3596361,-0.2663804,0.0932557
17,-0.3314539,-0.25518006,"('nasty', 'nice')",-0.3314539,-0.2551801,0.0762738
18,-0.017117932,0.0046827346,"('disagreeable', 'welcoming')",-0.0171179,0.0046827,0.0218006
19,-0.44165993,-0.28171694,"('inhospitable', 'hospitable')",-0.4416599,-0.2817169,0.159943
20,0.8499239,0.7110517,"('rough', 'thoughtful')",0.8499239,0.7110517,-0.1388722
21,0.049761843,0.18412235,"('immoral', 'moral')",0.0497618,0.1841224,0.1343606
22,-0.39150837,-0.3377183,"('untrustworthy', 'trustworthy')",-0.3915084,-0.3377183,0.0537901
23,6.7913146,7.092011,"('insincere', 'sincere')",6.7913146,7.092011,0.3006964
24,2.0084262,2.2107975,"('dishonest', 'honest')",2.0084262,2.2107975,0.2023713
25,1.1935315,1.117823,"('egoistic', 'altruistic')",1.1935315,1.117823,-0.0757085
26,0.7129563,0.39024174,"('hardhearted', 'benevolent')",0.7129563,0.3902417,-0.3227146
27,1.974073,1.8497874,"('hardhearted', 'softhearted')",1.9740731,1.8497874,-0.1242857
28,1.4010681,1.3221091,"('disloyal', 'loyal')",1.4010681,1.3221091,-0.078959
29,-0.67278,-0.7258098,"('unfair', 'fair')",-0.67278,-0.7258098,-0.0530298
30,0.8188944,0.8887174,"('intolerant', 'tolerant')",0.8188944,0.8887174,0.069823
31,-1.1077306,-1.1027681,"('evil', 'good')",-1.1077306,-1.1027681,0.0049625
32,1.4509759,1.3660008,"('unkind', 'kind')",1.4509759,1.3660008,-0.0849751
33,-0.29100037,-0.24521035,"('wrong', 'right')",-0.2910004,-0.2452103,0.0457901
34,4.6878324,5.113722,"('mean', 'honorable')",4.6878324,5.1137218,0.4258894
35,-0.8356745,-0.94777536,"('corrupt', 'incorrupt')",-0.8356745,-0.9477754,-0.1121009
36,-1.1068425,-1.2309477,"('hostile', 'amicable')",-1.1068425,-1.2309477,-0.1241052
37,1.3371572,1.2997963,"('fake', 'genuine')",1.3371572,1.2997963,-0.0373609
38,0.051119007,0.15755346,"('untruthful', 'truthful')",0.051119,0.1575535,0.1064345
39,0.20683652,0.17014882,"('exploitative', 'cooperative')",0.2068365,0.1701488,-0.0366877
40,-0.63556105,-0.7223215,"('stingy', 'generous')",-0.635561,-0.7223215,-0.0867605
41,0.10355301,-0.112822704,"('unforgiving', 'forgiving')",0.103553,-0.1128227,-0.2163757
42,-2.3375735,-2.3537507,"('unreliable', 'reliable')",-2.3375735,-2.3537507,-0.0161772
43,1.0555497,1.1389569,"('irresponsible', 'responsible')",1.0555497,1.1389569,0.0834072
44,-1.3849562,-1.6632379,"('prejudiced', 'unprejudiced')",-1.3849562,-1.6632379,-0.2782817
45,0.3810101,0.35222167,"('incompetent', 'competent')",0.3810101,0.3522217,-0.0287884
46,-0.72368395,-0.6959106,"('uncompetitive', 'competitive')",-0.723684,-0.6959106,0.0277734
47,5.036107,5.272324,"('stupid', 'smart')",5.0361071,5.2723241,0.236217
48,0.70956874,0.74973303,"('unintelligent', 'intelligent')",0.7095687,0.749733,0.0401643
49,0.18768439,0.38241363,"('unable', 'able')",0.1876844,0.3824136,0.1947292
50,-0.10006552,-0.055941362,"('clumsy', 'skillful')",-0.1000655,-0.0559414,0.0441241
51,1.0560169,1.0876504,"('uneducated', 'educated')",1.0560169,1.0876504,0.0316335
52,-0.19767424,-0.22761154,"('irrational', 'rational')",-0.1976742,-0.2276115,-0.0299373
53,-0.04090497,0.0073630437,"('uncreative', 'creative')",-0.040905,0.007363,0.048268
54,1.0299664,1.3479291,"('incapable', 'capable')",1.0299664,1.3479291,0.3179627
55,1.1914225,1.2561244,"('incompetent', 'clever')",1.1914225,1.2561244,0.0647019
56,0.2703054,0.42479,"('impractical', 'practical')",0.2703054,0.42479,0.1544846
57,-2.4839435,-2.6002727,"('unimaginative', 'imaginative')",-2.4839435,-2.6002727,-0.1163292
58,0.10298562,0.033774752,"('undiscriminating', 'discriminating')",0.1029856,0.0337748,-0.0692108
59,-0.019217797,-0.029190123,"('foolish', 'wise')",-0.0192178,-0.0291901,-0.0099723
60,0.589651,0.69772255,"('inefficient', 'efficient')",0.589651,0.6977226,0.1080716
61,0.36720753,0.3147325,"('illogical', 'logical')",0.3672075,0.3147325,-0.052475
62,1.1850609,1.4661946,"('incompetent', 'brilliant')",1.1850609,1.4661946,0.2811337
63,0.64202356,0.8691917,"('unperceptive', 'insightful')",0.6420236,0.8691917,0.2271681
64,-6.433821,-6.4269433,"('shy', 'confident')",-6.4338212,-6.4269433,0.0068779
65,0.19988662,0.30867293,"('insecure', 'secure')",0.1998866,0.3086729,0.1087863
66,-0.34941584,-0.3906542,"('inactive', 'active')",-0.3494158,-0.3906542,-0.0412384
67,-0.7845898,-0.82351387,"('doubtful', 'determined')",-0.7845898,-0.8235139,-0.0389241
68,-0.41867298,-0.2886333,"('dependent', 'independent')",-0.418673,-0.2886333,0.1300397
69,-2.010835,-2.0368838,"('lazy', 'industrious')",-2.0108349,-2.0368838,-0.0260489
70,1.6031471,1.6440411,"('lethargic', 'energetic')",1.6031471,1.6440411,0.040894
71,0.25497782,0.38497984,"('diffident', 'self-confident')",0.2549778,0.3849798,0.130002
72,1.082077,1.3197459,"('unambitious', 'ambitious')",1.082077,1.3197459,0.2376689
73,-2.8117042,-2.685345,"('helpless', 'self-reliant')",-2.8117042,-2.6853449,0.1263593
74,0.44406536,0.27446914,"('undedicated', 'dedicated')",0.4440654,0.2744691,-0.1695963
75,-0.95077735,-0.89262974,"('meek', 'impulsive')",-0.9507774,-0.8926297,0.0581477
76,0.6059155,0.550962,"('anxious', 'daring')",0.6059155,0.550962,-0.0549535
77,-1.5668206,-1.3537998,"('unmotivated', 'motivated')",-1.5668206,-1.3537998,0.2130208
78,-0.6502108,-0.58808774,"('nonresilient', 'resilient')",-0.6502108,-0.5880877,0.0621231
79,-0.18480757,-0.19657156,"('wavering', 'unwavering')",-0.1848076,-0.1965716,-0.011764
80,0.20443618,0.1370413,"('dominated', 'dominating')",0.2044362,0.1370413,-0.0673949
81,-0.05824451,-0.0029585361,"('submissive', 'aggressive')",-0.0582445,-0.0029585,0.055286
82,6.6649675,6.9655523,"('poor', 'rich')",6.6649675,6.9655523,0.3005848
83,-0.44212496,-0.43442294,"('powerless', 'powerful')",-0.442125,-0.4344229,0.0077021
84,0.18017067,0.2769972,"('inferior', 'superior')",0.1801707,0.2769972,0.0968265
85,-0.91121954,-1.0348291,"('insignificant', 'prestigious')",-0.9112195,-1.0348291,-0.1236096
86,0.90058833,0.8741982,"('uninfluential', 'influential')",0.9005883,0.8741982,-0.0263901
87,0.43347153,0.6763036,"('unsuccessful', 'successful')",0.4334715,0.6763036,0.2428321
88,0.3579335,0.42422038,"('low', 'eminent')",0.3579335,0.4242204,0.0662869
