,contractor_male,contractor_female,tuple,average_male,average_female,female-male
0,0.7091169,0.5426291,"('unsociable', 'sociable')",0.7091169,0.5426291,-0.1664878
1,0.5717239,0.63290834,"('unfriendly', 'friendly')",0.5717239,0.6329083,0.0611844
2,-0.03577374,0.03878144,"('unlikable', 'likable')",-0.0357737,0.0387814,0.0745551
3,0.5930624,0.62607515,"('repellent', 'pleasant')",0.5930624,0.6260751,0.0330127
4,-7.637072,-7.6760426,"('disliked', 'liked')",-7.6370721,-7.6760426,-0.0389705
5,-1.6668184,-1.5977901,"('distant', 'outgoing')",-1.6668184,-1.5977901,0.0690283
6,-1.2362299,-1.1725156,"('distant', 'open')",-1.2362299,-1.1725156,0.0637143
7,1.7176538,1.691804,"('insensitive', 'sensitive')",1.7176538,1.6918041,-0.0258497
8,0.21020022,0.1906173,"('unaffectionate', 'affectionate')",0.2102002,0.1906173,-0.0195829
9,1.0547451,1.0891503,"('unaffectionate', 'caring')",1.0547451,1.0891503,0.0344052
10,1.2028344,1.1354264,"('unsympathetic', 'sympathetic')",1.2028344,1.1354264,-0.067408
11,2.0540175,2.0264118,"('unhelpful', 'helpful')",2.0540175,2.0264118,-0.0276057
12,-1.4525343,-1.4792439,"('unsupportive', 'supportive')",-1.4525343,-1.4792439,-0.0267096
13,0.27342552,0.14719094,"('impolite', 'polite')",0.2734255,0.1471909,-0.1262346
14,0.9362041,0.82960165,"('antisocial', 'social')",0.9362041,0.8296016,-0.1066025
15,-0.38520658,-0.45896685,"('boring', 'funny')",-0.3852066,-0.4589669,-0.0737603
16,-0.81883633,-0.7760876,"('unpopular', 'popular')",-0.8188363,-0.7760876,0.0427487
17,-0.34785134,-0.42717022,"('nasty', 'nice')",-0.3478513,-0.4271702,-0.0793189
18,-0.73418796,-0.79013926,"('disagreeable', 'welcoming')",-0.734188,-0.7901393,-0.0559513
19,-0.9559249,-0.91227055,"('inhospitable', 'hospitable')",-0.9559249,-0.9122705,0.0436544
20,0.8972637,0.8191791,"('rough', 'thoughtful')",0.8972637,0.8191791,-0.0780846
21,0.19947784,0.18548729,"('immoral', 'moral')",0.1994778,0.1854873,-0.0139905
22,-0.1529745,-0.24439007,"('untrustworthy', 'trustworthy')",-0.1529745,-0.2443901,-0.0914156
23,7.124979,7.0881824,"('insincere', 'sincere')",7.124979,7.0881824,-0.0367966
24,1.4903934,1.3567604,"('dishonest', 'honest')",1.4903934,1.3567604,-0.133633
25,0.29835373,0.30959272,"('egoistic', 'altruistic')",0.2983537,0.3095927,0.011239
26,1.4071058,1.4690622,"('hardhearted', 'benevolent')",1.4071058,1.4690622,0.0619564
27,1.0597141,0.87892365,"('hardhearted', 'softhearted')",1.0597141,0.8789237,-0.1807904
28,1.2626863,1.2520744,"('disloyal', 'loyal')",1.2626863,1.2520744,-0.0106119
29,-0.9343337,-1.0874368,"('unfair', 'fair')",-0.9343337,-1.0874368,-0.1531031
30,1.3717446,1.3547746,"('intolerant', 'tolerant')",1.3717446,1.3547746,-0.01697
31,-2.263616,-2.1753676,"('evil', 'good')",-2.2636161,-2.1753676,0.0882485
32,1.4080819,1.287253,"('unkind', 'kind')",1.4080819,1.287253,-0.1208289
33,-0.7791311,-0.80463666,"('wrong', 'right')",-0.7791311,-0.8046367,-0.0255056
34,5.1283927,5.276912,"('mean', 'honorable')",5.1283927,5.2769122,0.1485195
35,-1.4619929,-1.5991901,"('corrupt', 'incorrupt')",-1.4619929,-1.5991901,-0.1371972
36,-1.0333459,-1.0612952,"('hostile', 'amicable')",-1.0333459,-1.0612952,-0.0279493
37,0.26446792,0.18803625,"('fake', 'genuine')",0.2644679,0.1880362,-0.0764317
38,0.16609438,0.17135693,"('untruthful', 'truthful')",0.1660944,0.1713569,0.0052625
39,0.38516587,0.3953522,"('exploitative', 'cooperative')",0.3851659,0.3953522,0.0101863
40,-2.0726933,-2.2092385,"('stingy', 'generous')",-2.0726933,-2.2092385,-0.1365452
41,0.3944447,0.29602346,"('unforgiving', 'forgiving')",0.3944447,0.2960235,-0.0984212
42,-2.8645194,-2.932747,"('unreliable', 'reliable')",-2.8645194,-2.9327469,-0.0682275
43,1.4788272,1.433734,"('irresponsible', 'responsible')",1.4788272,1.4337341,-0.0450931
44,-1.223253,-1.2064724,"('prejudiced', 'unprejudiced')",-1.223253,-1.2064724,0.0167806
45,0.38866442,0.35652515,"('incompetent', 'competent')",0.3886644,0.3565252,-0.0321392
46,-0.3160983,-0.4237071,"('uncompetitive', 'competitive')",-0.3160983,-0.4237071,-0.1076088
47,5.528507,5.698038,"('stupid', 'smart')",5.5285072,5.6980381,0.1695309
48,0.2787613,0.2895162,"('unintelligent', 'intelligent')",0.2787613,0.2895162,0.0107549
49,-0.30556375,-0.2344298,"('unable', 'able')",-0.3055637,-0.2344298,0.0711339
50,-0.9139,-0.9653496,"('clumsy', 'skillful')",-0.9139,-0.9653496,-0.0514496
51,0.86042124,0.7008845,"('uneducated', 'educated')",0.8604212,0.7008845,-0.1595367
52,-1.3147446,-1.3607637,"('irrational', 'rational')",-1.3147446,-1.3607637,-0.0460191
53,-0.13764796,-0.18907894,"('uncreative', 'creative')",-0.137648,-0.1890789,-0.0514309
54,0.6388605,0.7060173,"('incapable', 'capable')",0.6388605,0.7060173,0.0671568
55,1.1233624,1.0699533,"('incompetent', 'clever')",1.1233624,1.0699533,-0.0534091
56,1.1465613,1.0733916,"('impractical', 'practical')",1.1465613,1.0733916,-0.0731697
57,-2.6815796,-2.7107131,"('unimaginative', 'imaginative')",-2.6815796,-2.7107131,-0.0291335
58,0.22043243,0.24863487,"('undiscriminating', 'discriminating')",0.2204324,0.2486349,0.0282025
59,-0.82433444,-0.7875693,"('foolish', 'wise')",-0.8243344,-0.7875693,0.0367651
60,1.3037691,1.3007345,"('inefficient', 'efficient')",1.3037691,1.3007345,-0.0030346
61,0.37369776,0.21456228,"('illogical', 'logical')",0.3736978,0.2145623,-0.1591355
62,0.53706515,0.58133334,"('incompetent', 'brilliant')",0.5370651,0.5813333,0.0442682
63,0.34176615,0.35958406,"('unperceptive', 'insightful')",0.3417661,0.3595841,0.017818
64,-6.046158,-6.174145,"('shy', 'confident')",-6.0461578,-6.1741452,-0.1279874
65,0.72679394,0.70703703,"('insecure', 'secure')",0.7267939,0.707037,-0.0197569
66,-0.45667708,-0.45465684,"('inactive', 'active')",-0.4566771,-0.4546568,0.0020203
67,0.15862337,0.23518422,"('doubtful', 'determined')",0.1586234,0.2351842,0.0765608
68,-1.2066934,-1.3021725,"('dependent', 'independent')",-1.2066934,-1.3021725,-0.0954791
69,-2.2570083,-2.2415307,"('lazy', 'industrious')",-2.2570083,-2.2415307,0.0154776
70,1.6690215,1.5793288,"('lethargic', 'energetic')",1.6690215,1.5793288,-0.0896927
71,0.58489436,0.67836934,"('diffident', 'self-confident')",0.5848944,0.6783693,0.0934749
72,0.7576799,0.8233817,"('unambitious', 'ambitious')",0.7576799,0.8233817,0.0657018
73,-3.7170825,-3.7365463,"('helpless', 'self-reliant')",-3.7170825,-3.7365463,-0.0194638
74,0.33752915,0.24299607,"('undedicated', 'dedicated')",0.3375292,0.2429961,-0.0945331
75,-1.1299932,-1.0241847,"('meek', 'impulsive')",-1.1299932,-1.0241847,0.1058085
76,0.25968572,0.20203441,"('anxious', 'daring')",0.2596857,0.2020344,-0.0576513
77,-0.71417135,-0.58437085,"('unmotivated', 'motivated')",-0.7141714,-0.5843709,0.1298005
78,-0.49229732,-0.50896513,"('nonresilient', 'resilient')",-0.4922973,-0.5089651,-0.0166678
79,-0.65676093,-0.63396347,"('wavering', 'unwavering')",-0.6567609,-0.6339635,0.0227974
80,-0.11638583,-0.20244323,"('dominated', 'dominating')",-0.1163858,-0.2024432,-0.0860574
81,0.37160432,0.40626517,"('submissive', 'aggressive')",0.3716043,0.4062652,0.0346609
82,6.0216107,6.1264305,"('poor', 'rich')",6.0216107,6.1264305,0.1048198
83,-0.19725022,-0.19831002,"('powerless', 'powerful')",-0.1972502,-0.19831,-0.0010598
84,0.5142578,0.50984585,"('inferior', 'superior')",0.5142578,0.5098459,-0.0044119
85,-0.95924723,-0.94012415,"('insignificant', 'prestigious')",-0.9592472,-0.9401242,0.019123
86,0.61427605,0.5299993,"('uninfluential', 'influential')",0.6142761,0.5299993,-0.0842768
87,-0.28837094,-0.22370936,"('unsuccessful', 'successful')",-0.2883709,-0.2237094,0.0646615
88,0.2624433,0.27009946,"('low', 'eminent')",0.2624433,0.2700995,0.0076562
