,nektar_male,nektar_female,tuple,therapeutics_male,therapeutics_female,average_male,average_female,female-male
0,-1.3317375,-1.4462656,"('unsociable', 'sociable')",0.4594344,0.33915436,-0.4361516,-0.5535556,-0.117404
1,-1.2314057,-1.4010727,"('unfriendly', 'friendly')",0.3991843,0.25864452,-0.4161107,-0.5712141,-0.1551034
2,0.7575836,0.7957586,"('unlikable', 'likable')",1.2976575,1.355652,1.0276206,1.0757053,0.0480847
3,-1.3566042,-1.2825847,"('repellent', 'pleasant')",-1.0861253,-0.9780399,-1.2213647,-1.1303123,0.0910524
4,0.061302185,0.010752153,"('disliked', 'liked')",-2.407322,-2.4476914,-1.1730099,-1.2184696,-0.0454597
5,-1.277855,-1.238958,"('distant', 'outgoing')",0.035269152,0.07046834,-0.6212929,-0.5842448,0.0370481
6,-1.3292166,-1.2994725,"('distant', 'open')",-0.08655487,-0.099692784,-0.7078857,-0.6995826,0.0083031
7,-1.5796504,-1.5177119,"('insensitive', 'sensitive')",-1.1643203,-1.0688888,-1.3719854,-1.2933004,0.078685
8,-0.22085561,-0.40095484,"('unaffectionate', 'affectionate')",0.026632465,-0.10430002,-0.0971116,-0.2526274,-0.1555158
9,-1.2921187,-1.4386281,"('unaffectionate', 'caring')",0.42987123,0.34228197,-0.4311237,-0.5481731,-0.1170494
10,-2.2220187,-2.2505789,"('unsympathetic', 'sympathetic')",-1.0961674,-1.1363726,-1.6590931,-1.6934757,-0.0343826
11,-0.92850167,-0.9642193,"('unhelpful', 'helpful')",1.3976629,1.3951629,0.2345806,0.2154718,-0.0191088
12,-0.86308765,-0.83665913,"('unsupportive', 'supportive')",0.044571757,0.089319915,-0.4092579,-0.3736696,0.0355883
13,-1.1316534,-1.1509955,"('impolite', 'polite')",0.10705376,0.07157835,-0.5122998,-0.5397086,-0.0274088
14,-0.57532835,-0.49207258,"('antisocial', 'social')",-0.62578386,-0.5733186,-0.6005561,-0.5326956,0.0678605
15,0.25489092,0.21267037,"('boring', 'funny')",0.70768994,0.6202088,0.4812904,0.4164396,-0.0648508
16,0.34279647,0.22709113,"('unpopular', 'popular')",0.6037479,0.58152544,0.4732722,0.4043083,-0.0689639
17,-0.5031851,-0.48809674,"('nasty', 'nice')",-0.504027,-0.42928073,-0.5036061,-0.4586887,0.0449174
18,0.62136084,0.6365918,"('disagreeable', 'welcoming')",0.16743566,0.1636213,0.3943982,0.4001065,0.0057083
19,-1.5113397,-1.5387592,"('inhospitable', 'hospitable')",-0.19970278,-0.17405266,-0.8555212,-0.856406,-0.0008848
20,-0.3303854,-0.34428352,"('rough', 'thoughtful')",0.27332395,0.24998331,-0.0285307,-0.0471501,-0.0186194
21,-0.8352161,-0.8844499,"('immoral', 'moral')",-0.10052454,-0.13174789,-0.4678703,-0.5080989,-0.0402286
22,-0.24587394,-0.20034406,"('untrustworthy', 'trustworthy')",-0.6300145,-0.6785799,-0.4379442,-0.439462,-0.0015178
23,-1.5149167,-1.607474,"('insincere', 'sincere')",2.2266676,2.2388625,0.3558755,0.3156943,-0.0401812
24,-1.3067726,-1.271858,"('dishonest', 'honest')",-1.4328723,-1.4032975,-1.3698225,-1.3375778,0.0322447
25,0.18985336,0.12990744,"('egoistic', 'altruistic')",0.40868938,0.3373945,0.2992714,0.233651,-0.0656204
26,0.16093345,0.096258536,"('hardhearted', 'benevolent')",1.3869699,1.2920008,0.7739517,0.6941296,-0.0798221
27,-0.3872284,-0.3930579,"('hardhearted', 'softhearted')",0.11144622,0.076493725,-0.1378911,-0.1582821,-0.020391
28,-0.97919095,-1.1116534,"('disloyal', 'loyal')",-0.1337908,-0.29654756,-0.5564909,-0.7041005,-0.1476096
29,-0.39877313,-0.3740194,"('unfair', 'fair')",-1.4685352,-1.469663,-0.9336542,-0.9218412,0.011813
30,-0.8315538,-0.78472567,"('intolerant', 'tolerant')",0.124601156,0.13670787,-0.3534763,-0.3240089,0.0294674
31,-0.40052262,-0.32279044,"('evil', 'good')",-1.2497526,-1.2294225,-0.8251376,-0.7761065,0.0490311
32,-0.27996987,-0.41611546,"('unkind', 'kind')",1.2248111,1.099944,0.4724206,0.3419143,-0.1305063
33,0.29921588,0.17329764,"('wrong', 'right')",0.3685892,0.32204825,0.3339025,0.2476729,-0.0862296
34,-0.59291136,-0.51393896,"('mean', 'honorable')",1.8290205,1.946197,0.6180546,0.7161291,0.0980745
35,0.96148634,0.9006814,"('corrupt', 'incorrupt')",-0.29185304,-0.3231079,0.3348166,0.2887867,-0.0460299
36,-0.2449176,-0.34656897,"('hostile', 'amicable')",-0.5349868,-0.6403319,-0.3899522,-0.4934505,-0.1034983
37,-0.84791267,-0.8849271,"('fake', 'genuine')",-0.4431152,-0.44526923,-0.645514,-0.6650982,-0.0195842
38,-1.4680717,-1.458518,"('untruthful', 'truthful')",0.19009769,0.25801012,-0.638987,-0.6002539,0.0387331
39,0.31544745,0.33042964,"('exploitative', 'cooperative')",-0.10819635,-0.07578881,0.1036256,0.1273204,0.0236948
40,0.23132715,0.17827214,"('stingy', 'generous')",-0.86197793,-0.9012304,-0.3153254,-0.3614791,-0.0461537
41,-0.19637004,-0.16895354,"('unforgiving', 'forgiving')",0.6307996,0.64031136,0.2172148,0.2356789,0.0184641
42,-0.09447653,-0.035652045,"('unreliable', 'reliable')",-1.0823513,-1.0197237,-0.588414,-0.5276878,0.0607262
43,-1.1621585,-1.1138079,"('irresponsible', 'responsible')",0.2579986,0.2966034,-0.45208,-0.4086022,0.0434778
