,dynegy_male,dynegy_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.0020882,-1.103274,"('unsociable', 'sociable')",-0.49872977,-0.6589374,-0.750409,-0.8811057,-0.1306967
1,-1.6484976,-1.7210252,"('unfriendly', 'friendly')",1.8663005,1.7784274,0.1089014,0.0287011,-0.0802003
2,0.2125945,0.26794267,"('unlikable', 'likable')",0.40486324,0.4503227,0.3087289,0.3591327,0.0504038
3,-0.72090805,-0.63496727,"('repellent', 'pleasant')",-0.13670483,-0.08151905,-0.4288064,-0.3582432,0.0705632
4,-0.10572502,-0.12538871,"('disliked', 'liked')",-5.9314923,-6.058653,-3.0186086,-3.0920208,-0.0734122
5,0.042672545,0.12721401,"('distant', 'outgoing')",0.20310976,0.16065249,0.1228912,0.1439333,0.0210421
6,-0.25756723,-0.13771935,"('distant', 'open')",0.6379144,0.5713259,0.1901736,0.2168033,0.0266297
7,-1.1296254,-1.096779,"('insensitive', 'sensitive')",0.19077066,0.24528198,-0.4694274,-0.4257485,0.0436789
8,-0.955563,-0.9837324,"('unaffectionate', 'affectionate')",1.0733471,0.95934755,0.058892,-0.0121924,-0.0710844
9,-1.6073804,-1.609531,"('unaffectionate', 'caring')",0.9319606,0.90016675,-0.3377099,-0.3546821,-0.0169722
10,-2.26095,-2.2643204,"('unsympathetic', 'sympathetic')",-0.90302336,-0.9171505,-1.5819867,-1.5907354,-0.0087487
11,-0.30840445,-0.30128396,"('unhelpful', 'helpful')",1.2079976,1.3094002,0.4497966,0.5040581,0.0542615
12,-0.76622856,-0.6398537,"('unsupportive', 'supportive')",-1.7976952,-1.7647918,-1.2819619,-1.2023227,0.0796392
13,-1.0667927,-1.0539929,"('impolite', 'polite')",-0.942539,-0.9258749,-1.0046659,-0.9899338,0.0147321
14,-0.073841706,-0.11495844,"('antisocial', 'social')",-0.789471,-0.84463847,-0.4316563,-0.4797985,-0.0481422
15,0.5211243,0.44026852,"('boring', 'funny')",0.73273027,0.67395574,0.6269273,0.5571121,-0.0698152
16,-0.14572045,-0.08766283,"('unpopular', 'popular')",0.57883984,0.61211413,0.2165597,0.2622257,0.045666
17,-0.4844901,-0.38464966,"('nasty', 'nice')",-0.3968906,-0.3612617,-0.4406903,-0.3729557,0.0677346
18,-0.42592216,-0.40802032,"('disagreeable', 'welcoming')",-0.28484735,-0.36204654,-0.3553848,-0.3850334,-0.0296486
19,-0.465358,-0.3340145,"('inhospitable', 'hospitable')",0.046472862,0.10822854,-0.2094426,-0.112893,0.0965496
20,0.18896687,0.24818353,"('rough', 'thoughtful')",1.2046545,1.1486425,0.6968107,0.698413,0.0016023
21,-0.41913617,-0.45973462,"('immoral', 'moral')",-0.7602543,-0.7386528,-0.5896952,-0.5991937,-0.0094985
22,-0.57145005,-0.5687754,"('untrustworthy', 'trustworthy')",-1.1500583,-1.2285771,-0.8607541,-0.8986763,-0.0379222
23,-1.2358316,-1.2617466,"('insincere', 'sincere')",4.9784517,4.9954305,1.87131,1.8668419,-0.0044681
24,-1.2138755,-1.30058,"('dishonest', 'honest')",0.37927112,0.33150327,-0.4173022,-0.4845384,-0.0672362
25,-0.9825173,-1.0056933,"('egoistic', 'altruistic')",1.6421456,1.5855985,0.3298142,0.2899526,-0.0398616
26,-0.11278251,-0.16180602,"('hardhearted', 'benevolent')",1.9936552,1.9699929,0.9404364,0.9040934,-0.036343
27,-0.2945034,-0.21680453,"('hardhearted', 'softhearted')",1.5225042,1.3818871,0.6140004,0.5825413,-0.0314591
28,-1.1315435,-1.2950885,"('disloyal', 'loyal')",0.6190176,0.52321756,-0.256263,-0.3859355,-0.1296725
29,-0.10463454,-0.12946421,"('unfair', 'fair')",-0.57968575,-0.7526182,-0.3421601,-0.4410412,-0.0988811
30,-0.058559544,-0.13429707,"('intolerant', 'tolerant')",1.0783119,1.0091593,0.5098762,0.4374311,-0.0724451
31,-0.54184496,-0.47745135,"('evil', 'good')",-0.34389597,-0.39703426,-0.4428705,-0.4372428,0.0056277
32,-0.7673804,-0.7702239,"('unkind', 'kind')",0.31011114,0.18976094,-0.2286346,-0.2902315,-0.0615969
33,-0.08280569,-0.09815623,"('wrong', 'right')",-0.3060458,-0.37289208,-0.1944257,-0.2355241,-0.0410984
34,-0.5124993,-0.37246656,"('mean', 'honorable')",5.604607,5.795393,2.5460539,2.7114632,0.1654093
35,-0.09827888,-0.15557133,"('corrupt', 'incorrupt')",0.431188,0.29396006,0.1664546,0.0691944,-0.0972602
36,-1.1441935,-1.1775231,"('hostile', 'amicable')",0.5218162,0.35822788,-0.3111887,-0.4096476,-0.0984589
