,donnelley_male,donnelley_female,tuple,rr_male,rr_female,&_male,&_female,sons_male,sons_female,co_male,co_female,average_male,average_female,female-male
0,0.13043572,-0.12578192,"('unsociable', 'sociable')",0.28975698,0.15567029,-0.3009523,-0.33103433,1.2767227,0.9276885,0.20306537,0.12304789,0.3198057,0.1499181,-0.1698876
1,-2.1711068,-2.2337203,"('unfriendly', 'friendly')",-0.86271006,-0.97940993,0.06843442,0.04285957,-0.98087907,-1.1064423,1.8380649,1.6673843,-0.4216393,-0.5218657,-0.1002264
2,0.24913394,0.3214965,"('unlikable', 'likable')",0.51377314,0.5128424,1.3674195,1.4157944,0.8485674,0.9269786,0.80220455,0.9275084,0.7562197,0.8209241,0.0647044
3,-0.41656294,-0.474114,"('repellent', 'pleasant')",-0.5304839,-0.4751755,-0.5807538,-0.60411286,0.32902914,-0.0014735796,0.22525065,0.27513304,-0.1947042,-0.2559486,-0.0612444
4,0.045185007,0.020482935,"('disliked', 'liked')",-0.1037541,-0.22467516,1.0064362,0.9051182,0.45829195,0.48095393,-6.752649,-6.702295,-1.069298,-1.104083,-0.034785
5,-0.80151165,-0.70986754,"('distant', 'outgoing')",0.3430688,0.36019886,0.6553409,0.8128077,-0.78717893,-0.39950264,-0.24080408,-0.20884645,-0.166217,-0.029042,0.137175
6,-1.5007836,-1.3899384,"('distant', 'open')",-0.12190828,-0.060940683,0.5322844,0.6667147,-1.1504683,-0.87895066,0.083773255,0.04730553,-0.4314205,-0.3231619,0.1082586
7,0.3999369,0.30219477,"('insensitive', 'sensitive')",1.1375822,1.1528562,-0.27918097,-0.2906578,0.0006583985,-0.37166515,0.25137988,0.27620634,0.3020753,0.2137869,-0.0882884
8,-0.45141703,-0.46184248,"('unaffectionate', 'affectionate')",0.038820803,-0.046606876,0.0037918128,-0.012807446,-0.2774253,-0.19373156,1.0650812,0.9435346,0.0757703,0.0457093,-0.030061
9,-0.7282447,-0.7642029,"('unaffectionate', 'caring')",0.54077315,0.46746412,-0.13170621,-0.13668981,-0.18318576,-0.28710198,1.378945,1.2953987,0.1753163,0.1149736,-0.0603427
10,0.25761834,0.06963405,"('unsympathetic', 'sympathetic')",0.50833726,0.55744684,-1.0790037,-1.096778,0.47043902,-0.21674766,0.029557385,0.078605846,0.0373897,-0.1215678,-0.1589575
11,-0.14274994,-0.24307203,"('unhelpful', 'helpful')",0.21464178,0.12743124,-0.47066826,-0.49091002,0.27497742,0.06503099,1.7938322,1.8237784,0.3340066,0.2564517,-0.0775549
12,0.22157797,0.1505122,"('unsupportive', 'supportive')",0.97388166,0.97207046,0.27795586,0.34856474,0.69955945,0.5364326,-2.0612895,-2.0001419,0.0223371,0.0014876,-0.0208495
13,0.37361977,0.22409354,"('impolite', 'polite')",0.28234878,0.26139608,-0.4471746,-0.3888451,1.2182753,1.0257154,-0.08956838,-0.08020317,0.2675002,0.2084313,-0.0590689
14,0.79531306,0.7053575,"('antisocial', 'social')",1.1163323,1.1027789,0.72769684,0.8064876,1.1950892,0.8326802,0.03095727,0.015356481,0.7730778,0.6925322,-0.0805456
15,-0.10680477,-0.16398749,"('boring', 'funny')",0.98837847,0.84060645,0.8346108,0.74537945,-0.20999691,0.05870602,0.54765344,0.5468358,0.4107682,0.405508,-0.0052602
16,-0.73991895,-0.7543372,"('unpopular', 'popular')",0.35326087,0.2777651,0.20645048,0.20230983,-0.032515816,-0.070949405,0.19290921,0.11538827,-0.0039628,-0.0459647,-0.0420019
17,0.09524407,0.104106754,"('nasty', 'nice')",-0.50500786,-0.47859055,-0.018937722,0.07221745,-0.015713206,0.05994344,-0.11712935,-0.072795965,-0.1123088,-0.0630238,0.049285
18,-1.33905,-1.3650275,"('disagreeable', 'welcoming')",-1.6926177,-1.6719815,-0.42499626,-0.2153133,-0.58543295,-0.5628944,-1.1550413,-1.2528788,-1.0394277,-1.013619,0.0258087
19,-0.5181684,-0.44378507,"('inhospitable', 'hospitable')",0.19938648,0.24012809,-0.36373165,-0.284082,-1.0915974,-0.96998745,-0.48447797,-0.45667547,-0.4517178,-0.3828804,0.0688374
20,-0.29188812,-0.28677607,"('rough', 'thoughtful')",-1.0718673,-0.99689645,0.1108598,0.16647287,-0.53166974,-0.78023356,0.45569342,0.46417853,-0.2657744,-0.2866509,-0.0208765
21,0.26474327,0.12288907,"('immoral', 'moral')",0.42759836,0.3938347,0.0698711,0.060554624,-0.11116665,-0.45951685,-1.0211459,-0.94700897,-0.07402,-0.1658495,-0.0918295
22,0.77874744,0.6159476,"('untrustworthy', 'trustworthy')",0.17938165,0.09406009,0.09002742,0.06837413,-0.022600796,-0.378718,-0.8092136,-0.8251267,0.0432684,-0.0850926,-0.128361
23,-0.7265155,-0.91576207,"('insincere', 'sincere')",0.22017,0.19785282,-1.0600084,-1.1164328,0.08010672,-0.34308743,5.6762967,5.5002036,0.8380099,0.6645548,-0.1734551
24,-0.68661195,-0.747002,"('dishonest', 'honest')",0.030732349,0.03394796,-0.7166801,-0.7168385,-0.08146352,-0.3733654,0.65312403,0.60518736,-0.1601799,-0.2396141,-0.0794342
25,-1.303398,-1.2591008,"('egoistic', 'altruistic')",-1.0753384,-1.142338,0.022274256,-0.056250244,-0.3584568,-0.26959378,1.3204288,1.237105,-0.278898,-0.2980356,-0.0191376
26,-0.6805746,-0.6513215,"('hardhearted', 'benevolent')",1.2275983,1.2263769,1.8975214,1.920432,0.4855188,0.3151387,1.694065,1.6848806,0.9248258,0.8991014,-0.0257244
27,-0.8188833,-0.8144736,"('hardhearted', 'softhearted')",0.102384835,0.19073248,-1.0710802,-1.0243645,-0.6180098,-0.6241323,0.9630962,0.8266661,-0.2884985,-0.2891143,-0.0006158
