,broom_male,broom_female,tuple,average_male,average_female,female-male
0,0.6741793,0.33484343,"('unsociable', 'sociable')",0.6741793,0.3348434,-0.3393359
1,0.98885,1.087708,"('unfriendly', 'friendly')",0.98885,1.087708,0.098858
2,-0.1762507,-0.11969325,"('unlikable', 'likable')",-0.1762507,-0.1196932,0.0565575
3,0.23932715,0.36501646,"('repellent', 'pleasant')",0.2393271,0.3650165,0.1256894
4,-7.9775515,-8.006902,"('disliked', 'liked')",-7.9775515,-8.0069017,-0.0293502
5,-1.0889016,-0.9306303,"('distant', 'outgoing')",-1.0889016,-0.9306303,0.1582713
6,-0.67264193,-0.49152467,"('distant', 'open')",-0.6726419,-0.4915247,0.1811172
7,1.0658,1.0047159,"('insensitive', 'sensitive')",1.0658,1.0047159,-0.0610841
8,1.115537,1.182988,"('unaffectionate', 'affectionate')",1.115537,1.182988,0.067451
9,1.7619234,1.7853317,"('unaffectionate', 'caring')",1.7619234,1.7853317,0.0234083
10,1.5940505,1.4286966,"('unsympathetic', 'sympathetic')",1.5940505,1.4286966,-0.1653539
11,1.9776351,1.9374983,"('unhelpful', 'helpful')",1.9776351,1.9374983,-0.0401368
12,-1.4378554,-1.5323528,"('unsupportive', 'supportive')",-1.4378554,-1.5323528,-0.0944974
13,0.37789193,0.095679715,"('impolite', 'polite')",0.3778919,0.0956797,-0.2822122
14,0.90647393,0.6749672,"('antisocial', 'social')",0.9064739,0.6749672,-0.2315067
15,0.41999277,0.29797822,"('boring', 'funny')",0.4199928,0.2979782,-0.1220146
16,-1.1595826,-1.014495,"('unpopular', 'popular')",-1.1595826,-1.014495,0.1450876
17,-0.61442256,-0.5883584,"('nasty', 'nice')",-0.6144226,-0.5883584,0.0260642
18,-0.6749549,-0.6511258,"('disagreeable', 'welcoming')",-0.6749549,-0.6511258,0.0238291
19,-0.78995264,-0.7420964,"('inhospitable', 'hospitable')",-0.7899526,-0.7420964,0.0478562
20,1.2182105,1.1138616,"('rough', 'thoughtful')",1.2182105,1.1138616,-0.1043489
21,0.23826668,0.09781049,"('immoral', 'moral')",0.2382667,0.0978105,-0.1404562
22,-0.3672074,-0.5378173,"('untrustworthy', 'trustworthy')",-0.3672074,-0.5378173,-0.1706099
23,6.701273,6.712597,"('insincere', 'sincere')",6.701273,6.7125969,0.0113239
24,1.8999538,1.740351,"('dishonest', 'honest')",1.8999538,1.740351,-0.1596028
25,0.82513726,0.83584845,"('egoistic', 'altruistic')",0.8251373,0.8358485,0.0107112
26,1.0275935,0.86714625,"('hardhearted', 'benevolent')",1.0275935,0.8671463,-0.1604472
27,1.3779154,1.2639973,"('hardhearted', 'softhearted')",1.3779154,1.2639973,-0.1139181
28,1.0663348,1.0525606,"('disloyal', 'loyal')",1.0663348,1.0525606,-0.0137742
29,-1.2335486,-1.2613108,"('unfair', 'fair')",-1.2335486,-1.2613108,-0.0277622
30,1.3777807,1.2044867,"('intolerant', 'tolerant')",1.3777807,1.2044867,-0.173294
31,-2.3895698,-2.0600028,"('evil', 'good')",-2.3895698,-2.0600028,0.329567
32,1.2230941,1.0630625,"('unkind', 'kind')",1.2230941,1.0630625,-0.1600316
33,-0.62511945,-0.6463288,"('wrong', 'right')",-0.6251194,-0.6463288,-0.0212094
34,4.574942,4.756219,"('mean', 'honorable')",4.5749421,4.7562189,0.1812768
35,-1.0969024,-1.1671441,"('corrupt', 'incorrupt')",-1.0969024,-1.1671441,-0.0702417
36,-0.72304434,-0.69651484,"('hostile', 'amicable')",-0.7230443,-0.6965148,0.0265295
37,1.1407621,1.1030527,"('fake', 'genuine')",1.1407621,1.1030527,-0.0377094
38,-0.13281369,-0.13778186,"('untruthful', 'truthful')",-0.1328137,-0.1377819,-0.0049682
39,1.154832,0.9853145,"('exploitative', 'cooperative')",1.154832,0.9853145,-0.1695175
40,-2.2569757,-2.279226,"('stingy', 'generous')",-2.2569757,-2.2792261,-0.0222504
41,0.88885605,0.67337596,"('unforgiving', 'forgiving')",0.8888561,0.673376,-0.2154801
42,-2.9458158,-2.96803,"('unreliable', 'reliable')",-2.9458158,-2.96803,-0.0222142
