,broom_male,broom_female,tuple,average_male,average_female,female-male
43,1.4430469,1.3182325,"('irresponsible', 'responsible')",1.4430469,1.3182325,-0.1248144
44,-1.3012213,-1.2202319,"('prejudiced', 'unprejudiced')",-1.3012213,-1.2202319,0.0809894
45,0.14212386,0.033370394,"('incompetent', 'competent')",0.1421239,0.0333704,-0.1087535
46,0.013418108,-0.24784468,"('uncompetitive', 'competitive')",0.0134181,-0.2478447,-0.2612628
47,5.6182976,5.6964893,"('stupid', 'smart')",5.6182976,5.6964893,0.0781917
48,1.0117413,0.8858791,"('unintelligent', 'intelligent')",1.0117413,0.8858791,-0.1258622
49,0.21344212,0.23593348,"('unable', 'able')",0.2134421,0.2359335,0.0224914
50,-0.71084005,-0.6382537,"('clumsy', 'skillful')",-0.71084,-0.6382537,0.0725863
51,0.81503344,0.6730901,"('uneducated', 'educated')",0.8150334,0.6730901,-0.1419433
52,-0.9002563,-0.8327337,"('irrational', 'rational')",-0.9002563,-0.8327337,0.0675226
53,-0.15212825,-0.14779094,"('uncreative', 'creative')",-0.1521282,-0.1477909,0.0043373
54,0.71857446,0.84411144,"('incapable', 'capable')",0.7185745,0.8441114,0.1255369
55,1.3502166,1.2134135,"('incompetent', 'clever')",1.3502166,1.2134135,-0.1368031
56,1.3360652,1.1097976,"('impractical', 'practical')",1.3360652,1.1097976,-0.2262676
57,-2.5827932,-2.6457338,"('unimaginative', 'imaginative')",-2.5827932,-2.6457338,-0.0629406
58,0.20192817,0.22914538,"('undiscriminating', 'discriminating')",0.2019282,0.2291454,0.0272172
59,-0.76578593,-0.65619934,"('foolish', 'wise')",-0.7657859,-0.6561993,0.1095866
60,1.3319951,1.1252701,"('inefficient', 'efficient')",1.3319951,1.1252701,-0.206725
61,0.546648,0.30000746,"('illogical', 'logical')",0.546648,0.3000075,-0.2466405
62,0.62729675,0.568631,"('incompetent', 'brilliant')",0.6272967,0.568631,-0.0586657
63,0.38015583,0.3345566,"('unperceptive', 'insightful')",0.3801558,0.3345566,-0.0455992
64,-6.350734,-6.4785867,"('shy', 'confident')",-6.3507342,-6.4785867,-0.1278525
65,0.74017966,0.54759294,"('insecure', 'secure')",0.7401797,0.5475929,-0.1925868
66,-0.40471277,-0.32958567,"('inactive', 'active')",-0.4047128,-0.3295857,0.0751271
67,-0.50216997,-0.41799173,"('doubtful', 'determined')",-0.50217,-0.4179917,0.0841783
68,-0.67548025,-0.6718276,"('dependent', 'independent')",-0.6754802,-0.6718276,0.0036526
69,-2.410272,-2.337824,"('lazy', 'industrious')",-2.4102719,-2.3378241,0.0724478
70,1.4028872,1.2417175,"('lethargic', 'energetic')",1.4028872,1.2417175,-0.1611697
71,0.4909969,0.5735569,"('diffident', 'self-confident')",0.4909969,0.5735569,0.08256
72,0.7859059,0.82112205,"('unambitious', 'ambitious')",0.7859059,0.8211221,0.0352162
73,-3.599322,-3.5380175,"('helpless', 'self-reliant')",-3.5993221,-3.5380175,0.0613046
74,0.40908444,0.23727344,"('undedicated', 'dedicated')",0.4090844,0.2372734,-0.171811
75,-1.5232426,-1.3571212,"('meek', 'impulsive')",-1.5232426,-1.3571212,0.1661214
76,0.6965753,0.64560634,"('anxious', 'daring')",0.6965753,0.6456063,-0.050969
77,-0.6924155,-0.73740304,"('unmotivated', 'motivated')",-0.6924155,-0.737403,-0.0449875
78,-0.08654338,-0.1626325,"('nonresilient', 'resilient')",-0.0865434,-0.1626325,-0.0760891
79,-0.56102884,-0.3985489,"('wavering', 'unwavering')",-0.5610288,-0.3985489,0.1624799
80,0.310793,0.014560908,"('dominated', 'dominating')",0.310793,0.0145609,-0.2962321
81,0.84727126,0.6897787,"('submissive', 'aggressive')",0.8472713,0.6897787,-0.1574926
82,5.957955,6.253333,"('poor', 'rich')",5.9579549,6.2533331,0.2953782
83,-0.20295936,-0.2518628,"('powerless', 'powerful')",-0.2029594,-0.2518628,-0.0489034
84,0.6638065,0.65680504,"('inferior', 'superior')",0.6638065,0.656805,-0.0070015
85,-1.0673295,-0.89773613,"('insignificant', 'prestigious')",-1.0673295,-0.8977361,0.1695934
86,0.6089818,0.41033933,"('uninfluential', 'influential')",0.6089818,0.4103393,-0.1986425
87,-0.16245385,-0.117436245,"('unsuccessful', 'successful')",-0.1624538,-0.1174362,0.0450176
88,0.14577697,0.17570664,"('low', 'eminent')",0.145777,0.1757066,0.0299296
