,discovery_male,discovery_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.2745219,0.1754582,"('unsociable', 'sociable')",-0.42898092,-0.5776572,-0.0772295,-0.2010995,-0.12387
1,0.26823983,0.1688467,"('unfriendly', 'friendly')",1.8020508,1.7407377,1.0351453,0.9547922,-0.0803531
2,0.90026635,0.92437446,"('unlikable', 'likable')",0.5954288,0.6871859,0.7478476,0.8057802,0.0579326
3,0.15466821,0.28831527,"('repellent', 'pleasant')",-0.014347059,0.00548484,0.0701606,0.1469001,0.0767395
4,-1.6714962,-1.75577,"('disliked', 'liked')",-5.6834965,-5.790592,-3.6774964,-3.773181,-0.0956846
5,-0.0076268986,0.035802655,"('distant', 'outgoing')",0.23112875,0.22642025,0.1117509,0.1311115,0.0193606
6,0.32354847,0.38053423,"('distant', 'open')",0.51744765,0.5117981,0.4204981,0.4461662,0.0256681
7,0.58763987,0.6686493,"('insensitive', 'sensitive')",0.37567642,0.44413653,0.4816582,0.5563929,0.0747347
8,0.40683424,0.3394888,"('unaffectionate', 'affectionate')",0.82842827,0.7819133,0.6176313,0.560701,-0.0569303
9,1.6798394,1.7102623,"('unaffectionate', 'caring')",1.1507151,1.2034427,1.4152772,1.4568524,0.0415752
10,1.0222806,1.1211218,"('unsympathetic', 'sympathetic')",-0.62482977,-0.5979318,0.1987254,0.261595,0.0628696
11,1.200514,1.3083249,"('unhelpful', 'helpful')",1.8323771,1.9548336,1.5164455,1.6315793,0.1151338
12,0.8358255,0.98782504,"('unsupportive', 'supportive')",-1.4698038,-1.4314098,-0.3169892,-0.2217924,0.0951968
13,0.27458647,0.25368115,"('impolite', 'polite')",-0.9826262,-1.0031949,-0.3540199,-0.3747569,-0.020737
14,1.0464566,1.0504134,"('antisocial', 'social')",-0.6957121,-0.74625325,0.1753722,0.1520801,-0.0232921
15,0.49346894,0.44852567,"('boring', 'funny')",0.37982535,0.3739697,0.4366471,0.4112477,-0.0253994
16,-0.9985697,-1.1549715,"('unpopular', 'popular')",0.8739571,0.7971144,-0.0623063,-0.1789286,-0.1166223
17,-0.74182534,-0.7670055,"('nasty', 'nice')",-0.08977604,-0.047313705,-0.4158007,-0.4071596,0.0086411
18,-0.6793409,-0.79580784,"('disagreeable', 'welcoming')",-0.24584506,-0.37565896,-0.462593,-0.5857334,-0.1231404
19,-1.1125954,-1.1078472,"('inhospitable', 'hospitable')",0.33433098,0.38810244,-0.3891322,-0.3598724,0.0292598
20,0.8942924,0.8210909,"('rough', 'thoughtful')",1.4450085,1.4083688,1.1696504,1.1147299,-0.0549205
21,1.5982018,1.5884606,"('immoral', 'moral')",-0.4734372,-0.49161282,0.5623823,0.5484239,-0.0139584
22,0.57000786,0.59189665,"('untrustworthy', 'trustworthy')",-0.7751825,-0.8028814,-0.1025873,-0.1054924,-0.0029051
23,0.875347,0.91871554,"('insincere', 'sincere')",5.3294687,5.3444304,3.1024079,3.131573,0.0291651
24,0.6474188,0.70375466,"('dishonest', 'honest')",0.5764456,0.58911806,0.6119322,0.6464363,0.0345041
25,0.2574346,0.14769612,"('egoistic', 'altruistic')",1.9104296,1.8585525,1.0839322,1.0031242,-0.080808
26,0.5405584,0.39188203,"('hardhearted', 'benevolent')",1.9165648,1.8824586,1.2285616,1.1371703,-0.0913913
27,0.3022088,0.27038455,"('hardhearted', 'softhearted')",1.2264318,1.1294595,0.7643203,0.699922,-0.0643983
28,0.30241877,0.25620073,"('disloyal', 'loyal')",0.8021867,0.7534363,0.5523027,0.5048186,-0.0474841
29,-0.2875636,-0.28351453,"('unfair', 'fair')",-0.44578654,-0.5903408,-0.3666751,-0.4369277,-0.0702526
30,0.96580034,0.93276966,"('intolerant', 'tolerant')",0.90466064,0.8427196,0.9352305,0.8877447,-0.0474858
31,-1.4874607,-1.5506425,"('evil', 'good')",-0.61868787,-0.69606394,-1.0530744,-1.1233532,-0.0702788
32,1.2238053,1.2086402,"('unkind', 'kind')",0.8941991,0.7991723,1.0590022,1.0039062,-0.055096
33,0.7272845,0.6899915,"('wrong', 'right')",-0.2962429,-0.33745322,0.2155208,0.1762691,-0.0392517
34,0.7239889,0.76211286,"('mean', 'honorable')",5.526026,5.6985817,3.1250074,3.2303472,0.1053398
35,-1.4095856,-1.5775621,"('corrupt', 'incorrupt')",0.11564851,0.01289802,-0.6469685,-0.7823321,-0.1353636
36,-1.0685747,-1.221678,"('hostile', 'amicable')",0.17486519,0.03512591,-0.4468547,-0.593276,-0.1464213
37,-0.14641643,-0.12745714,"('fake', 'genuine')",-0.05640646,-0.03840277,-0.1014114,-0.08293,0.0184814
38,0.6611622,0.72602844,"('untruthful', 'truthful')",0.18862966,0.27289787,0.4248959,0.4994631,0.0745672
39,0.37841272,0.36993167,"('exploitative', 'cooperative')",0.10627241,0.061950907,0.2423426,0.2159413,-0.0264013
40,-0.6593434,-0.69635123,"('stingy', 'generous')",-1.5832593,-1.7442181,-1.1213014,-1.2202847,-0.0989833
41,0.00032135285,-0.09085486,"('unforgiving', 'forgiving')",-0.062694326,-0.17035785,-0.0311865,-0.1306064,-0.0994199
42,0.123494,0.20267445,"('unreliable', 'reliable')",-2.8573315,-2.762116,-1.3669188,-1.2797208,0.087198
43,0.77607745,0.8802512,"('irresponsible', 'responsible')",0.36842299,0.44448873,0.5722502,0.66237,0.0901198
44,-0.9841634,-0.9702896,"('prejudiced', 'unprejudiced')",-1.5505345,-1.5703506,-1.267349,-1.2703202,-0.0029712
45,-0.18198374,-0.18219718,"('incompetent', 'competent')",-0.57499903,-0.54448533,-0.3784914,-0.3633413,0.0151501
46,0.5695866,0.6631877,"('uncompetitive', 'competitive')",-0.7392075,-0.77605546,-0.0848105,-0.0564339,0.0283766
47,0.2057249,0.22484967,"('stupid', 'smart')",4.9559307,5.1353106,2.5808277,2.6800802,0.0992525
48,2.4335895,2.364409,"('unintelligent', 'intelligent')",1.0815709,1.0350411,1.7575802,1.699725,-0.0578552
49,0.2447434,0.21150906,"('unable', 'able')",0.3337669,0.38645416,0.2892551,0.2989816,0.0097265
50,-1.4838895,-1.5604033,"('clumsy', 'skillful')",0.34103298,0.34384716,-0.5714282,-0.6082781,-0.0368499
51,-0.014374837,-0.0033143386,"('uneducated', 'educated')",0.7569874,0.6592263,0.3713063,0.327956,-0.0433503
52,-0.81413716,-1.0432198,"('irrational', 'rational')",-0.12617314,-0.3292751,-0.4701551,-0.6862475,-0.2160924
53,0.005331248,-0.08938734,"('uncreative', 'creative')",0.6558396,0.66741914,0.3305854,0.2890159,-0.0415695
54,-0.29451776,-0.24960852,"('incapable', 'capable')",1.2577386,1.3382359,0.4816104,0.5443137,0.0627033
55,1.8595059,1.8999238,"('incompetent', 'clever')",0.10355292,0.065871984,0.9815294,0.9828979,0.0013685
56,2.0158062,2.1027262,"('impractical', 'practical')",-0.44584262,-0.37000328,0.7849818,0.8663615,0.0813797
57,-0.21910964,-0.1877859,"('unimaginative', 'imaginative')",-2.71345,-2.710555,-1.4662797,-1.4491705,0.0171092
58,0.5755132,0.5856894,"('undiscriminating', 'discriminating')",0.07159303,0.09076311,0.3235531,0.3382263,0.0146732
59,-0.36341625,-0.454046,"('foolish', 'wise')",0.7059684,0.6634226,0.1712761,0.1046883,-0.0665878
60,2.0308926,2.1004624,"('inefficient', 'efficient')",-0.21325266,-0.10686516,0.90882,0.9967986,0.0879786
61,1.2455635,1.1448941,"('illogical', 'logical')",0.31448752,0.15189049,0.7800255,0.6483923,-0.1316332
62,2.2888923,2.3983936,"('incompetent', 'brilliant')",0.30730358,0.46799934,1.298098,1.4331965,0.1350985
63,0.8511474,0.92768466,"('unperceptive', 'insightful')",1.1741817,1.2643894,1.0126646,1.096037,0.0833724
64,-0.6000508,-0.5663245,"('shy', 'confident')",-6.444225,-6.53971,-3.5221379,-3.5530171,-0.0308792
65,0.40942404,0.35872105,"('insecure', 'secure')",-0.5890026,-0.62675565,-0.0897893,-0.1340173,-0.044228
66,-0.97502744,-0.8634868,"('inactive', 'active')",0.85600233,0.9006876,-0.0595126,0.0186004,0.078113
67,-0.5706826,-0.54604423,"('doubtful', 'determined')",-0.80005956,-0.7428981,-0.685371,-0.6444712,0.0408998
68,0.15219079,0.06484677,"('dependent', 'independent')",-0.11623673,-0.17772943,0.017977,-0.0564413,-0.0744183
69,0.11682676,0.03849103,"('lazy', 'industrious')",0.020081703,0.010353874,0.0684542,0.0244225,-0.0440317
70,0.4938133,0.65733546,"('lethargic', 'energetic')",0.061558414,0.1567829,0.2776859,0.4070592,0.1293733
