,netapp_male,netapp_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.45515624,-0.6027069,"('unsociable', 'sociable')",-0.3367597,-0.47533882,-0.3959579,-0.5390229,-0.143065
1,0.6838493,0.5435516,"('unfriendly', 'friendly')",2.0309026,1.9380337,1.357376,1.2407926,-0.1165834
2,0.051119015,0.03524632,"('unlikable', 'likable')",0.7168429,0.686338,0.383981,0.3607922,-0.0231888
3,-0.35013205,-0.17682257,"('repellent', 'pleasant')",0.3474582,0.41723856,-0.0013369,0.120208,0.1215449
4,-0.5582434,-0.5651964,"('disliked', 'liked')",-6.220125,-6.2889667,-3.3891842,-3.4270816,-0.0378974
5,0.0085369535,0.04422275,"('distant', 'outgoing')",-0.3339263,-0.21993448,-0.1626947,-0.0878559,0.0748388
6,0.274021,0.30135468,"('distant', 'open')",0.07138832,0.19644305,0.1727047,0.2488989,0.0761942
7,-0.33747914,-0.20988472,"('insensitive', 'sensitive')",0.8226607,0.93782526,0.2425908,0.3639703,0.1213795
8,-0.20437895,-0.3212697,"('unaffectionate', 'affectionate')",0.94693476,0.90950096,0.3712779,0.2941156,-0.0771623
9,0.21067281,0.10215343,"('unaffectionate', 'caring')",1.2594025,1.2811444,0.7350377,0.6916489,-0.0433888
10,-1.4939419,-1.5246725,"('unsympathetic', 'sympathetic')",-0.5721389,-0.60625094,-1.0330404,-1.0654618,-0.0324214
11,0.28254366,0.33890116,"('unhelpful', 'helpful')",1.731354,1.7687882,1.0069488,1.0538447,0.0468959
12,-0.124457,0.00025155395,"('unsupportive', 'supportive')",-1.7165265,-1.6544563,-0.9204918,-0.8271024,0.0933894
13,-0.23048967,-0.33166164,"('impolite', 'polite')",-0.42596263,-0.47567356,-0.3282261,-0.4036676,-0.0754415
14,-0.115797035,-0.086543486,"('antisocial', 'social')",-0.48838755,-0.5289827,-0.3020923,-0.3077631,-0.0056708
15,0.75233185,0.63710016,"('boring', 'funny')",0.70942044,0.67233473,0.7308761,0.6547174,-0.0761587
16,-0.07730062,-0.06624925,"('unpopular', 'popular')",0.47832233,0.5260274,0.2005109,0.2298891,0.0293782
17,0.017233469,0.08203809,"('nasty', 'nice')",-0.49523562,-0.4645285,-0.2390011,-0.1912452,0.0477559
18,-0.111643136,-0.08428142,"('disagreeable', 'welcoming')",-0.10265931,-0.11342144,-0.1071512,-0.0988514,0.0082998
19,-0.4780851,-0.5053248,"('inhospitable', 'hospitable')",0.17228715,0.2303827,-0.152899,-0.1374711,0.0154279
20,-0.043935627,0.024393735,"('rough', 'thoughtful')",0.8920016,0.86833036,0.424033,0.446362,0.022329
21,-0.16058503,-0.27314118,"('immoral', 'moral')",-0.4368589,-0.48886767,-0.298722,-0.3810044,-0.0822824
22,-0.18134257,-0.21970701,"('untrustworthy', 'trustworthy')",-0.5655223,-0.6505603,-0.3734325,-0.4351337,-0.0617012
23,0.83762753,0.9017031,"('insincere', 'sincere')",6.070618,6.08346,3.4541228,3.4925814,0.0384586
24,-0.28967494,-0.30080596,"('dishonest', 'honest')",0.9698661,0.9094001,0.3400956,0.3042971,-0.0357985
25,0.58549106,0.53431654,"('egoistic', 'altruistic')",1.9818469,1.9377545,1.283669,1.2360356,-0.0476334
26,0.6743108,0.43948203,"('hardhearted', 'benevolent')",1.5144535,1.3527395,1.0943822,0.8961108,-0.1982714
27,-0.36726007,-0.32147887,"('hardhearted', 'softhearted')",1.4889859,1.4736754,0.5608629,0.5760983,0.0152354
28,-0.25556523,-0.3799123,"('disloyal', 'loyal')",1.3135998,1.1671346,0.5290173,0.3936112,-0.1354061
29,-0.59062284,-0.61509466,"('unfair', 'fair')",-0.26013273,-0.41564405,-0.4253778,-0.5153694,-0.0899916
30,1.2463605,1.1885848,"('intolerant', 'tolerant')",1.245956,1.1917111,1.2461582,1.1901479,-0.0560103
31,-0.17071383,-0.1527698,"('evil', 'good')",-0.6481455,-0.61453915,-0.4094297,-0.3836545,0.0257752
32,0.24378052,0.14191084,"('unkind', 'kind')",1.2787107,1.0698158,0.7612456,0.6058633,-0.1553823
33,0.4303337,0.3256385,"('wrong', 'right')",-0.43153504,-0.5258006,-0.0006007,-0.100081,-0.0994803
34,-0.097591944,0.08744881,"('mean', 'honorable')",5.920435,6.1638775,2.9114215,3.125663,0.2142415
35,0.05493945,0.004057288,"('corrupt', 'incorrupt')",-0.12302846,-0.21871632,-0.0340445,-0.1073295,-0.073285
36,0.008825645,-0.15086052,"('hostile', 'amicable')",0.33241463,0.1502587,0.1706201,-0.0003009,-0.170921
37,-0.62116617,-0.5428537,"('fake', 'genuine')",0.38655728,0.4716288,-0.1173044,-0.0356125,0.0816919
38,0.0026312806,0.041380722,"('untruthful', 'truthful')",0.06276752,0.11581217,0.0326994,0.0785964,0.045897
39,1.9008778,1.8101221,"('exploitative', 'cooperative')",0.1856113,0.09914644,1.0432446,0.9546343,-0.0886103
40,0.16318795,0.2727183,"('stingy', 'generous')",-1.2485842,-1.2381128,-0.5426981,-0.4826972,0.0600009
41,-0.024199575,-0.061558634,"('unforgiving', 'forgiving')",0.29383528,0.19670288,0.1348179,0.0675721,-0.0672458
42,-0.55783355,-0.46035373,"('unreliable', 'reliable')",-3.4368591,-3.3825438,-1.9973464,-1.9214487,0.0758977
43,-0.6030955,-0.5561751,"('irresponsible', 'responsible')",0.5308382,0.5325626,-0.0361286,-0.0118062,0.0243224
44,-0.2774076,-0.23524815,"('prejudiced', 'unprejudiced')",-1.6409334,-1.7167646,-0.9591705,-0.9760064,-0.0168359
45,-0.8689041,-0.7544783,"('incompetent', 'competent')",-0.11682536,-0.09778291,-0.4928647,-0.4261306,0.0667341
46,-0.5857772,-0.5322613,"('uncompetitive', 'competitive')",-0.6774373,-0.7479871,-0.6316073,-0.6401242,-0.0085169
47,0.09091018,0.15390494,"('stupid', 'smart')",5.3773103,5.5436482,2.7341101,2.8487766,0.1146665
48,0.09736578,0.08300118,"('unintelligent', 'intelligent')",0.5880657,0.5424349,0.3427157,0.312718,-0.0299977
49,-0.0597054,-0.0032135695,"('unable', 'able')",-0.14858006,0.022164572,-0.1041427,0.0094755,0.1136182
50,-0.017080255,0.063966766,"('clumsy', 'skillful')",-0.09724905,-0.05548238,-0.0571647,0.0042422,0.0614069
51,-0.38729632,-0.51869607,"('uneducated', 'educated')",1.1659046,1.043041,0.3893042,0.2621725,-0.1271317
52,0.3845024,0.16679488,"('irrational', 'rational')",0.31460312,0.21408854,0.3495528,0.1904417,-0.1591111
53,0.10871198,-0.002996251,"('uncreative', 'creative')",1.0936322,1.0672715,0.6011721,0.5321376,-0.0690345
54,0.5038237,0.30349523,"('incapable', 'capable')",1.1320045,1.1003771,0.8179141,0.7019361,-0.115978
55,-0.55478215,-0.4627952,"('incompetent', 'clever')",0.24271433,0.22846387,-0.1560339,-0.1171657,0.0388682
56,0.3350609,0.32715973,"('impractical', 'practical')",-0.22204497,-0.17582667,0.056508,0.0756665,0.0191585
57,-0.6449174,-0.7246282,"('unimaginative', 'imaginative')",-2.4980197,-2.5844412,-1.5714686,-1.6545347,-0.0830661
58,0.5155823,0.5023361,"('undiscriminating', 'discriminating')",0.3309888,0.33726802,0.4232855,0.4198021,-0.0034834
59,0.74554414,0.6492927,"('foolish', 'wise')",0.49000236,0.533816,0.6177732,0.5915543,-0.0262189
60,0.6646216,0.800532,"('inefficient', 'efficient')",-0.040113065,0.08041158,0.3122543,0.4404718,0.1282175
61,0.6530578,0.47645923,"('illogical', 'logical')",0.50843394,0.31746447,0.5807459,0.3969619,-0.183784
62,0.30186328,0.4932837,"('incompetent', 'brilliant')",0.06751868,0.28848875,0.184691,0.3908862,0.2061952
63,-0.10819213,0.010543694,"('unperceptive', 'insightful')",0.9992964,1.1302005,0.4455521,0.5703721,0.12482
64,-0.43867517,-0.4070955,"('shy', 'confident')",-6.6228175,-6.7088523,-3.5307465,-3.5579739,-0.0272274
65,-0.02333373,-0.09300031,"('insecure', 'secure')",-0.37205455,-0.4396983,-0.1976941,-0.2663493,-0.0686552
66,-1.5227641,-1.5439496,"('inactive', 'active')",0.28348038,0.2854359,-0.6196418,-0.6292568,-0.009615
67,0.05856265,0.008701742,"('doubtful', 'determined')",-0.79596555,-0.81477666,-0.3687015,-0.4030375,-0.034336
68,-0.5969706,-0.5931842,"('dependent', 'independent')",-0.30557847,-0.2629293,-0.4512745,-0.4280567,0.0232178
69,-0.05347007,0.08057996,"('lazy', 'industrious')",-0.7547287,-0.62853557,-0.4040994,-0.2739778,0.1301216
70,-0.705243,-0.58463925,"('lethargic', 'energetic')",0.68481886,0.73776877,-0.0102121,0.0765648,0.0867769
71,1.5526068,1.5455924,"('diffident', 'self-confident')",0.38683146,0.36621654,0.9697192,0.9559045,-0.0138147
72,-0.7979659,-0.7900187,"('unambitious', 'ambitious')",-0.84911233,-0.81062645,-0.8235391,-0.8003225,0.0232166
73,1.2528341,1.3262237,"('helpless', 'self-reliant')",-3.0256648,-2.9313915,-0.8864154,-0.8025839,0.0838315
