,activision_male,activision_female,tuple,blizzard_male,blizzard_female,inc_male,inc_female,average_male,average_female,female-male
0,-2.5714114,-2.6624663,"('unsociable', 'sociable')",-0.8887969,-1.0172474,-0.815788,-0.9978116,-1.4253321,-1.5591752,-0.1338431
1,-1.0408112,-1.1715126,"('unfriendly', 'friendly')",0.8381688,0.7261367,1.302598,1.0720514,0.3666519,0.2088918,-0.1577601
2,-0.2131491,-0.21335882,"('unlikable', 'likable')",-0.6159179,-0.6057919,0.37617096,0.46620747,-0.1509653,-0.1176478,0.0333175
3,-1.2994666,-1.1816074,"('repellent', 'pleasant')",-1.1576184,-1.1301094,0.07786571,0.108555734,-0.7930732,-0.734387,0.0586862
4,0.23928757,0.21473408,"('disliked', 'liked')",-1.4585427,-1.4931958,-5.2923393,-5.4103856,-2.1705314,-2.2296158,-0.0590844
5,0.9465771,0.9210609,"('distant', 'outgoing')",1.2064651,1.2622634,-0.06657661,-0.046955545,0.6954885,0.7121229,0.0166344
6,0.41846618,0.4018169,"('distant', 'open')",0.40055162,0.45979735,0.1962162,0.20277347,0.3384113,0.3547959,0.0163846
7,-2.1423302,-2.1195176,"('insensitive', 'sensitive')",-0.8803463,-0.89326304,-0.1879639,-0.21764702,-1.0702135,-1.0768092,-0.0065957
8,-0.50237703,-0.6214646,"('unaffectionate', 'affectionate')",0.98018074,0.9078104,0.15396835,0.02346639,0.2105907,0.1032707,-0.10732
9,-0.8913169,-1.0318319,"('unaffectionate', 'caring')",0.9829067,0.89729536,0.50162023,0.3997707,0.1977367,0.0884114,-0.1093253
10,-3.4697003,-3.5028002,"('unsympathetic', 'sympathetic')",-1.7978858,-1.9129006,-1.1616819,-1.2800082,-2.1430893,-2.2319031,-0.0888138
11,-1.8887422,-1.8520136,"('unhelpful', 'helpful')",-0.06611242,-0.051938586,1.3818752,1.360108,-0.1909932,-0.1812814,0.0097118
12,-1.806417,-1.7768079,"('unsupportive', 'supportive')",0.5027661,0.50757265,-1.8635551,-1.9116622,-1.0557353,-1.0602992,-0.0045639
13,-2.4509594,-2.4135797,"('impolite', 'polite')",-1.2792294,-1.2814089,-0.8421453,-0.83065534,-1.5241114,-1.5085481,0.0155633
14,-2.180131,-2.1681848,"('antisocial', 'social')",-0.9418224,-0.9989179,-1.099613,-1.1175904,-1.4071887,-1.4282309,-0.0210422
15,0.34769133,0.26436692,"('boring', 'funny')",0.46520337,0.46661282,0.3270128,0.31814536,0.3799692,0.3497084,-0.0302608
16,0.38668412,0.42901567,"('unpopular', 'popular')",-0.43560436,-0.4349063,0.7731737,0.7809735,0.2414178,0.2583609,0.0169431
17,-0.5122433,-0.48220235,"('nasty', 'nice')",-1.5456064,-1.452618,-0.6835068,-0.5638145,-0.9137855,-0.8328783,0.0809072
18,-0.14185064,-0.13564873,"('disagreeable', 'welcoming')",-0.41719365,-0.40487835,-0.33986574,-0.38721278,-0.2996367,-0.3092466,-0.0096099
