,nucor_male,nucor_female,tuple,corp_male,corp_female,average_male,average_female,female-male
18,-0.6690765,-0.61580586,"('disagreeable', 'welcoming')",-0.63584536,-0.69083333,-0.6524609,-0.6533196,-0.0008587
19,-1.8101804,-1.8165481,"('inhospitable', 'hospitable')",-0.6517845,-0.48163432,-1.2309824,-1.1490912,0.0818912
20,0.42389715,0.50385267,"('rough', 'thoughtful')",1.0786241,0.98164827,0.7512606,0.7427505,-0.0085101
21,0.6399198,0.46400693,"('immoral', 'moral')",-0.124331616,-0.29377267,0.2577941,0.0851171,-0.172677
22,-0.478222,-0.4991191,"('untrustworthy', 'trustworthy')",-1.0122826,-1.1266546,-0.7452523,-0.8128868,-0.0676345
23,-0.4004755,-0.48758134,"('insincere', 'sincere')",5.655474,5.6814656,2.6274993,2.5969422,-0.0305571
24,-0.1087383,-0.26608595,"('dishonest', 'honest')",0.6097359,0.63898337,0.2504988,0.1864487,-0.0640501
25,-0.6821858,-0.6435902,"('egoistic', 'altruistic')",0.88088983,0.76282513,0.099352,0.0596175,-0.0397345
26,-0.24807313,-0.41707444,"('hardhearted', 'benevolent')",1.5665624,1.2718267,0.6592447,0.4273762,-0.2318685
27,-0.61788434,-0.45400563,"('hardhearted', 'softhearted')",0.6802938,0.5537035,0.0312047,0.0498489,0.0186442
28,-0.21528316,-0.25460666,"('disloyal', 'loyal')",1.4973195,1.3849183,0.6410182,0.5651559,-0.0758623
29,-0.36415675,-0.3262316,"('unfair', 'fair')",-0.2626973,-0.48186916,-0.313427,-0.4040504,-0.0906234
30,1.1069212,1.0028728,"('intolerant', 'tolerant')",1.1284939,1.1365486,1.1177075,1.0697107,-0.0479968
31,-1.5813808,-1.3524824,"('evil', 'good')",-1.0803906,-1.070269,-1.3308856,-1.2113757,0.1195099
32,-0.535009,-0.7876011,"('unkind', 'kind')",0.8190597,0.48511806,0.1420254,-0.1512415,-0.2932669
33,0.072578914,-0.013523502,"('wrong', 'right')",-0.8858212,-0.87604517,-0.4066212,-0.4447843,-0.0381631
34,0.020575285,0.12984861,"('mean', 'honorable')",5.6625695,5.9449506,2.8415723,3.0373995,0.1958272
35,-1.2352408,-1.2027149,"('corrupt', 'incorrupt')",-0.69392914,-0.62205625,-0.9645849,-0.9123856,0.0521993
36,-1.3453584,-1.2711468,"('hostile', 'amicable')",-0.2796687,-0.37935263,-0.8125135,-0.8252497,-0.0127362
37,0.27582872,0.22619133,"('fake', 'genuine')",0.1352326,0.16251425,0.2055307,0.1943528,-0.0111779
38,-1.0850931,-1.2236012,"('untruthful', 'truthful')",-0.004460018,0.19942608,-0.5447766,-0.5120876,0.032689
39,1.0071431,0.9135995,"('exploitative', 'cooperative')",0.25299877,0.28861794,0.6300709,0.6011087,-0.0289622
40,-0.035090685,0.08363992,"('stingy', 'generous')",-2.131287,-2.2147288,-1.0831889,-1.0655445,0.0176444
41,-0.6304075,-0.53439635,"('unforgiving', 'forgiving')",0.20029554,0.062055632,-0.215056,-0.2361704,-0.0211144
42,0.1606889,0.17326489,"('unreliable', 'reliable')",-3.1356635,-3.1789262,-1.4874873,-1.5028306,-0.0153433
43,-0.37381196,-0.4703978,"('irresponsible', 'responsible')",0.4053842,0.31618783,0.0157861,-0.077105,-0.0928911
44,1.2307171,1.1135893,"('prejudiced', 'unprejudiced')",-1.4207393,-1.5093918,-0.0950111,-0.1979012,-0.1028901
45,-0.41047296,-0.30867502,"('incompetent', 'competent')",0.37944925,0.21111861,-0.0155119,-0.0487782,-0.0332663
46,0.23240374,0.22233275,"('uncompetitive', 'competitive')",-0.65173215,-0.6916147,-0.2096642,-0.234641,-0.0249768
47,0.021271707,0.048814144,"('stupid', 'smart')",5.413419,5.5733833,2.7173452,2.8110988,0.0937536
48,0.7391054,0.80096734,"('unintelligent', 'intelligent')",0.8616479,0.8976744,0.8003767,0.8493209,0.0489442
49,0.025293162,0.31123018,"('unable', 'able')",-0.1676528,-0.016973622,-0.0711798,0.1471283,0.2183081
50,-0.5145051,-0.44588715,"('clumsy', 'skillful')",0.10267234,0.046957895,-0.2059164,-0.1994646,0.0064518
51,-1.3080431,-1.4302754,"('uneducated', 'educated')",0.46324474,0.3074868,-0.4223992,-0.5613943,-0.1389951
52,-0.30572194,-0.5093072,"('irrational', 'rational')",0.21784097,0.11585267,-0.0439405,-0.1967273,-0.1527868
53,-1.669041,-1.6325305,"('uncreative', 'creative')",0.372382,0.32638967,-0.6483295,-0.6530704,-0.0047409
54,-1.0691073,-1.1641306,"('incapable', 'capable')",0.696272,0.7941081,-0.1864176,-0.1850112,0.0014064
55,0.54741776,0.5851102,"('incompetent', 'clever')",0.49927133,0.33054596,0.5233445,0.4578281,-0.0655164
56,0.3471405,0.13919146,"('impractical', 'practical')",-0.022758037,-0.050738852,0.1621912,0.0442263,-0.1179649
57,-0.7610304,-0.8593106,"('unimaginative', 'imaginative')",-2.8942895,-2.9934773,-1.82766,-1.926394,-0.098734
58,0.023925735,0.09905382,"('undiscriminating', 'discriminating')",0.5175143,0.50724936,0.27072,0.3031516,0.0324316
59,-0.72275084,-0.681755,"('foolish', 'wise')",0.020014327,0.17915004,-0.3513682,-0.2513025,0.1000657
60,1.0173712,0.99008495,"('inefficient', 'efficient')",0.1036974,0.29706967,0.5605343,0.6435773,0.083043
61,-0.40036264,-0.55749536,"('illogical', 'logical')",0.49135834,0.18433118,0.0454978,-0.1865821,-0.2320799
62,0.7704664,0.83302766,"('incompetent', 'brilliant')",0.6944161,0.92428625,0.7324412,0.878657,0.1462158
63,-1.3097562,-1.26222,"('unperceptive', 'insightful')",0.49253246,0.5936232,-0.4086118,-0.3342984,0.0743134
64,-0.3411408,-0.44203815,"('shy', 'confident')",-6.1585407,-6.186577,-3.2498407,-3.3143075,-0.0644668
65,0.70132416,0.5614788,"('insecure', 'secure')",-0.3568595,-0.37289163,0.1722323,0.0942936,-0.0779387
66,-1.2454913,-1.4124227,"('inactive', 'active')",0.054649457,0.08880404,-0.5954209,-0.6618093,-0.0663884
67,-0.03691077,-0.2053276,"('doubtful', 'determined')",-0.24618636,-0.33586794,-0.1415486,-0.2705978,-0.1290492
68,-0.31725886,-0.2834558,"('dependent', 'independent')",-0.5822225,-0.52181065,-0.4497407,-0.4026332,0.0471075
69,-0.53140014,-0.44211066,"('lazy', 'industrious')",-0.92933387,-0.75230217,-0.730367,-0.5972064,0.1331606
70,0.013399599,0.0008316599,"('lethargic', 'energetic')",-0.038552463,-0.01492127,-0.0125764,-0.0070448,0.0055316
71,-1.0244223,-0.970583,"('diffident', 'self-confident')",0.17030144,0.11871846,-0.4270604,-0.4259323,0.0011281
72,-0.785415,-0.8286473,"('unambitious', 'ambitious')",-0.5255699,-0.43284324,-0.6554924,-0.6307453,0.0247471
73,0.5523707,0.46610785,"('helpless', 'self-reliant')",-3.242928,-3.159404,-1.3452786,-1.3466481,-0.0013695
74,-0.38530093,-0.4976705,"('undedicated', 'dedicated')",-0.20665468,-0.44795626,-0.2959778,-0.4728134,-0.1768356
75,-0.530979,-0.4444091,"('meek', 'impulsive')",-0.6884786,-0.524312,-0.6097288,-0.4843606,0.1253682
76,0.8427307,0.8374643,"('anxious', 'daring')",-0.23064348,-0.19970785,0.3060436,0.3188782,0.0128346
77,-0.11804735,-0.0632315,"('unmotivated', 'motivated')",-0.9061454,-0.73872113,-0.5120963,-0.4009763,0.11112
78,-0.8882299,-0.6697218,"('nonresilient', 'resilient')",0.06124597,0.0946248,-0.413492,-0.2875485,0.1259435
79,-1.2373315,-1.314499,"('wavering', 'unwavering')",-0.75672096,-0.5817419,-0.9970262,-0.9481205,0.0489057
80,0.70750165,0.60305715,"('dominated', 'dominating')",-0.9647695,-0.9914316,-0.1286339,-0.1941872,-0.0655533
81,0.98911726,0.85149723,"('submissive', 'aggressive')",-0.5427519,-0.46818957,0.2231827,0.1916538,-0.0315289
82,-0.42434946,-0.40544912,"('poor', 'rich')",6.4762416,6.440674,3.0259461,3.0176125,-0.0083336
83,0.14772683,-0.028111435,"('powerless', 'powerful')",-0.69362414,-0.76552486,-0.2729487,-0.3968182,-0.1238695
84,0.6724549,0.69628704,"('inferior', 'superior')",1.0009111,1.1122817,0.836683,0.9042844,0.0676014
85,-0.7053231,-0.76705515,"('insignificant', 'prestigious')",-0.15593544,-0.27419177,-0.4306293,-0.5206234,-0.0899941
86,-1.3871998,-1.5627391,"('uninfluential', 'influential')",-0.18021747,-0.36183387,-0.7837086,-0.9622865,-0.1785779
87,-0.02621403,-0.2069285,"('unsuccessful', 'successful')",0.5943052,0.55520576,0.2840456,0.1741386,-0.109907
88,-0.08066139,-0.35656944,"('low', 'eminent')",-0.1967044,-0.3145752,-0.1386829,-0.3355723,-0.1968894
