,satellite_male,satellite_female,tuple,average_male,average_female,female-male
0,0.366599,0.14244433,"('unsociable', 'sociable')",0.366599,0.1424443,-0.2241547
1,1.1437969,1.1216342,"('unfriendly', 'friendly')",1.1437969,1.1216342,-0.0221627
2,0.43337652,0.60361326,"('unlikable', 'likable')",0.4333765,0.6036133,0.1702368
3,0.78752255,0.8324876,"('repellent', 'pleasant')",0.7875226,0.8324876,0.044965
4,-6.7611837,-6.969103,"('disliked', 'liked')",-6.7611837,-6.9691029,-0.2079192
5,-0.6166574,-0.4180173,"('distant', 'outgoing')",-0.6166574,-0.4180173,0.1986401
6,-0.47037697,-0.23759365,"('distant', 'open')",-0.470377,-0.2375937,0.2327833
7,0.5720432,0.54834664,"('insensitive', 'sensitive')",0.5720432,0.5483466,-0.0236966
8,0.9323366,1.0250196,"('unaffectionate', 'affectionate')",0.9323366,1.0250196,0.092683
9,1.6557052,1.7523627,"('unaffectionate', 'caring')",1.6557052,1.7523627,0.0966575
10,0.7483227,0.74872977,"('unsympathetic', 'sympathetic')",0.7483227,0.7487298,0.0004071
11,2.2546828,2.2691343,"('unhelpful', 'helpful')",2.2546828,2.2691343,0.0144515
12,-1.5551325,-1.5994813,"('unsupportive', 'supportive')",-1.5551325,-1.5994813,-0.0443488
13,0.27814266,0.21062863,"('impolite', 'polite')",0.2781427,0.2106286,-0.0675141
14,-0.12240547,-0.2763707,"('antisocial', 'social')",-0.1224055,-0.2763707,-0.1539652
15,0.50992525,0.40912157,"('boring', 'funny')",0.5099252,0.4091216,-0.1008036
16,0.34124517,0.25833482,"('unpopular', 'popular')",0.3412452,0.2583348,-0.0829104
17,-0.19265667,-0.18388608,"('nasty', 'nice')",-0.1926567,-0.1838861,0.0087706
18,-0.8424874,-0.8708378,"('disagreeable', 'welcoming')",-0.8424874,-0.8708378,-0.0283504
19,-0.95278263,-0.8241696,"('inhospitable', 'hospitable')",-0.9527826,-0.8241696,0.128613
20,0.79249203,0.66355914,"('rough', 'thoughtful')",0.792492,0.6635591,-0.1289329
21,-0.2460075,-0.26506835,"('immoral', 'moral')",-0.2460075,-0.2650684,-0.0190609
22,-0.6535848,-0.61731046,"('untrustworthy', 'trustworthy')",-0.6535848,-0.6173105,0.0362743
23,6.1615024,6.2591896,"('insincere', 'sincere')",6.1615024,6.2591896,0.0976872
