,broadcom_male,broadcom_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.3097811,-1.4148452,"('unsociable', 'sociable')",-0.17776652,-0.3232332,-0.7437738,-0.8690392,-0.1252654
1,-0.7183764,-1.0165735,"('unfriendly', 'friendly')",1.6523863,1.4932798,0.467005,0.2383531,-0.2286519
2,0.61217463,0.61640763,"('unlikable', 'likable')",0.912963,0.9076851,0.7625688,0.7620463,-0.0005225
3,-0.15486847,-0.06037986,"('repellent', 'pleasant')",0.64054704,0.6153169,0.2428393,0.2774685,0.0346292
4,0.021901863,-0.17261453,"('disliked', 'liked')",-6.3412886,-6.687616,-3.1596932,-3.4301152,-0.270422
5,-0.23757797,-0.32241482,"('distant', 'outgoing')",-0.3567636,-0.3201797,-0.2971708,-0.3212973,-0.0241265
6,-0.42420042,-0.48568526,"('distant', 'open')",-0.09431973,-0.07874784,-0.2592601,-0.2822165,-0.0229564
7,-0.71876675,-0.6593787,"('insensitive', 'sensitive')",0.12554651,0.10000774,-0.2966101,-0.2796855,0.0169246
8,-0.78600526,-0.9692563,"('unaffectionate', 'affectionate')",0.883324,0.82929033,0.0486594,-0.069983,-0.1186424
9,-0.74094945,-0.8563583,"('unaffectionate', 'caring')",1.169024,1.1760857,0.2140373,0.1598637,-0.0541736
10,-1.1285744,-1.1669822,"('unsympathetic', 'sympathetic')",-0.5050331,-0.5916154,-0.8168037,-0.8792988,-0.0624951
11,-0.6788415,-0.6234365,"('unhelpful', 'helpful')",1.4166255,1.5367186,0.368892,0.456641,0.087749
12,-0.71705794,-0.6619843,"('unsupportive', 'supportive')",-2.0714726,-2.1176794,-1.3942653,-1.3898318,0.0044335
13,-0.85172015,-0.836909,"('impolite', 'polite')",-1.042568,-0.98595244,-0.947144,-0.9114307,0.0357133
14,0.808073,0.80926526,"('antisocial', 'social')",0.021855816,-0.16386366,0.4149644,0.3227008,-0.0922636
15,-0.122758195,-0.24436478,"('boring', 'funny')",-0.055810556,-0.10009467,-0.0892844,-0.1722297,-0.0829453
16,-0.44102043,-0.4739711,"('unpopular', 'popular')",0.36606282,0.29549724,-0.0374788,-0.0892369,-0.0517581
17,-0.49293253,-0.46957788,"('nasty', 'nice')",-0.7066788,-0.60744464,-0.5998057,-0.5385113,0.0612944
18,-0.39898878,-0.4097414,"('disagreeable', 'welcoming')",-0.4773171,-0.53917825,-0.4381529,-0.4744598,-0.0363069
19,-0.7535106,-0.8376201,"('inhospitable', 'hospitable')",-0.5769989,-0.46432313,-0.6652547,-0.6509716,0.0142831
20,0.3979332,0.4389466,"('rough', 'thoughtful')",0.9421276,0.92895865,0.6700304,0.6839526,0.0139222
21,-0.07941589,-0.09714323,"('immoral', 'moral')",-0.59191203,-0.63580805,-0.335664,-0.3664756,-0.0308116
22,0.18509494,0.13967004,"('untrustworthy', 'trustworthy')",-0.8285491,-0.9469422,-0.3217271,-0.4036361,-0.081909
23,-0.7403054,-0.79102653,"('insincere', 'sincere')",5.396202,5.5095916,2.3279483,2.3592825,0.0313342
24,-0.083886124,-0.11682588,"('dishonest', 'honest')",0.7690961,0.7196485,0.342605,0.3014113,-0.0411937
25,0.11169565,0.034299552,"('egoistic', 'altruistic')",1.2541713,1.223109,0.6829334,0.6287043,-0.0542291
26,0.24932826,0.13201681,"('hardhearted', 'benevolent')",1.9081628,1.7975788,1.0787456,0.9647978,-0.1139478
27,-0.5505945,-0.39943215,"('hardhearted', 'softhearted')",1.0528908,0.9966165,0.2511481,0.2985922,0.0474441
28,-0.11714007,-0.33111683,"('disloyal', 'loyal')",1.389836,1.2574164,0.6363479,0.4631498,-0.1731981
29,0.2244591,0.13277249,"('unfair', 'fair')",-0.041063927,-0.21179847,0.0916976,-0.039513,-0.1312106
30,0.115831845,0.09872098,"('intolerant', 'tolerant')",0.43761122,0.41326675,0.2767215,0.2559939,-0.0207276
31,0.25305608,0.17827867,"('evil', 'good')",-0.6161253,-0.71679837,-0.1815346,-0.2692598,-0.0877252
32,-0.70132136,-0.783254,"('unkind', 'kind')",0.6422023,0.46762425,-0.0295595,-0.1578149,-0.1282554
