,allegheny_male,allegheny_female,tuple,technologies_male,technologies_female,average_male,average_female,female-male
0,-0.94679946,-0.95534205,"('unsociable', 'sociable')",-0.44062054,-0.49959376,-0.69371,-0.7274679,-0.0337579
1,0.7822154,0.7125699,"('unfriendly', 'friendly')",0.7552885,0.47433907,0.768752,0.5934545,-0.1752975
2,0.745119,0.78194284,"('unlikable', 'likable')",0.38121414,0.3679244,0.5631666,0.5749336,0.011767
3,-0.8915518,-0.79181796,"('repellent', 'pleasant')",0.08355971,0.2235248,-0.4039961,-0.2841466,0.1198495
4,-0.6139719,-0.61000913,"('disliked', 'liked')",-5.478609,-5.637582,-3.0462904,-3.1237955,-0.0775051
5,0.49827585,0.47391558,"('distant', 'outgoing')",-0.75218236,-0.8971117,-0.1269533,-0.2115981,-0.0846448
6,0.52372265,0.51572394,"('distant', 'open')",-0.7625148,-0.94402874,-0.1193961,-0.2141524,-0.0947563
7,0.756442,0.82412523,"('insensitive', 'sensitive')",0.6184525,0.8031305,0.6874472,0.8136278,0.1261806
8,1.1628525,1.1091506,"('unaffectionate', 'affectionate')",0.14718889,-0.08760692,0.6550207,0.5107719,-0.1442488
9,1.8029709,1.7957788,"('unaffectionate', 'caring')",1.06938,0.87511116,1.4361755,1.3354449,-0.1007306
10,0.505625,0.63018095,"('unsympathetic', 'sympathetic')",-0.21885002,-0.091059536,0.1433875,0.2695607,0.1261732
11,0.16611864,0.20356119,"('unhelpful', 'helpful')",2.361458,2.4923677,1.2637883,1.3479645,0.0841762
12,1.8342307,1.982926,"('unsupportive', 'supportive')",-0.80014056,-0.704874,0.517045,0.639026,0.121981
13,0.1572303,0.16290149,"('impolite', 'polite')",-0.19780865,-0.12544093,-0.0202892,0.0187303,0.0390195
14,-0.29834643,-0.2587281,"('antisocial', 'social')",0.14185561,0.28407675,-0.0782454,0.0126743,0.0909197
15,0.06952414,0.034792066,"('boring', 'funny')",-0.21440768,-0.27967343,-0.0724418,-0.1224407,-0.0499989
16,-1.7820294,-1.8507569,"('unpopular', 'popular')",-0.07118389,-0.15572995,-0.9266067,-1.0032434,-0.0766367
17,-0.5644346,-0.5157444,"('nasty', 'nice')",-0.6730095,-0.62560165,-0.6187221,-0.570673,0.0480491
18,0.3533516,0.38880154,"('disagreeable', 'welcoming')",-0.33687228,-0.35813034,0.0082397,0.0153356,0.0070959
19,0.14613017,0.116477475,"('inhospitable', 'hospitable')",-0.579782,-0.61062074,-0.2168259,-0.2470716,-0.0302457
20,-0.09021869,-0.04035216,"('rough', 'thoughtful')",0.9514486,1.0605525,0.4306149,0.5101002,0.0794853
21,0.68310326,0.776178,"('immoral', 'moral')",0.2108241,0.3676091,0.4469637,0.5718936,0.1249299
22,-0.38499534,-0.2793177,"('untrustworthy', 'trustworthy')",-1.189198,-1.1030167,-0.7870967,-0.6911672,0.0959295
23,0.50214154,0.5131687,"('insincere', 'sincere')",4.522229,4.5654516,2.5121853,2.5393102,0.0271249
24,1.2298095,1.2143071,"('dishonest', 'honest')",-0.15195318,-0.27895287,0.5389282,0.4676771,-0.0712511
25,0.62320465,0.5811373,"('egoistic', 'altruistic')",0.69748974,0.62254906,0.6603472,0.6018432,-0.058504
26,1.0969663,0.99470615,"('hardhearted', 'benevolent')",0.6269267,0.5325174,0.8619465,0.7636118,-0.0983347
27,0.9648862,1.0479205,"('hardhearted', 'softhearted')",0.46965638,0.5247044,0.7172713,0.7863125,0.0690412
28,0.3198903,0.25094286,"('disloyal', 'loyal')",0.5255015,0.38272402,0.4226959,0.3168334,-0.1058625
29,-1.4986508,-1.5184269,"('unfair', 'fair')",-0.8373193,-0.9580126,-1.1679851,-1.2382197,-0.0702346
30,0.56151086,0.60126156,"('intolerant', 'tolerant')",1.592857,1.5982438,1.077184,1.0997527,0.0225687
31,-0.39641845,-0.31930095,"('evil', 'good')",-1.4279709,-1.5894308,-0.9121947,-0.9543658,-0.0421711
32,0.68707716,0.6435101,"('unkind', 'kind')",0.34571213,0.30717838,0.5163946,0.4753442,-0.0410504
33,1.0629969,0.8952397,"('wrong', 'right')",0.39738423,0.2109629,0.7301905,0.5531013,-0.1770892
34,0.1041039,0.122877516,"('mean', 'honorable')",3.831381,3.909145,1.9677424,2.0160112,0.0482688
35,-0.37857914,-0.51534337,"('corrupt', 'incorrupt')",-0.80613124,-0.971825,-0.5923552,-0.7435842,-0.151229
36,-0.27516806,-0.40640655,"('hostile', 'amicable')",-0.7105764,-1.0290594,-0.4928722,-0.717733,-0.2248608
37,0.5665945,0.6106554,"('fake', 'genuine')",0.06495954,0.09871003,0.315777,0.3546827,0.0389057
38,0.096100844,0.10958676,"('untruthful', 'truthful')",0.2904679,0.25596613,0.1932844,0.1827765,-0.0105079
39,1.7923385,1.8120828,"('exploitative', 'cooperative')",0.04240899,0.097314194,0.9173737,0.9546985,0.0373248
40,1.4454877,1.5449984,"('stingy', 'generous')",-1.710664,-1.7328682,-0.1325881,-0.0939349,0.0386532
41,0.61661744,0.7442915,"('unforgiving', 'forgiving')",-0.23944019,-0.36375755,0.1885886,0.190267,0.0016784
42,0.42223737,0.59843457,"('unreliable', 'reliable')",-3.263879,-3.1337163,-1.4208208,-1.2676408,0.15318
43,0.13130197,0.25710464,"('irresponsible', 'responsible')",0.13527486,0.21256022,0.1332884,0.2348324,0.101544
44,-1.0218714,-0.9471184,"('prejudiced', 'unprejudiced')",-1.2689073,-1.1392928,-1.1453893,-1.0432056,0.1021837
45,-1.1693563,-1.004359,"('incompetent', 'competent')",-0.49767187,-0.4040507,-0.8335141,-0.7042049,0.1293092
46,-0.026731804,0.058327854,"('uncompetitive', 'competitive')",-0.24750786,-0.044181928,-0.1371198,0.007073,0.1441928
47,-0.18979435,-0.18618754,"('stupid', 'smart')",4.201725,4.2651043,2.0059652,2.0394583,0.0334931
48,-0.29627204,-0.33195484,"('unintelligent', 'intelligent')",1.4192855,1.4510813,0.5615067,0.5595632,-0.0019435
49,-0.5802688,-0.5894182,"('unable', 'able')",-0.029980961,0.09012543,-0.3051249,-0.2496464,0.0554785
50,0.43840864,0.4060389,"('clumsy', 'skillful')",-0.2758472,-0.20794967,0.0812807,0.0990446,0.0177639
51,0.5318609,0.41835818,"('uneducated', 'educated')",0.31844944,0.26560375,0.4251552,0.341981,-0.0831742
52,-0.22575353,-0.34405828,"('irrational', 'rational')",0.011899017,-0.32280517,-0.1069273,-0.3334317,-0.2265044
53,1.271376,1.196862,"('uncreative', 'creative')",0.29102808,0.22741602,0.7812021,0.712139,-0.0690631
54,0.7793647,0.6909444,"('incapable', 'capable')",0.7613281,0.66486275,0.7703464,0.6779035,-0.0924429
55,-0.67108464,-0.5862271,"('incompetent', 'clever')",0.30746445,0.51645833,-0.1818101,-0.0348844,0.1469257
56,0.38342482,0.45628753,"('impractical', 'practical')",0.122011036,0.1586593,0.2527179,0.3074734,0.0547555
57,0.14010166,0.17450207,"('unimaginative', 'imaginative')",-1.8044498,-1.7374535,-0.8321741,-0.7814757,0.0506984
58,0.10766364,0.092294976,"('undiscriminating', 'discriminating')",-0.12766312,-0.23301014,-0.0099997,-0.0703576,-0.0603579
59,0.5947751,0.5528093,"('foolish', 'wise')",0.009701173,-0.1030644,0.3022381,0.2248724,-0.0773657
60,-0.039800055,0.047396433,"('inefficient', 'efficient')",0.918785,1.1817976,0.4394925,0.614597,0.1751045
61,0.55336064,0.4076855,"('illogical', 'logical')",0.44719738,0.3505025,0.500279,0.379094,-0.121185
62,0.1407462,0.29606593,"('incompetent', 'brilliant')",0.6588717,0.8813703,0.3998089,0.5887181,0.1889092
63,1.2098539,1.2752185,"('unperceptive', 'insightful')",0.6201908,0.8022314,0.9150224,1.0387249,0.1237025
64,-0.29360083,-0.24677558,"('shy', 'confident')",-4.71997,-4.702494,-2.5067856,-2.4746349,0.0321507
65,-0.9433327,-0.8850006,"('insecure', 'secure')",-0.28238198,-0.08282449,-0.6128573,-0.4839125,0.1289448
66,1.4916978,1.4877702,"('inactive', 'active')",0.02247025,0.013071902,0.757084,0.750421,-0.006663
67,0.45784512,0.4790671,"('doubtful', 'determined')",0.2302349,0.21304585,0.34404,0.3460565,0.0020165
68,-0.8968826,-1.009151,"('dependent', 'independent')",-0.7214085,-0.70651037,-0.8091456,-0.8578306,-0.048685
69,0.37534356,0.3716401,"('lazy', 'industrious')",-0.107353985,-0.122577384,0.1339948,0.1245314,-0.0094634
70,0.6524299,0.79389125,"('lethargic', 'energetic')",-0.14884214,0.017585825,0.2517939,0.4057385,0.1539446
71,1.0620555,1.0247513,"('diffident', 'self-confident')",0.52648294,0.49219298,0.7942692,0.7584721,-0.0357971
72,1.2935994,1.2606013,"('unambitious', 'ambitious')",-0.6349877,-0.6009747,0.3293058,0.3298133,0.0005075
73,1.1388655,1.1308833,"('helpless', 'self-reliant')",-2.4506044,-2.4952266,-0.6558695,-0.6821716,-0.0263021
74,1.8129917,1.8646231,"('undedicated', 'dedicated')",-0.33629024,-0.33848897,0.7383507,0.7630671,0.0247164
75,0.2827404,0.29172963,"('meek', 'impulsive')",-0.35838258,-0.33236468,-0.0378211,-0.0203175,0.0175036
76,0.39977974,0.51175845,"('anxious', 'daring')",0.09655226,0.3484395,0.248166,0.430099,0.181933
77,0.27751184,0.31562486,"('unmotivated', 'motivated')",0.4294512,0.55028737,0.3534815,0.4329561,0.0794746
78,-0.22318959,-0.12267156,"('nonresilient', 'resilient')",0.5492059,0.76524854,0.1630082,0.3212885,0.1582803
79,0.6696639,0.64087677,"('wavering', 'unwavering')",-0.7222179,-0.8361116,-0.026277,-0.0976174,-0.0713404
80,0.81799424,0.9402719,"('dominated', 'dominating')",-0.046807915,0.2245117,0.3855932,0.5823918,0.1967986
81,-0.128867,-0.1230704,"('submissive', 'aggressive')",0.45988163,0.7269706,0.1655073,0.3019501,0.1364428
82,-0.7494517,-0.804128,"('poor', 'rich')",3.723615,3.7856617,1.4870816,1.4907669,0.0036853
83,0.23527834,0.17978531,"('powerless', 'powerful')",0.040442914,0.015264712,0.1378606,0.097525,-0.0403356
84,1.0663184,0.96374154,"('inferior', 'superior')",0.1143955,0.055741664,0.5903569,0.5097416,-0.0806153
85,2.055635,2.0352042,"('insignificant', 'prestigious')",-0.079693645,-0.32923207,0.9879707,0.852986,-0.1349847
86,0.44659743,0.37991995,"('uninfluential', 'influential')",0.015019247,-0.103835985,0.2308083,0.138042,-0.0927663
87,0.11036078,0.03257306,"('unsuccessful', 'successful')",0.15265131,0.3215777,0.131506,0.1770754,0.0455694
88,0.1702929,0.09253091,"('low', 'eminent')",0.17243405,0.15355676,0.1713635,0.1230438,-0.0483197
