,swine_male,swine_female,tuple,average_male,average_female,female-male
0,-0.4239776,-0.42840117,"('unsociable', 'sociable')",-0.4239776,-0.4284012,-0.0044236
1,-0.7685278,-0.92869943,"('unfriendly', 'friendly')",-0.7685278,-0.9286994,-0.1601716
2,0.08620395,0.14449129,"('unlikable', 'likable')",0.0862039,0.1444913,0.0582874
3,-0.8444239,-0.5907788,"('repellent', 'pleasant')",-0.8444239,-0.5907788,0.2536451
4,-4.057293,-4.046836,"('disliked', 'liked')",-4.0572929,-4.0468359,0.010457
5,-0.9524436,-1.0495387,"('distant', 'outgoing')",-0.9524436,-1.0495387,-0.0970951
6,-0.5812603,-0.792543,"('distant', 'open')",-0.5812603,-0.792543,-0.2112827
7,0.36276338,0.4129236,"('insensitive', 'sensitive')",0.3627634,0.4129236,0.0501602
8,-0.718168,-0.80731964,"('unaffectionate', 'affectionate')",-0.718168,-0.8073196,-0.0891516
9,-0.46758485,-0.6047252,"('unaffectionate', 'caring')",-0.4675848,-0.6047252,-0.1371404
10,-0.091730565,-0.097206794,"('unsympathetic', 'sympathetic')",-0.0917306,-0.0972068,-0.0054762
11,-0.010481056,0.10549128,"('unhelpful', 'helpful')",-0.0104811,0.1054913,0.1159724
12,-1.3598326,-1.2938806,"('unsupportive', 'supportive')",-1.3598326,-1.2938806,0.065952
13,-0.46499622,-0.31735072,"('impolite', 'polite')",-0.4649962,-0.3173507,0.1476455
14,-0.43639657,-0.155959,"('antisocial', 'social')",-0.4363966,-0.155959,0.2804376
15,0.8826767,0.6815044,"('boring', 'funny')",0.8826767,0.6815044,-0.2011723
16,-1.3472699,-1.2499136,"('unpopular', 'popular')",-1.3472699,-1.2499136,0.0973563
17,-0.4905167,-0.52519035,"('nasty', 'nice')",-0.4905167,-0.5251904,-0.0346737
18,-1.584191,-1.3969827,"('disagreeable', 'welcoming')",-1.584191,-1.3969827,0.1872083
19,-0.27833566,-0.5088692,"('inhospitable', 'hospitable')",-0.2783357,-0.5088692,-0.2305335
20,0.32250702,0.4214783,"('rough', 'thoughtful')",0.322507,0.4214783,0.0989713
21,-0.87617135,-0.55070645,"('immoral', 'moral')",-0.8761714,-0.5507064,0.325465
22,-0.6047915,-0.42136827,"('untrustworthy', 'trustworthy')",-0.6047915,-0.4213683,0.1834232
23,3.205315,3.1797125,"('insincere', 'sincere')",3.2053151,3.1797125,-0.0256026
24,-0.07399538,-0.09487257,"('dishonest', 'honest')",-0.0739954,-0.0948726,-0.0208772
