,civilian_male,civilian_female,tuple,average_male,average_female,female-male
0,0.4548928,0.3492462,"('unsociable', 'sociable')",0.4548928,0.3492462,-0.1056466
1,0.28424063,0.4221736,"('unfriendly', 'friendly')",0.2842406,0.4221736,0.137933
2,0.30696705,0.45537952,"('unlikable', 'likable')",0.306967,0.4553795,0.1484125
3,0.6566734,0.77862054,"('repellent', 'pleasant')",0.6566734,0.7786205,0.1219471
4,-7.683947,-7.748722,"('disliked', 'liked')",-7.6839471,-7.7487221,-0.064775
5,-1.5658014,-1.3612195,"('distant', 'outgoing')",-1.5658014,-1.3612195,0.2045819
6,-1.1806494,-0.99363405,"('distant', 'open')",-1.1806494,-0.993634,0.1870154
7,1.3057332,1.3628247,"('insensitive', 'sensitive')",1.3057332,1.3628247,0.0570915
8,0.6457668,0.7555246,"('unaffectionate', 'affectionate')",0.6457668,0.7555246,0.1097578
9,1.5008612,1.6404243,"('unaffectionate', 'caring')",1.5008612,1.6404243,0.1395631
10,1.6153742,1.5119121,"('unsympathetic', 'sympathetic')",1.6153742,1.5119121,-0.1034621
11,2.1785915,2.057925,"('unhelpful', 'helpful')",2.1785915,2.057925,-0.1206665
12,-1.444152,-1.4201738,"('unsupportive', 'supportive')",-1.444152,-1.4201738,0.0239782
13,0.39113516,0.29610896,"('impolite', 'polite')",0.3911352,0.296109,-0.0950262
14,0.7874681,0.7165062,"('antisocial', 'social')",0.7874681,0.7165062,-0.0709619
15,-0.17468804,-0.119657055,"('boring', 'funny')",-0.174688,-0.1196571,0.0550309
16,-1.0353534,-0.9090316,"('unpopular', 'popular')",-1.0353534,-0.9090316,0.1263218
17,-0.041291602,-0.057303585,"('nasty', 'nice')",-0.0412916,-0.0573036,-0.016012
18,-0.923766,-0.8205638,"('disagreeable', 'welcoming')",-0.923766,-0.8205638,0.1032022
19,-1.1154643,-1.053562,"('inhospitable', 'hospitable')",-1.1154643,-1.053562,0.0619023
20,0.9396993,0.8796533,"('rough', 'thoughtful')",0.9396993,0.8796533,-0.060046
21,0.47820756,0.52788293,"('immoral', 'moral')",0.4782076,0.5278829,0.0496753
22,0.43805078,0.29869208,"('untrustworthy', 'trustworthy')",0.4380508,0.2986921,-0.1393587
23,6.357409,6.396741,"('insincere', 'sincere')",6.357409,6.3967409,0.0393319
24,1.7821901,1.6427225,"('dishonest', 'honest')",1.7821901,1.6427225,-0.1394676
25,0.17234734,0.30113393,"('egoistic', 'altruistic')",0.1723473,0.3011339,0.1287866
26,0.8006226,0.7085604,"('hardhearted', 'benevolent')",0.8006226,0.7085604,-0.0920622
27,1.1526405,1.1500287,"('hardhearted', 'softhearted')",1.1526405,1.1500287,-0.0026118
28,1.6147305,1.4114816,"('disloyal', 'loyal')",1.6147305,1.4114816,-0.2032489
29,-0.3365423,-0.49155635,"('unfair', 'fair')",-0.3365423,-0.4915563,-0.155014
30,1.2516515,1.249594,"('intolerant', 'tolerant')",1.2516515,1.249594,-0.0020575
