,boston_male,boston_female,tuple,scientific_male,scientific_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.07105558,-0.1484388,"('unsociable', 'sociable')",0.22945611,0.17313246,-0.3213854,-0.3201921,-0.0543283,-0.0984995,-0.0441712
1,0.395992,0.19138446,"('unfriendly', 'friendly')",0.4702168,0.17474817,1.2943525,1.0370432,0.7201871,0.4677253,-0.2524618
2,0.1821093,0.319609,"('unlikable', 'likable')",0.35011882,0.43497038,0.37122247,0.3905167,0.3011502,0.3816987,0.0805485
3,-0.3387775,-0.2999731,"('repellent', 'pleasant')",-0.47966534,-0.46654093,1.0485854,1.112847,0.0767142,0.1154443,0.0387301
4,-0.2474916,-0.32769912,"('disliked', 'liked')",-0.0006801365,-0.11250058,-7.7561536,-7.951742,-2.6681083,-2.797314,-0.1292057
5,-0.098410815,-0.15311998,"('distant', 'outgoing')",-0.16420528,-0.26102513,-0.62165,-0.6866043,-0.2947554,-0.3669165,-0.0721611
6,0.004320454,-0.07896783,"('distant', 'open')",-0.4092395,-0.4867106,-0.46400857,-0.5565182,-0.2896425,-0.3740656,-0.0844231
7,-0.020954888,0.040029366,"('insensitive', 'sensitive')",-0.405562,-0.3126952,0.41344666,0.4526803,-0.0043567,0.0600048,0.0643615
8,-0.2502654,-0.3602569,"('unaffectionate', 'affectionate')",0.24689755,0.05600103,0.53463775,0.37161648,0.17709,0.0224535,-0.1546365
9,0.71401983,0.6536589,"('unaffectionate', 'caring')",0.19743119,0.0652148,1.1547339,1.0777291,0.6887283,0.5988676,-0.0898607
10,0.6314548,0.6548565,"('unsympathetic', 'sympathetic')",-0.9023416,-0.90346074,-0.28330457,-0.22001955,-0.1847305,-0.1562079,0.0285226
11,-0.043965284,0.018114403,"('unhelpful', 'helpful')",-0.044401873,0.0122692585,1.6060857,1.7287027,0.5059062,0.5863621,0.0804559
12,0.6200468,0.67503583,"('unsupportive', 'supportive')",0.3288332,0.35577017,-2.2498915,-2.2939794,-0.4336705,-0.4210578,0.0126127
13,0.61117685,0.7414598,"('impolite', 'polite')",-0.20174329,-0.13969763,-0.6970753,-0.5477168,-0.0958806,0.0180151,0.1138957
14,-0.007016089,0.04719832,"('antisocial', 'social')",0.8300295,0.9453298,-0.02743349,-0.018670637,0.2651933,0.3246192,0.0594259
15,-0.32268676,-0.33893308,"('boring', 'funny')",0.7632215,0.6927722,-0.050460093,-0.08772948,0.1300249,0.0887032,-0.0413217
