,ralph_male,ralph_female,tuple,lauren_male,lauren_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.8232086,-1.7144186,"('unsociable', 'sociable')",-0.67595464,-0.43544698,-0.52103275,-0.53138894,-1.006732,-0.8937515,0.1129805
1,-0.32720143,-0.29742604,"('unfriendly', 'friendly')",1.1992131,1.3774484,1.56177,1.4512361,0.8112605,0.8437529,0.0324924
2,-0.11120696,0.023451958,"('unlikable', 'likable')",0.39318696,0.42875245,0.36609232,0.4094015,0.2160241,0.287202,0.0711779
3,-1.6484395,-1.5550162,"('repellent', 'pleasant')",-1.8060378,-1.5798202,0.39295673,0.54350704,-1.0205069,-0.8637764,0.1567305
4,0.12445234,0.24445911,"('disliked', 'liked')",0.67116547,0.8493506,-7.469419,-7.6253924,-2.2246005,-2.1771943,0.0474062
5,0.93109787,0.96572167,"('distant', 'outgoing')",1.630387,1.5361296,-0.21749684,-0.34946,0.7813293,0.7174638,-0.0638655
6,0.6779595,0.77090454,"('distant', 'open')",1.1699696,1.1504209,0.13989931,-0.014712963,0.6626094,0.6355375,-0.0270719
7,-1.2688749,-1.2165096,"('insensitive', 'sensitive')",-1.1316869,-0.9901781,0.16867137,0.27738625,-0.7439635,-0.6431005,0.100863
8,-0.17019305,-0.25117227,"('unaffectionate', 'affectionate')",1.1060737,1.0106502,0.7024379,0.58601546,0.5461062,0.4484978,-0.0976084
9,-0.24399099,-0.17121255,"('unaffectionate', 'caring')",1.0238311,1.0708677,1.2063076,1.2019157,0.6620493,0.7005236,0.0384743
10,-2.14067,-2.1126986,"('unsympathetic', 'sympathetic')",-1.2855531,-1.0492313,-1.0202942,-0.8895476,-1.4821725,-1.3504925,0.13168
11,-1.5106086,-1.3929591,"('unhelpful', 'helpful')",-0.83883196,-0.82954097,1.395268,1.5306245,-0.3180575,-0.2306252,0.0874323
12,-0.38254052,-0.20319588,"('unsupportive', 'supportive')",0.8451882,1.0668485,-2.1811175,-2.1459785,-0.5728233,-0.4274419,0.1453814
13,-1.1213048,-1.0712996,"('impolite', 'polite')",-0.81879854,-0.7415015,-1.2800571,-1.1582179,-1.0733868,-0.9903397,0.0830471
14,-1.2703425,-1.2492697,"('antisocial', 'social')",-0.31944597,-0.24828714,-0.6150867,-0.58376014,-0.7349583,-0.6937723,0.041186
15,0.8383144,0.6906345,"('boring', 'funny')",0.88087046,0.70893764,-0.2870341,-0.29649678,0.4773836,0.3676918,-0.1096918
16,0.9816544,1.0475702,"('unpopular', 'popular')",-0.20676336,0.021562729,0.65800244,0.531947,0.4776312,0.5336933,0.0560621
17,0.17491205,0.18585561,"('nasty', 'nice')",0.7979818,0.8843227,-0.5419388,-0.47933853,0.1436517,0.1969466,0.0532949
18,-0.4758719,-0.35819378,"('disagreeable', 'welcoming')",0.09689401,0.2616595,-0.5260502,-0.5952926,-0.301676,-0.230609,0.071067
19,-0.024918161,0.10369834,"('inhospitable', 'hospitable')",0.04287053,0.13540962,-0.37095794,-0.37359235,-0.1176685,-0.0448281,0.0728404
20,0.20657595,0.21358487,"('rough', 'thoughtful')",0.96971804,1.0000732,1.0314002,0.99476296,0.735898,0.7361403,0.0002423
21,-1.2858702,-1.1047419,"('immoral', 'moral')",-0.8117456,-0.6074141,-1.1853849,-1.0094353,-1.0943335,-0.9071972,0.1871363
22,-0.9782757,-0.96272534,"('untrustworthy', 'trustworthy')",-0.84188426,-0.84882796,-1.1715646,-1.1551561,-0.9972415,-0.9889031,0.0083384
23,-1.029694,-0.9780469,"('insincere', 'sincere')",-0.101344645,0.07226907,5.9310985,6.0539703,1.6000199,1.7160641,0.1160442
24,-0.8566444,-0.8082297,"('dishonest', 'honest')",-0.5365983,-0.55244577,0.44109452,0.4925033,-0.3173827,-0.2893907,0.027992
25,0.3246553,0.33913612,"('egoistic', 'altruistic')",0.6565456,0.7043831,1.5311835,1.4633969,0.8374615,0.8356387,-0.0018228
26,-0.23856454,-0.33955848,"('hardhearted', 'benevolent')",1.3165311,1.2225896,1.9644859,1.8184097,1.0141508,0.9004803,-0.1136705
27,-0.04307132,-0.1357663,"('hardhearted', 'softhearted')",0.4847458,0.30183813,1.1432589,1.0147738,0.5283111,0.3936152,-0.1346959
28,-1.3314648,-1.3315111,"('disloyal', 'loyal')",-0.41454327,-0.3487961,1.1130397,1.1146253,-0.2109894,-0.1885606,0.0224288
29,-0.5434688,-0.46020252,"('unfair', 'fair')",-0.79416585,-0.81755626,-0.47960362,-0.6020355,-0.6057461,-0.6265981,-0.020852
30,-1.2603072,-1.0464861,"('intolerant', 'tolerant')",-0.8172935,-0.5612941,0.16651821,0.21856517,-0.6370275,-0.4630717,0.1739558
31,-0.0028534615,0.10996487,"('evil', 'good')",-0.07908582,0.03829723,-0.4724082,-0.624467,-0.1847825,-0.158735,0.0260475
32,-0.7595819,-0.73002434,"('unkind', 'kind')",0.05598037,0.16867654,0.354039,0.34419408,-0.1165208,-0.0723846,0.0441362
33,0.8633307,0.7832575,"('wrong', 'right')",1.203732,1.0939606,-0.2878097,-0.36376816,0.5930844,0.5044833,-0.0886011
34,-0.31897837,-0.050047744,"('mean', 'honorable')",-0.04715324,0.302072,5.7333922,5.8637366,1.7890868,2.0385869,0.2495001
35,1.3112953,1.1691595,"('corrupt', 'incorrupt')",0.9764725,0.7281641,0.07465777,-0.10562434,0.7874752,0.5972331,-0.1902421
36,0.7208139,0.83195275,"('hostile', 'amicable')",0.7827251,1.0632999,0.268671,0.12380783,0.5907367,0.6730202,0.0822835
37,0.26014766,0.27466476,"('fake', 'genuine')",0.077620186,0.108967915,-0.23084593,-0.17702949,0.0356406,0.0688677,0.0332271
38,-0.23574094,-0.1896443,"('untruthful', 'truthful')",-0.033951618,0.09370473,-0.12756668,-0.040475033,-0.1324197,-0.0454715,0.0869482
39,-0.10979442,-0.06504037,"('exploitative', 'cooperative')",0.8277332,0.7349631,0.26462945,0.3307289,0.3275228,0.3335505,0.0060277
40,-0.5263625,-0.44898504,"('stingy', 'generous')",-0.10159013,0.0647295,-2.1590693,-2.2469382,-0.9290073,-0.8770645,0.0519428
41,-0.5856852,-0.43670338,"('unforgiving', 'forgiving')",-0.034132697,0.27512795,-0.3338136,-0.35927564,-0.3178772,-0.173617,0.1442602
42,-0.11651682,0.10898776,"('unreliable', 'reliable')",-0.24340531,-0.027902316,-3.8396451,-3.7982888,-1.3998558,-1.2390678,0.160788
43,-0.71218264,-0.5687644,"('irresponsible', 'responsible')",0.13170332,0.25675726,0.11747239,0.1762693,-0.1543356,-0.0452459,0.1090897
44,1.3043909,1.1984116,"('prejudiced', 'unprejudiced')",0.25074637,0.07789874,-1.3795182,-1.4867142,0.0585397,-0.0701346,-0.1286743
45,-1.7507039,-1.4669502,"('incompetent', 'competent')",-1.6654584,-1.2533004,-0.71907526,-0.6766881,-1.3784126,-1.1323129,0.2460997
46,-1.6339651,-1.6320927,"('uncompetitive', 'competitive')",-1.2996565,-1.0055035,-1.4338386,-1.3516897,-1.4558201,-1.329762,0.1260581
47,0.48373002,0.5840645,"('stupid', 'smart')",0.78744483,0.8929044,5.372361,5.4625387,2.214512,2.3131692,0.0986572
48,-1.4519256,-1.4343799,"('unintelligent', 'intelligent')",-0.6021777,-0.48228756,0.34257486,0.39687863,-0.5705095,-0.5065963,0.0639132
49,-0.47148985,-0.39277694,"('unable', 'able')",0.49265134,0.5072141,-0.4037766,-0.3729608,-0.1275384,-0.0861745,0.0413639
50,0.8927115,0.84422076,"('clumsy', 'skillful')",0.31641242,0.42873394,0.007232845,-0.107236646,0.4054523,0.3885727,-0.0168796
51,-0.7729738,-0.71726847,"('uneducated', 'educated')",-0.9829647,-0.8285159,0.29027838,0.33118176,-0.4885534,-0.4048675,0.0836859
52,0.07825376,0.064872585,"('irrational', 'rational')",0.21765588,0.060500067,0.11790903,-0.0048580007,0.1379396,0.0401715,-0.0977681
53,-0.7493799,-0.637132,"('uncreative', 'creative')",0.3055023,0.47330403,0.2269701,0.17189191,-0.0723025,0.002688,0.0749905
