,federal_male,federal_female,tuple,realty_male,realty_female,investment_male,investment_female,tr_male,tr_female,average_male,average_female,female-male
0,0.20161688,0.17386109,"('unsociable', 'sociable')",-1.1326047,-1.2416617,0.71696824,0.61657065,0.31767935,0.23026116,0.0259149,-0.0552422,-0.0811571
1,-0.41545022,-0.4859902,"('unfriendly', 'friendly')",-0.3232425,-0.27065057,-0.09487163,-0.09883233,1.0024515,0.94602036,0.0422218,0.0226368,-0.019585
2,0.740482,0.79982567,"('unlikable', 'likable')",0.828112,0.9607821,1.7117673,1.8882245,0.42809504,0.5110296,0.9271141,1.0399655,0.1128514
3,0.18727894,0.2200584,"('repellent', 'pleasant')",-0.83069766,-0.74097955,1.2136819,1.3075798,0.94219273,0.92842376,0.378114,0.4287706,0.0506566
4,-0.62533784,-0.58946043,"('disliked', 'liked')",0.8825179,0.94505024,-0.33370444,-0.25297016,-7.6254683,-7.6019974,-1.9254981,-1.8748444,0.0506537
5,-0.76274014,-0.7553458,"('distant', 'outgoing')",0.7199834,0.8192639,-0.17372614,-0.15814446,-0.13813893,-0.031200578,-0.0886555,-0.0313567,0.0572988
6,-0.6447042,-0.61763203,"('distant', 'open')",0.71743774,0.85022396,-0.14189775,-0.0941799,-0.020246703,0.09960125,-0.0223527,0.0595033,0.081856
7,1.0093277,0.99117297,"('insensitive', 'sensitive')",-0.4959434,-0.47680703,2.1735554,2.224553,0.90590256,0.92609,0.8982106,0.9162523,0.0180417
8,-0.16781762,-0.18218341,"('unaffectionate', 'affectionate')",-0.08702451,-0.036366165,-0.91136813,-0.90555924,0.5337843,0.531825,-0.1581065,-0.1480709,0.0100356
9,0.941606,0.9210813,"('unaffectionate', 'caring')",0.106368154,0.12383413,1.0058161,0.999389,1.3924167,1.4230804,0.8615517,0.8668462,0.0052945
10,1.2518252,1.2928109,"('unsympathetic', 'sympathetic')",-2.1113503,-2.1733832,1.2794485,1.3159947,0.83160853,0.86768365,0.312883,0.3257765,0.0128935
11,1.4179035,1.422505,"('unhelpful', 'helpful')",-0.6567923,-0.6957487,1.2913505,1.3280742,2.259631,2.2893467,1.0780232,1.0860443,0.0080211
12,1.8396409,1.9310471,"('unsupportive', 'supportive')",0.2733337,0.36642173,1.5262024,1.6770031,-1.5783917,-1.5306648,0.5151963,0.6109518,0.0957555
13,0.7019242,0.6289054,"('impolite', 'polite')",-0.64913666,-0.78159195,1.6322486,1.5316832,0.41222015,0.39933556,0.5243141,0.4445831,-0.079731
14,1.6022114,1.5706722,"('antisocial', 'social')",-0.64838725,-0.6683739,2.0342596,2.0785975,0.13323711,0.03218612,0.7803302,0.7532704,-0.0270598
15,0.24339122,0.18254049,"('boring', 'funny')",0.99541146,0.99040043,0.05596198,0.07745489,0.26257855,0.2140927,0.3893358,0.3661222,-0.0232136
