,spice_male,spice_female,tuple,average_male,average_female,female-male
0,-0.24055123,-0.358518,"('unsociable', 'sociable')",-0.2405512,-0.358518,-0.1179668
1,0.95725507,0.87169355,"('unfriendly', 'friendly')",0.9572551,0.8716936,-0.0855615
2,0.21861751,0.42459625,"('unlikable', 'likable')",0.2186175,0.4245963,0.2059788
3,0.77553463,0.79667324,"('repellent', 'pleasant')",0.7755346,0.7966732,0.0211386
4,-6.71509,-6.890858,"('disliked', 'liked')",-6.7150898,-6.8908582,-0.1757684
5,-0.39037138,-0.32825124,"('distant', 'outgoing')",-0.3903714,-0.3282512,0.0621202
6,0.104883984,0.11146915,"('distant', 'open')",0.104884,0.1114691,0.0065851
7,0.6991424,0.66408867,"('insensitive', 'sensitive')",0.6991424,0.6640887,-0.0350537
8,0.7909233,0.7392655,"('unaffectionate', 'affectionate')",0.7909233,0.7392655,-0.0516578
9,1.2207185,1.3029151,"('unaffectionate', 'caring')",1.2207185,1.3029151,0.0821966
10,0.8598389,0.86377496,"('unsympathetic', 'sympathetic')",0.8598389,0.863775,0.0039361
11,1.3650672,1.3669919,"('unhelpful', 'helpful')",1.3650672,1.3669919,0.0019247
12,-1.699506,-1.7195262,"('unsupportive', 'supportive')",-1.699506,-1.7195262,-0.0200202
13,-0.05290178,-0.03985031,"('impolite', 'polite')",-0.0529018,-0.0398503,0.0130515
14,-0.15414558,-0.3316009,"('antisocial', 'social')",-0.1541456,-0.3316009,-0.1774553
15,0.12661171,0.04612954,"('boring', 'funny')",0.1266117,0.0461295,-0.0804822
16,-0.3191742,-0.27971634,"('unpopular', 'popular')",-0.3191742,-0.2797163,0.0394579
17,0.00937175,0.024563592,"('nasty', 'nice')",0.0093718,0.0245636,0.0151918
18,-0.29649708,-0.29743338,"('disagreeable', 'welcoming')",-0.2964971,-0.2974334,-0.0009363
19,-0.80096775,-0.73813903,"('inhospitable', 'hospitable')",-0.8009678,-0.738139,0.0628288
20,0.8719548,0.74935055,"('rough', 'thoughtful')",0.8719548,0.7493505,-0.1226043
21,-0.2733394,-0.13783854,"('immoral', 'moral')",-0.2733394,-0.1378385,0.1355009
22,-0.18770851,-0.2443837,"('untrustworthy', 'trustworthy')",-0.1877085,-0.2443837,-0.0566752
23,5.2260103,5.293885,"('insincere', 'sincere')",5.2260103,5.2938852,0.0678749
24,1.2696364,1.1952529,"('dishonest', 'honest')",1.2696364,1.1952529,-0.0743835
25,0.5738796,0.57300705,"('egoistic', 'altruistic')",0.5738796,0.573007,-0.0008726
26,0.5439605,0.3213171,"('hardhearted', 'benevolent')",0.5439605,0.3213171,-0.2226434
27,1.564698,1.3811945,"('hardhearted', 'softhearted')",1.564698,1.3811945,-0.1835035
28,0.78756946,0.73817635,"('disloyal', 'loyal')",0.7875695,0.7381763,-0.0493932
29,-0.46564168,-0.594744,"('unfair', 'fair')",-0.4656417,-0.594744,-0.1291023
30,0.56866246,0.5864447,"('intolerant', 'tolerant')",0.5686625,0.5864447,0.0177822
