,jefferies_male,jefferies_female,tuple,financial_male,financial_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.67504704,-0.6735976,"('unsociable', 'sociable')",-0.27539805,-0.4451152,0.34187192,0.19562101,-0.71246344,-0.84442776,-0.3302591,-0.4418799,-0.1116208
1,-1.7148281,-1.8476479,"('unfriendly', 'friendly')",2.0199127,1.8466691,0.37395948,0.20758474,2.159359,2.0675118,0.7096007,0.5685294,-0.1410713
2,0.113638885,0.14909932,"('unlikable', 'likable')",2.4294357,2.619807,1.6991212,1.7709031,0.48121393,0.62270087,1.1808525,1.2906275,0.109775
3,-0.676706,-0.6105187,"('repellent', 'pleasant')",-0.9717315,-0.94720316,0.86768806,0.8951104,0.20011744,0.22162804,-0.145158,-0.1102458,0.0349122
4,-0.18310878,-0.3466761,"('disliked', 'liked')",0.39884037,0.36166197,-0.1798345,-0.22838977,-6.705249,-6.818354,-1.6673379,-1.7579395,-0.0906016
5,-0.29648846,-0.29635376,"('distant', 'outgoing')",1.3377782,1.3453425,-0.7478878,-0.7441481,0.07927355,0.11293286,0.0931689,0.1044434,0.0112745
6,-1.011686,-1.0007967,"('distant', 'open')",0.7288956,0.7612843,-1.0461138,-1.0502578,0.72457427,0.74916047,-0.1510825,-0.1351524,0.0159301
7,0.41258475,0.44818822,"('insensitive', 'sensitive')",0.010118201,0.025091706,0.43075728,0.38738668,1.2272984,1.1623821,0.5201896,0.5057622,-0.0144274
8,-0.22118373,-0.23292923,"('unaffectionate', 'affectionate')",1.0057317,0.9792519,0.29120582,0.26620886,1.1437455,1.1234353,0.5548748,0.5339917,-0.0208831
9,-0.4982095,-0.5091833,"('unaffectionate', 'caring')",1.6714373,1.5750234,0.5239497,0.4421896,1.5266677,1.5222156,0.8059613,0.7575613,-0.0484
10,-0.9600162,-0.8578081,"('unsympathetic', 'sympathetic')",-1.6861241,-1.6392348,-0.4343862,-0.44107994,-0.3727142,-0.3799675,-0.8633102,-0.8295226,0.0337876
11,-0.7316525,-0.6914749,"('unhelpful', 'helpful')",-0.55459744,-0.5586464,-0.38684273,-0.37120155,1.5468596,1.659562,-0.0315582,0.0095598,0.041118
12,0.21200775,0.29672176,"('unsupportive', 'supportive')",1.2334142,1.3150228,1.252858,1.3200972,-1.5889493,-1.6109073,0.2773326,0.3302336,0.052901
13,-0.039172135,0.0429758,"('impolite', 'polite')",-0.47277865,-0.44653895,0.10999921,0.034587875,-0.39213935,-0.3891632,-0.1985227,-0.1895346,0.0089881
14,-0.5983891,-0.49092752,"('antisocial', 'social')",1.2597865,1.2971076,1.190931,1.1779228,-0.687662,-0.7257077,0.2911666,0.3145988,0.0234322
15,-0.6542807,-0.80874443,"('boring', 'funny')",0.2751639,0.24088994,-0.80528,-0.94486314,0.5344934,0.5041794,-0.1624759,-0.2521346,-0.0896587
16,-0.4637535,-0.49210128,"('unpopular', 'popular')",-0.08622827,-0.03239587,-0.3646254,-0.25342742,0.23708467,0.2806916,-0.1693806,-0.1243082,0.0450724
17,-0.17434366,-0.10553862,"('nasty', 'nice')",-0.40512902,-0.28766507,-1.0844399,-0.98256075,-0.5594054,-0.47878587,-0.5558295,-0.4636376,0.0921919
18,-0.18612517,-0.21487181,"('disagreeable', 'welcoming')",-0.092659235,0.004167095,-0.33036608,-0.2869197,-0.22186136,-0.24718353,-0.207753,-0.186202,0.021551
19,-0.16107725,-0.18297976,"('inhospitable', 'hospitable')",0.03166367,-0.033759438,-1.0203806,-1.0520118,0.19960947,0.24006066,-0.2375462,-0.2571726,-0.0196264
20,-0.70145196,-0.6996216,"('rough', 'thoughtful')",-0.060324907,0.020125322,0.7792049,0.84737235,1.0605806,1.0024859,0.2695022,0.2925905,0.0230883
21,-0.18554975,-0.11166832,"('immoral', 'moral')",-0.050569326,-0.043999,0.2738843,0.25573558,-1.0006933,-0.99389786,-0.240732,-0.2234574,0.0172746
22,-0.11563374,-0.15308899,"('untrustworthy', 'trustworthy')",-0.50665665,-0.5314624,0.88391536,0.8352492,-0.8637886,-0.9063078,-0.1505409,-0.1889025,-0.0383616
23,-0.48777646,-0.49148378,"('insincere', 'sincere')",-0.04931549,-0.075057745,0.055497,0.016646992,5.984719,5.9564037,1.3757809,1.3516273,-0.0241536
24,-0.65947,-0.6859283,"('dishonest', 'honest')",-0.058180325,-0.04061369,-0.792632,-0.8384371,0.86861414,0.8087075,-0.160417,-0.1890679,-0.0286509
25,0.0034649651,-0.04974133,"('egoistic', 'altruistic')",0.84802884,0.84074503,0.4304552,0.35353494,1.8780172,1.785838,0.7899916,0.7325941,-0.0573975
26,-0.6978879,-0.8154488,"('hardhearted', 'benevolent')",2.0684364,2.0587587,0.96052396,0.9023137,1.754264,1.6813303,1.0213341,0.9567385,-0.0645956
27,-0.5420774,-0.464839,"('hardhearted', 'softhearted')",-0.42150137,-0.37508458,-0.16443041,-0.20768286,1.6775751,1.5817511,0.1373915,0.1335362,-0.0038553
28,-1.0126355,-1.0718747,"('disloyal', 'loyal')",0.2161827,0.047075406,0.13677423,-0.015918884,1.1280714,0.98821795,0.1170982,-0.0131251,-0.1302233
29,-0.92093235,-1.0318753,"('unfair', 'fair')",-0.04135932,-0.052738845,-0.30608174,-0.353545,-0.31101325,-0.47595078,-0.3948466,-0.4785274,-0.0836808
30,-0.4631827,-0.5029409,"('intolerant', 'tolerant')",-0.11226753,-0.048692033,-0.116494894,-0.22160323,0.9445774,0.93688756,0.0631581,0.0409129,-0.0222452
31,-0.83472216,-0.9894375,"('evil', 'good')",0.35294914,0.35485113,-1.127198,-1.1269182,-0.53666973,-0.63187426,-0.5364102,-0.5983447,-0.0619345
32,-0.72809154,-0.72359294,"('unkind', 'kind')",-0.13243496,-0.13551274,0.7510017,0.66147876,0.9992964,0.9027481,0.2224429,0.1762803,-0.0461626
33,0.42647085,0.40889958,"('wrong', 'right')",2.0690951,2.0472598,0.3784782,0.31786436,-0.00927607,-0.113952234,0.716192,0.6650179,-0.0511741
34,-0.27351403,-0.21081004,"('mean', 'honorable')",0.2880752,0.39733905,0.26333734,0.3305864,6.2049613,6.3436184,1.6207149,1.7151835,0.0944686
35,0.40220976,0.28310895,"('corrupt', 'incorrupt')",0.27009934,0.26584867,-0.9115459,-0.92460406,0.25092402,0.10692374,0.0029218,-0.0671807,-0.0701025
36,-0.32764915,-0.5163537,"('hostile', 'amicable')",1.5698943,1.4258791,-0.71110195,-0.8337649,0.6854681,0.52842444,0.3041528,0.1510462,-0.1531066
37,0.54926956,0.5494115,"('fake', 'genuine')",-0.5710617,-0.5543622,0.2020601,0.1592074,0.7106937,0.71033883,0.2227404,0.2161489,-0.0065915
