,petsmart_male,petsmart_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.8688403,0.89749277,"('unsociable', 'sociable')",-0.20268148,-0.34197304,0.3330794,0.2777599,-0.0553195
1,0.86756194,0.89659387,"('unfriendly', 'friendly')",2.0266678,1.9551916,1.4471149,1.4258927,-0.0212222
2,-0.25196987,-0.2702536,"('unlikable', 'likable')",0.6032613,0.686638,0.1756457,0.2081922,0.0325465
3,-2.0241609,-1.8438796,"('repellent', 'pleasant')",0.15939172,0.20749493,-0.9323846,-0.8181923,0.1141923
4,0.12651365,0.16083919,"('disliked', 'liked')",-6.693302,-6.7452884,-3.2833943,-3.2922246,-0.0088303
5,0.7728121,0.7807225,"('distant', 'outgoing')",-0.019122053,0.007893242,0.376845,0.3943079,0.0174629
6,0.48240837,0.48333657,"('distant', 'open')",0.5719166,0.57524145,0.5271625,0.529289,0.0021265
7,-0.2715968,-0.10426375,"('insensitive', 'sensitive')",0.61974716,0.6895119,0.1740752,0.2926241,0.1185489
8,0.6667086,0.653376,"('unaffectionate', 'affectionate')",1.0399739,0.990771,0.8533412,0.8220735,-0.0312677
9,1.3794096,1.3954072,"('unaffectionate', 'caring')",1.3297563,1.3429049,1.3545829,1.3691561,0.0145732
10,-0.47242108,-0.34436888,"('unsympathetic', 'sympathetic')",-0.27021143,-0.28043842,-0.3713163,-0.3124036,0.0589127
11,0.92644393,1.0425876,"('unhelpful', 'helpful')",1.6471518,1.7561651,1.2867979,1.3993764,0.1125785
12,0.9467951,1.0827142,"('unsupportive', 'supportive')",-1.5807701,-1.570356,-0.3169875,-0.2438209,0.0731666
13,0.6792083,0.6817822,"('impolite', 'polite')",-0.37380716,-0.4303792,0.1527006,0.1257015,-0.0269991
14,-0.5994138,-0.52382565,"('antisocial', 'social')",-0.6463703,-0.6891972,-0.622892,-0.6065114,0.0163806
15,1.239758,1.1834288,"('boring', 'funny')",0.3602444,0.35804105,0.8000012,0.7707349,-0.0292663
16,-0.43537652,-0.3488813,"('unpopular', 'popular')",0.54880893,0.5853341,0.0567162,0.1182264,0.0615102
17,-0.073647365,0.08869476,"('nasty', 'nice')",-0.6614431,-0.54966056,-0.3675452,-0.2304829,0.1370623
18,-1.334112,-1.2451428,"('disagreeable', 'welcoming')",-0.36945218,-0.3713763,-0.8517821,-0.8082595,0.0435226
19,0.37742594,0.41335046,"('inhospitable', 'hospitable')",0.20099238,0.32787865,0.2892092,0.3706146,0.0814054
20,-0.56609815,-0.47127056,"('rough', 'thoughtful')",1.1886836,1.136869,0.3112927,0.3327992,0.0215065
21,0.134287,0.19789845,"('immoral', 'moral')",-0.6053455,-0.5720686,-0.2355292,-0.1870851,0.0484441
22,-0.805567,-0.8054343,"('untrustworthy', 'trustworthy')",-0.96699923,-1.0674033,-0.8862832,-0.9364188,-0.0501356
23,0.06394047,0.12242991,"('insincere', 'sincere')",5.7580037,5.7006736,2.9109721,2.9115517,0.0005796
24,0.013096824,-0.008242216,"('dishonest', 'honest')",0.80481374,0.7620573,0.4089553,0.3769076,-0.0320477
25,0.020105997,-0.06344062,"('egoistic', 'altruistic')",1.5267555,1.4616679,0.7734307,0.6991136,-0.0743171
26,0.5349621,0.50067407,"('hardhearted', 'benevolent')",1.6164668,1.5799468,1.0757145,1.0403104,-0.0354041
27,0.929889,0.9863758,"('hardhearted', 'softhearted')",1.8258986,1.7275801,1.3778938,1.3569779,-0.0209159
28,0.7004703,0.6806226,"('disloyal', 'loyal')",0.93614346,0.8312751,0.8183069,0.7559488,-0.0623581
29,-0.45646638,-0.4601252,"('unfair', 'fair')",-0.18113549,-0.30418798,-0.3188009,-0.3821566,-0.0633557
30,0.41335768,0.5116715,"('intolerant', 'tolerant')",0.98871124,0.9422307,0.7010344,0.7269511,0.0259167
31,-0.95536745,-0.84497356,"('evil', 'good')",-0.7515714,-0.79439944,-0.8534694,-0.8196865,0.0337829
32,1.3358297,1.3288,"('unkind', 'kind')",1.214388,1.1023468,1.2751088,1.2155733,-0.0595355
33,0.5322278,0.3966741,"('wrong', 'right')",-0.49735072,-0.58555025,0.0174385,-0.0944381,-0.1118766
34,0.3803112,0.5867979,"('mean', 'honorable')",6.0387464,6.187884,3.2095287,3.3873408,0.1778121
35,-0.70636255,-0.80420387,"('corrupt', 'incorrupt')",-0.12418591,-0.25315768,-0.4152742,-0.5286808,-0.1134066
36,-0.45742804,-0.39239687,"('hostile', 'amicable')",0.24454343,0.0969581,-0.1064423,-0.1477194,-0.0412771
37,-0.0028794631,0.028593276,"('fake', 'genuine')",0.3958966,0.40771866,0.1965086,0.218156,0.0216474
38,0.52218837,0.6138666,"('untruthful', 'truthful')",0.0022888659,0.048670024,0.2622386,0.3312683,0.0690297
39,0.9399574,0.92747766,"('exploitative', 'cooperative')",-0.0628967,-0.05059588,0.4385303,0.4384409,-8.94e-05
40,-0.68083405,-0.6621389,"('stingy', 'generous')",-1.6414065,-1.7531351,-1.1611203,-1.207637,-0.0465167
41,0.09665909,0.20434469,"('unforgiving', 'forgiving')",0.121285394,0.019186636,0.1089722,0.1117657,0.0027935
42,0.56092757,0.66662896,"('unreliable', 'reliable')",-2.9335504,-2.8304112,-1.1863114,-1.0818911,0.1044203
43,0.7494347,0.8226728,"('irresponsible', 'responsible')",0.7864877,0.83404636,0.7679612,0.8283596,0.0603984
44,-0.64486575,-0.61171514,"('prejudiced', 'unprejudiced')",-1.6080799,-1.5615796,-1.1264728,-1.0866474,0.0398254
45,-0.26795223,-0.07812187,"('incompetent', 'competent')",0.06756416,0.02647434,-0.100194,-0.0258238,0.0743702
46,-0.3609985,-0.23489535,"('uncompetitive', 'competitive')",-0.67959976,-0.7087643,-0.5202991,-0.4718298,0.0484693
47,0.6893724,0.7340627,"('stupid', 'smart')",5.698922,5.7761717,3.1941473,3.2551172,0.0609699
48,0.45370433,0.4648745,"('unintelligent', 'intelligent')",0.69754624,0.70950633,0.5756253,0.5871904,0.0115651
49,-0.10795431,0.031154204,"('unable', 'able')",-0.22278818,-0.05600831,-0.1653712,-0.0124271,0.1529441
50,-0.030348616,-0.0064823143,"('clumsy', 'skillful')",0.14873436,0.14215666,0.0591929,0.0678372,0.0086443
51,-0.6614625,-0.7308972,"('uneducated', 'educated')",0.48830214,0.40601343,-0.0865802,-0.1624419,-0.0758617
52,-0.3736909,-0.6078327,"('irrational', 'rational')",0.07723428,-0.043576404,-0.1482283,-0.3257045,-0.1774762
53,-0.36988616,-0.3400914,"('uncreative', 'creative')",1.1904328,1.1655111,0.4102733,0.4127099,0.0024366
54,0.021040842,-0.044814788,"('incapable', 'capable')",1.0017304,1.0968306,0.5113856,0.5260079,0.0146223
55,0.23224369,0.37289992,"('incompetent', 'clever')",0.17651497,0.17589265,0.2043793,0.2743963,0.070017
56,1.6529232,1.762435,"('impractical', 'practical')",-0.07614283,-0.023538953,0.7883902,0.869448,0.0810578
57,-0.0706089,-0.028500918,"('unimaginative', 'imaginative')",-2.6325197,-2.6302104,-1.3515643,-1.3293557,0.0222086
58,-0.84811956,-0.788353,"('undiscriminating', 'discriminating')",0.081267536,0.03025244,-0.383426,-0.3790503,0.0043757
59,0.54027575,0.41177353,"('foolish', 'wise')",0.32259873,0.35270908,0.4314373,0.3822413,-0.049196
