,bowler_male,bowler_female,tuple,average_male,average_female,female-male
0,0.59272003,0.49950007,"('unsociable', 'sociable')",0.59272,0.4995001,-0.0932199
1,0.8001814,0.7590338,"('unfriendly', 'friendly')",0.8001814,0.7590338,-0.0411476
2,-0.10411964,0.051941402,"('unlikable', 'likable')",-0.1041196,0.0519414,0.156061
3,0.9762682,1.0616949,"('repellent', 'pleasant')",0.9762682,1.0616949,0.0854267
4,-7.006186,-7.2552896,"('disliked', 'liked')",-7.006186,-7.2552896,-0.2491036
5,-0.7130946,-0.67268467,"('distant', 'outgoing')",-0.7130946,-0.6726847,0.0404099
6,-0.14275138,-0.19735011,"('distant', 'open')",-0.1427514,-0.1973501,-0.0545987
7,1.6494963,1.6425983,"('insensitive', 'sensitive')",1.6494963,1.6425983,-0.006898
8,0.66772693,0.69710845,"('unaffectionate', 'affectionate')",0.6677269,0.6971084,0.0293815
9,1.0499833,1.1361259,"('unaffectionate', 'caring')",1.0499833,1.1361259,0.0861426
10,1.3694563,1.430826,"('unsympathetic', 'sympathetic')",1.3694563,1.4308259,0.0613696
11,1.5528263,1.5862703,"('unhelpful', 'helpful')",1.5528263,1.5862703,0.033444
12,-1.3816526,-1.4142255,"('unsupportive', 'supportive')",-1.3816526,-1.4142255,-0.0325729
13,0.10524555,0.24759671,"('impolite', 'polite')",0.1052456,0.2475967,0.1423511
14,0.54259324,0.5702885,"('antisocial', 'social')",0.5425932,0.5702885,0.0276953
15,0.57096875,0.5078652,"('boring', 'funny')",0.5709687,0.5078652,-0.0631035
16,-0.8676143,-0.91015595,"('unpopular', 'popular')",-0.8676143,-0.910156,-0.0425417
17,-0.015869519,0.056967586,"('nasty', 'nice')",-0.0158695,0.0569676,0.0728371
18,-0.49355894,-0.41719973,"('disagreeable', 'welcoming')",-0.4935589,-0.4171997,0.0763592
19,-0.8087783,-0.77578485,"('inhospitable', 'hospitable')",-0.8087783,-0.7757849,0.0329934
20,0.62021184,0.50579345,"('rough', 'thoughtful')",0.6202118,0.5057935,-0.1144183
21,0.20371732,0.3997059,"('immoral', 'moral')",0.2037173,0.3997059,0.1959886
22,0.12664314,0.13658135,"('untrustworthy', 'trustworthy')",0.1266431,0.1365813,0.0099382
23,5.969181,6.140326,"('insincere', 'sincere')",5.9691811,6.140326,0.1711449
24,1.3519413,1.3725545,"('dishonest', 'honest')",1.3519413,1.3725545,0.0206132
25,0.54595995,0.58620787,"('egoistic', 'altruistic')",0.5459599,0.5862079,0.040248
26,1.2437202,1.0733222,"('hardhearted', 'benevolent')",1.2437202,1.0733222,-0.170398
27,1.6825321,1.51452,"('hardhearted', 'softhearted')",1.6825321,1.51452,-0.1680121
28,1.3687158,1.231225,"('disloyal', 'loyal')",1.3687158,1.231225,-0.1374908
29,-0.35526747,-0.45630634,"('unfair', 'fair')",-0.3552675,-0.4563063,-0.1010388
30,1.2664894,1.3191664,"('intolerant', 'tolerant')",1.2664894,1.3191664,0.052677
31,-1.4269716,-1.5143346,"('evil', 'good')",-1.4269716,-1.5143346,-0.087363
32,1.2439901,1.1537064,"('unkind', 'kind')",1.2439901,1.1537064,-0.0902837
33,-0.43140587,-0.49089468,"('wrong', 'right')",-0.4314059,-0.4908947,-0.0594888
34,4.042034,4.2832155,"('mean', 'honorable')",4.0420341,4.2832155,0.2411814
35,-1.1093423,-1.3557087,"('corrupt', 'incorrupt')",-1.1093423,-1.3557087,-0.2463664
36,-0.98445135,-1.1265559,"('hostile', 'amicable')",-0.9844514,-1.1265559,-0.1421045
37,1.2041501,1.1908998,"('fake', 'genuine')",1.2041501,1.1908998,-0.0132503
38,-0.65089947,-0.53608966,"('untruthful', 'truthful')",-0.6508995,-0.5360897,0.1148098
39,0.47160205,0.53776914,"('exploitative', 'cooperative')",0.4716021,0.5377691,0.066167
40,-0.9606926,-1.1247637,"('stingy', 'generous')",-0.9606926,-1.1247637,-0.1640711
41,0.7235748,0.62740296,"('unforgiving', 'forgiving')",0.7235748,0.627403,-0.0961718
42,-1.5217763,-1.6323515,"('unreliable', 'reliable')",-1.5217763,-1.6323515,-0.1105752
43,1.0848181,1.230057,"('irresponsible', 'responsible')",1.0848181,1.230057,0.1452389
44,-1.0069934,-1.0355866,"('prejudiced', 'unprejudiced')",-1.0069934,-1.0355866,-0.0285932
45,0.89321494,0.6359358,"('incompetent', 'competent')",0.8932149,0.6359358,-0.2572791
46,-0.23846497,-0.24052022,"('uncompetitive', 'competitive')",-0.238465,-0.2405202,-0.0020552
47,4.5790105,4.745971,"('stupid', 'smart')",4.5790105,4.7459712,0.1669607
48,0.39308405,0.4167754,"('unintelligent', 'intelligent')",0.393084,0.4167754,0.0236914
49,-0.43093267,-0.32483655,"('unable', 'able')",-0.4309327,-0.3248366,0.1060961
50,-0.45133695,-0.5126018,"('clumsy', 'skillful')",-0.451337,-0.5126018,-0.0612648
51,0.62323046,0.6041402,"('uneducated', 'educated')",0.6232305,0.6041402,-0.0190903
52,-0.35517558,-0.5098658,"('irrational', 'rational')",-0.3551756,-0.5098658,-0.1546902
53,-0.12194925,-0.24570896,"('uncreative', 'creative')",-0.1219492,-0.245709,-0.1237598
