,home_male,home_female,tuple,depot_male,depot_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.38881537,-0.5837167,"('unsociable', 'sociable')",0.6042687,0.5398645,-0.2528556,-0.35342374,-0.0124674,-0.1324253,-0.1199579
1,-0.7583951,-0.58519053,"('unfriendly', 'friendly')",0.0062791966,-0.044355407,1.8426013,1.8098733,0.3634951,0.3934425,0.0299474
2,0.37163204,0.62838876,"('unlikable', 'likable')",0.56497055,0.7450414,0.45814836,0.57431155,0.464917,0.6492472,0.1843302
3,-0.612103,-0.5084411,"('repellent', 'pleasant')",-0.11524841,0.06188286,0.40725845,0.44576037,-0.1066977,-0.000266,0.1064317
4,0.118411906,0.030590195,"('disliked', 'liked')",-0.64016956,-0.6441182,-7.080741,-7.0767527,-2.5341662,-2.563427,-0.0292608
5,-1.1292448,-0.9716515,"('distant', 'outgoing')",-0.7891623,-0.8964572,-0.33436197,-0.32287094,-0.750923,-0.7303266,0.0205964
6,-0.87295115,-0.6676704,"('distant', 'open')",-0.99634016,-1.1159289,0.34095228,0.30786866,-0.5094463,-0.4919102,0.0175361
7,0.28467563,0.37932703,"('insensitive', 'sensitive')",0.66909224,0.8500003,1.1105843,1.1461738,0.6881173,0.7918337,0.1037164
8,-0.6322805,-0.510788,"('unaffectionate', 'affectionate')",-0.5871776,-0.5789871,1.0499474,1.0003389,-0.0565036,-0.0298121,0.0266915
9,0.051132888,0.23203601,"('unaffectionate', 'caring')",-0.01363216,0.08385627,1.4428946,1.4781799,0.4934651,0.5980241,0.104559
10,-0.5532098,-0.5308558,"('unsympathetic', 'sympathetic')",-0.22896042,-0.15965985,0.19672398,0.14994021,-0.1951487,-0.1801918,0.0149569
11,0.38918462,0.41584453,"('unhelpful', 'helpful')",0.517743,0.71899474,1.8633337,1.9496936,0.9234204,1.0281776,0.1047572
12,0.63640887,0.8969222,"('unsupportive', 'supportive')",-0.03309195,0.23527372,-1.8074154,-1.7532628,-0.4013662,-0.2070223,0.1943439
13,0.41903934,0.48328435,"('impolite', 'polite')",1.1799515,1.2938557,-0.45886794,-0.42802364,0.380041,0.4497054,0.0696644
14,0.60685676,0.4860236,"('antisocial', 'social')",0.7345759,0.7406644,-0.3307328,-0.3408029,0.3369,0.295295,-0.041605
15,0.65148866,0.4352765,"('boring', 'funny')",0.2707737,0.16681358,0.38981694,0.37913388,0.4373598,0.3270747,-0.1102851
16,-0.65597117,-0.49103385,"('unpopular', 'popular')",-1.0648443,-0.94297564,-0.017146558,0.09411308,-0.5793207,-0.4466321,0.1326886
17,0.13005275,0.25001442,"('nasty', 'nice')",-0.0063601546,0.009394342,-0.19737235,-0.17242062,-0.0245599,0.0289961,0.053556
18,-0.4059656,-0.101379976,"('disagreeable', 'welcoming')",-0.2620926,-0.10857361,-0.6519968,-0.58494765,-0.4400183,-0.2649671,0.1750512
19,-0.4569448,-0.30140775,"('inhospitable', 'hospitable')",-0.9046607,-0.7934178,-0.3134726,-0.24227019,-0.5583594,-0.4456986,0.1126608
