,locomotive_male,locomotive_female,tuple,average_male,average_female,female-male
23,6.139236,6.1201057,"('insincere', 'sincere')",6.139236,6.1201057,-0.0191303
24,1.374746,1.2497965,"('dishonest', 'honest')",1.374746,1.2497965,-0.1249495
25,1.2652959,1.1413238,"('egoistic', 'altruistic')",1.2652959,1.1413238,-0.1239721
26,1.5084298,1.4105498,"('hardhearted', 'benevolent')",1.5084298,1.4105498,-0.09788
27,1.1193813,0.9868389,"('hardhearted', 'softhearted')",1.1193813,0.9868389,-0.1325424
28,1.2493259,1.1122916,"('disloyal', 'loyal')",1.2493259,1.1122916,-0.1370343
29,-0.54931,-0.66707236,"('unfair', 'fair')",-0.54931,-0.6670724,-0.1177624
30,0.46063718,0.47653425,"('intolerant', 'tolerant')",0.4606372,0.4765342,0.015897
31,-0.97443086,-0.9997801,"('evil', 'good')",-0.9744309,-0.9997801,-0.0253492
32,1.2491425,1.1574076,"('unkind', 'kind')",1.2491425,1.1574076,-0.0917349
33,-0.011118703,-0.08461801,"('wrong', 'right')",-0.0111187,-0.084618,-0.0734993
34,4.385814,4.4655356,"('mean', 'honorable')",4.3858142,4.4655356,0.0797214
35,-0.101313025,-0.27827898,"('corrupt', 'incorrupt')",-0.101313,-0.278279,-0.176966
36,-0.28396153,-0.45458597,"('hostile', 'amicable')",-0.2839615,-0.454586,-0.1706245
37,1.0590048,1.006375,"('fake', 'genuine')",1.0590048,1.006375,-0.0526298
38,0.055422418,-0.048554603,"('untruthful', 'truthful')",0.0554224,-0.0485546,-0.103977
39,0.27224058,0.29419428,"('exploitative', 'cooperative')",0.2722406,0.2941943,0.0219537
40,-1.7859085,-1.9016497,"('stingy', 'generous')",-1.7859085,-1.9016497,-0.1157412
41,0.06602062,-0.05913216,"('unforgiving', 'forgiving')",0.0660206,-0.0591322,-0.1251528
42,-3.0937638,-2.9880068,"('unreliable', 'reliable')",-3.0937638,-2.9880068,0.105757
43,0.65106434,0.69579935,"('irresponsible', 'responsible')",0.6510643,0.6957994,0.0447351
44,-1.4250752,-1.2970918,"('prejudiced', 'unprejudiced')",-1.4250752,-1.2970918,0.1279834
45,-0.14352977,-0.1478824,"('incompetent', 'competent')",-0.1435298,-0.1478824,-0.0043526
46,-1.2688053,-1.2750504,"('uncompetitive', 'competitive')",-1.2688053,-1.2750504,-0.0062451
47,4.9721055,5.1279573,"('stupid', 'smart')",4.9721055,5.1279573,0.1558518
48,0.1012136,0.07029426,"('unintelligent', 'intelligent')",0.1012136,0.0702943,-0.0309193
49,-0.5763853,-0.39170176,"('unable', 'able')",-0.5763853,-0.3917018,0.1846835
50,-0.68771195,-0.7410284,"('clumsy', 'skillful')",-0.687712,-0.7410284,-0.0533164
51,-0.17031533,-0.1972746,"('uneducated', 'educated')",-0.1703153,-0.1972746,-0.0269593
52,0.1115807,0.00032788143,"('irrational', 'rational')",0.1115807,0.0003279,-0.1112528
53,0.19549717,0.131313,"('uncreative', 'creative')",0.1954972,0.131313,-0.0641842
54,0.6113029,0.6979038,"('incapable', 'capable')",0.6113029,0.6979038,0.0866009
55,-0.12966493,-0.0681559,"('incompetent', 'clever')",-0.1296649,-0.0681559,0.061509
56,0.7248203,0.7392782,"('impractical', 'practical')",0.7248203,0.7392782,0.0144579
57,-3.269629,-3.2352288,"('unimaginative', 'imaginative')",-3.269629,-3.2352288,0.0344002
58,-0.16699679,-0.17673522,"('undiscriminating', 'discriminating')",-0.1669968,-0.1767352,-0.0097384
59,0.42120895,0.35181728,"('foolish', 'wise')",0.4212089,0.3518173,-0.0693916
60,-0.25174794,-0.11896539,"('inefficient', 'efficient')",-0.2517479,-0.1189654,0.1327825
61,-0.061461397,-0.16379464,"('illogical', 'logical')",-0.0614614,-0.1637946,-0.1023332
62,-0.16886505,-0.011010914,"('incompetent', 'brilliant')",-0.1688651,-0.0110109,0.1578542
63,-0.13019446,-0.14461473,"('unperceptive', 'insightful')",-0.1301945,-0.1446147,-0.0144202
64,-6.155301,-6.15815,"('shy', 'confident')",-6.1553011,-6.1581502,-0.0028491
65,-0.5487912,-0.5134001,"('insecure', 'secure')",-0.5487912,-0.5134001,0.0353911
66,-0.037004963,-0.10183984,"('inactive', 'active')",-0.037005,-0.1018398,-0.0648348
67,0.004488386,0.057017557,"('doubtful', 'determined')",0.0044884,0.0570176,0.0525292
68,-1.6268567,-1.610269,"('dependent', 'independent')",-1.6268567,-1.610269,0.0165877
69,-0.8907736,-0.9452258,"('lazy', 'industrious')",-0.8907736,-0.9452258,-0.0544522
70,0.5546198,0.6221847,"('lethargic', 'energetic')",0.5546198,0.6221847,0.0675649
71,0.9571127,1.0198456,"('diffident', 'self-confident')",0.9571127,1.0198456,0.0627329
72,0.16730735,0.26071686,"('unambitious', 'ambitious')",0.1673073,0.2607169,0.0934096
73,-3.4036036,-3.3387144,"('helpless', 'self-reliant')",-3.4036036,-3.3387144,0.0648892
74,0.079206616,0.014112521,"('undedicated', 'dedicated')",0.0792066,0.0141125,-0.0650941
75,-0.69914895,-0.62678903,"('meek', 'impulsive')",-0.699149,-0.626789,0.07236
76,-0.46920484,-0.36304918,"('anxious', 'daring')",-0.4692048,-0.3630492,0.1061556
77,-1.4015226,-1.2772988,"('unmotivated', 'motivated')",-1.4015226,-1.2772988,0.1242238
78,-0.64830005,-0.6518339,"('nonresilient', 'resilient')",-0.6483001,-0.6518339,-0.0035338
79,0.1168621,0.10114385,"('wavering', 'unwavering')",0.1168621,0.1011439,-0.0157182
80,-0.65114665,-0.6512849,"('dominated', 'dominating')",-0.6511467,-0.6512849,-0.0001382
81,-0.784623,-0.7160767,"('submissive', 'aggressive')",-0.784623,-0.7160767,0.0685463
82,5.925282,6.0472765,"('poor', 'rich')",5.925282,6.0472765,0.1219945
83,-0.36517793,-0.32500425,"('powerless', 'powerful')",-0.3651779,-0.3250042,0.0401737
84,0.41459832,0.39691323,"('inferior', 'superior')",0.4145983,0.3969132,-0.0176851
85,0.39114016,0.23597771,"('insignificant', 'prestigious')",0.3911402,0.2359777,-0.1551625
86,0.38263115,0.27391538,"('uninfluential', 'influential')",0.3826312,0.2739154,-0.1087158
87,-0.6256331,-0.5493316,"('unsuccessful', 'successful')",-0.6256331,-0.5493316,0.0763015
88,0.31123978,0.31087658,"('low', 'eminent')",0.3112398,0.3108766,-0.0003632
