,norfolk_male,norfolk_female,tuple,southern_male,southern_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.345579,-0.27301508,"('unsociable', 'sociable')",-1.016093,-0.872173,0.04358524,0.067201495,-0.4393623,-0.3593289,0.0800334
1,0.774528,1.132987,"('unfriendly', 'friendly')",0.9952278,1.0509021,1.3804897,1.3183454,1.0500819,1.1674115,0.1173296
2,0.92909074,1.0315586,"('unlikable', 'likable')",0.72369206,1.0436002,0.83562887,1.0861843,0.8294706,1.053781,0.2243104
3,-0.57630634,-0.4061006,"('repellent', 'pleasant')",-0.6840985,-0.57224363,1.0619721,1.2093335,-0.0661442,0.0769964,0.1431406
4,0.02489157,0.24899457,"('disliked', 'liked')",0.061545093,-0.03911158,-7.422837,-7.0345845,-2.4454667,-2.2749004,0.1705663
5,0.25765488,0.37919092,"('distant', 'outgoing')",0.63729566,0.6343477,-0.7758602,-0.8285704,0.0396968,0.0616561,0.0219593
6,0.8468238,1.0426948,"('distant', 'open')",1.246208,1.2662835,-0.37331283,-0.35256842,0.5732397,0.6521366,0.0788969
7,0.87501955,0.90283,"('insensitive', 'sensitive')",-0.14866224,-0.078888886,0.74750906,0.86070526,0.4912888,0.5615488,0.07026
8,0.5566341,0.7648246,"('unaffectionate', 'affectionate')",0.94545615,0.911735,0.6066178,0.6006277,0.7029026,0.7590624,0.0561598
9,1.1101224,1.1910735,"('unaffectionate', 'caring')",0.9249909,0.8361552,1.3910673,1.3296549,1.1420602,1.1189613,-0.0230989
10,-0.59506387,-0.65188396,"('unsympathetic', 'sympathetic')",-1.6215463,-1.7054046,0.15183032,0.08079732,-0.6882599,-0.7588304,-0.0705705
11,-0.5114702,-0.51419437,"('unhelpful', 'helpful')",-1.2453804,-1.1603931,1.9849626,2.0261412,0.0760373,0.1171846,0.0411473
12,1.0897018,1.3273991,"('unsupportive', 'supportive')",-0.47881556,-0.35341018,-1.7642466,-1.6030577,-0.3844535,-0.2096896,0.1747639
13,-0.840089,-1.0199765,"('impolite', 'polite')",-1.0414189,-0.784938,-0.40798444,-0.50267184,-0.7631641,-0.7691954,-0.0060313
