,locomotive_male,locomotive_female,tuple,average_male,average_female,female-male
0,-0.28492004,-0.3770207,"('unsociable', 'sociable')",-0.28492,-0.3770207,-0.0921007
1,2.0000582,1.7587241,"('unfriendly', 'friendly')",2.0000582,1.7587241,-0.2413341
2,0.13013035,0.23320085,"('unlikable', 'likable')",0.1301304,0.2332008,0.1030704
3,-0.7617737,-0.5067805,"('repellent', 'pleasant')",-0.7617737,-0.5067805,0.2549932
4,-6.7423096,-7.0984864,"('disliked', 'liked')",-6.7423096,-7.0984864,-0.3561768
5,0.17144705,0.12024693,"('distant', 'outgoing')",0.1714471,0.1202469,-0.0512002
6,0.58649945,0.48578376,"('distant', 'open')",0.5864995,0.4857838,-0.1007157
7,0.8384842,0.8283631,"('insensitive', 'sensitive')",0.8384842,0.8283631,-0.0101211
8,1.6061363,1.5239465,"('unaffectionate', 'affectionate')",1.6061363,1.5239465,-0.0821898
9,2.1869648,2.171186,"('unaffectionate', 'caring')",2.1869648,2.171186,-0.0157788
10,0.2510044,0.39406514,"('unsympathetic', 'sympathetic')",0.2510044,0.3940651,0.1430607
11,1.8271713,1.8735911,"('unhelpful', 'helpful')",1.8271713,1.8735911,0.0464198
12,-1.3238372,-1.3107811,"('unsupportive', 'supportive')",-1.3238372,-1.3107811,0.0130561
13,-0.7509208,-0.61009187,"('impolite', 'polite')",-0.7509208,-0.6100919,0.1408289
14,-0.41942784,-0.3273372,"('antisocial', 'social')",-0.4194278,-0.3273372,0.0920906
15,1.1490049,0.93203765,"('boring', 'funny')",1.1490049,0.9320377,-0.2169672
16,-0.19984792,-0.35929754,"('unpopular', 'popular')",-0.1998479,-0.3592975,-0.1594496
17,0.43988627,0.5000552,"('nasty', 'nice')",0.4398863,0.5000552,0.0601689
18,-0.9368461,-0.7546294,"('disagreeable', 'welcoming')",-0.9368461,-0.7546294,0.1822167
19,0.049734555,0.023825817,"('inhospitable', 'hospitable')",0.0497346,0.0238258,-0.0259088
20,-0.36551073,-0.27254283,"('rough', 'thoughtful')",-0.3655107,-0.2725428,0.0929679
21,-0.38824868,-0.26719373,"('immoral', 'moral')",-0.3882487,-0.2671937,0.121055
22,-1.0315436,-1.0690033,"('untrustworthy', 'trustworthy')",-1.0315436,-1.0690033,-0.0374597
23,6.222107,6.4387197,"('insincere', 'sincere')",6.2221069,6.4387197,0.2166128
