,level_male,level_female,tuple,3_male,3_female,communications_male,communications_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.027880445,-0.078018725,"('unsociable', 'sociable')",0.46081573,0.41853684,0.47631016,0.29658487,-0.39618292,-0.5544728,0.1282656,0.0206575,-0.1076081
1,-0.6998105,-0.7722627,"('unfriendly', 'friendly')",-2.1881566,-2.1560667,0.5914266,0.37479657,1.8115608,1.6244111,-0.1212449,-0.2322804,-0.1110355
2,0.8452698,0.87283283,"('unlikable', 'likable')",0.56968063,0.72970796,1.2965739,1.4154497,0.703666,0.7648636,0.8537976,0.9457135,0.0919159
3,-0.5678265,-0.42794684,"('repellent', 'pleasant')",0.5772398,0.76135963,0.9009107,1.0466514,0.19870594,0.32715368,0.2772575,0.4268045,0.149547
4,-0.918721,-0.89220786,"('disliked', 'liked')",-1.0745919,-1.097477,-1.1882031,-1.2781578,-6.4891787,-6.716792,-2.4176736,-2.4961586,-0.078485
5,-1.1742897,-1.183096,"('distant', 'outgoing')",-1.4560963,-1.3416946,-0.4333369,-0.3792942,0.035206854,0.036551837,-0.757129,-0.7168832,0.0402458
6,-0.6364871,-0.63541645,"('distant', 'open')",-2.3631332,-2.2040753,-1.4738841,-1.474446,0.5487092,0.58075976,-0.9811988,-0.9332946,0.0479042
7,1.9502239,1.9906658,"('insensitive', 'sensitive')",0.8844484,0.97596866,0.6260803,0.7646175,0.38537827,0.38303015,0.9615328,1.0285705,0.0670377
8,-0.25582907,-0.23776573,"('unaffectionate', 'affectionate')",-1.9268706,-1.8030913,-1.1646833,-1.1563715,0.7241781,0.7155899,-0.6558012,-0.6204096,0.0353916
9,0.35402,0.39815155,"('unaffectionate', 'caring')",-1.4957622,-1.3557919,-0.16499068,-0.20595476,1.2147722,1.2562182,-0.0229902,0.0231557,0.0461459
10,0.6645718,0.65524185,"('unsympathetic', 'sympathetic')",1.6746143,1.7614707,0.38822842,0.5135698,-0.5786527,-0.5301814,0.5371905,0.6000252,0.0628347
11,1.1341426,1.1313434,"('unhelpful', 'helpful')",1.2420024,1.3089818,1.8621372,1.9632994,1.9516424,2.0573027,1.5474812,1.6152318,0.0677506
12,1.4625962,1.5833489,"('unsupportive', 'supportive')",1.3222232,1.5611248,0.19589172,0.4011778,-2.0174136,-2.0088792,0.2408243,0.3841931,0.1433688
13,0.9053326,0.8066771,"('impolite', 'polite')",0.9665894,0.8683021,1.1487049,1.1343203,-0.238742,-0.3031776,0.6954713,0.6265305,-0.0689408
14,1.203347,1.2151515,"('antisocial', 'social')",1.6214734,1.5515056,1.8566633,1.8672878,-0.66725314,-0.7216289,1.0035577,0.978079,-0.0254787
15,0.036836173,-0.087352484,"('boring', 'funny')",-0.6851958,-0.8030096,0.29933637,0.2749428,0.7103217,0.6085,0.0903246,-0.0017298,-0.0920544
16,-0.9187023,-0.90603125,"('unpopular', 'popular')",-0.8214664,-0.7891002,-0.74525976,-0.76536536,0.6013336,0.5750124,-0.4710237,-0.4713711,-0.0003474
17,-0.17250398,-0.04920684,"('nasty', 'nice')",-0.27851453,-0.1281922,-0.95525545,-0.81064713,-0.28544143,-0.21426222,-0.4229288,-0.3005771,0.1223517
18,-0.48900732,-0.46553242,"('disagreeable', 'welcoming')",-0.22393164,-0.1724883,-0.27330095,-0.34992057,-0.36044,-0.382119,-0.33667,-0.3425151,-0.0058451
19,-0.74315333,-0.6680016,"('inhospitable', 'hospitable')",-1.5787647,-1.4421695,-0.86167145,-0.82087636,-0.12510024,-0.070564054,-0.8271724,-0.7504029,0.0767695
20,-0.13270114,-0.12529214,"('rough', 'thoughtful')",0.25609356,0.2920919,0.4113477,0.47385204,0.6431312,0.64178175,0.2944678,0.3206084,0.0261406
21,0.8716502,0.80458283,"('immoral', 'moral')",1.947265,1.8901943,1.4008666,1.443678,-0.76283526,-0.73242027,0.8642367,0.8515087,-0.012728
22,0.7068912,0.6510443,"('untrustworthy', 'trustworthy')",0.9145274,0.8891319,1.0302742,0.97748756,-0.9187316,-0.967928,0.4332403,0.3874339,-0.0458064
23,1.2272037,1.2093925,"('insincere', 'sincere')",1.387171,1.4141316,1.7010454,1.7745532,6.0631986,6.141566,2.5946546,2.6349108,0.0402562
24,0.7276737,0.66146594,"('dishonest', 'honest')",0.5072582,0.49412805,0.6822826,0.7949456,1.021762,1.0210642,0.7347442,0.742901,0.0081568
25,-0.89777833,-0.8627517,"('egoistic', 'altruistic')",-1.416391,-1.4090072,0.17164892,0.0696883,1.6286232,1.4953004,-0.1284743,-0.1766926,-0.0482183
26,-0.56402487,-0.7540843,"('hardhearted', 'benevolent')",-1.482654,-1.5913261,0.20026994,0.04480463,1.3429121,1.1409469,-0.1258742,-0.2899147,-0.1640405
27,0.31304088,0.30328977,"('hardhearted', 'softhearted')",-0.784393,-0.68602586,-0.21653959,-0.17775576,1.1383094,1.0760692,0.1126044,0.1288943,0.0162899
28,0.49466348,0.3814065,"('disloyal', 'loyal')",-0.027011748,-0.06880755,-0.1868732,-0.3517808,1.1811235,1.0662591,0.3654755,0.2567693,-0.1087062
29,1.290936,1.1855725,"('unfair', 'fair')",-0.78498065,-0.8479576,-1.0926951,-1.1347623,-0.45055336,-0.6003617,-0.2593233,-0.3493773,-0.090054
30,0.9606552,0.9209463,"('intolerant', 'tolerant')",1.1872958,1.126526,1.8837562,1.8792199,1.068738,1.065435,1.2751113,1.2480317,-0.0270796
31,-2.61024,-2.5527012,"('evil', 'good')",-2.3565211,-2.3253567,-1.335643,-1.4826041,-0.8830051,-0.93662643,-1.7963524,-1.8243221,-0.0279697
32,1.5440869,1.4718031,"('unkind', 'kind')",1.1504394,1.1308174,0.77888674,0.73832387,1.189021,1.0437393,1.1656085,1.0961709,-0.0694376
33,1.1127653,1.0958235,"('wrong', 'right')",0.12116055,0.107181795,0.1463042,0.12933552,-0.27371258,-0.36526504,0.2766294,0.241769,-0.0348604
34,0.36207253,0.5141912,"('mean', 'honorable')",0.36476082,0.5994125,0.64511967,0.8412955,5.9745054,6.1958575,1.8366146,2.0376892,0.2010746
35,-1.0178415,-1.027872,"('corrupt', 'incorrupt')",-1.5917007,-1.6674278,-2.007997,-2.1478257,-0.071433656,-0.2047326,-1.1722432,-1.2619644,-0.0897212
36,-1.5943997,-1.6007001,"('hostile', 'amicable')",-2.551702,-2.519078,-1.7536212,-2.0456157,0.342688,0.15224583,-1.3892587,-1.503287,-0.1140283
37,0.6736825,0.66700274,"('fake', 'genuine')",0.755186,0.76292586,0.04642149,0.13274479,0.41514483,0.4656144,0.4726087,0.5070719,0.0344632
38,0.5968492,0.6273029,"('untruthful', 'truthful')",0.0732776,0.18220338,0.0657078,0.16223827,0.10316111,0.21302274,0.2097489,0.2961918,0.0864429
39,1.0740014,1.0795512,"('exploitative', 'cooperative')",1.1936871,1.0708637,1.3802226,1.3266937,0.33488524,0.3490673,0.995699,0.9565439,-0.0391551
40,-0.3926783,-0.36185747,"('stingy', 'generous')",-0.09727611,-0.030694345,-0.45671377,-0.5131352,-1.9078504,-2.0834854,-0.7136296,-0.7472931,-0.0336635
41,0.7886451,0.76569825,"('unforgiving', 'forgiving')",1.2534922,1.347246,-0.6324555,-0.75213295,0.19862159,0.09273027,0.4020759,0.3633854,-0.0386905
42,1.5475602,1.5963061,"('unreliable', 'reliable')",1.1556073,1.2649618,0.20405786,0.5188561,-2.972714,-2.849705,-0.0163721,0.1326048,0.1489769
43,2.140921,2.1543188,"('irresponsible', 'responsible')",0.98340976,1.1131256,1.4333106,1.6410533,0.5806231,0.67482376,1.2845662,1.3958304,0.1112642
44,-0.82654405,-0.91841096,"('prejudiced', 'unprejudiced')",-0.20106739,-0.29100263,-0.73156685,-0.6742859,-1.2025234,-1.1717268,-0.7404255,-0.7638565,-0.023431
45,1.6502316,1.7077903,"('incompetent', 'competent')",1.6274167,1.8234051,0.6818484,0.7480489,-0.2570394,-0.32931638,0.9256144,0.987482,0.0618676
46,0.8213534,0.7973394,"('uncompetitive', 'competitive')",2.4351292,2.5104363,1.6600567,1.7684898,-1.0087852,-0.9975115,0.9769385,1.0196885,0.04275
47,0.013698425,0.0067186654,"('stupid', 'smart')",0.80690116,0.8819981,1.5678015,1.6645985,5.9356246,6.0820823,2.0810065,2.1588492,0.0778427
48,1.0356982,1.0062236,"('unintelligent', 'intelligent')",0.8515881,0.79966694,0.24456783,0.18730618,0.43323922,0.37028766,0.6412733,0.5908711,-0.0504022
