,resident_male,resident_female,tuple,average_male,average_female,female-male
0,0.77288836,0.5666832,"('unsociable', 'sociable')",0.7728884,0.5666832,-0.2062052
1,0.84193987,0.6323242,"('unfriendly', 'friendly')",0.8419399,0.6323242,-0.2096157
2,-0.21355918,-0.12264757,"('unlikable', 'likable')",-0.2135592,-0.1226476,0.0909116
3,0.56512547,0.58526903,"('repellent', 'pleasant')",0.5651255,0.585269,0.0201435
4,-6.758919,-7.025175,"('disliked', 'liked')",-6.7589188,-7.0251751,-0.2662563
5,-1.1159182,-1.1450262,"('distant', 'outgoing')",-1.1159182,-1.1450262,-0.029108
6,-0.9049722,-0.97913843,"('distant', 'open')",-0.9049722,-0.9791384,-0.0741662
7,1.1503472,1.1631116,"('insensitive', 'sensitive')",1.1503472,1.1631116,0.0127644
8,0.46751598,0.35707837,"('unaffectionate', 'affectionate')",0.467516,0.3570784,-0.1104376
9,1.5470742,1.5566485,"('unaffectionate', 'caring')",1.5470742,1.5566485,0.0095743
10,1.2235295,1.2897798,"('unsympathetic', 'sympathetic')",1.2235295,1.2897798,0.0662503
11,2.6922328,2.738448,"('unhelpful', 'helpful')",2.6922328,2.7384479,0.0462151
12,-1.3121734,-1.3590791,"('unsupportive', 'supportive')",-1.3121734,-1.3590791,-0.0469057
13,0.56352043,0.54068553,"('impolite', 'polite')",0.5635204,0.5406855,-0.0228349
14,0.6239556,0.5858301,"('antisocial', 'social')",0.6239556,0.5858301,-0.0381255
15,0.57583445,0.3728283,"('boring', 'funny')",0.5758345,0.3728283,-0.2030062
16,-0.011225127,-0.12618473,"('unpopular', 'popular')",-0.0112251,-0.1261847,-0.1149596
17,-0.04984604,-0.07514846,"('nasty', 'nice')",-0.049846,-0.0751485,-0.0253025
18,-0.737088,-0.8864488,"('disagreeable', 'welcoming')",-0.737088,-0.8864488,-0.1493608
19,-0.8942964,-0.9609793,"('inhospitable', 'hospitable')",-0.8942964,-0.9609793,-0.0666829
20,0.52842456,0.43843666,"('rough', 'thoughtful')",0.5284246,0.4384367,-0.0899879
21,0.25587252,0.3621524,"('immoral', 'moral')",0.2558725,0.3621524,0.1062799
22,-0.109490395,-0.15362059,"('untrustworthy', 'trustworthy')",-0.1094904,-0.1536206,-0.0441302
23,6.601413,6.6476674,"('insincere', 'sincere')",6.6014128,6.6476674,0.0462546
24,1.5524317,1.6138357,"('dishonest', 'honest')",1.5524317,1.6138357,0.061404
25,0.37486106,0.14522426,"('egoistic', 'altruistic')",0.3748611,0.1452243,-0.2296368
26,0.9443902,0.7583829,"('hardhearted', 'benevolent')",0.9443902,0.7583829,-0.1860073
27,1.0589852,0.81149465,"('hardhearted', 'softhearted')",1.0589852,0.8114946,-0.2474906
28,1.3434014,1.3783422,"('disloyal', 'loyal')",1.3434014,1.3783422,0.0349408
29,-0.997589,-1.0891142,"('unfair', 'fair')",-0.997589,-1.0891142,-0.0915252
30,1.4421573,1.3935461,"('intolerant', 'tolerant')",1.4421573,1.3935461,-0.0486112
31,-1.9528337,-2.1311383,"('evil', 'good')",-1.9528337,-2.1311383,-0.1783046
32,1.5994283,1.5624199,"('unkind', 'kind')",1.5994283,1.5624199,-0.0370084
