,travelers_male,travelers_female,tuple,companies_male,companies_female,inc_male,inc_female,average_male,average_female,female-male
0,1.6561236,1.5638582,"('unsociable', 'sociable')",1.7557933,1.6695974,-0.21283391,-0.34855923,1.066361,0.9616322,-0.1047288
1,1.2474682,1.2805017,"('unfriendly', 'friendly')",-0.61457914,-0.73861384,1.6818587,1.5907907,0.7715826,0.7108928,-0.0606898
2,0.35778677,0.4548164,"('unlikable', 'likable')",0.9071245,0.9902759,0.60812646,0.72551405,0.6243459,0.7235355,0.0991896
3,-0.19910556,-0.11942604,"('repellent', 'pleasant')",1.1503198,1.1887797,0.365283,0.40021572,0.4388324,0.4898565,0.0510241
4,-0.15806305,-0.16754678,"('disliked', 'liked')",-0.10557346,-0.03598265,-6.0334315,-6.1036487,-2.0990227,-2.1023927,-0.00337
5,-0.2829727,-0.21109773,"('distant', 'outgoing')",-1.0931815,-1.123501,-0.04341664,-0.014153883,-0.4731903,-0.4495842,0.0236061
6,-0.51460755,-0.46600038,"('distant', 'open')",-1.9521034,-1.9614468,0.4815305,0.4949512,-0.6617269,-0.6441653,0.0175616
7,1.6838696,1.6993107,"('insensitive', 'sensitive')",1.5417091,1.6382532,0.53683203,0.5222455,1.254137,1.2866031,0.0324661
8,0.28295588,0.30277124,"('unaffectionate', 'affectionate')",-0.9311082,-0.9847348,0.34313488,0.35705173,-0.1016725,-0.1083039,-0.0066314
9,1.8872736,1.949096,"('unaffectionate', 'caring')",0.21296807,0.2107634,1.1411537,1.1976999,1.0804652,1.1191864,0.0387212
10,1.1374128,1.1149246,"('unsympathetic', 'sympathetic')",2.0634773,2.094594,0.006967975,-0.02763864,1.069286,1.0606266,-0.0086594
11,0.81008446,0.8979474,"('unhelpful', 'helpful')",2.1628323,2.2312145,2.4437923,2.5280657,1.8055696,1.8857425,0.0801729
12,2.2697861,2.383861,"('unsupportive', 'supportive')",1.9709622,2.2696095,-1.7269949,-1.6695062,0.8379178,0.9946548,0.156737
13,1.4124224,1.384583,"('impolite', 'polite')",1.6063592,1.5971742,0.060997438,0.0012374856,1.026593,0.9943315,-0.0322615
14,1.1903803,1.1587564,"('antisocial', 'social')",2.1957438,2.2234328,-0.49606985,-0.5434221,0.9633514,0.9462557,-0.0170957
15,0.06635305,-0.027068077,"('boring', 'funny')",-0.5765271,-0.7258233,0.19106805,0.15196785,-0.1063687,-0.2003078,-0.0939391
16,-0.045751,-0.004411513,"('unpopular', 'popular')",-1.0859485,-1.0773864,0.78813964,0.8016198,-0.1145199,-0.0933927,0.0211272
17,-0.17552225,-0.13342668,"('nasty', 'nice')",-0.29851514,-0.21312249,-0.31261435,-0.24573587,-0.2622172,-0.1974283,0.0647889
18,-0.23666102,-0.19037186,"('disagreeable', 'welcoming')",-0.43790698,-0.3607483,-0.57824814,-0.56773436,-0.4176054,-0.3729515,0.0446539
19,-1.6079167,-1.5452228,"('inhospitable', 'hospitable')",-1.0364648,-1.0791874,-0.20785005,-0.12468795,-0.9507438,-0.916366,0.0343778
20,-0.25533783,-0.19088128,"('rough', 'thoughtful')",0.13856556,0.2314806,0.9895169,1.007072,0.2909149,0.3492238,0.0583089
21,0.75246227,0.6864279,"('immoral', 'moral')",1.9472951,1.9775741,-0.55976033,-0.5752944,0.7133323,0.6962358,-0.0170965
22,-0.029156202,-0.0999137,"('untrustworthy', 'trustworthy')",1.1156149,1.1494281,-0.777806,-0.77586126,0.1028842,0.0912177,-0.0116665
23,0.9715929,0.95070654,"('insincere', 'sincere')",0.9448559,0.9457972,5.7943697,5.820177,2.5702728,2.5722268,0.001954
24,0.92775404,0.8432289,"('dishonest', 'honest')",0.35417637,0.3591728,0.94706154,0.9407457,0.7429973,0.7143825,-0.0286148
25,1.0396001,1.0725085,"('egoistic', 'altruistic')",0.08836275,0.045984868,1.2094129,1.1941278,0.7791252,0.7708737,-0.0082515
26,1.2710333,1.2157986,"('hardhearted', 'benevolent')",1.2202214,1.1259254,1.8353665,1.73025,1.442207,1.3573246,-0.0848824
27,0.18072355,0.21571462,"('hardhearted', 'softhearted')",0.9507928,0.99916404,1.020774,1.0064793,0.7174301,0.7404526,0.0230225
28,0.9737649,0.85858107,"('disloyal', 'loyal')",0.36464828,0.23332277,1.038522,0.97359866,0.7923117,0.6885008,-0.1038109
29,0.27635834,0.2671018,"('unfair', 'fair')",-1.4195949,-1.335741,-0.46841386,-0.6020731,-0.5372168,-0.5569041,-0.0196873
30,1.9507207,1.9459753,"('intolerant', 'tolerant')",2.6340349,2.5836668,0.936728,0.8949057,1.8404945,1.8081826,-0.0323119
31,-1.5020727,-1.4254856,"('evil', 'good')",-2.0396926,-1.995455,-1.1755161,-1.1537399,-1.5724271,-1.5248934,0.0475337
32,0.96763456,0.9216356,"('unkind', 'kind')",1.5395441,1.5251702,1.3474979,1.2652463,1.2848922,1.2373508,-0.0475414
33,1.5284957,1.5668203,"('wrong', 'right')",-0.66885936,-0.70200366,-0.5732886,-0.6440807,0.0954492,0.0735786,-0.0218706
34,-0.25273168,-0.15906347,"('mean', 'honorable')",0.7817011,0.90240866,6.20476,6.337624,2.2445765,2.3603231,0.1157466
35,-0.90056074,-0.85089356,"('corrupt', 'incorrupt')",-2.1438074,-2.2043204,-0.29738355,-0.41863713,-1.1139173,-1.1579503,-0.044033
36,-1.299242,-1.243601,"('hostile', 'amicable')",-2.714108,-2.813717,0.10165645,-0.031722963,-1.3038979,-1.3630136,-0.0591157
37,-0.22837234,-0.27669495,"('fake', 'genuine')",0.12068957,0.17984985,0.088167764,0.13129333,-0.006505,0.0114827,0.0179877
38,0.51918423,0.59040534,"('untruthful', 'truthful')",0.44107297,0.48270828,0.3761761,0.41449553,0.4454778,0.4958697,0.0503919
39,1.1239531,1.1293248,"('exploitative', 'cooperative')",1.2027444,1.2430569,0.14046231,0.1310461,0.8223866,0.8344759,0.0120893
40,1.0526435,1.0793945,"('stingy', 'generous')",0.5129986,0.6250591,-1.6131377,-1.684535,-0.0158319,0.0066395,0.0224714
41,0.7459977,0.7823155,"('unforgiving', 'forgiving')",0.30944407,0.40401265,0.16099185,0.07888977,0.4054779,0.4217393,0.0162614
42,1.2961774,1.3059542,"('unreliable', 'reliable')",1.4957534,1.6303648,-2.4832096,-2.434053,0.102907,0.167422,0.064515
43,1.5665619,1.64184,"('irresponsible', 'responsible')",1.51533,1.6791421,0.5453435,0.57297385,1.2090785,1.2979852,0.0889067
44,-1.1495419,-1.0728008,"('prejudiced', 'unprejudiced')",-0.40853465,-0.38379925,-1.2569447,-1.215099,-0.9383403,-0.8905663,0.047774
45,-0.22215557,-0.18506643,"('incompetent', 'competent')",1.4082586,1.4895918,-0.03342041,-0.049934395,0.3842275,0.418197,0.0339695
46,0.2902907,0.30346528,"('uncompetitive', 'competitive')",2.4593303,2.529323,-0.38141403,-0.46406314,0.7894023,0.7895751,0.0001728
47,0.21432447,0.20227484,"('stupid', 'smart')",1.0009804,1.0874068,5.652761,5.815485,2.2893553,2.3683888,0.0790335
48,0.7756733,0.68327457,"('unintelligent', 'intelligent')",-0.23854282,-0.24508291,0.36477888,0.31014904,0.3006365,0.2494469,-0.0511896
49,-1.737785,-1.6569998,"('unable', 'able')",-0.124745764,-0.03059952,-0.081494674,0.05499821,-0.6480085,-0.5442004,0.1038081
50,-0.6457049,-0.6203355,"('clumsy', 'skillful')",-0.6841666,-0.66347325,0.119085245,0.1387543,-0.4035954,-0.3816848,0.0219106
51,-0.3501007,-0.47484443,"('uneducated', 'educated')",0.8929593,0.801366,0.3808873,0.28993416,0.3079153,0.2054852,-0.1024301
52,-0.8863909,-0.992735,"('irrational', 'rational')",-2.424352,-2.6567745,-0.53993523,-0.64240927,-1.2835593,-1.4306396,-0.1470803
53,-0.40992108,-0.3860287,"('uncreative', 'creative')",-0.19499746,-0.26630834,0.88295865,0.8485631,0.09268,0.0654087,-0.0272713
54,-0.33500287,-0.35448247,"('incapable', 'capable')",-0.70102197,-0.77869225,0.83784664,0.9420235,-0.0660594,-0.063717,0.0023424
55,0.43855062,0.4210208,"('incompetent', 'clever')",1.8529946,1.8721381,0.05811268,0.050024044,0.7832193,0.781061,-0.0021583
56,2.2818544,2.3072119,"('impractical', 'practical')",2.513208,2.5596197,-0.024273366,-0.013763107,1.5902629,1.6176896,0.0274267
