,aon_male,aon_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-0.87189424,-0.8538473,"('unsociable', 'sociable')",-0.698839,-0.7597135,-0.7853667,-0.8067804,-0.0214137
1,-0.6147401,-0.81227595,"('unfriendly', 'friendly')",2.539135,2.297657,0.9621974,0.7426906,-0.2195068
2,0.8275799,0.88370556,"('unlikable', 'likable')",0.24496444,0.27962795,0.5362722,0.5816668,0.0453946
3,-0.49085623,-0.3393277,"('repellent', 'pleasant')",-0.30409813,-0.21123712,-0.3974772,-0.2752824,0.1221948
4,-0.17775497,-0.20694074,"('disliked', 'liked')",-4.772071,-4.555311,-2.4749129,-2.3811259,0.093787
5,-0.5484426,-0.627224,"('distant', 'outgoing')",0.58883816,0.5185709,0.0201978,-0.0543266,-0.0745244
6,-0.31121817,-0.38930702,"('distant', 'open')",0.70017856,0.5879417,0.1944802,0.0993173,-0.0951629
7,0.128698,0.23621187,"('insensitive', 'sensitive')",0.9884168,1.0283675,0.5585574,0.6322897,0.0737323
8,-0.6321528,-0.7847949,"('unaffectionate', 'affectionate')",1.337059,1.0966073,0.3524531,0.1559062,-0.1965469
9,-0.74191517,-0.8305274,"('unaffectionate', 'caring')",1.6077981,1.4414608,0.4329415,0.3054667,-0.1274748
10,-1.0447693,-0.94930536,"('unsympathetic', 'sympathetic')",-0.48560727,-0.41012907,-0.7651883,-0.6797172,0.0854711
11,-0.40299517,-0.32253104,"('unhelpful', 'helpful')",1.0443676,1.0490036,0.3206862,0.3632363,0.0425501
12,0.2656359,0.29020375,"('unsupportive', 'supportive')",-0.97243196,-0.8579856,-0.353398,-0.2838909,0.0695071
13,-0.29577598,-0.22763681,"('impolite', 'polite')",-0.8860435,-0.7525937,-0.5909097,-0.4901153,0.1007944
14,0.23509914,0.30264944,"('antisocial', 'social')",0.45368332,0.6113709,0.3443912,0.4570102,0.112619
15,0.2893943,0.16153698,"('boring', 'funny')",0.1094705,0.040652033,0.1994324,0.1010945,-0.0983379
16,-0.68630487,-0.5974678,"('unpopular', 'popular')",-0.3114515,-0.40912777,-0.4988782,-0.5032978,-0.0044196
17,-0.22499059,-0.14431989,"('nasty', 'nice')",-0.8763009,-0.95623916,-0.5506457,-0.5502795,0.0003662
