,condominium_male,condominium_female,tuple,average_male,average_female,female-male
0,0.14478539,0.10870727,"('unsociable', 'sociable')",0.1447854,0.1087073,-0.0360781
1,0.17147005,0.07917858,"('unfriendly', 'friendly')",0.17147,0.0791786,-0.0922914
2,1.0073323,1.0931454,"('unlikable', 'likable')",1.0073323,1.0931454,0.0858131
3,-0.73636436,-0.6114297,"('repellent', 'pleasant')",-0.7363644,-0.6114297,0.1249347
4,-1.858143,-1.6516658,"('disliked', 'liked')",-1.858143,-1.6516658,0.2064772
5,1.2742645,1.2658604,"('distant', 'outgoing')",1.2742645,1.2658604,-0.0084041
6,1.036506,1.0387259,"('distant', 'open')",1.0365061,1.0387259,0.0022198
7,0.55520487,0.57127225,"('insensitive', 'sensitive')",0.5552049,0.5712723,0.0160674
8,0.5445618,0.47480834,"('unaffectionate', 'affectionate')",0.5445618,0.4748083,-0.0697535
9,1.0193856,0.94228363,"('unaffectionate', 'caring')",1.0193856,0.9422836,-0.077102
10,-0.65670544,-0.6699036,"('unsympathetic', 'sympathetic')",-0.6567054,-0.6699036,-0.0131982
11,0.17955226,0.105021566,"('unhelpful', 'helpful')",0.1795523,0.1050216,-0.0745307
12,-0.05415384,0.03379432,"('unsupportive', 'supportive')",-0.0541538,0.0337943,0.0879481
13,-0.0639503,-0.1627378,"('impolite', 'polite')",-0.0639503,-0.1627378,-0.0987875
14,0.25844702,0.29611194,"('antisocial', 'social')",0.258447,0.2961119,0.0376649
15,0.8319095,0.8120841,"('boring', 'funny')",0.8319095,0.8120841,-0.0198254
16,0.8021526,0.9007781,"('unpopular', 'popular')",0.8021526,0.9007781,0.0986255
17,0.46030158,0.5664248,"('nasty', 'nice')",0.4603016,0.5664248,0.1061232
18,-0.057750463,0.01850561,"('disagreeable', 'welcoming')",-0.0577505,0.0185056,0.0762561
19,-0.8248996,-0.8144614,"('inhospitable', 'hospitable')",-0.8248996,-0.8144614,0.0104382
20,-0.32125366,-0.33396783,"('rough', 'thoughtful')",-0.3212537,-0.3339678,-0.0127141
21,-0.51311713,-0.47383308,"('immoral', 'moral')",-0.5131171,-0.4738331,0.039284
22,-0.74959165,-0.71239346,"('untrustworthy', 'trustworthy')",-0.7495916,-0.7123935,0.0371981
23,1.9329805,1.7861779,"('insincere', 'sincere')",1.9329805,1.7861779,-0.1468026
24,-0.42550895,-0.560161,"('dishonest', 'honest')",-0.4255089,-0.560161,-0.1346521
25,-0.019893954,-0.13396966,"('egoistic', 'altruistic')",-0.019894,-0.1339697,-0.1140757
26,1.2851381,1.1876452,"('hardhearted', 'benevolent')",1.2851381,1.1876452,-0.0974929
27,0.8180371,0.67255414,"('hardhearted', 'softhearted')",0.8180371,0.6725541,-0.145483
28,0.08649422,-0.13726112,"('disloyal', 'loyal')",0.0864942,-0.1372611,-0.2237553
29,-0.039851353,-0.066429146,"('unfair', 'fair')",-0.0398514,-0.0664291,-0.0265777
30,0.64713526,0.6180897,"('intolerant', 'tolerant')",0.6471353,0.6180897,-0.0290456
31,-0.24992315,-0.116589785,"('evil', 'good')",-0.2499232,-0.1165898,0.1333334
32,0.16757745,0.04865546,"('unkind', 'kind')",0.1675774,0.0486555,-0.1189219
33,0.6727782,0.625209,"('wrong', 'right')",0.6727782,0.625209,-0.0475692
34,1.7892865,1.8263772,"('mean', 'honorable')",1.7892865,1.8263772,0.0370907
35,0.54262406,0.44284183,"('corrupt', 'incorrupt')",0.5426241,0.4428418,-0.0997823
36,0.33320442,0.42006755,"('hostile', 'amicable')",0.3332044,0.4200675,0.0868631
37,0.031065151,0.0057478584,"('fake', 'genuine')",0.0310652,0.0057479,-0.0253173
38,0.55021006,0.45770305,"('untruthful', 'truthful')",0.5502101,0.4577031,-0.092507
39,1.1340947,1.1377659,"('exploitative', 'cooperative')",1.1340947,1.1377659,0.0036712
40,-0.39483315,-0.4045171,"('stingy', 'generous')",-0.3948331,-0.4045171,-0.009684
