,bust_male,bust_female,tuple,average_male,average_female,female-male
0,0.0661981,-0.06548156,"('unsociable', 'sociable')",0.0661981,-0.0654816,-0.1316797
1,2.0272913,2.0863047,"('unfriendly', 'friendly')",2.0272913,2.0863047,0.0590134
2,0.3656147,0.5163639,"('unlikable', 'likable')",0.3656147,0.5163639,0.1507492
3,0.86484754,0.92642,"('repellent', 'pleasant')",0.8648475,0.92642,0.0615725
4,-6.763413,-6.6250772,"('disliked', 'liked')",-6.763413,-6.6250772,0.1383358
5,0.06476054,0.35167447,"('distant', 'outgoing')",0.0647605,0.3516745,0.286914
6,0.46358824,0.6853101,"('distant', 'open')",0.4635882,0.6853101,0.2217219
7,1.1470039,1.1910728,"('insensitive', 'sensitive')",1.1470039,1.1910728,0.0440689
8,1.4503038,1.4855864,"('unaffectionate', 'affectionate')",1.4503038,1.4855864,0.0352826
9,1.8283005,1.9935839,"('unaffectionate', 'caring')",1.8283005,1.9935839,0.1652834
10,0.886164,0.85069895,"('unsympathetic', 'sympathetic')",0.886164,0.8506989,-0.0354651
11,1.9771047,2.0897255,"('unhelpful', 'helpful')",1.9771047,2.0897255,0.1126208
12,-1.2070006,-1.0125778,"('unsupportive', 'supportive')",-1.2070006,-1.0125778,0.1944228
13,0.14345059,0.037541077,"('impolite', 'polite')",0.1434506,0.0375411,-0.1059095
14,-0.21225898,-0.36139664,"('antisocial', 'social')",-0.212259,-0.3613966,-0.1491376
15,0.9383992,0.9178289,"('boring', 'funny')",0.9383992,0.9178289,-0.0205703
16,-0.47772902,-0.37548488,"('unpopular', 'popular')",-0.477729,-0.3754849,0.1022441
17,-0.20491864,-0.11783482,"('nasty', 'nice')",-0.2049186,-0.1178348,0.0870838
18,-0.0235979,0.01870272,"('disagreeable', 'welcoming')",-0.0235979,0.0187027,0.0423006
19,-0.08090359,0.2431049,"('inhospitable', 'hospitable')",-0.0809036,0.2431049,0.3240085
20,0.3129719,0.12242905,"('rough', 'thoughtful')",0.3129719,0.1224291,-0.1905428
21,0.05893678,0.13205676,"('immoral', 'moral')",0.0589368,0.1320568,0.07312
22,-0.087068215,-0.010510974,"('untrustworthy', 'trustworthy')",-0.0870682,-0.010511,0.0765572
23,6.658337,6.730752,"('insincere', 'sincere')",6.6583371,6.730752,0.0724149
24,1.8156972,1.9043379,"('dishonest', 'honest')",1.8156972,1.9043379,0.0886407
25,0.9928671,0.9454572,"('egoistic', 'altruistic')",0.9928671,0.9454572,-0.0474099
26,1.0516787,0.7902082,"('hardhearted', 'benevolent')",1.0516787,0.7902082,-0.2614705
27,1.9163972,1.7293885,"('hardhearted', 'softhearted')",1.9163972,1.7293885,-0.1870087
28,1.0265704,1.0096865,"('disloyal', 'loyal')",1.0265704,1.0096865,-0.0168839
29,-0.8019297,-0.85370564,"('unfair', 'fair')",-0.8019297,-0.8537056,-0.0517759
30,1.0105222,0.97175145,"('intolerant', 'tolerant')",1.0105222,0.9717515,-0.0387707
31,-1.1795535,-1.0616913,"('evil', 'good')",-1.1795535,-1.0616913,0.1178622
32,1.5960793,1.4920025,"('unkind', 'kind')",1.5960793,1.4920025,-0.1040768
33,-0.11272799,0.07587393,"('wrong', 'right')",-0.112728,0.0758739,0.1886019
34,4.532041,4.81349,"('mean', 'honorable')",4.5320411,4.8134899,0.2814488
35,-1.0865493,-1.0432137,"('corrupt', 'incorrupt')",-1.0865493,-1.0432137,0.0433356
36,-0.8153191,-0.80751127,"('hostile', 'amicable')",-0.8153191,-0.8075113,0.0078078
37,1.1046927,1.0447364,"('fake', 'genuine')",1.1046927,1.0447364,-0.0599563
38,0.17564192,0.3339702,"('untruthful', 'truthful')",0.1756419,0.3339702,0.1583283
39,0.2710043,0.22758828,"('exploitative', 'cooperative')",0.2710043,0.2275883,-0.043416
40,-0.91878945,-1.0098841,"('stingy', 'generous')",-0.9187894,-1.0098841,-0.0910947
41,0.20019487,0.024459012,"('unforgiving', 'forgiving')",0.2001949,0.024459,-0.1757359
42,-2.2753716,-2.2834415,"('unreliable', 'reliable')",-2.2753716,-2.2834415,-0.0080699
43,0.93615454,0.91813236,"('irresponsible', 'responsible')",0.9361545,0.9181324,-0.0180221
44,-1.5935405,-1.7364451,"('prejudiced', 'unprejudiced')",-1.5935405,-1.7364451,-0.1429046
45,0.14933974,0.15720938,"('incompetent', 'competent')",0.1493397,0.1572094,0.0078697
46,-0.711074,-0.76315594,"('uncompetitive', 'competitive')",-0.711074,-0.7631559,-0.0520819
47,4.836428,4.960497,"('stupid', 'smart')",4.8364282,4.9604969,0.1240687
48,0.5320365,0.43741947,"('unintelligent', 'intelligent')",0.5320365,0.4374195,-0.094617
49,0.4519676,0.64237523,"('unable', 'able')",0.4519676,0.6423752,0.1904076
50,-0.245574,-0.14968531,"('clumsy', 'skillful')",-0.245574,-0.1496853,0.0958887
51,1.0860388,0.9945108,"('uneducated', 'educated')",1.0860388,0.9945108,-0.091528
52,-0.33844125,-0.2518353,"('irrational', 'rational')",-0.3384413,-0.2518353,0.086606
53,0.3462572,0.35934675,"('uncreative', 'creative')",0.3462572,0.3593467,0.0130895
54,1.3327466,1.7246875,"('incapable', 'capable')",1.3327466,1.7246875,0.3919409
55,0.9150057,0.84751666,"('incompetent', 'clever')",0.9150057,0.8475167,-0.067489
56,0.2522822,0.40693954,"('impractical', 'practical')",0.2522822,0.4069395,0.1546573
57,-2.3052077,-2.2786539,"('unimaginative', 'imaginative')",-2.3052077,-2.2786539,0.0265538
58,0.26501387,0.15597743,"('undiscriminating', 'discriminating')",0.2650139,0.1559774,-0.1090365
59,0.020942967,0.19150618,"('foolish', 'wise')",0.020943,0.1915062,0.1705632
60,0.36295098,0.29766133,"('inefficient', 'efficient')",0.362951,0.2976613,-0.0652897
61,0.3185221,0.15336227,"('illogical', 'logical')",0.3185221,0.1533623,-0.1651598
62,1.2774206,1.5161407,"('incompetent', 'brilliant')",1.2774206,1.5161407,0.2387201
63,0.7953906,0.93732095,"('unperceptive', 'insightful')",0.7953906,0.9373209,0.1419303
64,-6.3008437,-6.0979676,"('shy', 'confident')",-6.3008437,-6.0979676,0.2028761
65,0.20613004,0.23004386,"('insecure', 'secure')",0.20613,0.2300439,0.0239139
66,-0.39790738,-0.39779243,"('inactive', 'active')",-0.3979074,-0.3977924,0.000115
67,-1.0290642,-1.1423198,"('doubtful', 'determined')",-1.0290642,-1.1423198,-0.1132556
68,-0.72975457,-0.6264146,"('dependent', 'independent')",-0.7297546,-0.6264146,0.10334
69,-2.01566,-1.8989916,"('lazy', 'industrious')",-2.01566,-1.8989916,0.1166684
70,1.3585188,1.3254845,"('lethargic', 'energetic')",1.3585188,1.3254845,-0.0330343
71,0.21598928,0.45450473,"('diffident', 'self-confident')",0.2159893,0.4545047,0.2385154
72,0.8543757,0.9949682,"('unambitious', 'ambitious')",0.8543757,0.9949682,0.1405925
73,-2.4402413,-2.2460253,"('helpless', 'self-reliant')",-2.4402413,-2.2460253,0.194216
74,0.4763636,0.32961512,"('undedicated', 'dedicated')",0.4763636,0.3296151,-0.1467485
75,-0.851575,-0.664699,"('meek', 'impulsive')",-0.851575,-0.664699,0.186876
76,0.63590986,0.39949837,"('anxious', 'daring')",0.6359099,0.3994984,-0.2364115
77,-1.62586,-1.4257184,"('unmotivated', 'motivated')",-1.62586,-1.4257184,0.2001416
78,-0.86137855,-0.7583694,"('nonresilient', 'resilient')",-0.8613786,-0.7583694,0.1030092
79,-0.15044497,-0.0005423445,"('wavering', 'unwavering')",-0.150445,-0.0005423,0.1499027
80,0.054814875,-0.03807747,"('dominated', 'dominating')",0.0548149,-0.0380775,-0.0928924
81,-0.09757035,-0.18390095,"('submissive', 'aggressive')",-0.0975704,-0.183901,-0.0863306
82,6.408431,6.595706,"('poor', 'rich')",6.4084311,6.595706,0.1872749
83,-0.6954569,-0.7045272,"('powerless', 'powerful')",-0.6954569,-0.7045272,-0.0090703
84,0.11774751,0.1220091,"('inferior', 'superior')",0.1177475,0.1220091,0.0042616
85,-0.7975489,-0.883589,"('insignificant', 'prestigious')",-0.7975489,-0.883589,-0.0860401
86,0.83716327,0.7404278,"('uninfluential', 'influential')",0.8371633,0.7404278,-0.0967355
87,0.66711915,0.8404647,"('unsuccessful', 'successful')",0.6671191,0.8404647,0.1733456
88,0.34428447,0.38101888,"('low', 'eminent')",0.3442845,0.3810189,0.0367344
