,udr_male,udr_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.06406149,-0.08540287,"('unsociable', 'sociable')",-0.061432198,-0.21143666,0.0013146,-0.1484198,-0.1497344
1,-0.8192578,-1.0740148,"('unfriendly', 'friendly')",1.7741187,1.6586704,0.4774304,0.2923278,-0.1851026
2,0.5304987,0.5400584,"('unlikable', 'likable')",0.36244768,0.48404914,0.4464732,0.5120537,0.0655805
3,-0.1397575,0.07612556,"('repellent', 'pleasant')",0.57587117,0.6556293,0.2180568,0.3658774,0.1478206
4,-0.36324218,-0.55131114,"('disliked', 'liked')",-6.426714,-6.546045,-3.394978,-3.5486779,-0.1536999
5,-1.1856104,-1.3365492,"('distant', 'outgoing')",-0.1693723,-0.22085337,-0.6774914,-0.7787012,-0.1012098
6,-1.3915126,-1.5665879,"('distant', 'open')",0.28138673,0.23931473,-0.5550629,-0.6636366,-0.1085737
7,0.70673776,0.68614733,"('insensitive', 'sensitive')",1.1716105,1.1238993,0.9391741,0.9050233,-0.0341508
8,-0.83449185,-0.807212,"('unaffectionate', 'affectionate')",1.1152072,1.022023,0.1403577,0.1074055,-0.0329522
9,-0.8992272,-0.9258944,"('unaffectionate', 'caring')",1.3325291,1.2505488,0.2166509,0.1623272,-0.0543237
10,-0.004508026,0.060743675,"('unsympathetic', 'sympathetic')",-0.13762778,-0.14825416,-0.0710679,-0.0437552,0.0273127
11,-0.0699937,0.0019214377,"('unhelpful', 'helpful')",1.281908,1.3776166,0.6059572,0.689769,0.0838118
12,-0.047908343,-0.047116015,"('unsupportive', 'supportive')",-1.8557303,-1.8908138,-0.9518193,-0.9689649,-0.0171456
13,-0.036008667,0.06822333,"('impolite', 'polite')",-0.52130103,-0.4098051,-0.2786548,-0.1707909,0.1078639
14,1.1130294,1.0744537,"('antisocial', 'social')",0.035082154,-0.004082445,0.5740557,0.5351856,-0.0388701
15,0.43956608,0.19448565,"('boring', 'funny')",0.80159104,0.7299208,0.6205785,0.4622032,-0.1583753
16,-1.1236337,-1.1624676,"('unpopular', 'popular')",-0.018124655,0.047914922,-0.5708792,-0.5572764,0.0136028
17,-0.5594085,-0.50432354,"('nasty', 'nice')",-0.5304609,-0.48376843,-0.5449347,-0.494046,0.0508887
18,-1.1840292,-1.182998,"('disagreeable', 'welcoming')",-0.49146563,-0.50428426,-0.8377475,-0.8436411,-0.0058936
19,-0.3174919,-0.29821068,"('inhospitable', 'hospitable')",0.03693053,0.09681505,-0.1402807,-0.1006978,0.0395829
20,0.3030799,0.3002945,"('rough', 'thoughtful')",1.0024141,0.9419046,0.652747,0.6210995,-0.0316475
21,-0.08061025,0.050390508,"('immoral', 'moral')",-0.66946477,-0.57185215,-0.3750375,-0.2607308,0.1143067
22,0.44640642,0.31504875,"('untrustworthy', 'trustworthy')",-0.56787765,-0.68115556,-0.0607356,-0.1830534,-0.1223178
23,0.40786853,0.43219367,"('insincere', 'sincere')",5.82696,5.805086,3.1174142,3.1186399,0.0012257
24,0.3835649,0.3784222,"('dishonest', 'honest')",0.90968615,0.85745955,0.6466255,0.6179409,-0.0286846
25,-0.12925246,-0.16346037,"('egoistic', 'altruistic')",1.5646961,1.5315598,0.7177218,0.6840497,-0.0336721
26,0.5963514,0.31902412,"('hardhearted', 'benevolent')",2.0616705,1.9821439,1.329011,1.150584,-0.178427
27,-0.290517,-0.36764377,"('hardhearted', 'softhearted')",1.3519045,1.2161947,0.5306938,0.4242755,-0.1064183
28,-0.22703053,-0.34648162,"('disloyal', 'loyal')",1.1091056,0.95327663,0.4410375,0.3033975,-0.13764
29,-0.10115154,-0.2553114,"('unfair', 'fair')",-0.21499169,-0.41533375,-0.1580716,-0.3353226,-0.177251
30,0.7757883,0.82643056,"('intolerant', 'tolerant')",1.1963336,1.2894592,0.986061,1.0579449,0.0718839
31,-1.2969272,-1.4482911,"('evil', 'good')",-0.68712515,-0.8672986,-0.9920262,-1.1577948,-0.1657686
32,0.26366764,0.13045439,"('unkind', 'kind')",0.88369286,0.7552466,0.5736803,0.4428505,-0.1308298
33,0.36042425,0.25786772,"('wrong', 'right')",-0.3574397,-0.4716266,0.0014923,-0.1068794,-0.1083717
34,-0.97198474,-0.7738614,"('mean', 'honorable')",5.439179,5.6902986,2.233597,2.4582186,0.2246216
35,-0.6790092,-0.9606489,"('corrupt', 'incorrupt')",0.028392013,-0.20893218,-0.3253086,-0.5847905,-0.2594819
36,-1.659444,-1.9704571,"('hostile', 'amicable')",0.25780872,-0.00027752854,-0.7008176,-0.9853673,-0.2845497
37,0.7734556,0.7668946,"('fake', 'genuine')",0.59588236,0.6145811,0.684669,0.6907378,0.0060688
38,-0.9706931,-0.9841719,"('untruthful', 'truthful')",-0.26518238,-0.20375401,-0.6179377,-0.593963,0.0239747
39,0.37248024,0.49835047,"('exploitative', 'cooperative')",0.065153316,0.07172185,0.2188168,0.2850361,0.0662193
40,0.39065048,0.3050182,"('stingy', 'generous')",-1.2482718,-1.3775073,-0.4288107,-0.5362446,-0.1074339
41,-0.07620956,-0.18759322,"('unforgiving', 'forgiving')",0.25980318,0.12230669,0.0917968,-0.0326433,-0.1244401
42,0.5792413,0.56098723,"('unreliable', 'reliable')",-3.1679406,-3.102074,-1.2943497,-1.2705433,0.0238064
43,0.45239276,0.5478915,"('irresponsible', 'responsible')",0.8655934,0.896181,0.6589931,0.7220362,0.0630431
44,-0.48549283,-0.45250696,"('prejudiced', 'unprejudiced')",-1.7445748,-1.7100185,-1.1150339,-1.0812627,0.0337712
45,0.8041885,0.6923493,"('incompetent', 'competent')",0.26474792,0.20412852,0.5344682,0.4482389,-0.0862293
46,0.29136607,0.34263012,"('uncompetitive', 'competitive')",-0.646559,-0.68762964,-0.1775965,-0.1724998,0.0050967
47,0.45405006,0.5117697,"('stupid', 'smart')",5.095994,5.263958,2.775022,2.8878639,0.1128419
48,-0.35403144,-0.26728866,"('unintelligent', 'intelligent')",0.37707746,0.44401154,0.011523,0.0883614,0.0768384
49,-0.6634453,-0.63215625,"('unable', 'able')",-0.568756,-0.45507285,-0.6161007,-0.5436146,0.0724861
50,-0.6495178,-0.7917186,"('clumsy', 'skillful')",-0.2670537,-0.26403978,-0.4582857,-0.5278792,-0.0695935
51,0.16402718,0.11565262,"('uneducated', 'educated')",0.6732495,0.7482431,0.4186383,0.4319479,0.0133096
52,-0.577587,-0.76583636,"('irrational', 'rational')",0.07359136,-0.06714259,-0.2519978,-0.4164895,-0.1644917
53,-0.51819444,-0.62074465,"('uncreative', 'creative')",0.9053209,0.87017816,0.1935632,0.1247168,-0.0688464
54,-0.3105554,-0.4853728,"('incapable', 'capable')",1.2800673,1.2634517,0.484756,0.3890395,-0.0957165
55,0.49938738,0.6656514,"('incompetent', 'clever')",0.1268092,0.17528419,0.3130983,0.4204678,0.1073695
56,1.4869653,1.5143151,"('impractical', 'practical')",-0.29294148,-0.23026212,0.5970119,0.6420265,0.0450146
57,0.20778435,0.044325322,"('unimaginative', 'imaginative')",-2.132815,-2.2385323,-0.9625152,-1.0971035,-0.1345883
58,0.8658225,0.74191713,"('undiscriminating', 'discriminating')",0.68922895,0.61621845,0.7775257,0.6790678,-0.0984579
