,northern_male,northern_female,tuple,trust_male,trust_female,corp_male,corp_female,average_male,average_female,female-male
0,0.33261815,0.23530588,"('unsociable', 'sociable')",0.29006022,0.23268043,0.12185505,-0.009937206,0.2481778,0.152683,-0.0954948
1,-0.7639283,-0.8336329,"('unfriendly', 'friendly')",-0.6475693,-0.7214796,1.2499845,1.0780588,-0.0538377,-0.1590179,-0.1051802
2,0.55710405,0.6689139,"('unlikable', 'likable')",2.1751063,2.2143254,0.70314616,0.7969537,1.1451189,1.226731,0.0816121
3,0.49885508,0.64616776,"('repellent', 'pleasant')",0.6011212,0.87051195,1.0154334,1.010054,0.7051366,0.8422446,0.137108
4,-0.9356721,-1.1411328,"('disliked', 'liked')",-0.5021626,-0.6125128,-7.495411,-7.65455,-2.9777486,-3.1360652,-0.1583166
5,-1.5785918,-1.5864284,"('distant', 'outgoing')",-0.7868973,-0.83207816,-0.723455,-0.69196665,-1.029648,-1.0368244,-0.0071764
6,-1.7047536,-1.6633906,"('distant', 'open')",-0.85239637,-0.9237041,-0.6810912,-0.6604127,-1.0794137,-1.0825025,-0.0030888
7,1.0139844,1.0672883,"('insensitive', 'sensitive')",1.2278287,1.3095374,0.6361961,0.60058403,0.9593364,0.9924699,0.0331335
8,-0.37389952,-0.4203623,"('unaffectionate', 'affectionate')",-0.66432333,-0.7772477,0.351079,0.29873365,-0.2290479,-0.2996255,-0.0705776
9,-0.039677307,-0.0739757,"('unaffectionate', 'caring')",0.2262373,0.11342528,1.1483048,1.1569656,0.444955,0.3988051,-0.0461499
10,1.4314499,1.4797435,"('unsympathetic', 'sympathetic')",0.43426052,0.41232798,0.30305466,0.27113566,0.7229217,0.721069,-0.0018527
11,0.6385246,0.71800154,"('unhelpful', 'helpful')",1.3382232,1.2708294,2.5677068,2.5998173,1.5148182,1.5295494,0.0147312
12,1.4857793,1.6183271,"('unsupportive', 'supportive')",0.9780972,1.1362212,-1.9577024,-1.9658968,0.1687247,0.2628838,0.0941591
13,0.28945327,0.34308088,"('impolite', 'polite')",0.9617996,0.9520168,-0.24172032,-0.22342414,0.3365109,0.3572245,0.0207136
14,1.6382009,1.6868284,"('antisocial', 'social')",2.4813457,2.563939,0.21737948,0.085122764,1.445642,1.4452968,-0.0003452
15,0.17066559,-0.07070482,"('boring', 'funny')",0.21120827,-0.030753454,-0.21879128,-0.26837647,0.0543609,-0.1232783,-0.1776392
16,-1.3663335,-1.4380772,"('unpopular', 'popular')",-1.3876481,-1.2186639,-0.09307221,-0.118216775,-0.9490179,-0.924986,0.0240319
17,-0.31882372,-0.3055104,"('nasty', 'nice')",0.59324694,0.7233032,-0.53745764,-0.5289499,-0.0876781,-0.0370524,0.0506257
