,sail_male,sail_female,tuple,average_male,average_female,female-male
0,0.33662897,0.17372277,"('unsociable', 'sociable')",0.336629,0.1737228,-0.1629062
1,0.9526475,1.3950129,"('unfriendly', 'friendly')",0.9526475,1.3950129,0.4423654
2,0.005810851,0.11959274,"('unlikable', 'likable')",0.0058109,0.1195927,0.1137818
3,1.0284593,0.8185457,"('repellent', 'pleasant')",1.0284593,0.8185457,-0.2099136
4,-7.3476667,-7.61742,"('disliked', 'liked')",-7.3476667,-7.6174202,-0.2697535
5,-0.9453995,-0.842442,"('distant', 'outgoing')",-0.9453995,-0.842442,0.1029575
6,-0.33258402,-0.26667738,"('distant', 'open')",-0.332584,-0.2666774,0.0659066
7,1.5562009,1.4072583,"('insensitive', 'sensitive')",1.5562009,1.4072583,-0.1489426
8,0.9518642,1.3490568,"('unaffectionate', 'affectionate')",0.9518642,1.3490568,0.3971926
9,1.4940745,1.8705305,"('unaffectionate', 'caring')",1.4940745,1.8705305,0.376456
10,1.3806809,1.2233185,"('unsympathetic', 'sympathetic')",1.3806809,1.2233185,-0.1573624
11,1.6836283,1.8848028,"('unhelpful', 'helpful')",1.6836283,1.8848028,0.2011745
12,-1.2582396,-1.2224767,"('unsupportive', 'supportive')",-1.2582396,-1.2224767,0.0357629
13,0.04088962,-0.08459564,"('impolite', 'polite')",0.0408896,-0.0845956,-0.1254852
14,0.46339154,0.39094365,"('antisocial', 'social')",0.4633915,0.3909436,-0.0724479
15,0.59666246,0.5748427,"('boring', 'funny')",0.5966625,0.5748427,-0.0218198
16,-0.817191,-0.71351546,"('unpopular', 'popular')",-0.817191,-0.7135155,0.1036755
17,-0.11538565,-0.0778352,"('nasty', 'nice')",-0.1153857,-0.0778352,0.0375505
18,-0.65044224,-0.6515169,"('disagreeable', 'welcoming')",-0.6504422,-0.6515169,-0.0010747
19,-0.7917053,-0.4808168,"('inhospitable', 'hospitable')",-0.7917053,-0.4808168,0.3108885
20,0.4857278,0.33455497,"('rough', 'thoughtful')",0.4857278,0.334555,-0.1511728
21,0.07820407,0.01788795,"('immoral', 'moral')",0.0782041,0.0178879,-0.0603162
22,-0.43295297,-0.63840795,"('untrustworthy', 'trustworthy')",-0.432953,-0.6384079,-0.2054549
23,6.156685,6.5424294,"('insincere', 'sincere')",6.1566849,6.5424294,0.3857445
24,1.265545,1.1686072,"('dishonest', 'honest')",1.265545,1.1686072,-0.0969378
25,0.74256015,0.96289605,"('egoistic', 'altruistic')",0.7425601,0.962896,0.2203359
26,1.472885,1.7375847,"('hardhearted', 'benevolent')",1.472885,1.7375847,0.2646997
27,1.5604309,1.362982,"('hardhearted', 'softhearted')",1.5604309,1.362982,-0.1974489
28,1.2705474,1.3590038,"('disloyal', 'loyal')",1.2705474,1.3590038,0.0884564
29,-0.4706192,-0.6600913,"('unfair', 'fair')",-0.4706192,-0.6600913,-0.1894721
30,1.0753869,0.9958941,"('intolerant', 'tolerant')",1.0753869,0.9958941,-0.0794928
31,-1.3559322,-1.3628473,"('evil', 'good')",-1.3559322,-1.3628473,-0.0069151
32,1.22531,1.395188,"('unkind', 'kind')",1.22531,1.395188,0.169878
33,-0.3892055,-0.42643216,"('wrong', 'right')",-0.3892055,-0.4264322,-0.0372267
34,4.175578,4.518443,"('mean', 'honorable')",4.1755781,4.5184431,0.342865
35,-0.9777311,-1.0246826,"('corrupt', 'incorrupt')",-0.9777311,-1.0246826,-0.0469515
36,-1.1458621,-0.8974308,"('hostile', 'amicable')",-1.1458621,-0.8974308,0.2484313
37,1.0404714,0.9204128,"('fake', 'genuine')",1.0404714,0.9204128,-0.1200586
