,anagram_male,anagram_female,tuple,average_male,average_female,female-male
0,-0.95061743,-1.0767142,"('unsociable', 'sociable')",-0.9506174,-1.0767142,-0.1260968
1,-0.68465066,-0.8925404,"('unfriendly', 'friendly')",-0.6846507,-0.8925404,-0.2078897
2,0.5204336,0.4714037,"('unlikable', 'likable')",0.5204336,0.4714037,-0.0490299
3,-0.6891984,-0.501228,"('repellent', 'pleasant')",-0.6891984,-0.501228,0.1879704
4,-3.3420522,-3.4781988,"('disliked', 'liked')",-3.3420522,-3.4781988,-0.1361466
5,-0.65124995,-0.76162654,"('distant', 'outgoing')",-0.6512499,-0.7616265,-0.1103766
6,-0.8288838,-0.94025177,"('distant', 'open')",-0.8288838,-0.9402518,-0.111368
7,-0.2535661,-0.15195006,"('insensitive', 'sensitive')",-0.2535661,-0.1519501,0.101616
8,-0.6056705,-0.7122011,"('unaffectionate', 'affectionate')",-0.6056705,-0.7122011,-0.1065306
9,-0.50334066,-0.55856407,"('unaffectionate', 'caring')",-0.5033407,-0.5585641,-0.0552234
10,-0.80970716,-0.72597384,"('unsympathetic', 'sympathetic')",-0.8097072,-0.7259738,0.0837334
11,1.0876802,1.1118599,"('unhelpful', 'helpful')",1.0876802,1.1118599,0.0241797
12,-1.1523834,-1.1311643,"('unsupportive', 'supportive')",-1.1523834,-1.1311643,0.0212191
13,-0.9246489,-0.97331965,"('impolite', 'polite')",-0.9246489,-0.9733196,-0.0486707
14,-0.3304985,-0.3947102,"('antisocial', 'social')",-0.3304985,-0.3947102,-0.0642117
15,0.73386186,0.5310586,"('boring', 'funny')",0.7338619,0.5310586,-0.2028033
16,-0.6904211,-0.68112624,"('unpopular', 'popular')",-0.6904211,-0.6811262,0.0092949
17,-0.30805585,-0.2727508,"('nasty', 'nice')",-0.3080558,-0.2727508,0.035305
18,-0.3410479,-0.37171707,"('disagreeable', 'welcoming')",-0.3410479,-0.3717171,-0.0306692
19,-1.1109918,-1.1607959,"('inhospitable', 'hospitable')",-1.1109918,-1.1607959,-0.0498041
20,0.5201896,0.56188077,"('rough', 'thoughtful')",0.5201896,0.5618808,0.0416912
21,-0.5209632,-0.43623814,"('immoral', 'moral')",-0.5209632,-0.4362381,0.0847251
22,-0.26104942,-0.25190127,"('untrustworthy', 'trustworthy')",-0.2610494,-0.2519013,0.0091481
23,2.3335392,2.4422016,"('insincere', 'sincere')",2.3335392,2.4422016,0.1086624
24,0.28144237,0.30421054,"('dishonest', 'honest')",0.2814424,0.3042105,0.0227681
25,-0.37127432,-0.46077856,"('egoistic', 'altruistic')",-0.3712743,-0.4607786,-0.0895043
26,0.8919464,0.63247,"('hardhearted', 'benevolent')",0.8919464,0.63247,-0.2594764
27,0.19038633,0.22814107,"('hardhearted', 'softhearted')",0.1903863,0.2281411,0.0377548
28,-0.2214599,-0.308469,"('disloyal', 'loyal')",-0.2214599,-0.308469,-0.0870091
29,-0.883793,-0.975289,"('unfair', 'fair')",-0.883793,-0.975289,-0.091496
30,0.6004077,0.50520605,"('intolerant', 'tolerant')",0.6004077,0.505206,-0.0952017
31,-0.97489196,-1.0706702,"('evil', 'good')",-0.974892,-1.0706702,-0.0957782
32,0.06675851,-0.009255238,"('unkind', 'kind')",0.0667585,-0.0092552,-0.0760137
33,0.021793187,-0.10637326,"('wrong', 'right')",0.0217932,-0.1063733,-0.1281665
34,1.739206,1.901362,"('mean', 'honorable')",1.739206,1.9013619,0.1621559
35,-0.1796237,-0.37478617,"('corrupt', 'incorrupt')",-0.1796237,-0.3747862,-0.1951625
36,-0.79756296,-0.94469094,"('hostile', 'amicable')",-0.797563,-0.9446909,-0.1471279
37,0.0032838471,0.08373507,"('fake', 'genuine')",0.0032838,0.0837351,0.0804513
38,-0.14688197,-0.16478641,"('untruthful', 'truthful')",-0.146882,-0.1647864,-0.0179044
39,0.6104188,0.654091,"('exploitative', 'cooperative')",0.6104188,0.654091,0.0436722
