,trustee_male,trustee_female,tuple,average_male,average_female,female-male
0,1.189724,1.0634856,"('unsociable', 'sociable')",1.189724,1.0634856,-0.1262384
1,0.24332662,0.23377806,"('unfriendly', 'friendly')",0.2433266,0.2337781,-0.0095485
2,0.26225275,0.3934882,"('unlikable', 'likable')",0.2622527,0.3934882,0.1312355
3,0.23919755,0.3992994,"('repellent', 'pleasant')",0.2391976,0.3992994,0.1601018
4,-7.1773124,-7.0333886,"('disliked', 'liked')",-7.1773124,-7.0333886,0.1439238
5,-1.9761992,-1.978818,"('distant', 'outgoing')",-1.9761992,-1.9788181,-0.0026189
6,-1.4484174,-1.5240011,"('distant', 'open')",-1.4484174,-1.5240011,-0.0755837
7,1.8957171,1.9727645,"('insensitive', 'sensitive')",1.8957171,1.9727645,0.0770474
8,0.34004593,0.28124613,"('unaffectionate', 'affectionate')",0.3400459,0.2812461,-0.0587998
9,1.3164096,1.2715807,"('unaffectionate', 'caring')",1.3164096,1.2715807,-0.0448289
10,2.2394717,2.130488,"('unsympathetic', 'sympathetic')",2.2394717,2.1304879,-0.1089838
11,2.8991442,2.8737922,"('unhelpful', 'helpful')",2.8991442,2.8737922,-0.025352
12,-0.83742577,-0.8059024,"('unsupportive', 'supportive')",-0.8374258,-0.8059024,0.0315234
13,0.70471543,0.7483488,"('impolite', 'polite')",0.7047154,0.7483488,0.0436334
14,0.8979978,1.028137,"('antisocial', 'social')",0.8979978,1.028137,0.1301392
15,-0.02593982,-0.037264295,"('boring', 'funny')",-0.0259398,-0.0372643,-0.0113245
16,-0.971797,-0.8657333,"('unpopular', 'popular')",-0.971797,-0.8657333,0.1060637
17,0.14538616,0.10078764,"('nasty', 'nice')",0.1453862,0.1007876,-0.0445986
18,-1.5139605,-1.521833,"('disagreeable', 'welcoming')",-1.5139605,-1.5218329,-0.0078724
19,-1.0034652,-1.0559818,"('inhospitable', 'hospitable')",-1.0034652,-1.0559818,-0.0525166
20,1.369767,1.3359753,"('rough', 'thoughtful')",1.369767,1.3359753,-0.0337917
21,0.90063,1.075695,"('immoral', 'moral')",0.90063,1.075695,0.175065
22,0.30364212,0.35412794,"('untrustworthy', 'trustworthy')",0.3036421,0.3541279,0.0504858
23,6.8105955,6.7218165,"('insincere', 'sincere')",6.8105955,6.7218165,-0.088779
24,1.7640952,1.7702823,"('dishonest', 'honest')",1.7640952,1.7702823,0.0061871
25,-0.32337642,-0.32651612,"('egoistic', 'altruistic')",-0.3233764,-0.3265161,-0.0031397
26,1.5231224,1.4344405,"('hardhearted', 'benevolent')",1.5231224,1.4344405,-0.0886819
27,1.1837794,0.95848435,"('hardhearted', 'softhearted')",1.1837794,0.9584844,-0.225295
28,1.348052,1.1757267,"('disloyal', 'loyal')",1.348052,1.1757267,-0.1723253
29,-0.8714125,-1.016694,"('unfair', 'fair')",-0.8714125,-1.0166939,-0.1452814
30,1.9084647,1.8907712,"('intolerant', 'tolerant')",1.9084647,1.8907712,-0.0176935
31,-2.9415536,-3.0086508,"('evil', 'good')",-2.9415536,-3.0086508,-0.0670972
32,2.0114734,1.9726721,"('unkind', 'kind')",2.0114734,1.9726721,-0.0388013
33,-1.0310853,-1.0612956,"('wrong', 'right')",-1.0310853,-1.0612956,-0.0302103
34,4.6602,4.769495,"('mean', 'honorable')",4.6602001,4.769495,0.1092949
35,-1.6605064,-1.9465731,"('corrupt', 'incorrupt')",-1.6605064,-1.9465731,-0.2860667
36,-1.1555775,-1.3985264,"('hostile', 'amicable')",-1.1555775,-1.3985264,-0.2429489
37,0.86027324,0.78445363,"('fake', 'genuine')",0.8602732,0.7844536,-0.0758196
38,0.39835986,0.35005912,"('untruthful', 'truthful')",0.3983599,0.3500591,-0.0483008
39,0.16999555,0.23707296,"('exploitative', 'cooperative')",0.1699955,0.237073,0.0670775
40,-1.8949467,-2.0600128,"('stingy', 'generous')",-1.8949467,-2.0600128,-0.1650661
41,0.685344,0.45224082,"('unforgiving', 'forgiving')",0.685344,0.4522408,-0.2331032
42,-1.7928019,-1.659108,"('unreliable', 'reliable')",-1.7928019,-1.659108,0.1336939
43,2.125433,2.1842608,"('irresponsible', 'responsible')",2.125433,2.1842608,0.0588278
44,-1.3173451,-1.2737066,"('prejudiced', 'unprejudiced')",-1.3173451,-1.2737066,0.0436385
45,1.2132578,1.0235275,"('incompetent', 'competent')",1.2132578,1.0235275,-0.1897303
46,0.43175152,0.45726034,"('uncompetitive', 'competitive')",0.4317515,0.4572603,0.0255088
47,5.6571336,5.7416787,"('stupid', 'smart')",5.6571336,5.7416787,0.0845451
48,1.1133986,1.075816,"('unintelligent', 'intelligent')",1.1133986,1.075816,-0.0375826
49,-0.52992946,-0.34442878,"('unable', 'able')",-0.5299295,-0.3444288,0.1855007
50,-0.5588495,-0.62416834,"('clumsy', 'skillful')",-0.5588495,-0.6241683,-0.0653188
51,0.9534526,0.9706043,"('uneducated', 'educated')",0.9534526,0.9706043,0.0171517
52,-1.0911753,-1.3034338,"('irrational', 'rational')",-1.0911753,-1.3034338,-0.2122585
53,-0.17500111,-0.1152076,"('uncreative', 'creative')",-0.1750011,-0.1152076,0.0597935
54,0.4778703,0.52228373,"('incapable', 'capable')",0.4778703,0.5222837,0.0444134
55,1.684027,1.8093363,"('incompetent', 'clever')",1.684027,1.8093363,0.1253093
56,1.4887048,1.6152266,"('impractical', 'practical')",1.4887048,1.6152266,0.1265218
57,-2.0842128,-2.0472453,"('unimaginative', 'imaginative')",-2.0842128,-2.0472453,0.0369675
58,0.16360125,0.105990395,"('undiscriminating', 'discriminating')",0.1636012,0.1059904,-0.0576108
59,-0.8579335,-0.90954214,"('foolish', 'wise')",-0.8579335,-0.9095421,-0.0516086
60,1.54758,1.8255166,"('inefficient', 'efficient')",1.54758,1.8255166,0.2779366
61,0.6142355,0.43035308,"('illogical', 'logical')",0.6142355,0.4303531,-0.1838824
62,1.3129557,1.5028371,"('incompetent', 'brilliant')",1.3129557,1.5028371,0.1898814
63,1.0201477,1.0273654,"('unperceptive', 'insightful')",1.0201477,1.0273654,0.0072177
