,allergan_male,allergan_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.88265866,-1.0927856,"('unsociable', 'sociable')",-0.153998,-0.39707613,-0.5183283,-0.7449309,-0.2266026
1,-2.459718,-2.4946883,"('unfriendly', 'friendly')",1.41093,1.2497582,-0.524394,-0.622465,-0.098071
2,0.47929782,0.49514502,"('unlikable', 'likable')",0.5374006,0.6397853,0.5083492,0.5674652,0.059116
3,-0.2319679,-0.08654146,"('repellent', 'pleasant')",0.15968722,0.20701133,-0.0361403,0.0602349,0.0963752
4,-0.18357822,-0.12139399,"('disliked', 'liked')",-6.020273,-5.8736005,-3.1019256,-2.9974973,0.1044283
5,-0.9178848,-0.8524241,"('distant', 'outgoing')",-0.35769588,-0.34071806,-0.6377903,-0.5965711,0.0412192
6,-1.1002446,-1.0289825,"('distant', 'open')",-0.27191117,-0.32075423,-0.6860779,-0.6748683,0.0112096
7,-0.62870586,-0.5678015,"('insensitive', 'sensitive')",0.56021655,0.60045826,-0.0342447,0.0163284,0.0505731
8,-1.285413,-1.2645453,"('unaffectionate', 'affectionate')",0.25414374,0.1808327,-0.5156347,-0.5418563,-0.0262216
9,-1.3365095,-1.2377523,"('unaffectionate', 'caring')",0.71774745,0.7259202,-0.309381,-0.2559161,0.0534649
10,-1.4548774,-1.4985627,"('unsympathetic', 'sympathetic')",-0.07488339,-0.18154249,-0.7648804,-0.8400526,-0.0751722
11,-0.3248982,-0.3048638,"('unhelpful', 'helpful')",1.9388746,1.9829082,0.8069882,0.8390222,0.032034
12,-0.49602875,-0.3869601,"('unsupportive', 'supportive')",-1.602181,-1.5324346,-1.0491048,-0.9596974,0.0894074
13,-0.24980818,-0.40311706,"('impolite', 'polite')",-0.075072974,-0.0867541,-0.1624406,-0.2449356,-0.082495
14,0.53898215,0.49069017,"('antisocial', 'social')",0.110896975,0.07276168,0.3249395,0.2817259,-0.0432136
15,-0.19440895,-0.2686784,"('boring', 'funny')",0.49123588,0.4904121,0.1484135,0.1108668,-0.0375467
16,-0.5508461,-0.43994603,"('unpopular', 'popular')",0.5004232,0.50845295,-0.0252115,0.0342535,0.059465
17,-0.15320762,-0.09400729,"('nasty', 'nice')",-0.31612673,-0.24085416,-0.2346672,-0.1674307,0.0672365
18,-0.09752868,-0.06281076,"('disagreeable', 'welcoming')",-0.3816469,-0.47831383,-0.2395878,-0.2705623,-0.0309745
19,-1.640051,-1.5905292,"('inhospitable', 'hospitable')",-0.45642462,-0.47707704,-1.0482378,-1.0338031,0.0144347
20,-0.3556501,-0.3288802,"('rough', 'thoughtful')",1.3429211,1.2145582,0.4936355,0.442839,-0.0507965
21,-0.024394007,-0.1494542,"('immoral', 'moral')",-0.10593893,-0.13218403,-0.0651665,-0.1408191,-0.0756526
22,-0.3549177,-0.41738024,"('untrustworthy', 'trustworthy')",-0.92461646,-0.9558714,-0.6397671,-0.6866258,-0.0468587
23,-1.0198503,-1.0306966,"('insincere', 'sincere')",5.645574,5.5642314,2.3128619,2.2667675,-0.0460944
24,-1.0067923,-1.1064857,"('dishonest', 'honest')",0.7149722,0.6645721,-0.1459101,-0.2209568,-0.0750467
25,-0.049037427,-0.017807487,"('egoistic', 'altruistic')",0.93265384,0.8747513,0.4418082,0.4284719,-0.0133363
26,-0.68799925,-0.7440703,"('hardhearted', 'benevolent')",1.432761,1.2418276,0.3723809,0.2488787,-0.1235022
27,-1.0533663,-0.9214042,"('hardhearted', 'softhearted')",1.1565657,1.0614492,0.0515997,0.0700225,0.0184228
28,-0.495012,-0.53639007,"('disloyal', 'loyal')",0.7998313,0.72643846,0.1524096,0.0950242,-0.0573854
29,-0.63906884,-0.61241543,"('unfair', 'fair')",-0.5476855,-0.7432572,-0.5933772,-0.6778363,-0.0844591
30,0.8420725,0.7522683,"('intolerant', 'tolerant')",1.8299232,1.7426871,1.3359978,1.2474778,-0.08852
31,-1.2817023,-1.2113925,"('evil', 'good')",-1.3526484,-1.4208362,-1.3171754,-1.3161144,0.001061
32,-0.20104915,-0.25979024,"('unkind', 'kind')",0.9185433,0.75603807,0.3587471,0.2481239,-0.1106232
33,-0.24889953,-0.35992965,"('wrong', 'right')",-0.7791127,-0.77033114,-0.5140061,-0.5651304,-0.0511243
34,-0.1444132,-0.08326551,"('mean', 'honorable')",6.016698,5.9902782,2.9361424,2.9535065,0.0173641
35,0.081191525,0.11037777,"('corrupt', 'incorrupt')",-0.4939669,-0.55664647,-0.2063877,-0.2231343,-0.0167466
36,-1.4363415,-1.417263,"('hostile', 'amicable')",-0.28412846,-0.45529988,-0.860235,-0.9362814,-0.0760464
37,0.5199167,0.4998526,"('fake', 'genuine')",0.26345164,0.24974018,0.3916842,0.3747964,-0.0168878
38,-0.694554,-0.68469363,"('untruthful', 'truthful')",0.22944418,0.34288493,-0.2325549,-0.1709044,0.0616505
39,0.57063913,0.5572163,"('exploitative', 'cooperative')",0.17798178,0.18820898,0.3743105,0.3727126,-0.0015979
40,0.20762998,0.23126696,"('stingy', 'generous')",-1.4450066,-1.4661431,-0.6186883,-0.6174381,0.0012502
41,-0.18230197,-0.23494636,"('unforgiving', 'forgiving')",0.18396068,0.070365064,0.0008294,-0.0822906,-0.08312
42,0.11063204,0.14180179,"('unreliable', 'reliable')",-3.1723835,-3.0538504,-1.5308758,-1.4560243,0.0748515
43,-0.43822896,-0.51973325,"('irresponsible', 'responsible')",0.6532237,0.52723885,0.1074974,0.0037528,-0.1037446
44,1.3012826,1.2433094,"('prejudiced', 'unprejudiced')",-1.4685565,-1.5022401,-0.0836369,-0.1294653,-0.0458284
45,-0.7166982,-0.763292,"('incompetent', 'competent')",-0.08511363,-0.20400871,-0.4009059,-0.4836504,-0.0827445
46,-0.41810846,-0.44990957,"('uncompetitive', 'competitive')",-0.36367354,-0.39681312,-0.390891,-0.4233614,-0.0324704
47,0.049249627,0.10546534,"('stupid', 'smart')",5.1036806,5.0876756,2.5764651,2.5965705,0.0201054
48,0.0056401957,-0.07733184,"('unintelligent', 'intelligent')",1.3409368,1.2674401,0.6732885,0.5950541,-0.0782344
49,0.23131609,0.42843977,"('unable', 'able')",0.15366833,0.29730156,0.1924922,0.3628707,0.1703785
50,0.15179104,0.27197433,"('clumsy', 'skillful')",0.041782573,0.049472556,0.0967868,0.1607234,0.0639366
51,-0.3629941,-0.4722033,"('uneducated', 'educated')",0.6705367,0.58365923,0.1537713,0.055728,-0.0980433
52,-0.4905841,-0.5843017,"('irrational', 'rational')",-0.24283496,-0.34514955,-0.3667095,-0.4647256,-0.0980161
53,-2.0984154,-2.0064547,"('uncreative', 'creative')",0.51539624,0.4616831,-0.7915096,-0.7723858,0.0191238
54,-1.0919679,-1.0733272,"('incapable', 'capable')",0.96568435,1.0295942,-0.0631418,-0.0218665,0.0412753
55,-0.06748157,-0.1369667,"('incompetent', 'clever')",0.3485763,0.2700536,0.1405474,0.0665434,-0.074004
56,0.6572955,0.5406308,"('impractical', 'practical')",0.5400252,0.54806066,0.5986603,0.5443457,-0.0543146
57,-1.4643598,-1.5823483,"('unimaginative', 'imaginative')",-2.495665,-2.5830421,-1.9800124,-2.0826952,-0.1026828
58,-1.015886,-1.0325127,"('undiscriminating', 'discriminating')",0.09589486,-0.017401252,-0.4599955,-0.5249569,-0.0649614
59,0.14962448,0.1870538,"('foolish', 'wise')",0.121138565,0.18534407,0.1353815,0.1861989,0.0508174
60,0.87926775,0.8213235,"('inefficient', 'efficient')",0.64466083,0.68810934,0.7619643,0.7547164,-0.0072479
61,-1.024659,-1.1388282,"('illogical', 'logical')",0.20724456,0.012192806,-0.4087072,-0.5633177,-0.1546105
62,0.6817247,0.7812011,"('incompetent', 'brilliant')",0.7863147,1.0120522,0.7340198,0.8966267,0.1626069
63,-1.0334803,-0.944117,"('unperceptive', 'insightful')",1.17791,1.2187681,0.0722148,0.1373256,0.0651108
64,0.4398404,0.25295103,"('shy', 'confident')",-6.0901747,-5.9360614,-2.8251672,-2.8415551,-0.0163879
65,-0.023905706,-0.20339653,"('insecure', 'secure')",-0.2113632,-0.25630054,-0.1176345,-0.2298485,-0.112214
66,-1.2922021,-1.2711838,"('inactive', 'active')",0.29167563,0.22737874,-0.5002632,-0.5219026,-0.0216394
67,0.39480865,0.2978763,"('doubtful', 'determined')",-0.29873693,-0.37644827,0.0480359,-0.039286,-0.0873219
68,0.2769248,0.24604008,"('dependent', 'independent')",-0.09768254,-0.1745935,0.0896211,0.0357233,-0.0538978
69,0.70177984,0.7193662,"('lazy', 'industrious')",-0.34574693,-0.30668315,0.1780165,0.2063415,0.028325
70,-0.553198,-0.50178957,"('lethargic', 'energetic')",0.6739083,0.65344685,0.0603552,0.0758286,0.0154734
71,-0.89638317,-0.8026249,"('diffident', 'self-confident')",0.2736402,0.27882224,-0.3113715,-0.2619013,0.0494702
72,-0.25508824,-0.27730206,"('unambitious', 'ambitious')",-0.86212796,-0.7838519,-0.5586081,-0.530577,0.0280311
