,fifth_male,fifth_female,tuple,third_male,third_female,bancorp_male,bancorp_female,average_male,average_female,female-male
0,2.899294,2.660721,"('unsociable', 'sociable')",0.47715744,0.254844,-0.40838808,-0.4171415,0.9893544,0.8328079,-0.1565465
1,-1.8942003,-1.8490957,"('unfriendly', 'friendly')",-1.1707724,-1.1383247,1.1247736,0.9510113,-0.6467331,-0.6788031,-0.03207
2,0.15017116,0.12124522,"('unlikable', 'likable')",1.2134968,1.1702509,1.0206189,1.0396446,0.7947623,0.7770469,-0.0177154
3,1.8299772,1.8167045,"('repellent', 'pleasant')",-0.15322623,-0.038784914,-0.8207945,-0.6491316,0.2853188,0.3762627,0.0909439
4,-2.296559,-2.300196,"('disliked', 'liked')",-0.009289257,0.049665127,-2.5971498,-2.5756795,-1.6343327,-1.6087367,0.025596
5,-3.4000566,-3.2859788,"('distant', 'outgoing')",-0.7083413,-0.57216185,1.0839531,1.0114353,-1.0081483,-0.9489018,0.0592465
6,-3.599285,-3.5360236,"('distant', 'open')",-0.66144264,-0.5188585,0.98670435,0.8679395,-1.091341,-1.0623142,0.0290268
7,4.706384,4.536116,"('insensitive', 'sensitive')",1.7121111,1.6248674,-0.24453706,-0.18083546,2.0579861,1.9933828,-0.0646033
8,-1.9914042,-2.0332792,"('unaffectionate', 'affectionate')",-0.45303667,-0.46102542,0.44532776,0.22538236,-0.666371,-0.7563074,-0.0899364
9,0.26102978,0.29025206,"('unaffectionate', 'caring')",-0.024617054,0.033338886,1.232674,1.1044316,0.4896956,0.4760075,-0.0136881
10,5.0395226,4.8071923,"('unsympathetic', 'sympathetic')",1.4368578,1.2667496,-1.6533834,-1.6133702,1.6076657,1.4868574,-0.1208083
11,3.3970714,3.2715979,"('unhelpful', 'helpful')",1.438014,1.4493723,0.6675357,0.70816374,1.8342071,1.8097113,-0.0244958
12,2.4874284,2.3793955,"('unsupportive', 'supportive')",1.63423,1.7195774,-1.1247202,-1.1136395,0.9989794,0.9951111,-0.0038683
13,3.3587003,3.1808398,"('impolite', 'polite')",1.224464,1.0784792,-0.4275485,-0.4120865,1.3852053,1.2824108,-0.1027945
14,3.5642188,3.34936,"('antisocial', 'social')",1.4163009,1.2261736,-0.939295,-0.86154276,1.347075,1.2379971,-0.1090779
15,-0.21113244,-0.3472295,"('boring', 'funny')",0.3134859,0.1998631,1.1782994,1.0773537,0.4268843,0.3099958,-0.1168885
16,-2.4461086,-2.3424945,"('unpopular', 'popular')",-1.6000202,-1.462465,0.53742725,0.59514743,-1.1695672,-1.0699374,0.0996298
17,-0.86544496,-0.95152074,"('nasty', 'nice')",-0.33058307,-0.29560846,0.22565688,0.25807405,-0.323457,-0.3296851,-0.0062281
18,-0.21968637,-0.17866698,"('disagreeable', 'welcoming')",0.101845786,0.227362,-0.5960703,-0.6680537,-0.2379703,-0.2064529,0.0315174
19,-0.9196858,-0.8652724,"('inhospitable', 'hospitable')",-0.031561173,0.021700148,-0.44010445,-0.42494577,-0.4637838,-0.4228393,0.0409445
20,1.046096,1.1367418,"('rough', 'thoughtful')",0.20164284,0.2342226,-0.26089337,-0.16913149,0.3289485,0.400611,0.0716625
21,4.6308556,4.509767,"('immoral', 'moral')",1.30794,1.1886668,-1.2675623,-1.116354,1.5570777,1.52736,-0.0297177
22,1.6876409,1.5609541,"('untrustworthy', 'trustworthy')",0.36048678,0.297081,-1.3098177,-1.2901392,0.2461033,0.1892986,-0.0568047
23,3.611352,3.5464168,"('insincere', 'sincere')",1.7971263,1.8049744,3.0257928,2.966032,2.8114236,2.7724743,-0.0389493
24,1.5069709,1.3084589,"('dishonest', 'honest')",1.2238274,1.1744919,-0.5187402,-0.5746408,0.7373527,0.6361033,-0.1012494
25,-2.217711,-1.9799865,"('egoistic', 'altruistic')",-1.1084992,-1.0396339,1.0536597,1.0525072,-0.7575168,-0.6557044,0.1018124
26,-1.6847432,-1.8616251,"('hardhearted', 'benevolent')",0.0026550367,-0.16315539,1.2587917,0.9464465,-0.1410988,-0.3594447,-0.2183459
27,0.9754546,0.9132545,"('hardhearted', 'softhearted')",0.06436366,0.21289477,-0.11979945,-0.15809497,0.306673,0.3226848,0.0160118
28,1.4216738,1.3900656,"('disloyal', 'loyal')",1.2283808,1.1131042,-0.03256234,-0.19633521,0.8724974,0.7689448,-0.1035526
29,-0.4709023,-0.5429874,"('unfair', 'fair')",-0.13928626,-0.10716852,-0.45735344,-0.39403486,-0.3558473,-0.3480636,0.0077837
30,2.435742,2.3796833,"('intolerant', 'tolerant')",1.3181258,1.2303478,-0.6100128,-0.6065512,1.0479516,1.00116,-0.0467916
31,-5.237797,-5.055655,"('evil', 'good')",-1.8951533,-1.813378,0.2161403,0.19476488,-2.3056032,-2.2247559,0.0808473
32,2.148467,1.9294628,"('unkind', 'kind')",1.2205062,1.070785,0.7196943,0.6036729,1.3628891,1.201307,-0.1615821
