,pinto_male,pinto_female,tuple,average_male,average_female,female-male
0,0.43879163,0.1673662,"('unsociable', 'sociable')",0.4387916,0.1673662,-0.2714254
1,1.1335225,1.0138028,"('unfriendly', 'friendly')",1.1335225,1.0138028,-0.1197197
2,0.6213159,0.7068792,"('unlikable', 'likable')",0.6213159,0.7068792,0.0855633
3,0.95871437,1.041881,"('repellent', 'pleasant')",0.9587144,1.041881,0.0831666
4,-7.008265,-6.994086,"('disliked', 'liked')",-7.008265,-6.9940858,0.0141792
5,-0.64584655,-0.4626985,"('distant', 'outgoing')",-0.6458465,-0.4626985,0.183148
6,-0.3941163,-0.21873187,"('distant', 'open')",-0.3941163,-0.2187319,0.1753844
7,0.9329115,0.84761983,"('insensitive', 'sensitive')",0.9329115,0.8476198,-0.0852917
8,0.83525217,0.8172061,"('unaffectionate', 'affectionate')",0.8352522,0.8172061,-0.0180461
9,1.2611952,1.3546159,"('unaffectionate', 'caring')",1.2611952,1.3546159,0.0934207
10,1.7599603,1.7630969,"('unsympathetic', 'sympathetic')",1.7599603,1.7630969,0.0031366
11,2.424498,2.3612492,"('unhelpful', 'helpful')",2.4244981,2.3612492,-0.0632489
12,-1.3973352,-1.4481066,"('unsupportive', 'supportive')",-1.3973352,-1.4481066,-0.0507714
13,0.7864313,0.600044,"('impolite', 'polite')",0.7864313,0.600044,-0.1863873
14,0.16747856,-0.06392938,"('antisocial', 'social')",0.1674786,-0.0639294,-0.231408
15,0.46938658,0.3005438,"('boring', 'funny')",0.4693866,0.3005438,-0.1688428
16,-0.5195959,-0.4727797,"('unpopular', 'popular')",-0.5195959,-0.4727797,0.0468162
17,0.06940031,0.09430982,"('nasty', 'nice')",0.0694003,0.0943098,0.0249095
18,-0.71503067,-0.8181952,"('disagreeable', 'welcoming')",-0.7150307,-0.8181952,-0.1031645
19,-0.6488941,-0.53845876,"('inhospitable', 'hospitable')",-0.6488941,-0.5384588,0.1104353
20,0.65960604,0.51679766,"('rough', 'thoughtful')",0.659606,0.5167977,-0.1428083
21,0.5612335,0.59176797,"('immoral', 'moral')",0.5612335,0.591768,0.0305345
22,-0.017044105,-0.06583576,"('untrustworthy', 'trustworthy')",-0.0170441,-0.0658358,-0.0487917
23,6.3979416,6.266445,"('insincere', 'sincere')",6.3979416,6.2664452,-0.1314964
24,1.9138615,1.8919882,"('dishonest', 'honest')",1.9138615,1.8919882,-0.0218733
25,0.21552342,0.17074668,"('egoistic', 'altruistic')",0.2155234,0.1707467,-0.0447767
26,0.2227214,0.058835022,"('hardhearted', 'benevolent')",0.2227214,0.058835,-0.1638864
27,1.4095554,1.2949235,"('hardhearted', 'softhearted')",1.4095554,1.2949235,-0.1146319
28,1.3341148,1.3252063,"('disloyal', 'loyal')",1.3341148,1.3252063,-0.0089085
29,-0.6237138,-0.7504224,"('unfair', 'fair')",-0.6237138,-0.7504224,-0.1267086
30,1.0097783,0.92641467,"('intolerant', 'tolerant')",1.0097783,0.9264147,-0.0833636
31,-1.9760787,-1.8893148,"('evil', 'good')",-1.9760787,-1.8893148,0.0867639
