,mbia_male,mbia_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.76889104,0.6328235,"('unsociable', 'sociable')",-0.114957035,-0.2803738,0.326967,0.1762249,-0.1507421
1,-0.7312612,-0.7313192,"('unfriendly', 'friendly')",1.5533282,1.4184817,0.4110335,0.3435813,-0.0674522
2,0.91963637,0.9738986,"('unlikable', 'likable')",0.74364644,0.8586018,0.8316414,0.9162502,0.0846088
3,0.12601347,0.31766412,"('repellent', 'pleasant')",0.09684127,0.16091633,0.1114274,0.2392902,0.1278628
4,-0.08840325,-0.0730606,"('disliked', 'liked')",-5.8077183,-5.872657,-2.9480608,-2.9728587,-0.0247979
5,-1.3028128,-1.3004543,"('distant', 'outgoing')",-0.31712762,-0.29268852,-0.8099702,-0.7965714,0.0133988
6,-1.6614381,-1.6338304,"('distant', 'open')",-0.019958682,-0.017660681,-0.8406984,-0.8257456,0.0149528
7,0.59832174,0.7220856,"('insensitive', 'sensitive')",0.2138788,0.2868899,0.4061003,0.5044878,0.0983875
8,-0.99836284,-1.025414,"('unaffectionate', 'affectionate')",0.49573657,0.4200227,-0.2513131,-0.3026956,-0.0513825
9,-0.42963573,-0.5179814,"('unaffectionate', 'caring')",0.94908375,0.86952466,0.259724,0.1757716,-0.0839524
10,0.77922744,0.8644209,"('unsympathetic', 'sympathetic')",-0.60065675,-0.6187424,0.0892853,0.1228392,0.0335539
11,0.67105496,0.70338726,"('unhelpful', 'helpful')",2.0096455,2.0609052,1.3403502,1.3821462,0.041796
12,0.6933887,0.8548955,"('unsupportive', 'supportive')",-1.8457474,-1.8410875,-0.5761793,-0.493096,0.0830833
13,0.7271075,0.69806695,"('impolite', 'polite')",-0.317131,-0.2648966,0.2049883,0.2165852,0.0115969
14,1.4410976,1.4136627,"('antisocial', 'social')",-0.18090257,-0.2097328,0.6300975,0.601965,-0.0281325
15,0.34119093,0.17365117,"('boring', 'funny')",1.0843697,1.0418402,0.7127803,0.6077457,-0.1050346
16,-0.582247,-0.53650594,"('unpopular', 'popular')",0.67415243,0.73488647,0.0459527,0.0991903,0.0532376
17,-0.0907695,-0.030469973,"('nasty', 'nice')",-0.15152766,-0.1247088,-0.1211486,-0.0775894,0.0435592
18,-0.13684805,-0.07758891,"('disagreeable', 'welcoming')",-0.327733,-0.31076834,-0.2322905,-0.1941786,0.0381119
19,-1.2276506,-1.232007,"('inhospitable', 'hospitable')",-0.19968121,-0.143868,-0.7136659,-0.6879375,0.0257284
20,0.475656,0.57961243,"('rough', 'thoughtful')",1.0686604,1.0607748,0.7721582,0.8201936,0.0480354
21,1.1055654,1.1168483,"('immoral', 'moral')",-0.24191505,-0.22442116,0.4318252,0.4462136,0.0143884
22,0.3859698,0.45967504,"('untrustworthy', 'trustworthy')",-0.89325315,-0.91258836,-0.2536417,-0.2264567,0.027185
23,0.55919886,0.59538203,"('insincere', 'sincere')",5.5736237,5.5518565,3.0664113,3.0736194,0.0072081
24,0.6144549,0.5911779,"('dishonest', 'honest')",0.5051143,0.5386361,0.5597847,0.564907,0.0051223
25,-0.93853205,-1.0187818,"('egoistic', 'altruistic')",1.4004785,1.3153043,0.2309732,0.1482612,-0.082712
26,1.0123342,0.94170886,"('hardhearted', 'benevolent')",1.8868959,1.7572607,1.449615,1.3494848,-0.1001302
27,-0.5064085,-0.47641557,"('hardhearted', 'softhearted')",1.0228401,0.98837256,0.2582158,0.2559785,-0.0022373
28,0.2616813,0.15230353,"('disloyal', 'loyal')",0.9633369,0.8062068,0.6125091,0.4792552,-0.1332539
