,broker_male,broker_female,tuple,average_male,average_female,female-male
0,0.2986148,0.23890251,"('unsociable', 'sociable')",0.2986148,0.2389025,-0.0597123
1,1.4671372,1.3946286,"('unfriendly', 'friendly')",1.4671372,1.3946286,-0.0725086
2,0.23605058,0.2901461,"('unlikable', 'likable')",0.2360506,0.2901461,0.0540955
3,-0.16918573,-0.07484963,"('repellent', 'pleasant')",-0.1691857,-0.0748496,0.0943361
4,-7.79551,-7.831541,"('disliked', 'liked')",-7.7955098,-7.8315411,-0.0360313
5,-0.7778721,-0.8623884,"('distant', 'outgoing')",-0.7778721,-0.8623884,-0.0845163
6,0.03880006,-0.03660626,"('distant', 'open')",0.0388001,-0.0366063,-0.0754064
7,0.97637326,1.0533583,"('insensitive', 'sensitive')",0.9763733,1.0533583,0.076985
8,1.3162214,1.1893612,"('unaffectionate', 'affectionate')",1.3162214,1.1893612,-0.1268602
9,2.0194128,2.0123894,"('unaffectionate', 'caring')",2.0194128,2.0123894,-0.0070234
10,0.7803099,0.83061755,"('unsympathetic', 'sympathetic')",0.7803099,0.8306175,0.0503076
11,2.2449594,2.3247921,"('unhelpful', 'helpful')",2.2449594,2.3247921,0.0798327
12,-1.5134411,-1.491702,"('unsupportive', 'supportive')",-1.5134411,-1.491702,0.0217391
13,-0.03529504,-0.039300807,"('impolite', 'polite')",-0.035295,-0.0393008,-0.0040058
14,0.21245582,0.16308793,"('antisocial', 'social')",0.2124558,0.1630879,-0.0493679
15,0.24966538,0.14838435,"('boring', 'funny')",0.2496654,0.1483843,-0.1012811
16,-0.70227325,-0.67048836,"('unpopular', 'popular')",-0.7022732,-0.6704884,0.0317848
17,0.05109753,0.022284731,"('nasty', 'nice')",0.0510975,0.0222847,-0.0288128
18,-0.5175617,-0.54876816,"('disagreeable', 'welcoming')",-0.5175617,-0.5487682,-0.0312065
19,-0.59395325,-0.603461,"('inhospitable', 'hospitable')",-0.5939533,-0.603461,-0.0095077
20,0.8483288,0.8576118,"('rough', 'thoughtful')",0.8483288,0.8576118,0.009283
21,-0.48085126,-0.39207947,"('immoral', 'moral')",-0.4808513,-0.3920795,0.0887718
22,-0.52178353,-0.512209,"('untrustworthy', 'trustworthy')",-0.5217835,-0.512209,0.0095745
23,6.953373,6.9853077,"('insincere', 'sincere')",6.953373,6.9853077,0.0319347
24,1.4178208,1.3179485,"('dishonest', 'honest')",1.4178208,1.3179485,-0.0998723
25,0.8160616,0.73131377,"('egoistic', 'altruistic')",0.8160616,0.7313138,-0.0847478
26,1.6495432,1.5555718,"('hardhearted', 'benevolent')",1.6495432,1.5555718,-0.0939714
27,1.6248436,1.4273672,"('hardhearted', 'softhearted')",1.6248436,1.4273672,-0.1974764
28,1.5446017,1.5445771,"('disloyal', 'loyal')",1.5446017,1.5445771,-2.46e-05
29,-0.61858964,-0.7345225,"('unfair', 'fair')",-0.6185896,-0.7345225,-0.1159329
30,1.1796082,1.1831276,"('intolerant', 'tolerant')",1.1796082,1.1831276,0.0035194
31,-1.531952,-1.572868,"('evil', 'good')",-1.531952,-1.572868,-0.040916
32,1.4101201,1.3929273,"('unkind', 'kind')",1.4101201,1.3929273,-0.0171928
33,-0.22663833,-0.31095096,"('wrong', 'right')",-0.2266383,-0.310951,-0.0843127
34,5.2724266,5.385082,"('mean', 'honorable')",5.2724266,5.3850818,0.1126552
35,-0.53646255,-0.71675414,"('corrupt', 'incorrupt')",-0.5364625,-0.7167541,-0.1802916
36,-0.23099741,-0.35765815,"('hostile', 'amicable')",-0.2309974,-0.3576581,-0.1266607
37,0.6112069,0.62230307,"('fake', 'genuine')",0.6112069,0.6223031,0.0110962
38,0.62088567,0.6507051,"('untruthful', 'truthful')",0.6208857,0.6507051,0.0298194
39,0.45531103,0.432246,"('exploitative', 'cooperative')",0.455311,0.432246,-0.023065
40,-2.278518,-2.3895364,"('stingy', 'generous')",-2.278518,-2.3895364,-0.1110184
41,0.43485585,0.42041266,"('unforgiving', 'forgiving')",0.4348558,0.4204127,-0.0144431
42,-2.862217,-2.8208144,"('unreliable', 'reliable')",-2.8622169,-2.8208144,0.0414025
43,1.6019545,1.6224769,"('irresponsible', 'responsible')",1.6019545,1.6224769,0.0205224
44,-1.2699585,-1.2771988,"('prejudiced', 'unprejudiced')",-1.2699585,-1.2771988,-0.0072403
45,0.089325294,0.14210516,"('incompetent', 'competent')",0.0893253,0.1421052,0.0527799
46,-0.7608464,-0.7568422,"('uncompetitive', 'competitive')",-0.7608464,-0.7568422,0.0040042
47,5.7872458,5.8703303,"('stupid', 'smart')",5.7872458,5.8703303,0.0830845
48,0.19745845,0.21770592,"('unintelligent', 'intelligent')",0.1974584,0.2177059,0.0202475
49,0.025690272,0.12152521,"('unable', 'able')",0.0256903,0.1215252,0.0958349
50,-0.23517717,-0.22185628,"('clumsy', 'skillful')",-0.2351772,-0.2218563,0.0133209
51,-0.1230879,-0.15879245,"('uneducated', 'educated')",-0.1230879,-0.1587925,-0.0357046
52,-0.4958243,-0.6555303,"('irrational', 'rational')",-0.4958243,-0.6555303,-0.159706
53,-0.18106428,-0.2258262,"('uncreative', 'creative')",-0.1810643,-0.2258262,-0.0447619
54,1.1135718,1.1287366,"('incapable', 'capable')",1.1135718,1.1287366,0.0151648
55,0.6247361,0.6918952,"('incompetent', 'clever')",0.6247361,0.6918952,0.0671591
56,0.63196486,0.6740196,"('impractical', 'practical')",0.6319649,0.6740196,0.0420547
57,-3.3750842,-3.35615,"('unimaginative', 'imaginative')",-3.3750842,-3.3561499,0.0189343
58,0.45114088,0.4391234,"('undiscriminating', 'discriminating')",0.4511409,0.4391234,-0.0120175
59,-0.029675463,-0.062864155,"('foolish', 'wise')",-0.0296755,-0.0628642,-0.0331887
60,0.7400213,0.88398457,"('inefficient', 'efficient')",0.7400213,0.8839846,0.1439633
61,0.7316952,0.60968864,"('illogical', 'logical')",0.7316952,0.6096886,-0.1220066
62,0.19686036,0.31392354,"('incompetent', 'brilliant')",0.1968604,0.3139235,0.1170631
63,0.2510889,0.34387708,"('unperceptive', 'insightful')",0.2510889,0.3438771,0.0927882
64,-6.8721747,-6.822392,"('shy', 'confident')",-6.8721747,-6.822392,0.0497827
65,0.25892448,0.3184927,"('insecure', 'secure')",0.2589245,0.3184927,0.0595682
66,-0.3781074,-0.4595369,"('inactive', 'active')",-0.3781074,-0.4595369,-0.0814295
67,-0.032533422,0.037361413,"('doubtful', 'determined')",-0.0325334,0.0373614,0.0698948
68,-0.96269053,-0.9855016,"('dependent', 'independent')",-0.9626905,-0.9855016,-0.0228111
69,-1.598803,-1.6250522,"('lazy', 'industrious')",-1.598803,-1.6250522,-0.0262492
70,0.7204093,0.74605,"('lethargic', 'energetic')",0.7204093,0.74605,0.0256407
71,0.9628842,0.97756207,"('diffident', 'self-confident')",0.9628842,0.9775621,0.0146779
72,0.117046446,0.1541338,"('unambitious', 'ambitious')",0.1170464,0.1541338,0.0370874
73,-2.9859877,-2.9474604,"('helpless', 'self-reliant')",-2.9859877,-2.9474604,0.0385273
74,-0.026073264,-0.014840102,"('undedicated', 'dedicated')",-0.0260733,-0.0148401,0.0112332
75,-0.9973047,-0.94803584,"('meek', 'impulsive')",-0.9973047,-0.9480358,0.0492689
76,0.19955507,0.2521965,"('anxious', 'daring')",0.1995551,0.2521965,0.0526414
77,-1.0703484,-0.90998816,"('unmotivated', 'motivated')",-1.0703484,-0.9099882,0.1603602
78,-0.57369375,-0.5366504,"('nonresilient', 'resilient')",-0.5736938,-0.5366504,0.0370434
79,-0.22497395,-0.24366985,"('wavering', 'unwavering')",-0.2249739,-0.2436699,-0.018696
80,-0.53382164,-0.4722415,"('dominated', 'dominating')",-0.5338216,-0.4722415,0.0615801
81,-0.8607443,-0.7605096,"('submissive', 'aggressive')",-0.8607443,-0.7605096,0.1002347
82,5.569438,5.667935,"('poor', 'rich')",5.569438,5.6679349,0.0984969
83,-0.19006205,-0.1963574,"('powerless', 'powerful')",-0.190062,-0.1963574,-0.0062954
84,0.6600996,0.6297875,"('inferior', 'superior')",0.6600996,0.6297875,-0.0303121
85,-0.07317796,-0.17607334,"('insignificant', 'prestigious')",-0.073178,-0.1760733,-0.1028953
86,-0.14597479,-0.2106551,"('uninfluential', 'influential')",-0.1459748,-0.2106551,-0.0646803
87,-0.2689498,-0.15476298,"('unsuccessful', 'successful')",-0.2689498,-0.154763,0.1141868
88,-0.012452334,0.03195592,"('low', 'eminent')",-0.0124523,0.0319559,0.0444082
