,microchip_male,microchip_female,tuple,technology_male,technology_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.2682464,-1.3913565,"('unsociable', 'sociable')",0.37606946,0.29619193,-0.32103097,-0.4590786,-0.4044027,-0.518081,-0.1136783
1,-0.6303914,-0.7758612,"('unfriendly', 'friendly')",-0.63085186,-0.82260215,1.448634,1.2888548,0.0624636,-0.1032028,-0.1656664
2,-0.05443158,-0.062123008,"('unlikable', 'likable')",0.62247765,0.62376,0.70338744,0.75244415,0.4238112,0.4380271,0.0142159
3,-0.93625855,-0.8390379,"('repellent', 'pleasant')",0.3232292,0.4866283,-0.023232274,0.06233329,-0.2120872,-0.0966921,0.1153951
4,0.3816424,0.35287333,"('disliked', 'liked')",-0.45212173,-0.49075767,-5.3712425,-5.4756365,-1.8139073,-1.8711735,-0.0572662
5,0.3910719,0.3953575,"('distant', 'outgoing')",-1.8085656,-1.7628772,-0.28394765,-0.26020193,-0.5671471,-0.5425739,0.0245732
6,-0.004971724,0.028342344,"('distant', 'open')",-2.2106922,-2.1728632,0.049975608,0.044300854,-0.7218961,-0.7000734,0.0218227
7,-0.604936,-0.5956184,"('insensitive', 'sensitive')",0.54762053,0.6974476,0.48207253,0.55034566,0.1415857,0.2173916,0.0758059
8,-0.91499525,-0.95779157,"('unaffectionate', 'affectionate')",-0.46941292,-0.566862,0.42217553,0.35874176,-0.3207442,-0.3886373,-0.0678931
9,-0.731247,-0.77175236,"('unaffectionate', 'caring')",-0.21720733,-0.2829303,0.98161674,0.9919728,0.0110541,-0.0209033,-0.0319574
10,-2.5343535,-2.5198796,"('unsympathetic', 'sympathetic')",0.21891412,0.32358044,-0.51520246,-0.5532739,-0.9435473,-0.9165243,0.027023
11,-0.72025245,-0.74442285,"('unhelpful', 'helpful')",1.5219238,1.5303171,2.0734165,2.0887845,0.9583626,0.9582262,-0.0001364
12,-0.69696814,-0.5736412,"('unsupportive', 'supportive')",0.6492539,0.82325745,-1.7092127,-1.6750302,-0.5856423,-0.475138,0.1105043
13,-0.45277825,-0.48286936,"('impolite', 'polite')",0.84621096,0.8512457,-0.21252471,-0.2033141,0.0603027,0.0550207,-0.005282
14,-0.39304957,-0.39342543,"('antisocial', 'social')",1.9472485,1.9966023,-0.4648718,-0.47848824,0.363109,0.3748962,0.0117872
15,0.54252416,0.45536044,"('boring', 'funny')",-0.20794524,-0.28869534,0.70800966,0.6452371,0.3475295,0.2706341,-0.0768954
16,-0.25944597,-0.28064582,"('unpopular', 'popular')",-0.6833857,-0.72904754,0.7829976,0.7553639,-0.053278,-0.0847765,-0.0314985
17,0.25880378,0.3040417,"('nasty', 'nice')",-0.45049655,-0.4383595,-0.32006285,-0.3217614,-0.1705852,-0.1520264,0.0185588
18,-0.31685773,-0.3112899,"('disagreeable', 'welcoming')",-0.39184391,-0.35671532,-0.20252055,-0.24251902,-0.3037407,-0.3035081,0.0002326
19,-0.6368785,-0.7214121,"('inhospitable', 'hospitable')",-1.1165389,-1.2579257,0.07760184,0.07366567,-0.5586052,-0.6352241,-0.0766189
20,-0.039037712,0.02142958,"('rough', 'thoughtful')",1.603934,1.6587021,0.68552256,0.6464797,0.7501396,0.7755372,0.0253976
21,-0.769658,-0.8292836,"('immoral', 'moral')",1.1485245,1.1272981,-0.56337667,-0.5520522,-0.0615034,-0.0846792,-0.0231758
22,-0.2162681,-0.23182277,"('untrustworthy', 'trustworthy')",0.020096015,-0.0034053838,-0.879349,-0.88962257,-0.358507,-0.3749502,-0.0164432
23,-1.0563895,-1.1104909,"('insincere', 'sincere')",-0.20944688,-0.20707318,5.192221,5.1551137,1.308795,1.2791832,-0.0296118
24,-1.1134198,-1.1231078,"('dishonest', 'honest')",-1.4851363,-1.4958858,0.73198354,0.67961043,-0.6221908,-0.6464611,-0.0242703
25,0.36365145,0.28924245,"('egoistic', 'altruistic')",-0.6264799,-0.6178188,1.2533998,1.2493432,0.3301905,0.3069223,-0.0232682
26,-0.34944782,-0.40088367,"('hardhearted', 'benevolent')",0.5233818,0.519939,1.6056962,1.5036851,0.5932101,0.5409135,-0.0522966
27,-0.28718087,-0.16042,"('hardhearted', 'softhearted')",-0.10645921,0.001826372,1.0047753,1.0066464,0.2037117,0.2826842,0.0789725
28,-0.69939375,-0.84714454,"('disloyal', 'loyal')",0.42050824,0.28172287,0.986622,0.84364367,0.2359122,0.0927407,-0.1431715
29,-0.0010383464,0.004266171,"('unfair', 'fair')",-1.4482219,-1.5272821,-0.87551075,-1.0378428,-0.7749236,-0.8536196,-0.078696
30,0.054533202,0.047553837,"('intolerant', 'tolerant')",1.6954167,1.6603963,1.3148645,1.234147,1.0216049,0.9806991,-0.0409058
31,0.21600585,0.25430685,"('evil', 'good')",-1.818103,-1.9095948,-1.1006227,-1.1939145,-0.9009066,-0.9497342,-0.0488276
32,-0.45913193,-0.5136583,"('unkind', 'kind')",0.6590353,0.6827181,1.0436773,0.94202626,0.4145269,0.370362,-0.0441649
33,0.9513954,0.8862691,"('wrong', 'right')",0.13109879,0.02387596,-0.46121255,-0.48516548,0.2070939,0.1416599,-0.065434
34,-0.40644124,-0.363786,"('mean', 'honorable')",-0.61006624,-0.527288,5.755289,5.890337,1.5795938,1.6664209,0.0868271
35,1.1756784,1.0992523,"('corrupt', 'incorrupt')",-1.4347427,-1.6055433,-0.11005446,-0.25222135,-0.1230396,-0.2528374,-0.1297978
36,0.5112992,0.34682924,"('hostile', 'amicable')",-1.3985507,-1.6859326,0.2527831,0.05486247,-0.2114895,-0.4280803,-0.2165908
37,-0.39377847,-0.3390651,"('fake', 'genuine')",-0.39812577,-0.2979306,-0.0071164146,0.015456229,-0.2663402,-0.2071798,0.0591604
38,-0.29974607,-0.32458878,"('untruthful', 'truthful')",-0.42817402,-0.43205866,0.114487894,0.12863643,-0.2044774,-0.209337,-0.0048596
39,1.3225088,1.2987311,"('exploitative', 'cooperative')",0.47523898,0.49774468,-0.0023304354,-0.0025358796,0.5984725,0.5979799,-0.0004926
40,-0.024221346,0.05432178,"('stingy', 'generous')",-0.15781808,-0.020819724,-1.6983585,-1.7492899,-0.6267993,-0.5719293,0.05487
41,-0.6695061,-0.66889274,"('unforgiving', 'forgiving')",-0.58079004,-0.57332635,0.39946204,0.30986983,-0.2836114,-0.3107831,-0.0271717
42,-0.32157806,-0.13093176,"('unreliable', 'reliable')",-1.0256916,-0.7975941,-3.0708382,-2.9687855,-1.4727027,-1.2991037,0.173599
43,-1.2220778,-1.0993589,"('irresponsible', 'responsible')",-0.25747412,-0.10236722,0.29260102,0.3108548,-0.3956503,-0.2969571,0.0986932
44,0.94289654,1.0157241,"('prejudiced', 'unprejudiced')",-0.30178326,-0.21554084,-1.4310789,-1.476402,-0.2633219,-0.2254063,0.0379156
45,-1.5015478,-1.4043701,"('incompetent', 'competent')",-0.21063034,-0.055400997,-0.52818173,-0.51554745,-0.7467866,-0.6584395,0.0883471
46,-1.4580107,-1.3838196,"('uncompetitive', 'competitive')",0.9568052,1.1210116,-0.39047873,-0.39686844,-0.2972281,-0.2198921,0.077336
47,0.41088665,0.50468296,"('stupid', 'smart')",1.1955968,1.2935377,5.286148,5.4340143,2.2975438,2.410745,0.1132012
48,-0.8202716,-0.8640335,"('unintelligent', 'intelligent')",1.6915004,1.6507089,0.841309,0.75363934,0.5708459,0.5134382,-0.0574077
49,0.10881387,0.21116462,"('unable', 'able')",0.55868345,0.65329826,-0.0062350854,0.15959646,0.2204208,0.3413531,0.1209323
50,0.5789751,0.67144614,"('clumsy', 'skillful')",0.7194413,0.77653754,0.1239957,0.14833798,0.4741373,0.5321072,0.0579699
51,-0.62349105,-0.786581,"('uneducated', 'educated')",1.2688062,1.1303314,0.8870965,0.76948667,0.5108039,0.371079,-0.1397249
52,0.897638,0.7296122,"('irrational', 'rational')",-1.4165245,-1.7140218,-0.058680676,-0.2014018,-0.1925224,-0.3952705,-0.2027481
53,-0.93410593,-1.0486777,"('uncreative', 'creative')",0.6588737,0.5758904,0.70742375,0.65119696,0.1440638,0.0594699,-0.0845939
54,-0.13224992,-0.28649658,"('incapable', 'capable')",-0.06712441,-0.1781986,1.0058872,1.0016121,0.2688376,0.1789723,-0.0898653
55,-1.2542347,-1.2446358,"('incompetent', 'clever')",1.5377923,1.6267709,-0.040797807,-0.041093346,0.08092,0.1136806,0.0327606
56,0.18739247,0.17324643,"('impractical', 'practical')",1.0911676,1.0833557,-0.4016669,-0.3714032,0.2922977,0.2950663,0.0027686
57,-0.762256,-0.8540667,"('unimaginative', 'imaginative')",1.0171583,0.99170005,-2.415812,-2.5055687,-0.7203032,-0.7893118,-0.0690086
58,-0.35356703,-0.44418517,"('undiscriminating', 'discriminating')",0.67127985,0.57488364,-0.14391284,-0.1940388,0.0579333,-0.0211134,-0.0790467
59,0.88688374,0.88174796,"('foolish', 'wise')",-0.6166517,-0.71965545,0.187863,0.17478594,0.1526983,0.1122928,-0.0404055
60,-0.038863745,0.06833038,"('inefficient', 'efficient')",1.9540746,2.1904385,-0.1863249,-0.05912884,0.5762953,0.7332133,0.156918
61,-0.22326615,-0.3492099,"('illogical', 'logical')",0.7290408,0.58817023,0.06647746,-0.018139243,0.1907507,0.073607,-0.1171437
62,-0.9844125,-0.8748033,"('incompetent', 'brilliant')",1.4530333,1.687125,-0.080724016,0.11157581,0.1292989,0.3079658,0.1786669
63,-1.334303,-1.2981381,"('unperceptive', 'insightful')",0.5127675,0.64605236,0.8223277,0.9257291,0.000264,0.0912144,0.0909504
64,-0.12780577,-0.096246436,"('shy', 'confident')",-0.13450037,-0.06343788,-5.9965234,-6.009944,-2.0862765,-2.0565427,0.0297338
65,-1.1117578,-1.1545016,"('insecure', 'secure')",0.0048235804,0.005628515,-0.6680425,-0.6241748,-0.5916589,-0.591016,0.0006429
66,-0.89732677,-0.9365201,"('inactive', 'active')",-0.73334605,-0.81198376,1.0132729,0.97523135,-0.2058,-0.2577575,-0.0519575
67,0.8813034,0.83368987,"('doubtful', 'determined')",0.19409639,0.19872768,-0.50332415,-0.47350705,0.1906919,0.1863035,-0.0043884
68,-0.36677226,-0.4696545,"('dependent', 'independent')",-0.27235353,-0.38238725,-0.5348611,-0.5789982,-0.391329,-0.4770133,-0.0856843
69,2.1443408,2.2201002,"('lazy', 'industrious')",0.21869923,0.28264806,-0.18802576,-0.1346337,0.7250048,0.7893715,0.0643667
70,-0.88923657,-0.84770185,"('lethargic', 'energetic')",0.050584454,0.2548525,0.58742774,0.6818808,-0.0837415,0.0296771,0.1134186
71,1.131009,1.1718338,"('diffident', 'self-confident')",0.36302322,0.4667095,0.4577471,0.47428015,0.6505931,0.7042745,0.0536814
72,-0.60130656,-0.5907836,"('unambitious', 'ambitious')",-0.15441506,-0.14519866,-1.3915105,-1.332857,-0.715744,-0.6896131,0.0261309
73,1.9961637,1.9955782,"('helpless', 'self-reliant')",0.6218702,0.53860986,-3.0968835,-3.0933492,-0.1596165,-0.1863871,-0.0267706
74,0.32281518,0.35523006,"('undedicated', 'dedicated')",0.49068683,0.6388039,-0.030520726,-0.05302475,0.2609938,0.3136697,0.0526759
75,0.88587373,0.83734363,"('meek', 'impulsive')",-0.24898608,-0.28469914,-0.09872783,-0.031854544,0.1793866,0.1735966,-0.00579
76,-0.96453786,-0.8441986,"('anxious', 'daring')",0.9288461,1.0965544,0.25119364,0.27251688,0.071834,0.1749576,0.1031236
77,-0.13841914,-0.18114558,"('unmotivated', 'motivated')",0.8837337,0.9577827,-0.8895534,-0.81925833,-0.0480796,-0.0142071,0.0338725
78,-0.3830757,-0.20155995,"('nonresilient', 'resilient')",1.4848036,1.6282856,0.29427895,0.4056211,0.4653356,0.6107823,0.1454467
79,-0.50288516,-0.58356285,"('wavering', 'unwavering')",-1.8525012,-2.0160596,-0.12711447,-0.13921317,-0.8275003,-0.9129452,-0.0854449
80,-0.24833345,-0.15238713,"('dominated', 'dominating')",1.2182181,1.3948416,-0.9292435,-0.79004115,0.013547,0.1508044,0.1372574
81,-0.7927162,-0.873528,"('submissive', 'aggressive')",1.8344865,1.883093,-0.29160216,-0.22125371,0.250056,0.2627704,0.0127144
82,-1.231327,-1.3250364,"('poor', 'rich')",0.6382257,0.55377007,5.932949,5.979427,1.7799492,1.7360535,-0.0438957
83,0.42445308,0.33317417,"('powerless', 'powerful')",0.3960494,0.39532742,-1.017378,-1.0993807,-0.0656252,-0.1236264,-0.0580012
84,0.31402928,0.21490447,"('inferior', 'superior')",0.2886475,0.23151115,0.7907609,0.7827245,0.4644792,0.4097133,-0.0547659
85,0.46374056,0.36051962,"('insignificant', 'prestigious')",-0.48650098,-0.6014847,0.66776633,0.5571659,0.215002,0.1054003,-0.1096017
86,-1.2492474,-1.4315138,"('uninfluential', 'influential')",0.3656399,0.26804668,-0.1210015,-0.22370155,-0.3348697,-0.4623896,-0.1275199
87,0.19584258,0.11370918,"('unsuccessful', 'successful')",1.0534343,1.0560718,0.706926,0.7917254,0.6520676,0.6538355,0.0017679
88,-0.51331407,-0.71947414,"('low', 'eminent')",0.5308764,0.37030894,0.49832538,0.39145046,0.1719626,0.0140951,-0.1578675
