,keycorp_male,keycorp_female,tuple,average_male,average_female,female-male
0,-0.20184782,-0.33258608,"('unsociable', 'sociable')",-0.2018478,-0.3325861,-0.1307383
1,1.2239515,1.1534125,"('unfriendly', 'friendly')",1.2239515,1.1534125,-0.070539
2,1.3770269,1.45425,"('unlikable', 'likable')",1.3770269,1.45425,0.0772231
3,-0.09211796,-0.0034147883,"('repellent', 'pleasant')",-0.092118,-0.0034148,0.0887032
4,-3.2756414,-3.331143,"('disliked', 'liked')",-3.2756414,-3.3311429,-0.0555015
5,0.20455599,0.18293318,"('distant', 'outgoing')",0.204556,0.1829332,-0.0216228
6,-0.20101342,-0.20779233,"('distant', 'open')",-0.2010134,-0.2077923,-0.0067789
7,0.6180237,0.59959036,"('insensitive', 'sensitive')",0.6180237,0.5995904,-0.0184333
8,0.41188478,0.35369572,"('unaffectionate', 'affectionate')",0.4118848,0.3536957,-0.0581891
9,0.99835336,0.96118253,"('unaffectionate', 'caring')",0.9983534,0.9611825,-0.0371709
10,-0.46267843,-0.44735235,"('unsympathetic', 'sympathetic')",-0.4626784,-0.4473523,0.0153261
11,1.5978374,1.6114407,"('unhelpful', 'helpful')",1.5978374,1.6114407,0.0136033
12,-0.4327778,-0.37851512,"('unsupportive', 'supportive')",-0.4327778,-0.3785151,0.0542627
13,-0.2895578,-0.3727126,"('impolite', 'polite')",-0.2895578,-0.3727126,-0.0831548
14,0.46478412,0.3994047,"('antisocial', 'social')",0.4647841,0.3994047,-0.0653794
15,0.82592005,0.7174806,"('boring', 'funny')",0.82592,0.7174806,-0.1084394
16,-0.1347048,-0.1681529,"('unpopular', 'popular')",-0.1347048,-0.1681529,-0.0334481
17,-0.63000685,-0.61249167,"('nasty', 'nice')",-0.6300068,-0.6124917,0.0175151
18,-0.06447203,-0.085649416,"('disagreeable', 'welcoming')",-0.064472,-0.0856494,-0.0211774
19,-0.65735626,-0.648451,"('inhospitable', 'hospitable')",-0.6573563,-0.648451,0.0089053
20,0.061342888,0.07911119,"('rough', 'thoughtful')",0.0613429,0.0791112,0.0177683
21,-0.18437377,-0.17716408,"('immoral', 'moral')",-0.1843738,-0.1771641,0.0072097
22,-0.26974413,-0.26917735,"('untrustworthy', 'trustworthy')",-0.2697441,-0.2691773,0.0005668
23,3.1296988,3.063925,"('insincere', 'sincere')",3.1296988,3.063925,-0.0657738
24,0.73123014,0.66969264,"('dishonest', 'honest')",0.7312301,0.6696926,-0.0615375
25,0.3340451,0.30682713,"('egoistic', 'altruistic')",0.3340451,0.3068271,-0.027218
26,1.0934535,1.0428056,"('hardhearted', 'benevolent')",1.0934535,1.0428056,-0.0506479
27,0.6683303,0.6472842,"('hardhearted', 'softhearted')",0.6683303,0.6472842,-0.0210461
28,0.52989036,0.3880529,"('disloyal', 'loyal')",0.5298904,0.3880529,-0.1418375
29,-0.38078666,-0.44023076,"('unfair', 'fair')",-0.3807867,-0.4402308,-0.0594441
30,0.6608763,0.6013348,"('intolerant', 'tolerant')",0.6608763,0.6013348,-0.0595415
31,-1.2000034,-1.1263909,"('evil', 'good')",-1.2000034,-1.1263909,0.0736125
32,0.6760359,0.5986795,"('unkind', 'kind')",0.6760359,0.5986795,-0.0773564
33,0.54384553,0.48155332,"('wrong', 'right')",0.5438455,0.4815533,-0.0622922
34,2.5013125,2.5792382,"('mean', 'honorable')",2.5013125,2.5792382,0.0779257
35,-0.7990131,-0.85694194,"('corrupt', 'incorrupt')",-0.7990131,-0.8569419,-0.0579288
36,-0.45715332,-0.51365083,"('hostile', 'amicable')",-0.4571533,-0.5136508,-0.0564975
37,-0.3687934,-0.365295,"('fake', 'genuine')",-0.3687934,-0.365295,0.0034984
38,0.3445793,0.35386267,"('untruthful', 'truthful')",0.3445793,0.3538627,0.0092834
39,0.6828903,0.7288986,"('exploitative', 'cooperative')",0.6828903,0.7288986,0.0460083
40,-0.9899395,-1.0531741,"('stingy', 'generous')",-0.9899395,-1.0531741,-0.0632346
41,0.25608164,0.22755538,"('unforgiving', 'forgiving')",0.2560816,0.2275554,-0.0285262
42,-1.0705101,-1.0755277,"('unreliable', 'reliable')",-1.0705101,-1.0755277,-0.0050176
43,0.5244888,0.52026296,"('irresponsible', 'responsible')",0.5244888,0.520263,-0.0042258
44,-0.15746543,-0.11622472,"('prejudiced', 'unprejudiced')",-0.1574654,-0.1162247,0.0412407
45,-0.29529598,-0.28565562,"('incompetent', 'competent')",-0.295296,-0.2856556,0.0096404
46,-0.33036566,-0.29595158,"('uncompetitive', 'competitive')",-0.3303657,-0.2959516,0.0344141
47,3.0529222,3.1207995,"('stupid', 'smart')",3.0529222,3.1207995,0.0678773
48,0.1206613,0.06976791,"('unintelligent', 'intelligent')",0.1206613,0.0697679,-0.0508934
49,-0.18393826,-0.12866879,"('unable', 'able')",-0.1839383,-0.1286688,0.0552695
50,0.0018081293,-0.019735023,"('clumsy', 'skillful')",0.0018081,-0.019735,-0.0215431
51,-0.8009077,-0.8908717,"('uneducated', 'educated')",-0.8009077,-0.8908717,-0.089964
52,-0.3304011,-0.46106264,"('irrational', 'rational')",-0.3304011,-0.4610626,-0.1306615
53,0.32967666,0.27446494,"('uncreative', 'creative')",0.3296767,0.2744649,-0.0552118
54,0.45982158,0.46582142,"('incapable', 'capable')",0.4598216,0.4658214,0.0059998
55,0.38276967,0.39603743,"('incompetent', 'clever')",0.3827697,0.3960374,0.0132677
56,0.4410584,0.4051088,"('impractical', 'practical')",0.4410584,0.4051088,-0.0359496
57,-1.3306081,-1.3335845,"('unimaginative', 'imaginative')",-1.3306081,-1.3335845,-0.0029764
58,0.34226868,0.33413664,"('undiscriminating', 'discriminating')",0.3422687,0.3341366,-0.0081321
59,0.47001573,0.4483183,"('foolish', 'wise')",0.4700157,0.4483183,-0.0216974
60,0.5842689,0.62615293,"('inefficient', 'efficient')",0.5842689,0.6261529,0.041884
61,0.25623956,0.1298294,"('illogical', 'logical')",0.2562396,0.1298294,-0.1264102
62,0.8196525,0.89652693,"('incompetent', 'brilliant')",0.8196525,0.8965269,0.0768744
63,0.046410125,0.08623302,"('unperceptive', 'insightful')",0.0464101,0.086233,0.0398229
64,-3.093925,-3.12906,"('shy', 'confident')",-3.093925,-3.12906,-0.035135
65,0.33350337,0.30011237,"('insecure', 'secure')",0.3335034,0.3001124,-0.033391
66,0.16656289,0.17542198,"('inactive', 'active')",0.1665629,0.175422,0.0088591
