,philip_male,philip_female,tuple,morris_male,morris_female,international_male,international_female,inc_male,inc_female,average_male,average_female,female-male
0,0.57681257,0.16438346,"('unsociable', 'sociable')",0.4586642,0.2612992,-0.016624026,-0.2299645,-0.30640334,-0.5358991,0.1781124,-0.0850452,-0.2631576
1,-0.34473497,-0.50909734,"('unfriendly', 'friendly')",1.7408038,1.7594817,-0.03280154,-0.087272294,1.1180665,0.9612048,0.6203334,0.5310792,-0.0892542
2,1.3621314,1.2025307,"('unlikable', 'likable')",1.2163383,1.1544348,1.5280379,1.5921415,0.73504865,0.8840394,1.2103891,1.2082866,-0.0021025
3,-0.49953616,-0.5960735,"('repellent', 'pleasant')",-1.4873233,-1.4409516,-0.01807535,-0.12953489,0.2366395,0.2578582,-0.4420738,-0.4771754,-0.0351016
4,-0.72822577,-0.7303787,"('disliked', 'liked')",0.17295757,0.1578735,-0.35804197,-0.33499944,-5.8591995,-5.850597,-1.6931274,-1.6895254,0.003602
5,-0.9221833,-0.7859471,"('distant', 'outgoing')",0.68688023,0.7176441,-0.21598157,-0.11428093,-0.28240058,-0.19640955,-0.1834213,-0.0947484,0.0886729
6,-0.898289,-0.7628356,"('distant', 'open')",0.75952905,0.8687899,-0.51033175,-0.37854797,-0.021146059,0.068950936,-0.1675594,-0.0509107,0.1166487
7,-0.24501634,-0.5165944,"('insensitive', 'sensitive')",-0.78104776,-0.7485929,-0.3330142,-0.43841666,0.41659957,0.3566913,-0.2356197,-0.3367282,-0.1011085
8,0.23198844,0.28304762,"('unaffectionate', 'affectionate')",1.7355729,1.7726364,-0.2639287,-0.2760033,-0.09297843,-0.12981272,0.4026635,0.412467,0.0098035
9,0.13922723,-0.018769711,"('unaffectionate', 'caring')",1.221237,1.2094942,0.39517483,0.35034207,0.70521116,0.6653073,0.6152126,0.5515934,-0.0636192
10,-0.33493122,-0.9211039,"('unsympathetic', 'sympathetic')",-1.1691917,-1.3079728,-0.86045074,-0.99674916,-0.23003449,-0.39176792,-0.6486521,-0.9043984,-0.2557463
11,-0.25892434,-0.47908357,"('unhelpful', 'helpful')",-0.9862094,-1.0783007,0.30110365,0.22633417,2.308183,2.227856,0.3410382,0.2242015,-0.1168367
12,0.54598254,0.46267694,"('unsupportive', 'supportive')",0.673737,0.7245723,0.21310845,0.33121943,-1.5294243,-1.4974202,-0.0241491,0.0052621,0.0294112
13,0.30121613,0.0040012784,"('impolite', 'polite')",-0.6637767,-0.85169923,0.7642981,0.66599286,0.011051275,-0.09605838,0.1031972,-0.0694409,-0.1726381
14,0.31230372,0.1239098,"('antisocial', 'social')",-0.3998473,-0.5519793,0.9771376,0.81892294,-0.2983178,-0.3868072,0.1478191,0.0010116,-0.1468075
