,week_male,week_female,tuple,average_male,average_female,female-male
0,0.087717,-0.013564013,"('unsociable', 'sociable')",0.087717,-0.013564,-0.101281
1,1.3387344,1.4112736,"('unfriendly', 'friendly')",1.3387344,1.4112736,0.0725392
2,0.18758544,0.29887363,"('unlikable', 'likable')",0.1875854,0.2988736,0.1112882
3,0.5406321,0.5674197,"('repellent', 'pleasant')",0.5406321,0.5674197,0.0267876
4,-7.3604493,-7.287168,"('disliked', 'liked')",-7.3604493,-7.287168,0.0732813
5,-0.36310175,-0.20841384,"('distant', 'outgoing')",-0.3631018,-0.2084138,0.154688
6,-0.06196444,0.028473381,"('distant', 'open')",-0.0619644,0.0284734,0.0904378
7,1.2255536,1.264891,"('insensitive', 'sensitive')",1.2255536,1.264891,0.0393374
8,1.0000536,0.92790323,"('unaffectionate', 'affectionate')",1.0000536,0.9279032,-0.0721504
9,1.417347,1.4664032,"('unaffectionate', 'caring')",1.417347,1.4664032,0.0490562
10,1.3050714,1.1495415,"('unsympathetic', 'sympathetic')",1.3050714,1.1495415,-0.1555299
11,2.0899155,2.1039898,"('unhelpful', 'helpful')",2.0899155,2.1039898,0.0140743
12,-1.2111675,-1.1519465,"('unsupportive', 'supportive')",-1.2111675,-1.1519465,0.059221
13,-0.010922678,-0.016755763,"('impolite', 'polite')",-0.0109227,-0.0167558,-0.0058331
14,0.23220475,0.17810479,"('antisocial', 'social')",0.2322048,0.1781048,-0.0541
15,0.10280629,0.14068463,"('boring', 'funny')",0.1028063,0.1406846,0.0378783
16,-0.6821516,-0.5790211,"('unpopular', 'popular')",-0.6821516,-0.5790211,0.1031305
17,-0.07908469,-0.15605329,"('nasty', 'nice')",-0.0790847,-0.1560533,-0.0769686
18,-0.4984765,-0.4743117,"('disagreeable', 'welcoming')",-0.4984765,-0.4743117,0.0241648
19,-0.34158143,-0.26337576,"('inhospitable', 'hospitable')",-0.3415814,-0.2633758,0.0782056
20,0.75884336,0.6492759,"('rough', 'thoughtful')",0.7588434,0.6492759,-0.1095675
21,0.12252748,0.1959649,"('immoral', 'moral')",0.1225275,0.1959649,0.0734374
22,0.12507184,0.16056423,"('untrustworthy', 'trustworthy')",0.1250718,0.1605642,0.0354924
23,6.468339,6.502564,"('insincere', 'sincere')",6.468339,6.502564,0.034225
24,1.9389304,1.9808823,"('dishonest', 'honest')",1.9389304,1.9808823,0.0419519
25,0.17614856,0.13741407,"('egoistic', 'altruistic')",0.1761486,0.1374141,-0.0387345
26,0.645048,0.5705355,"('hardhearted', 'benevolent')",0.645048,0.5705355,-0.0745125
27,1.6885796,1.4832878,"('hardhearted', 'softhearted')",1.6885796,1.4832878,-0.2052918
